Mach,cluster_id,cluster_cr,cluster_ci,cluster_omega_i_max,n_modes,rep_cr,rep_ci,rep_omega_i,distance_to_shooting,peak_y,peak_amp,centroid_y,spread_y,phase_span
1.3,0,0.7402232704178708,0.004629900676880061,0.0024479659507852234,116,0.8098978235422346,0.0041293480351578685,0.0008258696070315738,0.04899054036726985,-7.105263157894739,1.0,0.15949772849644905,1.8240621613037107,3.1386425551122503
1.3,1,0.3550128566361019,0.18920454588386887,0.037840909176773775,1,0.3550128566361019,0.18920454588386887,0.037840909176773775,0.555438202685372,-7.105263157894739,1.0,-0.17720612836106772,2.204789300408607,2.424170915447326
1.3,2,0.2399872809009258,0.007205731559377675,0.001441146311875535,1,0.2399872809009258,0.007205731559377675,0.001441146311875535,0.5218197804707098,-7.105263157894739,1.0,-3.0112468327213646,2.2331674712626857,2.039606295318154
1.3,3,0.23017286335840953,0.007066021976380111,0.0014132043952760224,1,0.23017286335840953,0.007066021976380111,0.0014132043952760224,0.5316230244264594,-7.105263157894739,1.0,-2.8367253043707747,2.271967128194564,0.8573040590447686
1.3,4,0.11340981559860834,0.004871273266120374,0.0013849923165557138,23,0.11331562128195834,0.005241546964099477,0.0010483093928198954,0.6483771712332818,-7.105263157894739,1.0,-0.5991991495466205,2.485715173526149,0.05697687081420699
1.275,0,0.7510337052275341,0.0045242051502516,0.0023968397817051056,115,0.8182300238670818,0.004043953582309865,0.000808790716461973,0.5452277175741488,-7.105263157894739,1.0,0.1625577642852013,1.8336388388888203,3.1382765998805437
1.275,1,0.3641031259245912,0.19310471608589083,0.03862094321717817,1,0.3641031259245912,0.19310471608589083,0.03862094321717817,0.29495394866022345,-7.105263157894739,1.0,-0.21106259958267404,2.213834906854113,2.345127118591396
1.275,2,0.25962888207390084,0.0072315485869471376,0.0014463097173894276,1,0.25962888207390084,0.0072315485869471376,0.0014463097173894276,0.09126183699749829,-7.105263157894739,1.0,-3.022109983647614,2.182869087112077,1.6389578201136703
1.275,3,0.12334553123252491,0.004782591565957672,0.0014203864756111276,27,0.12299473224568977,0.00524516902724197,0.001049033805448394,0.18344502173334254,-7.105263157894739,1.0,-0.561812305460819,2.4431886881327203,0.05147526765586188
1.25,0,0.7595161917006636,0.004515760065125374,0.0023469395383560483,110,0.8264327746017085,0.003973851725120785,0.000794770345024157,0.5677685322419865,-7.105263157894739,0.9999999999999999,0.16462124043512483,1.845023012642666,3.137899354738711
1.25,1,0.37320252717970526,0.19549809125651296,0.03909961825130259,1,0.37320252717970526,0.19549809125651296,0.03909961825130259,0.29937874928714436,-7.105263157894739,1.0,-0.24785397126035005,2.2250755952679464,2.2621410165532976
1.25,2,0.2891969146320243,0.007372668413357496,0.0014745336826714993,1,0.2891969146320243,0.007372668413357496,0.0014745336826714993,0.09825574409968038,-7.105263157894739,1.0,-2.963234656491987,2.2674015062140267,2.291106301083658
1.25,3,0.2793158893679417,0.007255290090602366,0.0014510580181204733,1,0.2793158893679417,0.007255290090602366,0.0014510580181204733,0.09684421582210617,-7.105263157894739,1.0,-2.9396678946942734,2.1976697679665165,1.1265803437684707
1.25,4,0.12883179474522408,0.004641162345739446,0.0014271106645851394,30,0.13267712021634806,0.005252398537917417,0.0010504797075834836,0.16840735473971505,-7.105263157894739,1.0,-0.5264587085114932,2.403127871340636,0.04668786489775664
1.2,0,0.7786932431059115,0.004407490643578397,0.0022286597693862674,104,0.8345073695606436,0.004092872113156794,0.0008185744226313588,0.6064007215900072,-7.105263157894739,1.0,0.16223129518464302,1.8781990244220832,3.136653409158763
1.2,1,0.3917388157095406,0.19530527412757753,0.03906105482551551,1,0.3917388157095406,0.19530527412757753,0.03906105482551551,0.3042660983375188,-7.105263157894739,1.0,-0.33300929417249925,2.2536853381886965,2.0814474930127878
1.2,2,0.3387091505948392,0.007496598096036648,0.0014993196192073298,1,0.3387091505948392,0.007496598096036648,0.0014993196192073298,0.14936610130470232,-7.105263157894739,1.0,-2.9804025965770995,2.226146152417493,2.230802063058087
1.2,3,0.32875971877282667,0.007403699021924954,0.001480739804384991,1,0.32875971877282667,0.007403699021924954,0.001480739804384991,0.14312145759548164,-7.105263157894739,1.0,-2.914907690078626,2.1874329305136566,1.0600296821801338
1.2,4,0.15762278275144712,0.004922039524873449,0.001461401099838017,34,0.15205034452427896,0.005286228837975724,0.0010572457675951448,0.1457968996390621,-7.105263157894739,1.0,-0.46164215423996713,2.329611747900662,0.03885062499440814
