alpha,Mach,beam_parent_rank,beam_parent_id,local_rank,cand_cr,cand_ci,cand_omega_i,peak_y,peak_amp,centroid_y,spread_y,phase_span,distance_to_previous,distance_to_shooting,overlap_to_previous,overlap_to_reference,blumen_ci_target,blumen_ci_abs_err,cr_floor_term,low_ci_term,local_score,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.275,1,0,1,0.7665006496258118,0.005136914081030167,0.0010273828162060334,-7.105263157894739,1.0,0.15527778450304544,1.8544785483135324,3.135974590639359,0.0002701734798185383,0.4939566243842048,0.9995188310904513,0.9995188310904513,0.02101301085949478,0.01587609677846461,0.0,0.315078122529311,0.7549919174924999,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,1,0,2,0.7753944621994386,0.004949402839713684,0.000989880567942737,-7.105263157894739,0.9999999999999999,0.15678438006330234,1.8502393257516796,3.13642283450214,0.008897718672535915,0.5027641363191697,0.9997465454492427,0.9997465454492427,0.02101301085949478,0.016063608019781093,0.0,0.3400796213715087,0.8002828083929592,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,1,0,3,0.75751112542834,0.005326911079326957,0.0010653822158653915,-7.105263157894739,1.0,0.15360770307854849,1.8590655915641154,3.135536711830109,0.009009724261193614,0.485057646290493,0.9992053387212531,0.9992053387212531,0.02101301085949478,0.01568609978016782,0.0,0.2897451894230724,0.8034854061444949,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,1,0,4,0.7484313146446543,0.005519624046567929,0.0011039248093135858,-7.105263157894739,1.0,0.15178755405861002,1.8639973070333062,3.135181974915812,0.018095702883672453,0.47607274022296103,0.9987976501374503,0.9987976501374503,0.02101301085949478,0.01549338681292685,0.0,0.2640501271242761,0.8521544287028795,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.25,1,1,1,0.7665069010761517,0.00531484561783624,0.001062969123567248,-7.105263157894739,1.0,0.1517601768701428,1.873072951815513,3.1349194435437786,0.0003559179790233083,0.5084129910529785,0.9994231820757202,0.9978899326444854,0.021778790673641038,0.0164639450558048,0.0,0.29135391762183466,0.7366639432082257,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,1,1,2,0.7754000581095263,0.005114433620756803,0.0010228867241513608,-7.105263157894739,1.0,0.15402510270351216,1.8680640826056274,3.1354337614655834,0.008899522057076222,0.5172128649000604,0.9996940384399999,0.9984462020491955,0.021778790673641038,0.016664357052884236,0.0,0.31807551723242616,0.7746045779805318,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,1,1,3,0.7575181660482854,0.005518885534265304,0.001103777106853061,-7.105263157894739,1.0,0.14928650605898008,1.8784704904231682,3.134369911566168,0.009014910980418928,0.4995216379786194,0.9990511231343912,0.9972225731757355,0.021778790673641038,0.016259905139375735,0.0,0.26414859543129277,0.7805617952333923,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,1,1,4,0.7484393149038551,0.005726957498371597,0.0011453914996743194,-7.105263157894739,1.0,0.1466211893908834,1.8842536166582713,3.133886522032708,0.018099845769396782,0.4905442889992375,0.9985677371317715,0.9964337417632809,0.021778790673641038,0.01605183317526944,0.0,0.23640566688378703,0.8251481398583134,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,2,2,1,0.7754000581095263,0.005114433620756803,0.0010228867241513608,-7.105263157894739,1.0,0.15402510270351216,1.8680640826056274,3.1354337614655834,0.0003301089956007207,0.5172128649000604,0.9994464135517883,0.9984462020491955,0.021778790673641038,0.016664357052884236,0.0,0.31807551723242616,0.7696490653817851,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,2,2,2,0.7841920640306144,0.004917322330052075,0.000983464466010415,-7.105263157894739,1.0,0.15614891508449125,1.8633976555136724,3.1359152898053693,0.00879783579161984,0.5259156421640326,0.9997028746906482,0.9989010092982324,0.021778790673641038,0.016861468343588964,0.0,0.3443570226597233,0.8075560438008222,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,2,2,3,0.7665069010761517,0.00531484561783624,0.001062969123567248,-7.105263157894739,1.0,0.1517601768701428,1.873072951815513,3.1349194435437786,0.008917563367674427,0.5084129910529785,0.999095404189585,0.9978899326444854,0.021778790673641038,0.0164639450558048,0.0,0.29135391762183466,0.8156194470593736,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,2,2,4,0.7575181660482854,0.005518885534265304,0.001103777106853061,-7.105263157894739,1.0,0.14928650605898008,1.8784704904231682,3.134369911566168,0.01791254326558103,0.4995216379786194,0.9986403953939459,0.9972225731757355,0.021778790673641038,0.016259905139375735,0.0,0.26414859543129277,0.8640918735893549,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,3,3,1,0.7575181660482854,0.005518885534265304,0.001103777106853061,-7.105263157894739,1.0,0.14928650605898008,1.8784704904231682,3.134369911566168,0.0003840134577390718,0.4995216379786194,0.9993982604478195,0.9972225731757355,0.021778790673641038,0.016259905139375735,0.0,0.26414859543129277,0.7031174770950633,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,3,3,2,0.7665069010761517,0.00531484561783624,0.001062969123567248,-7.105263157894739,1.0,0.1517601768701428,1.873072951815513,3.1349194435437786,0.008995808013025096,0.5084129910529785,0.9996844288374994,0.9978899326444854,0.021778790673641038,0.0164639450558048,0.0,0.29135391762183466,0.7409637359402723,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,3,3,3,0.7484393149038551,0.005726957498371597,0.0011453914996743194,-7.105263157894739,1.0,0.1466211893908834,1.8842536166582713,3.133886522032708,0.009107024472445267,0.4905442889992375,0.9990037584309419,0.9964337417632809,0.021778790673641038,0.01605183317526944,0.0,0.23640566688378703,0.7429968528512589,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,3,3,4,0.7392756960708005,0.005939558763976057,0.0011879117527952114,-7.105263157894739,1.0,0.1437135472893719,1.8904579593944728,3.133419607971511,0.0182765487058098,0.48148628295106,0.9984900763789712,0.9955122460033767,0.021778790673641038,0.01583923190966498,0.0,0.20805883146985904,0.7843930614159074,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,4,4,1,0.7484393149038551,0.005726957498371597,0.0011453914996743194,-7.105263157894739,1.0,0.1466211893908834,1.8842536166582713,3.133886522032708,0.0004147440718016054,0.4905442889992375,0.9993715363382232,0.9964337417632809,0.021778790673641038,0.01605183317526944,0.0,0.23640566688378703,0.6700676666123624,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,4,4,2,0.7392756960708005,0.005939558763976057,0.0011879117527952114,-7.105263157894739,1.0,0.1437135472893719,1.8904579593944728,3.133419607971511,0.009194059611370584,0.48148628295106,0.9989530935933238,0.9955122460033767,0.021778790673641038,0.01583923190966498,0.0,0.20805883146985904,0.7077646249075548,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,4,4,3,0.7575181660482854,0.005518885534265304,0.001103777106853061,-7.105263157894739,1.0,0.14928650605898008,1.8784704904231682,3.134369911566168,0.009086851523672753,0.4995216379786194,0.9996740029727744,0.9972225731757355,0.021778790673641038,0.016259905139375735,0.0,0.26414859543129277,0.7085423513137963,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.25,4,4,4,0.7300325455549955,0.0061573011190577944,0.0012314602238115589,-7.105263157894739,1.0,0.14058409301261168,1.8970802235439543,3.1329172672213756,0.01844291821295371,0.47235280396578505,0.998407053957156,0.9944460224621929,0.021778790673641038,0.015621489554583243,0.0,0.1790265174589607,0.7473334625162569,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.2,1,5,1,0.7665381537722481,0.005872483293575927,0.0011744966587151854,-7.105263157894739,1.0,0.13499450137912997,1.9222811178049148,3.132106932054627,0.0011157131533825054,0.5391404994804464,0.9968954045662948,0.9896953955334398,0.023310350301933562,0.017437867008357637,0.0,0.21700222752320972,0.7491753463640907,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,1,5,2,0.7754269894311167,0.005627666571658156,0.0011255333143316312,-7.105263157894739,1.0,0.13921141478862845,1.9153080478306548,3.1328311650749163,0.008942002239821981,0.5479304585012943,0.9977008434909885,0.9912042279172448,0.023310350301933562,0.017682683730275407,0.0,0.2496444571122459,0.7864636747173454,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,1,5,3,0.7575548454443385,0.006126526040807728,0.0012253052081615456,-7.105263157894739,1.0,0.13046127717114128,1.9297400292672269,3.1313234667794463,0.009098054763036965,0.5302580611449659,0.9959310281421497,0.9880030452617432,0.023310350301933562,0.017183824261125833,0.0,0.18312986122563624,0.789631680763127,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,1,5,4,0.7842155046160616,0.005390798733713851,0.0010781597467427702,-7.105263157894739,1.0,0.14317001176331937,1.9087828475876005,3.1335023156155746,0.017709255061604225,0.5566225588814687,0.9983614137064283,0.9925442010643579,0.023310350301933562,0.01791955156821971,0.0,0.2812268355048198,0.8245184856193739,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,2,13,1,0.7575548454443385,0.006126526040807728,0.0012253052081615456,-7.105263157894739,1.0,0.13046127717114128,1.9297400292672269,3.1313234667794463,0.0012158344125987534,0.5302580611449659,0.9967525482682911,0.9880030452617432,0.023310350301933562,0.017183824261125833,0.0,0.18312986122563624,0.7165909570044039,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,2,13,2,0.7665381537722481,0.005872483293575927,0.0011744966587151854,-7.105263157894739,1.0,0.13499450137912997,1.9222811178049148,3.132106932054627,0.009047668431258758,0.5391404994804464,0.9976064502816582,0.9896953955334398,0.023310350301933562,0.017437867008357637,0.0,0.21700222752320972,0.7528050699918125,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,2,13,3,0.7484829188797051,0.006391438858160277,0.0012782877716320555,-7.105263157894739,1.0,0.1255886613964504,1.9377058634223483,3.1304733483489797,0.009202232805656392,0.521288346212931,0.995728405975041,0.9861113704115634,0.023310350301933562,0.016918911443773284,0.0,0.1478081522452963,0.7572361929484991,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,2,13,4,0.7754269894311167,0.005627666571658156,0.0011255333143316312,-7.105263157894739,1.0,0.13921141478862845,1.9153080478306548,3.1328311650749163,0.017910144840671435,0.5479304585012943,0.9983052098026713,0.9912042279172448,0.023310350301933562,0.017682683730275407,0.0,0.2496444571122459,0.7899173681717993,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,3,17,1,0.7484829188797051,0.006391438858160277,0.0012782877716320555,-7.105263157894739,1.0,0.1255886613964504,1.9377058634223483,3.1304733483489797,0.0013296778620163546,0.521288346212931,0.9965997736828369,0.9861113704115634,0.023310350301933562,0.016918911443773284,0.0,0.1478081522452963,0.6794933600583536,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,3,17,2,0.7575548454443385,0.006126526040807728,0.0012253052081615456,-7.105263157894739,1.0,0.13046127717114128,1.9297400292672269,3.1313234667794463,0.009150492725252781,0.5302580611449659,0.9975053359807362,0.9880030452617432,0.023310350301933562,0.017183824261125833,0.0,0.18312986122563624,0.7163345486531952,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,3,17,3,0.7393282986661016,0.006669367388974467,0.0013338734777948935,-7.105263157894739,1.0,0.12036575398885582,1.9461959280410717,3.129605480663767,0.009303932635839082,0.5122363707168505,0.995511809852212,0.9840032951171356,0.023310350301933562,0.016640982912959096,0.0,0.11075101480340437,0.7182096318413368,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,3,17,4,0.7665381537722481,0.005872483293575927,0.0011744966587151854,-7.105263157894739,1.0,0.13499450137912997,1.9222811178049148,3.132106932054627,0.01810117895089526,0.5391404994804464,0.998244720962841,0.9896953955334398,0.023310350301933562,0.017437867008357637,0.0,0.21700222752320972,0.7539827270027197,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,4,6,1,0.7754269894311167,0.005627666571658156,0.0011255333143316312,-7.105263157894739,1.0,0.13921141478862845,1.9153080478306548,3.1328311650749163,0.0010268191387222208,0.5479304585012943,0.9970289939944867,0.9912042279172448,0.023310350301933562,0.017682683730275407,0.0,0.2496444571122459,0.781365893453746,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,4,6,2,0.7842155046160616,0.005390798733713851,0.0010781597467427702,-7.105263157894739,1.0,0.14317001176331937,1.9087828475876005,3.1335023156155746,0.008832757656147076,0.5566225588814687,0.9977889314214408,0.9925442010643579,0.023310350301933562,0.01791955156821971,0.0,0.2812268355048198,0.8195403707574984,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,4,6,3,0.7665381537722481,0.005872483293575927,0.0011744966587151854,-7.105263157894739,1.0,0.13499450137912997,1.9222811178049148,3.132106932054627,0.008990656578299193,0.5391404994804464,0.9961206418528101,0.9896953955334398,0.023310350301933562,0.017437867008357637,0.0,0.21700222752320972,0.8217321331660681,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,4,6,4,0.7928978231870625,0.005160877558627954,0.001032175511725591,-7.105263157894739,0.9999999999999999,0.1468599070096863,1.9027017844876872,3.1341254832876397,0.017498011626070696,0.5652112597357142,0.9984135707685463,0.9937289148098791,0.023310350301933562,0.018149472743305608,0.0,0.3118829921829394,0.8585451561572273,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,5,7,1,0.7575548454443385,0.006126526040807728,0.0012253052081615456,-7.105263157894739,1.0,0.13046127717114128,1.9297400292672269,3.1313234667794463,0.0012158344125987534,0.5302580611449659,0.9967525482682911,0.9880030452617432,0.023310350301933562,0.017183824261125833,0.0,0.18312986122563624,0.7165909570044039,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,5,7,2,0.7665381537722481,0.005872483293575927,0.0011744966587151854,-7.105263157894739,1.0,0.13499450137912997,1.9222811178049148,3.132106932054627,0.009047668431258758,0.5391404994804464,0.9976064502816582,0.9896953955334398,0.023310350301933562,0.017437867008357637,0.0,0.21700222752320972,0.7528050699918125,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,5,7,3,0.7484829188797051,0.006391438858160277,0.0012782877716320555,-7.105263157894739,1.0,0.1255886613964504,1.9377058634223483,3.1304733483489797,0.009202232805656392,0.521288346212931,0.995728405975041,0.9861113704115634,0.023310350301933562,0.016918911443773284,0.0,0.1478081522452963,0.7572361929484991,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,5,7,4,0.7754269894311167,0.005627666571658156,0.0011255333143316312,-7.105263157894739,1.0,0.13921141478862845,1.9153080478306548,3.1328311650749163,0.017910144840671435,0.5479304585012943,0.9983052098026713,0.9912042279172448,0.023310350301933562,0.017682683730275407,0.0,0.2496444571122459,0.7899173681717993,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,6,14,1,0.7665381537722481,0.005872483293575927,0.0011744966587151854,-7.105263157894739,1.0,0.13499450137912997,1.9222811178049148,3.132106932054627,0.0011157131533825054,0.5391404994804464,0.9968954045662948,0.9896953955334398,0.023310350301933562,0.017437867008357637,0.0,0.21700222752320972,0.7491753463640907,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,6,14,2,0.7754269894311167,0.005627666571658156,0.0011255333143316312,-7.105263157894739,1.0,0.13921141478862845,1.9153080478306548,3.1328311650749163,0.008942002239821981,0.5479304585012943,0.9977008434909885,0.9912042279172448,0.023310350301933562,0.017682683730275407,0.0,0.2496444571122459,0.7864636747173454,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,6,14,3,0.7575548454443385,0.006126526040807728,0.0012253052081615456,-7.105263157894739,1.0,0.13046127717114128,1.9297400292672269,3.1313234667794463,0.009098054763036965,0.5302580611449659,0.9959310281421497,0.9880030452617432,0.023310350301933562,0.017183824261125833,0.0,0.18312986122563624,0.789631680763127,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2,6,14,4,0.7842155046160616,0.005390798733713851,0.0010781597467427702,-7.105263157894739,1.0,0.14317001176331937,1.9087828475876005,3.1335023156155746,0.017709255061604225,0.5566225588814687,0.9983614137064283,0.9925442010643579,0.023310350301933562,0.01791955156821971,0.0,0.2812268355048198,0.8245184856193739,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
