alpha,Mach,n_points,mapping_kind,mapping_L,xi_max,auto_n_points,initial_n_points,max_n_points,core_half_width,min_points_core,center_half_width,min_points_center,tail_points_per_wavelength,tail_fraction_for_spacing,target_source,target_cr,target_ci,gamma_left_real,gamma_left_imag,gamma_right_real,gamma_right_imag,kappa_left,kappa_right,q_left,q_right,left_decay_length,right_decay_length,left_wavelength,right_wavelength,left_box_driver,right_box_driver,left_box_capped,right_box_capped,left_half_box,right_half_box,y_min,y_max,dy_center,n_points_abs_y_le_1,n_points_abs_y_le_2,n_points_abs_y_le_4,n_points_abs_y_le_8,left_tail_dy_max,right_tail_dy_max,left_tail_dy_target,right_tail_dy_target,n_points_abs_y_le_core,n_points_abs_y_le_center,core_ok,center_ok,left_tail_ok,right_tail_ok,all_resolution_constraints_ok,n_points_selected,n_points_hit_cap
0.2,1.2,1201,finite_box,3.0,1.0,True,401,1201,1.0,120,4.0,300,24.0,0.15,shooting_mstab17,0.23988444010416662,0.06349243164062499,0.020539398069455816,-0.22076892422398192,-0.0890345880755252,-0.03122233020991836,0.020539398069455816,0.0890345880755252,-0.22076892422398192,-0.03122233020991836,48.68691850746601,11.231590122613158,28.460460770307318,201.2401145249439,kappa,q,True,True,120.0,120.0,-120.0,120.0,0.0049984451699941175,379,665,961,1123,72.37959524070584,72.37959524070317,1.1858525320961382,8.385004771872662,379,961,True,True,False,False,False,1201,True
