alpha_target,Mach,target_level,bootstrap_valid_count,bootstrap_valid_fraction,bootstrap_mean,bootstrap_std,bootstrap_q05,bootstrap_q16,bootstrap_q50,bootstrap_q84,bootstrap_q95,bootstrap_ci90_width,bootstrap_ci68_width,support_levels,n_support_levels,reference_cr,reference_minus_target,reference_minus_q50,reference_inside_ci90,reference_zscore,reference_tail_probability,support_level_1,support_level_1_points,support_level_1_mach_min,support_level_1_mach_max,support_level_2,support_level_2_points,support_level_2_mach_min,support_level_2_mach_max,support_level_3,support_level_3_points,support_level_3_mach_min,support_level_3_mach_max,support_level_4,support_level_4_points,support_level_4_mach_min,support_level_4_mach_max,support_level_5,support_level_5_points,support_level_5_mach_min,support_level_5_mach_max
0.2,1.2,0.23697519236816028,3996,0.999,0.2362239138504161,0.003580544339389172,0.2307524931402853,0.23273859930525978,0.23596487319434797,0.23976397768299126,0.2427375476273122,0.011985054487026914,0.007025378377731484,"0.100,0.150,0.200,0.250",4,0.2397746715348269,0.0027994791666666186,0.003809798340478926,1.0,0.9916809702226841,0.1589089089089089,0.1,6,1.1397260273972605,1.2876712328767124,0.15,6,1.1,1.2643835616438357,0.2,5,1.132876712328767,1.217808219178082,0.25,6,1.1616438356164385,1.2698630136986302,,,,
0.2,1.25,0.2338874746306954,4000,1.0,0.26242574198669094,0.002563419620069287,0.25825361525044,0.25985984632341497,0.26238912607502407,0.2650261005798771,0.2667702586059176,0.008516643355477582,0.0051662542564621106,"0.100,0.150,0.200,0.250,0.300",5,0.2638581777556953,0.029970703124999915,0.0014690516806712406,1.0,0.5587987849471373,0.2825,0.1,6,1.163013698630137,1.33013698630137,0.15,6,1.167123287671233,1.3356164383561644,0.2,6,1.1945205479452057,1.3164383561643835,0.25,6,1.178082191780822,1.2931506849315069,0.3,6.0,1.2493150684931509,1.3136986301369862
0.2,1.275,0.23117469441517483,4000,1.0,0.277374095222859,0.0025983782060700344,0.27325638655814927,0.2748757487605038,0.277268402011965,0.27980108352715544,0.28191236419647864,0.00865597763832937,0.0049253347666516345,"0.100,0.150,0.200,0.250,0.300",5,0.2611453975401748,0.02997070312499997,-0.016123004471790214,0.0,-6.245702663597074,0.0,0.1,6,1.195890410958904,1.3726027397260274,0.15,6,1.202739726027397,1.373972602739726,0.2,6,1.217808219178082,1.352054794520548,0.25,5,1.1972602739726028,1.2931506849315069,0.3,4.0,1.2657534246575342,1.3383561643835615
0.2,1.3,0.2727688216788323,3647,0.91175,0.2906642828587138,0.004396892958979985,0.2832782128900294,0.2862925113719792,0.29074847073167304,0.29526872219824124,0.2978622956199658,0.014584082729936387,0.008976210826262043,"0.100,0.150,0.200,0.250,0.300",5,0.2911161006651748,0.018347278986342475,0.0003676299335017563,1.0,0.10275842752510166,0.4653139566767206,0.1,6,1.226027397260274,1.4013698630136986,0.15,6,1.2356164383561643,1.4054794520547946,0.2,6,1.247945205479452,1.3808219178082193,0.25,4,1.2232876712328766,1.2931506849315069,0.3,5.0,1.2657534246575342,1.378082191780822
