alpha,Mach,rank,cand_cr,cand_ci,cand_omega_i,distance_to_shooting,peak_y,peak_amp,centroid_y,spread_y,phase_span,overlap_to_reference_high,overlap_to_previous,cr_floor_term,score,shooting_cr,shooting_ci
0.2,1.2,1,0.7575548454443385,0.006126526040807728,0.0012253052081615456,0.5302580611449659,-7.105263157894739,1.0,0.13046127717114128,1.9297400292672269,3.1313234667794463,0.9880030452617432,0.9880030452617432,0.0,0.4659570198158992,0.23985351562499993,0.06348274739583332
0.2,1.2,2,0.7484829188797051,0.006391438858160277,0.0012782877716320555,0.521288346212931,-7.105263157894739,1.0,0.1255886613964503,1.9377058634223483,3.1304733483489797,0.9861113704115636,0.9861113704115636,0.0,0.46929012875210935,0.23985351562499993,0.06348274739583332
0.2,1.2,3,0.7393282986661016,0.006669367388974467,0.0013338734777948935,0.5122363707168505,-7.105263157894739,1.0,0.12036575398885574,1.9461959280410717,3.129605480663767,0.9840032951171356,0.9840032951171356,0.0,0.4733633123491191,0.23985351562499993,0.06348274739583332
0.2,1.2,4,0.7300970936034182,0.006963161617457078,0.0013926323234914157,0.5031069668125442,-7.105263157894739,1.0,0.11473787227352741,1.9552473391880139,3.1287643510085346,0.9816603141511571,0.9816603141511571,0.0,0.4782438220754641,0.23985351562499993,0.06348274739583332
0.2,1.2,5,0.7207958058358349,0.007276690383437702,0.0014553380766875405,0.4939048186571636,-7.105263157894739,1.0,0.10866441444952243,1.9648923450436149,3.1278319438250626,0.9790622668335848,0.9790622668335848,0.0,0.48401508223993395,0.23985351562499993,0.06348274739583332
0.2,1.2,6,0.7114317311759489,0.007615345256344387,0.0015230690512688773,0.4846345838562069,-7.105263157894739,1.0,0.10212322825967861,1.9751584504227038,3.1267885356792156,0.9761869699119725,0.9761869699119725,0.0,0.49075219034794154,0.23985351562499993,0.06348274739583332
0.2,1.2,7,0.7020137745104236,0.007986872651125847,0.0015973745302251695,0.47530124484137726,-7.105263157894739,1.0,0.09504373228614525,1.9860947962178583,3.1256059432394707,0.9730096227033282,0.9730096227033282,0.0,0.49855282022252073,0.23985351562499993,0.06348274739583332
0.2,1.2,8,0.6925542501020727,0.008402770490320148,0.0016805540980640297,0.4659111185835005,-7.105263157894739,1.0,0.08737045248424997,1.9977501515381781,3.124241351887672,0.9695018055013718,0.9695018055013718,0.0,0.5075242515130302,0.23985351562499993,0.06348274739583332
0.2,1.2,9,0.6830732689194093,0.008880525423872018,0.0017761050847744037,0.45647492843250276,-7.105263157894739,1.0,0.07904952903367553,2.0101798552899575,3.1226243393025346,0.9656301515237715,0.9656301515237715,0.0,0.5177944028708971,0.23985351562499993,0.06348274739583332
0.2,1.2,10,0.6736106410336452,0.009445925623019628,0.0018891851246039257,0.44701807152731377,-7.105263157894739,1.0,0.06997517269324516,2.0234515470833667,3.1206275175540235,0.9613584737037639,0.9613584737037639,0.0,0.5295254251381906,0.23985351562499993,0.06348274739583332
