alpha,family_rank,family_source_cluster,Mach,cluster_id,cand_cr,cand_ci,cand_omega_i,distance_to_shooting,stage1_mismatch_at_candidate,stage2_mismatch_at_candidate,stage2_ln_p_start_right_at_candidate,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success,shooting_mode_success,overlap_to_reference_start,overlap_to_previous,peak_y,peak_amp,centroid_y,spread_y,phase_span
0.2,1,0,1.3,0,0.8098978235422346,0.0041293480351578685,0.0008258696070315738,0.04899054036726985,0.012874071270014678,25.743592196921316,-14.99999335625205,0.7616080729166668,1e-06,2e-07,True,False,0.9999999999999997,,-7.105263157894739,1.0,0.15949772849644905,1.8240621613037107,3.1386425551122503
0.2,1,0,1.275,0,0.8182300238670818,0.004043953582309865,0.000808790716461973,0.5452277175741488,0.019471505216206865,26.32616407184719,-14.99999335625205,0.28134521484375,0.05155175781249999,0.010310351562499999,True,True,0.9999191214733846,0.9999191214733846,-7.105263157894739,1.0,0.1625577642852013,1.8336388388888203,3.1382765998805437
0.2,1,0,1.25,0,0.8264327746017085,0.003973851725120785,0.000794770345024157,0.5677685322419865,0.02814987184751316,26.848579660478013,-14.99999335625205,0.26803873697916675,0.05534798177083333,0.011069596354166667,True,True,0.999652763841093,0.9999069878066758,-7.105263157894739,0.9999999999999999,0.16462124043512483,1.845023012642666,3.137899354738711
0.2,1,0,1.2,0,0.8345073695606436,0.004092872113156794,0.0008185744226313588,0.6064007215900072,0.039435528362647576,27.409454327046948,-14.99999335625205,0.23985351562499993,0.06348274739583332,0.012696549479166664,True,True,0.9981166754506128,0.9993841181014476,-7.105263157894739,1.0,0.16223129518464302,1.8781990244220832,3.136653409158763
0.2,2,1,1.3,1,0.3550128566361019,0.18920454588386887,0.037840909176773775,0.555438202685372,0.042429736126922926,7.099748146989106e-30,-9.923039963461221,0.7616080729166668,1e-06,2e-07,True,False,1.0000000000000002,,-7.105263157894739,1.0,-0.17720612836106772,2.204789300408607,2.424170915447326
0.2,2,1,1.275,1,0.3641031259245912,0.19310471608589083,0.03862094321717817,0.29495394866022345,0.04338965303833145,4.83226608254446e-28,-10.18448040024179,0.28134521484375,0.05155175781249999,0.010310351562499999,True,True,0.9994695367550224,0.9994695367550224,-7.105263157894739,1.0,-0.21106259958267404,2.213834906854113,2.345127118591396
0.2,2,1,1.25,1,0.37320252717970526,0.19549809125651296,0.03909961825130259,0.29937874928714436,0.04437547507003144,2.0830858278492343e-28,-10.486083980023666,0.26803873697916675,0.05534798177083333,0.011069596354166667,True,True,0.9977200174337554,0.9993884490035011,-7.105263157894739,1.0,-0.24785397126035005,2.2250755952679464,2.2621410165532976
0.2,2,1,1.2,1,0.3917388157095406,0.19530527412757753,0.03906105482551551,0.3042660983375188,0.046233331086053486,1.5621418075639086e-27,-11.26900186495969,0.23985351562499993,0.06348274739583332,0.012696549479166664,True,True,0.9892232495418809,0.9968433578403333,-7.105263157894739,1.0,-0.33300929417249925,2.2536853381886965,2.0814474930127878
0.2,3,2,1.3,2,0.2399872809009258,0.007205731559377675,0.001441146311875535,0.5218197804707098,0.03153191447682256,2.215910282765822e-27,-7.4220954614898424,0.7616080729166668,1e-06,2e-07,True,False,0.9999999999999997,,-7.105263157894739,1.0,-3.0112468327213646,2.2331674712626857,2.039606295318154
0.2,3,2,1.275,2,0.25962888207390084,0.0072315485869471376,0.0014463097173894276,0.09126183699749829,0.018976009600704093,1.9721522630525295e-29,-10.045447454216735,0.28134521484375,0.05155175781249999,0.010310351562499999,True,True,0.999553099994147,0.999553099994147,-7.105263157894739,1.0,-3.022109983647614,2.182869087112077,1.6389578201136703
0.2,3,2,1.25,3,0.2793158893679417,0.007255290090602366,0.0014510580181204733,0.09684421582210617,0.016519654090077118,6.764292935652923e-25,-11.673570722594578,0.26803873697916675,0.05534798177083333,0.011069596354166667,True,True,0.9978850438842469,0.9993820078680334,-7.105263157894739,1.0,-2.9396678946942734,2.1976697679665165,1.1265803437684707
0.2,3,2,1.2,3,0.32875971877282667,0.007403699021924954,0.001480739804384991,0.14312145759548164,0.027133651923528037,5.070189608116648e-23,-14.160942771746663,0.23985351562499993,0.06348274739583332,0.012696549479166664,True,True,0.9971921317164731,0.9999320964463295,-7.105263157894739,1.0,-2.914907690078626,2.1874329305136566,1.0600296821801338
0.2,4,3,1.3,3,0.23017286335840953,0.007066021976380111,0.0014132043952760224,0.5316230244264594,0.0369288848808916,3.1554436208840472e-30,-6.285604659487257,0.7616080729166668,1e-06,2e-07,True,False,0.9999999999999997,,-7.105263157894739,1.0,-2.8367253043707747,2.271967128194564,0.8573040590447686
0.2,5,4,1.3,4,0.11331562128195834,0.005241546964099477,0.0010483093928198954,0.6483771712332818,0.0591220372056126,7.099748146989106e-30,-5.093045446676171,0.7616080729166668,1e-06,2e-07,True,False,1.0000000000000002,,-7.105263157894739,1.0,-0.5991991495466205,2.485715173526149,0.05697687081420699
0.2,5,4,1.275,3,0.12299473224568977,0.00524516902724197,0.001049033805448394,0.18344502173334254,0.05485053945920363,7.099748146989106e-30,-5.112352352747589,0.28134521484375,0.05155175781249999,0.010310351562499999,True,True,0.9994820494325298,0.9994820494325298,-7.105263157894739,1.0,-0.561812305460819,2.4431886881327203,0.05147526765586188
0.2,5,4,1.25,4,0.13267712021634806,0.005252398537917417,0.0010504797075834836,0.16840735473971505,0.0509241911556404,3.1554436208840472e-30,-5.144136212512326,0.26803873697916675,0.05534798177083333,0.011069596354166667,True,True,0.9980357424082977,0.999534821896751,-7.105263157894739,1.0,-0.5264587085114932,2.403127871340636,0.04668786489775664
0.2,5,4,1.2,4,0.15205034452427896,0.005286228837975724,0.0010572457675951448,0.1457968996390621,0.045895388318457075,7.888609052210118e-31,-5.407271954422414,0.23985351562499993,0.06348274739583332,0.012696549479166664,True,True,0.9929545020822275,0.9984269916517073,-7.105263157894739,1.0,-0.46164215423996713,2.329611747900662,0.03885062499440814
