mode_index,alpha,Mach,accepted,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,selection_source,N
0,0.01,1.625,True,0.004978190895058119,4.3788174315616233e-16,4.3788174315616234e-18,0.0021349682748385435,nearest_to_target,561
1,0.02,1.625,False,0.3088259096426584,0.004221619079945559,8.443238159891118e-05,0.45231647466970815,composite_branch_score,561
2,0.03,1.625,False,0.4880707956423707,0.005757938052702198,0.00017273814158106593,0.2741089018246909,composite_branch_score,561
3,0.04,1.625,False,0.5966640995567463,0.006843887118817432,0.0002737554847526973,0.1658264722062013,composite_branch_score,561
4,0.05,1.625,False,0.6642248367642369,0.006502159601411391,0.00032510798007056956,0.09856921839236954,composite_branch_score,561
5,0.06,1.625,False,0.7023614704108099,0.006470585207408107,0.0003882351124444864,0.06053141988327615,composite_branch_score,561
6,0.07,1.625,False,0.7213315923226069,0.007117442250158201,0.0004982209575110742,0.0426144842702713,composite_branch_score,561
7,0.08,1.625,False,0.7316279229347143,0.008552439852414856,0.0006841951881931885,0.03440203374425994,composite_branch_score,561
8,0.09,1.625,False,0.7431076053755229,0.008141732935161154,0.0007327559641645039,0.02455722948816887,composite_branch_score,561
9,0.1,1.625,True,0.7526582396593843,0.007515788717828955,0.0007515788717828956,0.01739951785168721,composite_branch_score,561
10,0.11,1.625,True,0.7527334843983844,0.007875192678666307,0.0008662711946532938,0.017985397628183818,composite_branch_score,561
11,0.12,1.625,False,0.7520304751567436,0.010394380125132439,0.0012473256150158927,0.022801555403442718,composite_branch_score,561
12,0.13,1.625,True,0.7575516123601033,0.007565930929169234,0.0009835710207920004,0.015637562049261998,composite_branch_score,561
13,0.14,1.625,True,0.757495088233687,0.006425446615055374,0.0008995625261077524,0.013446472465342729,composite_branch_score,561
14,0.15,1.625,True,0.7574898596401352,0.00581224549698876,0.0008718368245483139,0.012252340266674275,composite_branch_score,561
15,0.16,1.625,True,0.7574966410695272,0.005441996609106927,0.0008707194574571084,0.011596376616334994,composite_branch_score,561
16,0.17,1.625,True,0.7575085521049891,0.005226592875341491,0.0008885207888080534,0.01117585553026279,composite_branch_score,561
17,0.18,1.625,True,0.7575235453899937,0.005128527414043276,0.0009231349345277897,0.010987469400236396,composite_branch_score,561
