mode_index,alpha,Mach,accepted,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,selection_source,N
0,0.01,1.225,False,0.00916865744123845,1.9657537674244783e-14,1.9657537674244783e-16,0.04592263605060075,nearest_to_target,561
1,0.02,1.225,False,0.005072407277533947,6.740787997298661e-15,1.3481575994597322e-16,0.09858565678731554,composite_branch_score,561
2,0.03,1.225,False,0.00507612450406444,2.5050161464813014e-15,7.515048439443905e-17,0.17561504427608166,composite_branch_score,561
3,0.04,1.225,False,0.018244458405371377,4.517862361345084e-13,1.8071449445380337e-14,0.2776936426206397,composite_branch_score,561
4,0.05,1.225,False,0.03605168062027298,0.0010760212532003421,5.380106266001711e-05,0.2698597630160366,composite_branch_score,561
5,0.06,1.225,False,0.05534067638930621,0.0020171440083086188,0.00012102864049851712,0.25998184972383065,composite_branch_score,561
6,0.07,1.225,False,0.07463909103841752,0.0025983246846840624,0.00018188272792788438,0.2496517584429686,composite_branch_score,561
7,0.08,1.225,False,0.09395285647479681,0.0030539447732538076,0.0002443155818603046,0.23849473749557082,composite_branch_score,561
8,0.09,1.225,False,0.10361713661619747,0.0032927223844373315,0.0002963450145993598,0.22970745305279,composite_branch_score,561
9,0.1,1.225,False,0.11328742830535045,0.0035261566833520576,0.0003526156683352058,0.22065694524766608,composite_branch_score,561
10,0.11,1.225,False,0.12296443132431592,0.0037576199378204444,0.0004133381931602489,0.21124792836225548,composite_branch_score,561
11,0.12,1.225,False,0.13264888051856646,0.003989965344862036,0.0004787958413834443,0.20151352843319947,composite_branch_score,561
12,0.13,1.225,False,0.1423415692310917,0.004225802986636808,0.000549354388262785,0.19157790944905823,composite_branch_score,561
13,0.14,1.225,False,0.15204337939590348,0.004467687850377542,0.000625476299052856,0.1812447868859107,composite_branch_score,561
14,0.15,1.225,False,0.16175532105229445,0.004718257340141931,0.0007077386010212897,0.1707783982491704,composite_branch_score,561
