alpha,Mach,n_points,cr,ci,omega_i,abs_c,blumen_cr,blumen_ci,err_cr,err_ci,distance_to_blumen,inside_blumen_box
0.2,1.2,561,0.23986856963727496,0.006430913991795688,0.0012861827983591378,0.2399547610584172,0.23697519236816028,0.06222266952409093,0.0028933772691146775,0.05579175553229524,0.05586673086369764,False
0.2,1.2,561,0.230062686995214,0.006311840443871657,0.0012623680887743315,0.23014925434866546,0.23697519236816028,0.06222266952409093,0.00691250537294627,0.05591082908021927,0.05633652047267832,False
0.2,1.2,561,0.2496879705873072,0.006548200391679267,0.0013096400783358534,0.24977382085474367,0.23697519236816028,0.06222266952409093,0.01271277821914693,0.05567446913241166,0.057107453482230106,False
0.2,1.2,561,0.2202699400710173,0.006191011121918056,0.0012382022243836114,0.22035692663858167,0.23697519236816028,0.06222266952409093,0.01670525229714298,0.056031658402172876,0.05846889940480316,False
0.2,1.2,561,0.25952123409985495,0.006663618922959153,0.0013327237845918308,0.259606769491595,0.23697519236816028,0.06222266952409093,0.022546041731694666,0.05555905060113178,0.05995942045639233,False
0.2,1.2,561,0.2104899132039203,0.0060684046847854336,0.0012136809369570868,0.21057737080705569,0.23697519236816028,0.06222266952409093,0.026485279164239983,0.056154264839305496,0.06208680594176661,False
0.2,1.2,561,0.2693686597969454,0.006777042549872176,0.0013554085099744353,0.2694538980726115,0.23697519236816028,0.06222266952409093,0.03239346742878513,0.05544562697421876,0.06421490701249966,False
0.2,1.2,561,0.20072216197238435,0.005943942935545081,0.0011887885871090164,0.2008101510494156,0.23697519236816028,0.06222266952409093,0.03625303039577593,0.05627872658854585,0.06694458364427515,False
0.2,1.2,561,0.27923049529916355,0.006888301054632778,0.0013776602109265557,0.27931544568182304,0.23697519236816028,0.06222266952409093,0.04225530293100327,0.055334368469458155,0.06962329322651019,False
0.2,1.2,561,0.1909662166403012,0.005817485422366918,0.0011634970844733837,0.19105480636338334,0.23697519236816028,0.06222266952409093,0.046008975727859086,0.056405184101724015,0.07278990754957795,False
0.2,1.2,561,0.2891069278106119,0.006997184714906824,0.0013994369429813649,0.2891915909946638,0.23697519236816028,0.06222266952409093,0.05213173544245164,0.05522548480918411,0.07594453247371527,False
0.2,1.2,561,0.18122158483288234,0.005688822237117496,0.0011377644474234994,0.18131085325425805,0.23697519236816028,0.06222266952409093,0.055753607535277944,0.056533847286973436,0.07940113753759852,False
0.2,1.2,801,0.23578224947109053,0.004109983400425993,0.0008219966800851986,0.23581806785994863,0.23697519236816028,0.06222266952409093,0.0011929428970697542,0.058112686123664936,0.0581249292581356,False
0.2,1.2,801,0.24264925433591242,0.004167699048293507,0.0008335398096587014,0.24268504351346307,0.23697519236816028,0.06222266952409093,0.0056740619677521364,0.05805497047579743,0.058331591579174336,False
0.2,1.2,801,0.2289215278007431,0.004051646602788887,0.0008103293205577775,0.2289573797256168,0.23697519236816028,0.06222266952409093,0.008053664567417185,0.058171022921302044,0.05872588373685933,False
0.2,1.2,801,0.2495226496067689,0.004224781841029686,0.0008449563682059373,0.24955841289843678,0.23697519236816028,0.06222266952409093,0.012547457238608617,0.057997887683061244,0.05933964660201221,False
0.2,1.2,801,0.22206697363690722,0.003992692006179917,0.0007985384012359834,0.2221028643888031,0.23697519236816028,0.06222266952409093,0.014908218731253059,0.058229977517911015,0.06010811315850221,False
0.2,1.2,801,0.2564025332282628,0.004281212140231288,0.0008562424280462576,0.25643827292988086,0.23697519236816028,0.06222266952409093,0.019427340860102504,0.05794145738385964,0.06111165238037858,False
0.2,1.2,801,0.21521846346849408,0.003933114153648792,0.0007866228307297585,0.2152543992690629,0.23697519236816028,0.06222266952409093,0.021756728899666206,0.05828955537044214,0.06221758206244768,False
0.2,1.2,801,0.2632889930569026,0.004336962771873936,0.0008673925543747872,0.26332471040713656,0.23697519236816028,0.06222266952409093,0.02631380068874234,0.05788570675221699,0.06358593518137888,False
0.2,1.2,801,0.2083758666043025,0.0038728982447744586,0.0007745796489548917,0.20841185456664513,0.23697519236816028,0.06222266952409093,0.02859932576385779,0.058349771279316474,0.06498166851117172,False
0.2,1.2,801,0.2701821059217344,0.0043919994429817335,0.0008783998885963468,0.27021780107796467,0.23697519236816028,0.06222266952409093,0.033206913553574136,0.057830670081109196,0.06668647171491864,False
