alpha,Mach,blumen_cr,blumen_ci,blumen_target_available,n_candidates,best_seed_name,best_seed_cr_center,best_seed_ci_center,best_requested_cr_half_window,best_requested_ci_half_window,best_used_cr_half_window,best_used_ci_half_window,best_retry_index,best_shooting_cr,best_shooting_ci,best_shooting_omega_i,best_err_cr_abs,best_err_ci_abs,best_err_ci_rel,best_stage1_mismatch,best_stage2_mismatch,best_ln_p_start_right,best_spectral_success,best_mode_success,best_success,best_ci_primary_score,match_y,use_mapping,mapping_scale,min_y_limit,max_y_limit,y_limit_factor,amp_lower_bound,amp_upper_bound,y_limit
0.5,1.0,,,False,72,generic_05,0.34,0.085,0.06,0.008,0.32156250000000003,0.042875,3,0.2812890625,0.06901562499999998,0.03450781249999999,,,,0.130450289677121,49.28046410366904,-29.99999281439142,False,False,False,-0.06901562499999998,1.0,True,5.0,10.0,500.0,6.0,-30.0,5.0,109.32132469145222
0.5,1.05,,,False,84,generic_05,0.34,0.085,0.015,0.008,0.08039062500000001,0.042875,3,0.34002929687499994,0.06901562499999998,0.03450781249999999,,,,0.13005498476600763,123.41076244706106,-29.99999281439142,False,False,False,-0.06607861328124999,1.0,True,5.0,10.0,500.0,6.0,-30.0,5.0,116.80663632913405
0.5,1.1,,,False,84,generic_05,0.34,0.085,0.015,0.008,0.08039062500000001,0.042875,3,0.36997070312500013,0.06901562499999998,0.03450781249999999,,,,0.12821480599320306,137.8888833687552,-29.99999281439142,False,False,False,-0.06751855468749997,1.0,True,5.0,10.0,500.0,6.0,-30.0,5.0,118.45923854934425
0.5,1.15,,,False,84,generic_00,0.0,0.015,0.03,0.008,0.0525,0.014,1,0.07671630859375,1e-06,5e-07,,,,0.042799366772214895,1.135959703518257e-28,-5.03228015920687,True,True,True,0.05712453865540109,1.0,True,5.0,10.0,500.0,6.0,-30.0,5.0,500.0
