alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,overlap_to_previous,selection_source,n_finite_modes,success,accepted,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.0,1.225,,,,,,,,no_mode,0,False,False,0.03,0.001,shooting_anchor,0.03,0.001,0.0,True
0.01,1.225,561.0,0.00916865744123845,1.9657537674244783e-14,1.9657537674244783e-16,0.04592263605060075,0.04592263605060075,,nearest_to_target,142,True,False,0.0,0.022499023437499995,shooting_anchor,0.0,0.022499023437499995,0.00022499023437499996,True
0.02,1.225,561.0,0.005072407277533947,6.740787997298661e-15,1.3481575994597322e-16,0.03938436547449618,0.09858565678731554,0.9999995288269751,composite_branch_score,143,True,False,0.0055011944647430705,0.01969101562501179,blended_continuation,0.0,0.049227539062499985,0.0009845507812499996,True
0.03,1.225,561.0,0.00507612450406444,2.5050161464813014e-15,7.515048439443905e-17,0.07024608221331477,0.17561504427608166,0.9999986833881636,composite_branch_score,141,True,False,0.0030434443665203685,0.035108333333337384,blended_continuation,0.0,0.08777083333333334,0.002633125,True
0.04,1.225,561.0,0.018244458405371377,4.517862361345084e-13,1.8071449445380337e-14,0.11027734891997874,0.2776936426206397,0.9999968983904657,composite_branch_score,145,True,False,0.025501892150355334,0.055019140625001496,blended_continuation,0.05614054361979167,0.13754785156249996,0.005501914062499998,True
0.05,1.225,561.0,0.03605168062027298,0.0010760212532003421,5.380106266001711e-05,0.10486847207585615,0.2698597630160366,0.9999924144799626,composite_branch_score,136,True,False,0.048678608636972834,0.05312877604193775,blended_continuation,0.09432983398437501,0.13282194010416667,0.006641097005208334,True
0.06,1.225,561.0,0.05534067638930621,0.0020171440083086188,0.00012102864049851712,0.10064918299810158,0.25998184972383065,0.9999825886058562,composite_branch_score,144,True,False,0.06933331957008046,0.051853034626920196,blended_continuation,0.11925577799479166,0.12801855468749998,0.007681113281249999,True
0.07,1.225,561.0,0.07463909103841752,0.0025983246846840624,0.00018188272792788438,0.09683315259139479,0.2496517584429686,0.9999642073019849,composite_branch_score,144,True,False,0.08877325348983373,0.0504963541133185,blended_continuation,0.13892211914062502,0.12321516927083333,0.008625061848958334,True
0.08,1.225,561.0,0.09395285647479681,0.0030539447732538076,0.0002443155818603046,0.09256864820130677,0.23849473749557082,0.9999312738518438,composite_branch_score,149,True,False,0.10676620201888387,0.048892718769143785,blended_continuation,0.15495686848958337,0.11833430989583335,0.009466744791666669,True
0.09,1.225,561.0,0.10361713661619747,0.0032927223844373315,0.0002963450145993598,0.0901343188413201,0.22970745305279,0.9999206662626894,composite_branch_score,142,True,False,0.12381539878071143,0.04721374707228562,blended_continuation,0.1686092122395834,0.11345345052083333,0.010210810546874999,True
0.1,1.225,561.0,0.11328742830535045,0.0035261566833520576,0.0003526156683352058,0.0863936441364095,0.22065694524766608,0.9998758918974823,composite_branch_score,144,True,False,0.1344681335322185,0.04540466988899574,blended_continuation,0.18074462890625007,0.10857259114583334,0.010857259114583335,True
0.11,1.225,561.0,0.12296443132431592,0.0037576199378204444,0.0004133381931602489,0.08253349718269937,0.21124792836225548,0.9998095400563817,composite_branch_score,146,True,False,0.14451770437904363,0.04359238671834457,blended_continuation,0.1913631184895834,0.10369173177083332,0.011406090494791665,True
0.12,1.225,561.0,0.13264888051856646,0.003989965344862036,0.0004787958413834443,0.07854959392040012,0.20151352843319947,0.9997118281108894,composite_branch_score,145,True,False,0.15426791660708955,0.041747931337692265,blended_continuation,0.20122314453125004,0.0987333984375,0.011848007812499999,True
0.13,1.225,561.0,0.1423415692310917,0.004225802986636808,0.000549354388262785,0.07450588196741945,0.19157790944905823,0.9995683745105192,composite_branch_score,149,True,False,0.16356751841530656,0.03993499483191723,blended_continuation,0.2099454752604167,0.0938525390625,0.012200830078125,True
0.14,1.225,561.0,0.15204337939590348,0.004467687850377542,0.000625476299052856,0.07031343052149687,0.1812447868859107,0.999357956789508,composite_branch_score,147,True,False,0.1725686785178217,0.03809316408364876,blended_continuation,0.21790934244791674,0.08889420572916669,0.012445188802083338,True
0.15,1.225,561.0,0.16175532105229445,0.004718257340141931,0.0007077386010212897,0.06608309214343717,0.1707783982491704,0.9990493434984706,composite_branch_score,149,True,False,0.1812719260750421,0.03628595125189319,blended_continuation,0.22511474609375,0.08401334635416667,0.012602001953125,True
0.16,1.225,561.0,0.1714785844654413,0.004980337319995296,0.0007968539711992475,0.061690807645577765,0.1598693511419005,0.9985972363409013,composite_branch_score,145,True,False,0.18967786711054335,0.034452959612418496,blended_continuation,0.23156168619791664,0.07905501302083334,0.012648802083333336,True
0.17,1.225,561.0,0.18121460887574545,0.005257026645862647,0.00089369452979665,0.057282050872398974,0.14893338020402008,0.9979382568150599,composite_branch_score,150,True,False,0.19809060120009814,0.032626874266997175,blended_continuation,0.23800862630208333,0.07409667968749999,0.012596435546874998,True
0.18,1.225,561.0,0.19096517250895942,0.005551765520336725,0.0009993177936606105,0.05282443642702781,0.13781547071845252,0.9969903883562151,composite_branch_score,149,True,False,0.2062076064712806,0.030840544112517587,blended_continuation,0.24369710286458332,0.0692158203125,0.012458847656249999,True
0.19,1.225,561.0,0.20073250840639767,0.005868389994134787,0.0011149940988856096,0.04828637971646493,0.12650797566419958,0.9956646808000905,composite_branch_score,153,True,False,0.21433333527620896,0.0290340541038687,blended_continuation,0.2493855794270833,0.06425748697916665,0.012208922526041664,True
0.2,1.225,561.0,0.2007496648023311,0.0060832017284511665,0.0012166403456902333,0.04748110848940876,0.11928983850610925,0.9967320177573898,composite_branch_score,152,True,False,0.22216574202300524,0.02727168503814754,blended_continuation,0.25431559244791657,0.05937662760416666,0.011875325520833334,True
0.21,1.225,561.0,0.20076969203999254,0.006318378603629078,0.0013268595067621063,0.044784071255053154,0.1125781506336651,0.9959285429244252,composite_branch_score,148,True,False,0.22414804106889868,0.025417238745404035,blended_continuation,0.25924560546875003,0.054418294270833334,0.011427841796875,True
0.22,1.225,561.0,0.2105713778460455,0.006717840270456008,0.0014779248595003219,0.03706244853300929,0.10063173899435113,0.9906596474897004,composite_branch_score,154,True,False,0.22582867720316213,0.023606001120510776,blended_continuation,0.26341715494791657,0.04953743489583332,0.010898235677083331,True
0.23,1.225,561.0,0.21060508292455365,0.007010328713203373,0.0016123756040367758,0.03752174573748083,0.09453119966058592,0.9939067191585728,composite_branch_score,123,True,False,0.23353000118679396,0.021862344787273603,blended_continuation,0.26796793619791665,0.044579101562499994,0.010253193359375,True
0.24,1.225,561.0,0.22044988878235006,0.007491295167614753,0.0017979108402275408,0.029122495622835098,0.08235231213824368,0.9876176193034772,composite_branch_score,127,True,False,0.23506715131723224,0.020085494102922024,blended_continuation,0.2717602539062501,0.039698242187499996,0.009527578124999998,True
0.25,1.225,561.0,0.23033551540267316,0.008027736878764962,0.0020069342196912406,0.0240810147355457,0.07010936235261726,0.9873752409944314,composite_branch_score,125,True,False,0.24249096191524336,0.018421730225568853,blended_continuation,0.2755525716145833,0.034817382812500006,0.008704345703125001,True
0.26,1.225,561.0,0.2402695176183034,0.0086298956076349,0.002243772857985074,0.01897195124428183,0.05781672968765375,0.9884325816175045,composite_branch_score,128,True,False,0.2499392649707706,0.016791251502258974,blended_continuation,0.27934488932291673,0.02993652343749999,0.007783496093749998,True
0.27,1.225,561.0,0.4448114321482112,0.009064975186499475,0.0024475433003548585,0.008709838040399567,0.3172423645325819,0.8314900096668969,composite_branch_score,133,True,False,0.44877694494598214,0.00518760536467739,blended_continuation,0.7615380859375002,2.4170000241126547e-05,6.525900065104168e-06,True
0.28,1.225,561.0,0.5749297903485548,0.00669505853121087,0.0018746163887390437,0.004249231401755938,0.18708794098254516,0.9795695796876598,composite_branch_score,131,True,False,0.5715020936639268,0.005439385111899685,blended_continuation,0.7615380859375002,1e-06,2.8e-07,True
