alpha,Mach,n_points,rank,cand_cr,cand_ci,cand_omega_i,distance_to_shooting,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.15,1.3,561,19,0.18125398892567499,0.005092106642397895,0.0007638159963596843,0.15595864933179163,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,20,0.3683598413584133,0.007056771200517747,0.001058515680077662,0.1608911381707131,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,21,0.1715230402789024,0.004974553276571958,0.0007461829914857936,0.16175926554963596,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,22,0.37833438554720955,0.007148554328241784,0.0010722831492362675,0.16715989579251975,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,23,0.16180153683046966,0.004853850477767401,0.0007280775716651101,0.16792303847688528,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,24,0.38832106058273735,0.007238216078809825,0.0010857324118214737,0.17378704656395003,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,25,0.15208901802797248,0.004729402228275278,0.0007094103342412916,0.17441111374842344,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,26,0.3983194748012531,0.00732544195361519,0.0010988162930422784,0.18073532134224166,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,27,0.14238500039260563,0.004600484033742779,0.0006900726050614168,0.1811886221633635,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,28,0.4083291519144999,0.007409884244959618,0.0011114826367439427,0.18797107895243617,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,29,0.13268897725305903,0.004466207213298098,0.0006699310819947146,0.18822462290777037,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,30,0.4183495212430963,0.007491164158346487,0.0011236746237519729,0.19546415595813446,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,31,0.1230004179065419,0.004325468926612543,0.0006488203389918814,0.19549193560508804,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,32,0.11331876600170124,0.004176880566172641,0.0006265320849258961,0.20296692268354752,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,33,0.42837990706967866,0.007568875482371663,0.0011353313223557494,0.20318761789001616,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,34,0.10364343664220038,0.004018662238400175,0.0006027993357600262,0.2106292722595833,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,35,0.43841951740943014,0.0076425901547875685,0.0011463885232181352,0.21111745855123998,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,36,0.09397381159260997,0.0038484819267346846,0.0005772722890102027,0.218461827118553,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,37,0.4484674326620424,0.007711866014295755,0.0011567799021443633,0.21923227999939512,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,38,0.08430923134515667,0.0036632000429325205,0.000549480006439878,0.2264505122498597,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,39,0.4585225947837582,0.0077762569054836425,0.0011664385358225464,0.22751297488609373,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,40,0.07464898191527339,0.0034584424292057234,0.0005187663643808585,0.23458444137584936,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,41,0.46858379776053144,0.007835325102771896,0.0011752987654157843,0.23594242487468842,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,42,0.06499227232828605,0.0032278384922895488,0.0004841757738434323,0.2428563587970104,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,43,0.4786496802523484,0.007888655736971558,0.0011832983605457336,0.24450522334728045,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,44,0.05533819470012761,0.002961539170833038,0.0004442308756249557,0.2512637777423005,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,45,0.48871872124114824,0.007935872582364395,0.0011903808873546591,0.25318742688226265,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,46,0.04568564946023874,0.002642963374480905,0.00039644450617213576,0.2598118007173634,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,47,0.49878923935322206,0.007976654217411998,0.0011964981326117996,0.26197633749818794,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,48,0.03603319438975336,0.002240208075208015,0.00033603121128120226,0.26852097859891927,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,49,0.5088593961893045,0.0080107493108761,0.001201612396631415,0.27086031586997134,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,50,0.026378706928168853,0.0016744669433447913,0.00025117004150171867,0.27745693119974385,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,51,0.518927203543851,0.008037989649042718,0.0012056984473564076,0.2798286243649959,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,52,0.016718510103432966,0.00048061439533582536,7.20921593003738e-05,0.28705459652280435,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,53,0.5289905338763292,0.008058299605251772,0.0012087449407877657,0.28887129759066726,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,54,0.005339093348713824,8.070672720803117e-15,1.2106009081204675e-15,0.29751543876661557,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,55,0.5390471329179999,0.008071701047345673,0.0012107551571018508,0.2979790371935064,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,56,0.5490946329763204,0.008078313185175632,0.0012117469777763448,0.307143126938917,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,57,0.5591305653929285,0.008078347453596507,0.001211752118039476,0.3163553637387554,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,58,0.5691523707711578,0.008072098105346131,0.0012108147158019196,0.3256080003496644,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,59,0.5791574059415537,0.008059929660677189,0.0012089894491015783,0.3348936958807577,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,60,0.5891429471432298,0.00804226258047661,0.0012063393870714912,0.34420547103532195,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,61,0.5991061893772297,0.008019558581863085,0.0012029337872794628,0.35353666586239085,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,62,0.5224070610428917,0.19790830803691084,0.029686246205536625,0.3609430717238719,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,63,0.6090442423426146,0.00799230682943862,0.001198846024415793,0.3628808987271769,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,64,0.6189541236385395,0.0079610119540259,0.001194151793103885,0.3722320259451463,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,65,0.6288327500578098,0.00792618452669818,0.0011889276790047268,0.38158410207350724,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,66,0.6386769277977187,0.007888334300831149,0.0011832501451246723,0.3909313411817116,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,67,0.6484833423155754,0.007847966302441582,0.0011771949453662372,0.4002680795405462,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,68,0.658248548397638,0.0078055796989754565,0.0011708369548463185,0.40958874013828683,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,69,0.6679689608404796,0.0077616693108317055,0.0011642503966247557,0.41888779931735975,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,70,0.6776408459605091,0.007716729661097679,0.0011575094491646518,0.42815975563174946,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,71,0.6872603139962126,0.007671261542210876,0.0011506892313316315,0.43739910083674655,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,72,0.6968233123179556,0.007625781243861401,0.00114386718657921,0.4466002926977637,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,73,0.7063256192045125,0.007580832831851557,0.0011371249247777335,0.4557577290451163,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,74,0.7157628377904555,0.007537004178708604,0.0011305506268062906,0.4648657222257067,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,75,0.7251303895365365,0.007494947941909487,0.001124242191286423,0.4739184726565262,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,76,0.7344235062134986,0.0074554093796182575,0.0011183114069427385,0.4829100395608012,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,77,0.7436372187607576,0.007419263988137375,0.0011128895982206062,0.4918343059218105,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,78,0.7527663402399088,0.00738756967891727,0.0011081354518375905,0.500684932890306,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,79,0.7618054380138413,0.007361641156956679,0.0011042461735435018,0.5094552956659776,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,561,80,0.7707487860973506,0.007343159119248282,0.0011014738678872423,0.518138386816542,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,1,0.2701455002308916,0.0038948440608724657,0.0005842266091308698,0.13205474885162932,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,2,0.26325965724314726,0.003844278137363088,0.0005766417206044632,0.13222080563834226,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,3,0.2770374879472862,0.00394513432093825,0.0005917701481407376,0.1322485508387236,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,4,0.25637990389251475,0.003793424536955571,0.0005690136805433356,0.1327444444832333,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,5,0.28393566697344513,0.003995156022598451,0.0005992734033897675,0.132801583062343,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,6,0.24950617687007476,0.003742266173257016,0.0005613399259885524,0.13362056483517945,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,7,0.2908400750637291,0.0040449114286752975,0.0006067367143012946,0.13371034722591862,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,8,0.24263840492944946,0.0036907807316408667,0.00055361710974613,0.13484143325910772,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,9,0.29775074082102065,0.004094398030755992,0.0006141597046133988,0.13496862386796055,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,10,0.23577650916200757,0.003638940392252993,0.0005458410588379489,0.1363969673902013,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,11,0.30466768334223027,0.004143608558193366,0.0006215412837290048,0.13656772042104012,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,12,0.22892040324484073,0.0035867115534936682,0.0005380067330240503,0.13827508884627498,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,13,0.3115909118431286,0.004192530967241637,0.0006288796450862455,0.13849679692480196,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,14,0.22206999370443894,0.003534054412701992,0.0005301081619052988,0.14046211800859956,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,15,0.3185204252532947,0.0042411484026261504,0.0006361722603939225,0.1407432429835847,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,16,0.21522518013844527,0.0034809225212952787,0.0005221383781942918,0.14294318309084217,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,17,0.32545621177763834,0.004289439136106084,0.0006434158704159126,0.14329307842717745,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,18,0.20838585547040786,0.0034272621745461713,0.0005140893261819257,0.14570261936880505,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,19,0.33239824842075816,0.004337376487919695,0.0006506064731879542,0.1461313522306742,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,20,0.20155190614703547,0.0033730117322410356,0.0005059517598361553,0.1487243390365587,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,21,0.33934650046755105,0.0043849287351749285,0.0006577393102762392,0.14924251868011962,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,22,0.1947232123864657,0.0033181007397173443,0.0004977151109576016,0.1519921584224789,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,23,0.34630092091299935,0.004432059010824048,0.0006648088516236072,0.1526107754430453,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,24,0.18789964835266462,0.003262448913104142,0.0004893673369656213,0.15549007487241437,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,25,0.3532614498418238,0.004478725203829417,0.0006718087805744126,0.15622035409114032,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,26,0.1810810823944718,0.0032059648638417316,0.0004808947295762597,0.15920249094039154,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,27,0.3602280137382544,0.004524879862071303,0.0006787319793106955,0.1600557589702264,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,28,0.17426737719883714,0.0031485445867207884,0.0004722816880081182,0.16311438735910702,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,29,0.36720052473735093,0.0045704701105276305,0.0006855705165791445,0.16410195462772514,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,30,0.16745839001431892,0.0030900695811399976,0.00046351043717099964,0.16721144912903962,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,31,0.3741788797954973,0.004615437591989226,0.0006923156387983839,0.16834450511869165,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,32,0.16065397278503596,0.0030304045708608456,0.00045456068562912684,0.17148015067012173,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,33,0.38116295978782105,0.0046597184448830525,0.0006989577667324578,0.17276967047570843,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,34,0.15385397234575027,0.002969394668393286,0.00044540920025899284,0.175907806691404,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,35,0.38815262851836874,0.0047032433257474275,0.0007054864988621141,0.17736446660405383,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,36,0.14705823054553843,0.0029068618555696166,0.00043602927833544247,0.18048259553741666,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,37,0.3951477316504272,0.004745937496486256,0.0007118906244729384,0.18211669508261077,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,38,0.14026658437352488,0.0028426005655857556,0.0004263900848378633,0.18519356131737752,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,39,0.40214809555044356,0.004787720990455595,0.0007181581485683392,0.18701494906141466,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,40,0.13347886609112464,0.002776372057853508,0.0004164558086780262,0.19003060055273302,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,41,0.4091535260534899,0.004828508872481318,0.0007242763308721976,0.19204860084881595,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,42,0.12669490327258806,0.002707897236497686,0.0004061845854746529,0.19498443833891344,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,43,0.4161638071561824,0.004868211615776126,0.0007302317423664189,0.19720777600928793,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,44,0.11991451888196865,0.0026368472630713463,0.00039552708946070193,0.2000465983858083,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,45,0.4231786996534045,0.004906735608194682,0.0007360103412292023,0.20248331801431424,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,46,0.11313753124708398,0.0025628312073931406,0.0003844246811089711,0.20520937073228807,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,47,0.43019793973243586,0.004943983809483953,0.0007415975714225929,0.20786674670499522,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,48,0.10636375399137114,0.002485379444302408,0.00037280691664536117,0.2104657806699067,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,49,0.4372212375536668,0.004979856570158908,0.0007469784855238362,0.21335021315704336,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,50,0.0995929959109348,0.0024039208946710355,0.0003605881342006553,0.21580956241037297,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,51,0.44424827584701887,0.005014252622007812,0.0007521378933011718,0.21892645293830088,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,52,0.09282506068451322,0.002317751167514453,0.000347662675127168,0.22123514157748822,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,53,0.4512787085581911,0.005047070250256293,0.0007570605375384439,0.22458873924995132,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,54,0.08605974646660536,0.0022259866608138963,0.00033389799912208443,0.22673763199235283,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,55,0.45831215959493743,0.005078208628515539,0.0007617312942773308,0.23033083707966118,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,56,0.07929684523802027,0.00212749635792346,0.000319124453688519,0.23231285511203784,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,57,0.46534822169927026,0.005107569320832509,0.0007661353981248763,0.23614695911905934,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,58,0.07253614183161708,0.0020207964570986992,0.00030311946856480487,0.23795739642690722,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,59,0.47238645551602193,0.0051350579097727295,0.0007702586864659094,0.2420317240304886,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,60,0.0657774124541055,0.001903879710791935,0.00028558195661879023,0.24366872550102178,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,61,0.47942638887536343,0.005160585719783187,0.000774087857967478,0.24798011739253123,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,62,0.05902042248208663,0.001773921736146564,0.0002660882604219846,0.24944543431819968,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,63,0.4864675163377309,0.005184071585328487,0.000777610737799273,0.2539874555497862,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,64,0.05226492303430081,0.0016267344583687452,0.00024401016875531177,0.25528771731460753,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,65,0.4935092990300563,0.005205443602385206,0.0007808165403577808,0.2600493524741448,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,66,0.045510645547193876,0.0014556323223107242,0.00021834484834660863,0.26119841245766273,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,67,0.5005511647621163,0.0052246407987856635,0.0007836961198178495,0.26616168962959574,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,68,0.0387572931296019,0.001248674296713015,0.00018730114450695224,0.26718559930035124,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,69,0.5075925084476282,0.005241614646951185,0.0007862421970426777,0.2723205888151655,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,70,0.03200452571392745,0.000979917292226987,0.00014698759383404805,0.2732709738149976,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,71,0.5146326927933966,0.005256330355253802,0.0007884495532880703,0.27852238785384636,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,72,0.02525193377934341,0.0005592001324228998,8.388001986343497e-05,0.2795385805880519,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,73,0.5216710491964581,0.005268767873036169,0.0007903151809554253,0.28476361894943586,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,74,0.019128504201001824,5.322147806072315e-13,7.983221709108473e-14,0.28541742471263626,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,75,0.012833726579170339,8.009701594321889e-14,1.2014552391482833e-14,0.2909214201236081,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,76,0.5287068788243154,0.005278922558496521,0.0007918383837744781,0.2910409895362629,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,77,0.010656147097323074,1.1697944895498463e-13,1.7546917343247694e-14,0.2928328585757089,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,78,0.5357394537941792,0.005286805477472129,0.0007930208216208193,0.2973513653733735,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,79,0.0035449813445531087,1.0348282969376999e-13,1.55224244540655e-14,0.2991002492461601,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.3,801,80,0.5427680183521639,0.005292443324979416,0.0007938664987469123,0.30369175560326755,0.26794921875,0.0699130859375,0.010486962890624998,True
0.15,1.35,561,1,0.7614289482941206,0.009090467681400625,0.0013635701522100936,0.018179089900763886,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,2,0.752523768778117,0.008845745381427541,0.0013268618072141312,0.01983837071089892,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,3,0.7701041344911516,0.009431095209934114,0.001414664281490117,0.020728499908907797,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,4,0.7434704541332906,0.008673773456400708,0.001301066018460106,0.0250214586495241,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,5,0.7783661737956831,0.009806137990991205,0.0014709206986486807,0.025863081619786024,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,6,0.78613005690772,0.00982175973079337,0.0014732639596190054,0.03149978703065489,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,7,0.7343042765971779,0.008551995994844085,0.0012827993992266128,0.03212939438062966,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,8,0.7939321416495537,0.009238558204079641,0.0013857837306119462,0.03732184852635126,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,9,0.7250434349714114,0.008465326103778224,0.0012697989155667337,0.04019882126905197,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,10,0.8020519105458856,0.008511636074911288,0.0012767454112366933,0.04397572464414303,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,11,0.7156992510179495,0.00840390058075097,0.0012605850871126455,0.048790382183448285,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,12,0.8102882444519168,0.00787884523388419,0.0011818267850826284,0.05126551897635614,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,13,0.7062798965487191,0.008361078526826875,0.0012541617790240312,0.05769969583443232,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,14,0.8185002996789295,0.007343378979148265,0.0011015068468722398,0.05885771810220873,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,15,0.8266285480077264,0.006878515717609263,0.0010317773576413894,0.06656139912784331,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,16,0.6967919138725586,0.008332214989301766,0.0012498322483952648,0.06682273961945813,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,17,0.8346447799922524,0.006464094803394599,0.0009696142205091898,0.07427431446691901,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,18,0.6872409022132074,0.008313936868357274,0.001247090530253591,0.07610133669048028,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,19,0.8425325820501913,0.006086893341453875,0.0009130340012180813,0.08193777329770884,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,20,0.6776318554609765,0.008303706841840772,0.0012455560262761157,0.08550006238104586,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,21,0.8502805015020949,0.0057381943401048525,0.0008607291510157279,0.0895150571699466,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,22,0.6679693411271014,0.008299552134719428,0.0012449328202079142,0.09499567749566494,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,23,0.8578794236559913,0.005412084153415568,0.0008118126230123352,0.09698123365957935,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,24,0.8653214577652554,0.0051044309605217855,0.0007656646440782678,0.10431809063100206,0.76150390625,1e-06,1.5e-07,True
0.15,1.35,561,25,0.658257601740015,0.008299890123958804,0.0012449835185938205,0.10457191642179417,0.76150390625,1e-06,1.5e-07,True
