alpha,Mach,rank_cr,candidate_cr,candidate_ci,y,p_real,p_imag,p_abs,rho_real,rho_imag,rho_abs
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-5.1867012771577965,0.6336698172639255,-0.0005518727618140821,0.6336700575811058,0.9124845368600527,-0.0007946967770122979,0.9124848829167924
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-5.112345367331481,0.6289307066803569,-0.0005942848766250406,0.6289309874540828,0.9056602176197139,-0.0008557702223400142,0.9056606219338793
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-5.039921100859374,0.6241910824199335,-0.0006364101201102844,0.6241914068540267,0.8988351586847042,-0.0009164305729587685,0.8988356258697985
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.969353726807374,0.6193839937229524,-0.0006792202123775952,0.6193843661413252,0.8919129509610514,-0.0009780771058237223,0.8919134872435083
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.9005723003930965,0.6145932283378283,-0.0007215791650727038,0.6145936519320756,0.8850142488064725,-0.0010390739977046985,0.8850148587821887
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.833509443771829,0.609749852346645,-0.0007644964976423979,0.6097503316043791,0.8780397873791687,-0.0011008749566050612,0.8780404775103057
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.768101124639835,0.604936572679833,-0.0008068292417066327,0.6049371107305686,0.8711086646589595,-0.0011618341080574773,0.8711094394520187
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.704286451125707,0.6000828325046437,-0.0008496193324924778,0.6000834339654831,0.8641192788066867,-0.0012234518387892026,0.8641201449102955
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.642007481588632,0.5952704229860097,-0.0008917169192570219,0.595271090882975,0.857189409099854,-0.0012840723637300969,0.857190370871484
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.5812090480748004,0.5904274653560027,-0.0009341917281100832,0.5904282044083756,0.8502155501126437,-0.001345236088478541,0.8502166143480608
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.52183859230119,0.5856349666709904,-0.0009758872758869879,0.5856357797673458,0.8433143520062262,-0.001405277677277238,0.8433155228649781
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.463846013141786,0.5808199782752095,-0.0010178970979552214,0.5808208702156946,0.8363807687163017,-0.0014657718210554648,0.8363820531106003
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.407183524686007,0.576062828113175,-0.001059058437319639,0.5760638016214203,0.8295304724829718,-0.0015250441497402767,0.8295318743348452
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.351805524024062,0.5712897091783362,-0.0011004852031412146,0.5712907691191503,0.8226571812168042,-0.0015846986925233016,0.8226587075315765
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.297668467990431,0.5665803540108468,-0.0011410087975200136,0.5665815029209236,0.8158757097756192,-0.0016430526684288096,0.8158773642061298
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.244730758165186,0.5618602751606946,-0.0011817605324346266,0.5618615179575902,0.8090787962314,-0.001701735166705862,0.8090805858589296
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.192952633494862,0.5572086764678341,-0.0012215664496345918,0.5572100154839523,0.8023804941136814,-0.0017590556874738008,0.8023824222968915
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.142296069950316,0.5525505399507358,-0.0012615726887978398,0.5525519801480209,0.7956727775290595,-0.0018166646718689007,0.79567485141315
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.092724686689338,0.5479645938728004,-0.001300600438932479,0.5479661373658822,0.7890690151768324,-0.0018728646320627952,0.7890712378068702
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-4.044203658237364,0.5433754162632161,-0.0013398084303912023,0.5433770680529806,0.7824605994190313,-0.0019293241397633034,0.7824629779962923
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.9966996322406976,0.5388613020875879,-0.0013780135184518051,0.5388630640606087,0.7759602750061265,-0.001984339466570606,0.7759628122472765
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.9501806523841037,0.5343465323665266,-0.0014163850766072163,0.5343484095595463,0.7694590066077983,-0.002039594510314385,0.7694617097657467
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.904616086098282,0.5299090023902074,-0.0014537361450545011,0.5299109964540878,0.7630689634418986,-0.0020933800488784826,0.7630718348938863
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.8599765567136255,0.5254727867329316,-0.0014912450413532648,0.5254749027390808,0.7566808128954214,-0.0021473928595486997,0.7566838599442762
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.816233879744375,0.5211154077275046,-0.0015277215002451627,0.5211176470855556,0.7504061871276065,-0.0021999189603530383,0.7504094118032
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.7733610030128037,0.5167608102477048,-0.0015643512980856563,0.5167631780640415,0.7441355667566948,-0.002252665869243378,0.7441389764122196
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.731331950346102,0.5124861648866611,-0.0015999413585150548,0.5124886623258983,0.7379800774367921,-0.0023039155562616705,0.7379836737492936
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.6901217685996834,0.5082153519066457,-0.0016356836158535526,0.5082179841116279,0.7318301067455698,-0.0023553844068291167,0.7318338971207442
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.649706477779909,0.5040252070036639,-0.0016703826573644177,0.5040279748915811,0.725796298085276,-0.0024053510266047588,0.7258002838438767
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.6100630240566742,0.4998396010586122,-0.0017052354340145292,0.49984250981115846,0.7197690255244016,-0.0024555390249809063,0.7197732141280683
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.571169235472408,0.4957350482405214,-0.0017390446488849834,0.4957380985261501,0.7138584694663508,-0.0025042242943943607,0.7138628618776561
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.5330037801686554,0.49163545692061045,-0.0017730112665943242,0.4916386539629374,0.707955057965679,-0.0025531362238958434,0.7079596617066298
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.495546126964879,0.48761703036277015,-0.0018059365339090925,0.48762037458105795,0.702168523722389,-0.0026005486088291102,0.7021733393967234
0.2,1.2,1,0.2375310967797008,0.0031168603217157907,-3.4587765081363604,0.48360375419793555,-0.0018390245463441115,0.4836072508612948,0.6963894060450272,-0.002648195346735535,0.6963944412402645
