point_id,Mach,eta,alpha,ci_ref,ci_seed,ci_gep,ci_final,p_rel_final,rho_rel_final,u_rel_final,v_rel_final,p_overlap_final,p_rel_direct,rho_rel_direct,u_rel_direct,v_rel_direct,p_overlap_direct,sample_group,chart_id,continuation_status,reference_status,ci_final_source,ci_seed_abs_err,ci_seed_rel_err,ci_final_abs_err,ci_final_rel_err,gep_gain,modal_error_final,modal_error_direct
OFFGRID_0367,0.8356278101941671,0.9774283616535724,0.5368975491439197,0.0098910650436443,0.0111597563545939,0.0072706286036741,0.0072706285828301,0.0030382454259515,0.0030382454259515,0.0091264492640856,0.0060033683310285,0.9999953860401992,,,,,,near_neutral,HM1_NEUTRAL3,validated_bidirectional,continuation_corrected_reference,GEP_continuation_N401,0.0012686913109496,0.1282664005697569,0.0026204364608141,0.2649296561342515,0.4841526707178403,0.0091264492640856,
