point_id,Mach,eta,alpha,ci_ref,ci_seed,ci_gep,ci_final,p_rel_final,rho_rel_final,u_rel_final,v_rel_final,p_overlap_final,p_rel_direct,rho_rel_direct,u_rel_direct,v_rel_direct,p_overlap_direct,sample_group,chart_id,continuation_status,reference_status,ci_final_source,ci_seed_abs_err,ci_seed_rel_err,ci_final_abs_err,ci_final_rel_err,gep_gain,modal_error_final,modal_error_direct
OFFGRID_0338,0.9133118898026548,0.9679545521151728,0.39420998415165,0.0128164558217531,0.0143645871905792,0.0115284248554437,0.0115284248236122,0.0032276955610411,0.0032276955610411,0.0056775221626226,0.0050525763632658,0.9999947918123308,,,,,,near_neutral,HM2_NEUTRAL3,validated_bidirectional,continuation_corrected_reference,GEP_continuation_N401,0.001548131368826,0.1207924710510442,0.0012880309981409,0.1004982201050272,1.2019364216083452,0.0056775221626226,
