Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,requested_alpha,seed_alpha,trial_alpha,trial_step
1.55,0.125,0.3703371637014682,0.0431153363587604,0.005389417044845,4.0526609845770174e-14,7.41446834484627e-13,7.425535768366247e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,5,26,0,False,False,0.0004879629586239,0.2,0.3492641497157056,0.0487962958623987,2026-07-23T11:45:44.561461+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,0.3492641497157056,0.0487962958623987,0.05,54.28959371217046,,,,,
1.55,0.12,0.3676123448280693,0.0442350462458262,0.0053082055494991,1.3149203947904198e-14,6.786238238021269e-15,1.4797114377025047e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0004311533635876,0.2,0.3703371637014682,0.0431153363587604,2026-07-23T11:45:45.319508+00:00,continuation,,,,,,,,low,0.12,0.125,0.12,-0.005
1.55,0.115,0.3647793295971357,0.0452945808224513,0.0052088767945819,7.764622278472189e-15,2.930815312662816e-14,3.0319254588812544e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004538383511816,0.2,0.3648875259546704,0.045383835118169,2026-07-23T11:45:45.912328+00:00,continuation,,,,,,,,low,0.115,0.12,0.115,-0.0049999999999999
1.55,0.11,0.3618308597959231,0.0462881648741694,0.0050916981361586,1.0547118733938987e-14,3.5714486923410504e-14,3.7239311081037294e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004637949377243,0.2,0.3619463143662021,0.0463794937724328,2026-07-23T11:45:46.493273+00:00,continuation,,,,,,,,low,0.11,0.115,0.11,-0.005
1.55,0.105,0.3587590101697521,0.0472092578262992,0.0049569720717614,1.4927295510780425e-14,4.4377695962438685e-14,4.6820978740312686e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004730354423229,0.2,0.3588823899947106,0.0473035442322996,2026-07-23T11:45:47.063075+00:00,continuation,,,,,,,,low,0.105,0.11,0.105,-0.005
1.55,0.1,0.3555551063603823,0.0480504120008845,0.0048050412000884,2.2398749521812533e-14,5.708801487092074e-14,6.132491681236402e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004814867970178,0.2,0.355687160543581,0.0481486797017892,2026-07-23T11:45:47.658006+00:00,continuation,,,,,,,,low,0.1,0.105,0.1,-0.0049999999999999
1.55,0.095,0.3522096300282517,0.0488030973464719,0.0046362942479148,3.414629690112747e-14,7.357482678660433e-14,8.11124203111877e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000489065534974,0.2,0.3523512025510125,0.0489065534974063,2026-07-23T11:45:48.248695+00:00,continuation,,,,,,,,low,0.095,0.1,0.095,-0.005
1.55,0.09,0.3487121099820713,0.0494574826476193,0.0044511734382857,5.305131334232273e-14,9.729023142668325e-14,1.1081439878645237e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004956757312643,0.2,0.348864153696121,0.0495675731264357,2026-07-23T11:45:48.843095+00:00,continuation,,,,,,,,low,0.09,0.095,0.09,-0.005
1.55,0.085,0.3450509967919872,0.0500021595358818,0.0042501835605499,8.070280554939303e-14,1.2898015988582756e-13,1.5214737745921481e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0005012064239435,0.2,0.345214589935891,0.050120642394358,2026-07-23T11:45:49.437778+00:00,continuation,,,,,,,,low,0.085,0.09,0.085,-0.0049999999999999
1.55,0.08,0.3412135192087623,0.0504237908195497,0.0040339032655639,1.2258076498294912e-13,1.7356602266538348e-13,2.1248813653398491e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0005055283496868,0.2,0.341389883601903,0.0505528349686865,2026-07-23T11:45:50.044903+00:00,continuation,,,,,,,,low,0.08,0.085,0.08,-0.005
