regime,n,N_values,median_classical_s,median_seeded_s,median_central_s,speedup_seeded_ratio_medians,speedup_central_ratio_medians,median_seeded_err,median_central_err,fraction_seeded_better,central_fallback_fraction
extreme_longwave_map20_N301,32,301,1.9036768305,7.4416158055000015,7.4410373325000005,0.25581498430663635,0.25583487159584145,0.00175733078296475,0.00175733078296475,0.0,0.0
longwave_map10_N301,47,301,1.975110073,6.926544838000001,6.926109301,0.2851508391549374,0.28516877039679855,0.0004026985051351,0.0004026985051351,0.0,0.0
near_neutral_N401,36,401,7.6102676240000005,22.9898838385,22.985481005000004,0.3310267975889234,0.33109020526238053,0.0006182941258431501,0.0006182941258431501,0.0,0.0
standard_N301,269,301,1.944624171,7.619432362000001,7.618927590000001,0.25521903451736416,0.2552359433829453,6.119261949011356e-05,6.119261949011356e-05,0.0,0.0
