benchmark_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,shoot_status,shoot_error,shoot_cr,shoot_ci,shoot_stage1_mismatch,shoot_stage2_mismatch,shoot_total_mismatch,shoot_spectral_success,shoot_mode_success,shoot_retry,shoot_cr_half_window,shoot_ci_half_window,shoot_n_candidates,shoot_seconds,shoot_spectral_error
0,C00,1.018,0.05775,0.0,0.0,-0.012604296,0.0042007715,0.013285885700653465,COMPLETED,,0.0,0.013205230071777345,2.78761568944826e-07,1.835797852800304e-22,2.7876156894482614e-07,True,True,0,0.015,0.008,12,255.4382982000243,0.013205230071777345
