alpha,ci_reference,ci_pchip,ci_linear,pchip_abs_error,linear_abs_error
0.1,0.6704450642662936,0.6704450642662936,0.6704450642662936,0.0,0.0
0.10175,0.6681927056341137,0.6682922482041791,0.6684719846080096,9.95425700653918e-05,0.0002792789738959023
0.1035,0.6659679707962864,0.6661421249113115,0.6664989049497257,0.0001741541150250825,0.0005309341534392997
0.10525,0.6637516209681311,0.6639947145024931,0.6645258252914418,0.00024309353436202663,0.0007742043233106566
0.107,0.6615135172142002,0.6618500370925268,0.6625527456331579,0.00033651987832661323,0.0010392284189577605
0.10875,0.6592978674714728,0.6597081127962151,0.6605796659748739,0.0004102453247423199,0.0012817985034011548
0.1105,0.6570707166354857,0.6575689617283608,0.65860658631659,0.0004982450928751048,0.001535869681104307
0.11225,0.654891099747569,0.6554326040037666,0.6566335066583061,0.0005415042561975891,0.0017424069107371265
0.114,0.6526700160705048,0.6532990597372349,0.6546604270000221,0.0006290436667301114,0.00199041092951735
0.11575,0.6504833521819433,0.6511683490435685,0.6526873473417382,0.0006849968616251534,0.002203995159794858
0.1175,0.6482854483606396,0.6490404920375701,0.6507142676834543,0.0007550436769304669,0.0024288193228146904
0.11925,0.6461129225572563,0.6469155088340425,0.6487411880251703,0.0008025862767861991,0.0026282654679140594
0.121,0.6439440552784218,0.644793419547788,0.6467681083668864,0.0008493642693662151,0.002824053088464562
0.12275,0.6417718152270364,0.6426742442936095,0.6447950287086025,0.0009024290665731183,0.0030232134815660894
0.1245,0.6396128288133937,0.6405580031863097,0.6428219490503185,0.00094517437291608,0.0032091202369248784
0.12625,0.6374339617120607,0.6384447163406912,0.6408488693920346,0.0010107546286305391,0.0034149076799738776
0.128,0.6353132596819545,0.6363344038715567,0.6388757897337507,0.0010211441896021967,0.0035625300517961866
0.12975,0.6331427310748242,0.6342270858937087,0.6369027100754667,0.0010843548188844698,0.0037599790006425104
0.1315,0.6310156109577442,0.6321227825219499,0.6349296304171828,0.0011071715642057,0.003914019459438589
0.13325,0.6288806261800914,0.630021513871083,0.6329565507588989,0.001140887690991521,0.004075924578807455
0.135,0.6267443722321759,0.6279233000559109,0.6309834711006149,0.0011789278237349654,0.004239098868438984
0.13675,0.6246131451046529,0.625828161191236,0.6290103914423311,0.0012150160865830317,0.004397246337678129
0.1385,0.6225037437595299,0.6237361173918607,0.6270373117840471,0.0012323736323308632,0.004533568024517209
0.14025,0.6203972855703861,0.6216471887725883,0.6250642321257631,0.001249903202202196,0.004666946555377027
0.142,0.6182901365154408,0.6195613954482212,0.6230911524674793,0.0012712589327803503,0.004801015952038412
0.14375,0.6161784058808899,0.6174787575335617,0.6211180728091953,0.0013003516526718384,0.004939666928305386
0.1455,0.6140849478512641,0.6153992951434128,0.6191449931509114,0.0013143472921487431,0.00506004529964732
0.14725,0.6119696796455588,0.6133230283925772,0.6171719134926275,0.0013533487470184236,0.005202233847068638
0.149,0.6098861301608014,0.6112499773958577,0.6151988338343435,0.0013638472350563369,0.005312703673542085
0.15075,0.6078156507476825,0.6091801622680565,0.6132257541760595,0.0013645115203739788,0.005410103428377
0.1525,0.6057319337420416,0.6071136031239764,0.6112526745177757,0.001381669381934847,0.0055207407757340565
0.15425,0.6036750013282203,0.6050503200784203,0.6092795948594917,0.0013753187502000275,0.005604593531271407
0.156,0.6016004843727917,0.6029903332461908,0.6073065152012078,0.0013898488733991021,0.005706030828416142
0.15775,0.599532816466548,0.6009336627420903,0.6053334355429238,0.0014008462755422668,0.005800619076375857
0.1595,0.5974782689335871,0.5988803286809217,0.6033603558846399,0.0014020597473345386,0.005882086951052745
0.16125,0.595424011643088,0.5968303511774875,0.601387276226356,0.0014063395343995033,0.005963264583268013
0.163,0.5933786173589708,0.5947837503465905,0.599414196568072,0.0014051329876196839,0.0060355792091012495
0.16475,0.5913536958596578,0.5927405463030334,0.5974411169097881,0.001386850443375609,0.006087421050130271
0.1665,0.5893144434503077,0.5907007591616187,0.5954680372515042,0.0013863157113109814,0.006153593801196511
0.16825,0.5872889688365331,0.5886644090371492,0.5934949575932202,0.0013754402006160849,0.0062059887566870975
0.17,0.5852604890303201,0.5866315160444275,0.5915218779349363,0.0013710270141074066,0.006261388904616139
