chart_id,field_family,sample_region,Mach,eta,alpha,y,ci,compat_real,compat_imag,compat_abs,compat_scale,compat_rel,compat_term_1_abs,compat_term_2_abs,ode_real,ode_imag,ode_abs,ode_scale,ode_rel,ode_term_1_abs,ode_term_2_abs,ode_term_3_abs,p_abs,qraw_abs,qphysical_abs
VLOW_EXTREME_CI_ONLY,pQscaled,full,0.25885645747184755,0.08380488127470016,0.08094845901564421,125.59995889663696,0.8123518883819364,-0.00013579914494798832,-0.00019301094780385127,0.00023599710536518397,0.018556172148846393,0.012717984262710815,0.009344709265663349,0.009211462883183044,-0.0020536613270676074,-0.00026710300695754135,0.0020709584405822455,0.0026055335456616957,0.7948308491480707,0.00026817558113860306,0.0,0.0023373579645230924,0.029366310765478097,0.009211462883183044,0.0007456537256734704
VLOW_EXTREME_CI_ONLY,pQscaled,full,0.6653153181076049,0.09826703846454621,0.07336248334258309,-123.53248119354248,0.6049900407469172,-0.00012217963064795577,-0.0002740998869170756,0.00030009766769041135,0.029038988237605805,0.01033430177507973,0.014457316854254259,0.014581671383351548,-0.0024083349407142923,0.0015927069923756794,0.0028873504723582995,0.0029302491225111933,0.9853600672299327,0.00018688927370000795,0.0,0.0027433598488111853,0.041695223936200246,0.014581671383351548,0.0010697476239681484
VLOW_EXTREME_CI_ONLY,pQscaled,full,0.24975979030132295,0.05697377756237984,0.05516815472738009,-74.56302881240845,0.8551076534601644,-0.00021335621606666938,-4.3954596912710334e-05,0.00021783682315909347,0.034547846863028406,0.00630536612086849,0.017167492738016966,0.017380354125011436,-0.004876395424329949,0.000616955010391819,0.004915268641618039,0.007091329833003463,0.6931377833734285,0.0010906552768068843,0.0,0.0060006745561965785,0.10998000798791102,0.017380354125011436,0.0009588420655852897
VLOW_EXTREME_CI_ONLY,pQscaled,full,0.43062542676925664,0.10759804725646972,0.0971105455214045,64.76033687591553,0.711129337013157,0.00013825424914848134,-0.00016091878140514235,0.00021215346241936837,0.00966608044214556,0.021948240932730352,0.004762961372791882,0.004903119069353679,-0.005131621242333364,-0.0014716740399203711,0.005338479282955265,0.005344610611166845,0.9988528016991564,0.00013917225407419348,0.0,0.005205438357092651,0.0566718070866156,0.004903119069353679,0.00047614456758133687
VLOW_EXTREME_CI_ONLY,pQscaled,full,0.14493442177772523,0.08955375909805298,0.08860818452905313,44.24296855926514,0.8361800998223261,-0.0002235196654049726,0.00030898522794866944,0.000381356672831671,0.08654566637092741,0.004406421359068489,0.04338406364423703,0.043161602726690375,-0.0034363747001626387,-0.00018893938905476567,0.0034415649307624942,0.01247153468679768,0.27595360291990856,0.004515567101471097,0.0,0.007955967585326584,0.09030271425849618,0.043161602726690375,0.0038244712589762635
VLOW_EXTREME_CI_ONLY,pQscaled,full,0.4793290138244629,0.07502243936061859,0.06584234007911649,-40.29566049575806,0.7273029256707357,0.00036949271237406156,-8.212087166893818e-05,0.0003785085231024623,0.21877560964008916,0.0017301221270741816,0.10957392606916094,0.10920168357092822,-0.002550775458246858,0.0032801296606286127,0.004155202284959187,0.018067939167882102,0.2299765483130195,0.007416769708281375,0.0,0.010651169459600728,0.16986263179577515,0.10920168357092822,0.0071900943868891225
VLOW_EXTREME_CI_ONLY,pQscaled,full,0.3602898240089416,0.11631640017032623,0.10850463918439057,-212.79985278844833,0.7308146159557994,0.00031194680464099756,-0.00019193211581295609,0.00036626321956506456,0.0004634905822294358,0.7902279649418692,0.00017104871776144883,0.00029244186446798694,9.78889808253975e-06,-6.090128590228296e-05,6.168297293598907e-05,6.168730527045448e-05,0.9999297694287592,1.5057537429390089e-05,0.0,4.6629767841064396e-05,0.00044836183481032437,0.00029244186446798694,3.173129898650937e-05
VLOW_EXTREME_CI_ONLY,pQscaled,full,0.6202601790428162,0.06575969085097313,0.05158164791618239,201.11732721328735,0.6619188019136796,-0.0004336813544111801,-0.00031704774642335855,0.0005372139151921196,0.010445576535147029,0.051429800297236206,0.005448734158458346,0.004996842376688684,0.0005026277315755357,-0.00011702209898041804,0.0005160705457576042,0.0007045448339448374,0.7324878714501333,0.0005800186593233098,0.0,0.00012452617462152768,0.0025826140359349933,0.004996842376688684,0.0002577453641670157
VLOW_EXTREME_CI_ONLY,pQscaled,full,0.1849920690059662,0.11386146247386932,0.11189621518439415,167.73207187652588,0.7924630575562879,0.00011012556978843733,0.00027780210020879505,0.0002988338133505735,0.005994446639264524,0.04985177637467922,0.0029526725726602204,0.0030417740666043034,-0.0006045178319682337,-7.250185109691948e-05,0.0006088500041718433,0.0006099441783540681,0.9982061076713624,9.491029130887554e-05,0.0,0.0005150338870451925,0.0046551142683027135,0.0030417740666043034,0.0003403630054990648
VLOW_EXTREME_CI_ONLY,pQscaled,full,0.45324449539184575,0.05947745114564896,0.0530173814926497,-191.39218240976334,0.7593797153990554,0.0003538962063964323,0.0006454665748189077,0.0007361179417119506,0.016875919526864264,0.0436194271097428,0.008626201779075806,0.008249717747788458,-9.72764440328163e-05,0.0001357241191885801,0.0001669842600162828,0.0005000236568386033,0.33395271950124455,0.00019341359274345753,0.0,0.0003066100640951457,0.005993766067829153,0.008249717747788458,0.0004373784330411836
