chart_id,field_family,Mach,eta,alpha,ci,bc_left_real,bc_left_imag,bc_left_abs,bc_right_real,bc_right_imag,bc_right_abs,gauge_re,gauge_im,gauge_abs,q_center,q_center_abs
VLOW_EXTREME_CI_ONLY,pQscaled,0.3158917367458344,0.05977160528302193,0.05671101468077069,0.8246324991863379,-8.82985695764915e-07,4.43863360740206e-06,4.525608471762054e-06,2.9210264625509927e-05,-1.715800871144155e-05,3.387678884478605e-05,1.2302523849205826e-05,3.4895328034655927e-06,1.2787843142873647e-05,-0.00013961783597817197,0.00013961783597817197
VLOW_EXTREME_CI_ONLY,pQscaled,0.6782374501228332,0.08851990282535553,0.06504821448498871,0.6086717249662399,2.5161880165773413e-05,3.084871324671671e-05,3.980908592840203e-05,1.6159942564602533e-05,5.931708351341125e-05,6.147894062382871e-05,3.998671297855694e-05,-1.3461928313088494e-05,4.2191950994665174e-05,0.0003049335830948496,0.0003049335830948496
VLOW_EXTREME_CI_ONLY,pQscaled,0.40791283845901494,0.08114146918058396,0.07408385510270585,0.754571266418869,-1.3001529750205902e-05,1.563114052893254e-05,2.0331559951974334e-05,5.56543024988693e-05,8.786793305160495e-06,5.634366977064294e-05,-2.8653811554812947e-05,-7.770489119827365e-07,2.8664345825962006e-05,0.00012091857802410712,0.00012091857802410712
VLOW_EXTREME_CI_ONLY,pQscaled,0.1979578047990799,0.11084045708179474,0.10864698456093039,0.7934482083388413,5.7736433684046375e-05,-4.759015142149925e-05,7.482191047329327e-05,-3.007284128621244e-05,4.076823994928516e-05,5.06598970743942e-05,-2.2279903324040617e-05,-3.94728300079643e-06,2.2626867552027006e-05,0.00018022069822802404,0.00018022069822802404
VLOW_EXTREME_CI_ONLY,pQscaled,0.1327668845653534,0.07411833614110946,0.07346218815096012,0.8621535980779783,-1.978481832591745e-05,4.940689026074718e-06,2.03923869186992e-05,6.5080413078103e-05,-2.6887347750739228e-05,7.041583369871936e-05,8.106139053931649e-05,1.5355969659855548e-05,8.250305958182395e-05,-0.00017812620453518026,0.00017812620453518026
VLOW_EXTREME_CI_ONLY,pQscaled,0.4921463251113891,0.11763237237930298,0.10240044934622887,0.6713266682929182,1.0143631482617012e-05,-5.053307753034804e-05,5.1541101892987354e-05,-7.587634591443284e-06,5.0170181023363186e-05,5.074070616980314e-05,2.855966367398821e-06,2.294897627115166e-05,2.3126003887087695e-05,-0.0005012685516455236,0.0005012685516455236
VLOW_EXTREME_CI_ONLY,pQscaled,0.5934182405471802,0.052849439382553105,0.04253821112565828,0.6912816413244337,6.020071210027558e-05,-1.6616334470715343e-05,6.245180788914721e-05,-9.788752468007652e-05,6.075403153795296e-05,0.00011520859271819604,-0.0002048646263674847,-1.3702462373584934e-05,0.00020532236266853306,-0.00042660061100944623,0.00042660061100944623
VLOW_EXTREME_CI_ONLY,pQscaled,0.38166872859001155,0.09512639999389648,0.08792525389499412,0.7486967787728093,-1.4246266322132186e-05,-6.594623600026545e-06,1.5698572054398603e-05,4.649573651450536e-05,1.832346699321975e-05,4.997602381820627e-05,-4.408186789695012e-05,3.925051739297417e-06,4.4256266318345514e-05,-3.5655759164617343e-06,3.5655759164617343e-06
VLOW_EXTREME_CI_ONLY,pQscaled,0.33608219027519226,0.07944994807243347,0.0748285560116279,0.7885947246847059,-1.6178444905877273e-05,1.2406598362935897e-05,2.03878827373445e-05,5.946053439632152e-05,-1.1957213998974107e-06,5.947255585866735e-05,-7.396053144703707e-06,3.410730076146371e-06,8.144610596683614e-06,4.769625741379586e-05,4.769625741379586e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.5829742193222046,0.1038169527053833,0.08435030359341797,0.6414487295461465,-1.5308975618663856e-05,1.0962337437000624e-06,1.534817457920228e-05,3.931634981744282e-05,4.021733063041987e-05,5.6242413230622e-05,-9.46052235311079e-05,-2.8072333768233617e-06,9.464686407167879e-05,6.871817645931217e-05,6.871817645931217e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.5401037931442261,0.0658381399512291,0.0554092742490877,0.7058734920003121,2.8726750724746283e-05,1.786544773018197e-05,3.3828988010308186e-05,1.302145210729138e-06,3.387697546694725e-05,3.390199181372638e-05,2.949293534104669e-05,-5.982931853950636e-06,3.0093665589292674e-05,3.320858063325487e-05,3.320858063325487e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.14083940386772156,0.09116838216781617,0.09025965723278045,0.8346950055155138,-7.683056858358829e-06,-1.0736411858501744e-05,1.3202268830930219e-05,4.953621965186177e-05,-2.271263533648111e-06,4.958826166984255e-05,-3.264927578439103e-05,4.825711168116769e-06,3.300398002549555e-05,8.252116584130283e-05,8.252116584130283e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.2250644236803055,0.05443888977169991,0.053042199326095094,0.8675196393361093,-7.181511690943988e-06,-1.1032724866768211e-05,1.3164160746244738e-05,2.093016886033761e-05,-3.738445078329689e-05,4.2844709462091036e-05,-5.8801653833873146e-05,3.5593112948676883e-06,5.8909279324164386e-05,-0.00023371917723030797,0.00023371917723030797
VLOW_EXTREME_CI_ONLY,pQscaled,0.47492271661758423,0.10232140362262726,0.09004564975229208,0.6969156255664771,-1.367188464511206e-05,-1.24521308135403e-05,1.8492592883280883e-05,3.7109195780016995e-05,3.1598996949419447e-05,4.874001456348829e-05,-6.243622004520333e-05,5.320586817966462e-06,6.26625104637579e-05,-8.405688136729501e-05,8.405688136729501e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.648741590976715,0.06815387427806854,0.05186569604046495,0.6437474194665597,5.524152110267573e-05,1.6901660698846564e-05,5.77692979714684e-05,-3.709137742065013e-05,6.666318606748009e-05,7.628729026272061e-05,7.536590458800951e-05,-7.334422891866173e-06,7.572194750219835e-05,-9.409962420914731e-05,9.409962420914731e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.2512716710567474,0.11481238961219788,0.11112881795552812,0.7724200405307047,6.994347776585291e-05,-5.7528622877900024e-05,9.056286508392942e-05,-4.908730514074143e-05,5.078906478831416e-05,7.063350924350166e-05,3.398786446684454e-05,3.197006807342806e-07,3.398936803681198e-05,5.90449922697172e-05,5.90449922697172e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.28413012623786926,0.07148365676403046,0.06853750985882572,0.8206985599545088,-1.385435423115196e-05,1.2739955549793196e-05,1.882151956067694e-05,5.7298101970255596e-05,-1.38751245896036e-05,5.895414804550084e-05,4.246015132136627e-05,7.789017739375523e-06,4.3168660479306376e-05,-6.98579660079789e-05,6.98579660079789e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.6347066640853881,0.11178248465061187,0.08638026855565585,0.6062474956591448,-1.61929465375502e-05,-4.551787294612429e-06,1.682053165459862e-05,3.2005780668545666e-05,4.7995771025464385e-05,5.768850866968098e-05,-0.0001067488834380903,-5.112098102879811e-07,0.00010675010749759984,-1.4504867674175817e-05,1.4504867674175817e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.4420639753341675,0.057876688539981846,0.05191443602417952,0.7671820814776802,1.9488204965674953e-05,3.7060743917257657e-06,1.9837467584879968e-05,-2.6952020315560766e-06,9.51903336132858e-06,9.893235574117827e-06,-3.908001514396631e-05,-4.763908362300602e-06,3.9369307925553296e-05,-7.115202195965859e-05,7.115202195965859e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.23909905552864075,0.09913060963153839,0.09625534424794602,0.7977642073162348,4.218017015150227e-06,-2.2162221113501094e-05,2.2560046813422405e-05,2.9511450279851392e-05,1.702739051398325e-05,3.407136224655286e-05,-1.5949918890201253e-05,4.790861391547026e-06,1.665389640525648e-05,1.7554754327585124e-05,1.7554754327585124e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.1736248940229416,0.06451962366700173,0.06353969047793265,0.8678367055863181,-1.5068969176110136e-05,3.976498420000317e-06,1.5584812213011178e-05,5.319915973398844e-05,-3.3520616946873096e-05,6.287910906574148e-05,9.221846374329878e-05,1.4391635284620148e-05,9.333468927113668e-05,-0.0002757593502105398,0.0002757593502105398
VLOW_EXTREME_CI_ONLY,pQscaled,0.5259959101676941,0.09224044442176818,0.07844930781979527,0.6839952235902294,-1.2210172295952289e-05,1.2977476902578857e-05,1.7818619875114025e-05,4.80832308727788e-05,2.9217718856777837e-05,5.6264306503845405e-05,-7.219401806635162e-05,-6.0682731379440354e-06,7.244860373700377e-05,0.00019069584289652542,0.00019069584289652542
VLOW_EXTREME_CI_ONLY,pQscaled,0.5501890063285827,0.07823918104171754,0.06533285771670756,0.6872456067483423,9.907871955182301e-06,2.613976456986238e-05,2.7954484764490302e-05,3.343888998946873e-05,3.228440184591821e-05,4.648055471136849e-05,2.5068142703865703e-06,-8.00801665305057e-06,8.391212576365171e-06,0.00022362686964892426,0.00022362686964892426
VLOW_EXTREME_CI_ONLY,pQscaled,0.3501903593540192,0.10472732901573181,0.0980958430336145,0.7496210554564021,5.556111802547566e-06,-2.9888795933869942e-05,3.0400830592911907e-05,1.8551392738386726e-05,3.045537323149057e-05,3.5660677660460415e-05,4.281443081399772e-06,9.971688579319977e-06,1.0851973460260876e-05,-0.00015246849720529886,0.00015246849720529886
VLOW_EXTREME_CI_ONLY,pQscaled,0.3769350588321686,0.05180943623185158,0.04798795610109978,0.8076195166020378,1.2848297771513755e-05,-1.3570462796702674e-05,1.8687862802957876e-05,-1.6446392410846965e-05,-8.706401507656449e-06,1.8608741240182988e-05,-0.0001749397005565978,-7.78489560195549e-06,0.00017511283057036525,-0.00011901524513738271,0.00011901524513738271
VLOW_EXTREME_CI_ONLY,pQscaled,0.6168278098106383,0.09648124575614929,0.075940207305394,0.6324319446979112,-4.697126895652419e-06,1.8786324794883926e-05,1.9364632719799564e-05,3.978173717644878e-05,4.298339447130335e-05,5.856755768385531e-05,-6.366062761742342e-05,-1.1199541912205362e-05,6.463826457824728e-05,0.0002781933229123604,0.0002781933229123604
VLOW_EXTREME_CI_ONLY,pQscaled,0.4968797087669372,0.07317592889070511,0.06350349255942125,0.7204778751594367,7.904550617766996e-06,2.3332668268943478e-05,2.463524566586261e-05,3.458628030569746e-05,2.1612788106916786e-05,4.078386194487667e-05,1.0636577308043016e-05,-4.7834334876016744e-06,1.1662676054846278e-05,0.00014698104783979465,0.00014698104783979465
VLOW_EXTREME_CI_ONLY,pQscaled,0.10935702361166477,0.11880684018135071,0.11809430042319598,0.8003753240869556,0.00012745150953333544,-6.22939166536152e-05,0.00014186056299893025,-0.00010150400570214334,6.131249221811414e-05,0.00011858450520863616,-0.00025347089303440207,-3.541459597819377e-05,0.00025593297408492714,0.0008273754997634077,0.0008273754997634077
VLOW_EXTREME_CI_ONLY,pQscaled,0.19329765439033508,0.0842034238576889,0.08261536089541403,0.8322413990022471,-1.7604225138076242e-05,2.9835103877940925e-07,1.7606753137771207e-05,6.085656055607424e-05,-9.292139764239792e-06,6.156187800996081e-05,4.886239267642978e-06,8.115961828158514e-06,9.473339990562055e-06,-4.2086728514077396e-06,4.2086728514077396e-06
VLOW_EXTREME_CI_ONLY,pQscaled,0.4313959360122681,0.10754699051380157,0.09702488388245233,0.710841417686949,-9.747937175256046e-07,-3.028525502849153e-05,3.0300938845727182e-05,1.879799535614686e-05,3.6314791081081486e-05,4.089167006460258e-05,-1.475291849417637e-05,1.2642399966065034e-05,1.942881573842761e-05,-0.00024425897067606797,0.00024425897067606797
VLOW_EXTREME_CI_ONLY,pQscaled,0.6828978776931762,0.06293035686016082,0.045971497426865945,0.6293926252662622,7.629821207394233e-05,1.7255148942210924e-06,7.631772118800757e-05,-9.061714272963793e-05,8.655100721626971e-05,0.00012530978974778604,2.745167256890113e-05,-7.404999489047e-06,2.8432874358090235e-05,-0.00044174062820008433,0.00044174062820008433
VLOW_EXTREME_CI_ONLY,pQscaled,0.2924089252948761,0.08504579126834869,0.08132872682109539,0.7984463044497608,-1.8003202452754367e-05,3.987380835348606e-06,1.8439482218353265e-05,5.9123399931844785e-05,-1.7557369113904895e-07,5.912366062433791e-05,-1.6596448716099665e-05,4.849843522140504e-06,1.7290549215550512e-05,3.0363206022502275e-05,3.0363206022502275e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.3017015278339386,0.08179462373256682,0.07798319279475718,0.7993328641449539,-1.8091744325188527e-05,8.2579157907915e-06,1.9887292071466013e-05,6.067780265459801e-05,-2.7608637349098524e-06,6.0740580368918774e-05,-8.03118197978403e-06,4.843621476222516e-06,9.378728751666279e-06,2.868123248535217e-05,2.868123248535217e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.6921355485916137,0.10992134392261504,0.0793376580405432,0.578502360858108,-6.739868168401421e-06,1.2939819724587934e-05,1.4589885449593692e-05,3.163706175888232e-05,5.458611381457641e-05,6.309158024739295e-05,-7.580945616469936e-05,-1.1225259089976377e-05,7.663602341995944e-05,0.00023063403412651538,0.00023063403412651538
VLOW_EXTREME_CI_ONLY,pQscaled,0.4221399545669555,0.06041728302836418,0.054770120166836925,0.7740063903815428,1.3144693049853937e-05,8.67686500735754e-06,1.5750267989173523e-05,1.2898554801961599e-05,4.938414911274892e-06,1.3811613150356797e-05,-4.586143723339653e-06,-2.2746860170730354e-06,5.119268573477591e-06,-4.919653039646768e-05,4.919653039646768e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.1840233713388443,0.08759331285953521,0.08609738270949198,0.8298085375742112,-1.4429752329454567e-05,-4.325153469203142e-06,1.5064020207818346e-05,5.654696675912692e-05,-5.15250391687045e-06,5.6781227058519695e-05,-1.0104549391765083e-05,6.809623935354536e-06,1.2184945488247926e-05,2.6120916936408882e-05,2.6120916936408882e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.11853976733982563,0.05432291086763144,0.053939896626031686,0.8965200263401059,-1.485147426289346e-05,-1.699421495048388e-05,2.2569218629909116e-05,2.854271571477759e-05,-5.1717038113922195e-05,5.9070624270033686e-05,-4.486875746489982e-05,8.48042757519785e-06,4.5663147595212703e-05,-0.00033671977222517364,0.00033671977222517364
VLOW_EXTREME_CI_ONLY,pQscaled,0.5060807585716247,0.09393385767936707,0.08101664619265496,0.6919263124552555,-1.4757616952426438e-05,8.010546200245593e-06,1.679154872371257e-05,4.8379611709369334e-05,2.766673933510912e-05,5.57318158199266e-05,-7.589130314533676e-05,-3.782438419062256e-06,7.598550344303445e-05,0.00013821310907914663,0.00013821310907914663
VLOW_EXTREME_CI_ONLY,pQscaled,0.6076084494590759,0.07558433055877686,0.06003185101239793,0.6593592426413477,2.8537264492680637e-05,2.7019275251927892e-05,3.929906741723846e-05,1.0729963523334102e-05,4.752833603751457e-05,4.872447889620767e-05,4.7479332357713844e-05,-8.845919757375677e-06,4.829634869726885e-05,0.00017199980481068418,0.00017199980481068418
VLOW_EXTREME_CI_ONLY,pQscaled,0.3677706301212311,0.11643235325813293,0.10827237060097415,0.7276288449672428,4.520819880916041e-05,-5.9791423899581626e-05,7.495862599799995e-05,-3.4451365379638464e-05,5.1921616119898034e-05,6.231172278972398e-05,7.667649206144489e-05,1.5805689536403048e-05,7.828859595477481e-05,-0.00030687214216617003,0.00030687214216617003
VLOW_EXTREME_CI_ONLY,pQscaled,0.3593547880649567,0.06648382186889648,0.06204277011673423,0.7959996698215314,-2.657977504325715e-06,1.4469788921802113e-05,1.471188756941164e-05,4.199545308332782e-05,-5.817521006167166e-06,4.239648134375286e-05,3.166519387520772e-05,3.155298950774637e-06,3.1822011479842875e-05,-3.8146456307075645e-05,3.8146456307075645e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.5594083666801453,0.09024180054664611,0.07480072459074029,0.669316618158819,-6.199158376441162e-06,1.934873369529767e-05,2.031755546781522e-05,4.49213111292158e-05,3.344264128237922e-05,5.600298607672364e-05,-5.862459871563974e-05,-9.006859480095806e-06,5.931245309598972e-05,0.0002550980310856935,0.0002550980310856935
VLOW_EXTREME_CI_ONLY,pQscaled,0.5167948603630066,0.08010310679674149,0.06857701182238662,0.7024992401992093,8.154100615961537e-07,2.3820073084857474e-05,2.3834025579756845e-05,4.274572050505328e-05,2.540877497149931e-05,4.972728091348271e-05,-1.9128411742452833e-05,-6.829212682800704e-06,2.031093995007945e-05,0.00022011152628141715,0.00022011152628141715
VLOW_EXTREME_CI_ONLY,pQscaled,0.16444216370582582,0.10289784789085388,0.1014970713752253,0.8129450748462577,2.4230017476611633e-05,-3.0795835825319796e-05,3.918516621244518e-05,1.0589279787236663e-05,2.1451923265074912e-05,2.3923165722434e-05,-5.1843851695543286e-05,-1.271124744435222e-06,5.1859432283292515e-05,0.00016636079706166922,0.00016636079706166922
VLOW_EXTREME_CI_ONLY,pQscaled,0.24837335646152497,0.06961986452341079,0.0674382827144847,0.8366700754960105,-1.4563553121467522e-05,1.0679557630201302e-05,1.8059624323296353e-05,5.724200646875497e-05,-1.990050056014205e-05,6.06026173289009e-05,6.111394923147273e-05,1.0192327942515822e-05,6.195803692463808e-05,-0.0001310153593664645,0.0001310153593664645
VLOW_EXTREME_CI_ONLY,pQscaled,0.45131995677948,0.1136123663187027,0.10138338119506887,0.6945348939179987,9.959660982156003e-06,-4.4473570781164445e-05,4.557513954895502e-05,-4.31477617554525e-07,4.510869930959052e-05,4.5110762865833946e-05,1.1334274234497954e-05,1.8741957179018408e-05,2.1902664936554268e-05,-0.0003928923256617516,0.0003928923256617516
VLOW_EXTREME_CI_ONLY,pQscaled,0.6254689931869506,0.05591235630214215,0.043625561402353324,0.6693677579291761,6.666887594293413e-05,-1.0025640222773355e-05,6.741848768231777e-05,-9.625295264075075e-05,7.069715262080574e-05,0.00011942662299819128,-0.0001161804378168041,-1.1274937140884778e-05,0.0001167262538542002,-0.000445396318217192,0.000445396318217192
VLOW_EXTREME_CI_ONLY,pQscaled,0.27483752369880676,0.10112885296344756,0.09723445001576071,0.7831205694770745,5.926381915511989e-06,-2.5192373015636566e-05,2.5880062997749462e-05,2.477236844409648e-05,2.204265998759145e-05,3.315944959824624e-05,-5.5104470431111e-06,6.256138186267607e-06,8.336923390592455e-06,-3.445391455891844e-05,3.445391455891844e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.26082062125205996,0.05695009596645832,0.054978898333530334,0.8510141386657994,-4.742928882409524e-06,-3.3471996778620613e-06,5.8050943202565056e-06,2.6413405648487924e-05,-2.897382491886566e-05,3.920651130081143e-05,-1.1441469650597114e-05,4.491184792082808e-06,1.2291377815451396e-05,-0.0002055996636291975,0.0002055996636291975
VLOW_EXTREME_CI_ONLY,pQscaled,0.6583088517189025,0.09977628529071808,0.07510639285385347,0.6069625855004426,-6.351700494770188e-07,2.078086268935907e-05,2.079056745511648e-05,3.4783690529331885e-05,4.9931374471545874e-05,6.0852668663404356e-05,-5.2370874793816746e-05,-1.3224884485321404e-05,5.401486921505712e-05,0.00030945910861922363,0.00030945910861922363
VLOW_EXTREME_CI_ONLY,pQscaled,0.4653371453285218,0.0705645415186882,0.06245904074059935,0.7396048523189457,6.4915108187421225e-06,2.1157931413888332e-05,2.213137533965408e-05,3.48949745632722e-05,1.5120197734668677e-05,3.8029983293539505e-05,1.568493288428563e-05,-2.923503683695608e-06,1.5955061685030445e-05,9.83186253977154e-05,9.83186253977154e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.21553377509117128,0.11243563711643219,0.10979299329742162,0.7864104497620958,6.36548512505026e-05,-5.143304160941351e-05,8.183702008821726e-05,-3.8338019268815606e-05,4.491805355040675e-05,5.905451088793543e-05,-2.9114515305295185e-06,-2.9693978026946663e-06,4.158590305051772e-06,0.00014770661870067581,0.00014770661870067581
VLOW_EXTREME_CI_ONLY,pQscaled,0.1503517284989357,0.07703914731740952,0.076163410174677,0.8537793197625333,-1.979532135000251e-05,4.604734966324554e-06,2.0323836533980417e-05,6.519432695292033e-05,-2.191783934489079e-05,6.878002579523155e-05,5.6764122682961826e-05,1.3142363615967906e-05,5.8265661803335405e-05,-0.00011598650697479222,0.00011598650697479222
VLOW_EXTREME_CI_ONLY,pQscaled,0.5495611906051636,0.10619330883026123,0.08871956817796908,0.6556494357103286,-1.5743949906426617e-05,-1.001671691221064e-05,1.8660294112243712e-05,3.499581014372542e-05,3.904524510102755e-05,5.243317549619698e-05,-8.713094321399772e-05,3.5629190241420836e-06,8.72037594220197e-05,-7.470127296314681e-05,7.470127296314681e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.5734985113143921,0.06332706674933433,0.05187795119571635,0.6903822743302668,4.114311459811246e-05,1.2819110480782577e-05,4.309391456286983e-05,-2.2457288801400253e-05,4.513536965041712e-05,5.0413603459674375e-05,2.2792880808975013e-05,-7.149312597764211e-06,2.3887822968882942e-05,-5.652679309004708e-05,5.652679309004708e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.32658817172050475,0.09371390104293822,0.08857526232606969,0.7735639840974932,-1.2929341434176936e-05,-7.728988291981724e-06,1.5063370470751727e-05,4.7554007491554874e-05,1.3034534761077096e-05,4.930803915128429e-05,-3.1162295882847246e-05,4.7641639105832235e-06,3.152437061159227e-05,9.169072799708813e-07,9.169072799708813e-07
VLOW_EXTREME_CI_ONLY,pQscaled,0.3911627471446991,0.07225680947303773,0.06649949692364909,0.7736555318966464,-5.715517838933984e-06,1.829283226420225e-05,1.9164938205311578e-05,4.9048307249906014e-05,2.000882329860807e-06,4.908910239736649e-05,1.2920909875369091e-05,1.129543630252897e-06,1.2970188156694389e-05,5.294560572341629e-05,5.294560572341629e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.6028939485549927,0.11945998430252075,0.09530772447084705,0.616032108780026,-1.294756204241674e-05,-3.1889883431985015e-05,3.4418077054766195e-05,1.3804277642651984e-05,5.10248014739511e-05,5.285913777854822e-05,-9.334594528243034e-05,1.6415236266336015e-05,9.477829647313836e-05,-0.00039792726069224574,0.00039792726069224574
VLOW_EXTREME_CI_ONLY,pQscaled,0.4826889276504517,0.05088284033350647,0.04456277787397274,0.7548820804296219,3.360889530871827e-05,-1.7069126404696018e-05,3.769499860846099e-05,-5.566759715513797e-05,2.1528205600112986e-05,5.968538354896834e-05,-0.00023719328116822425,-1.3261566823817572e-05,0.000237563721527448,-0.0001874115762530229,0.0001874115762530229
VLOW_EXTREME_CI_ONLY,pQscaled,0.12325455099344254,0.09712691307067871,0.09638632892410273,0.8295376442261323,7.331944115347128e-06,-2.0575826885821843e-05,2.184312378177358e-05,3.239358677326152e-05,7.574922761893828e-06,3.3267460361222056e-05,-6.924335708080598e-05,1.0538545127986194e-07,6.924343727685206e-05,0.00017637286094959043,0.00017637286094959043
VLOW_EXTREME_CI_ONLY,pQscaled,0.20748843550682067,0.06173780411481858,0.06039423334541098,0.8623528494234596,-1.170826386181251e-05,2.539568194284846e-06,1.1980519574344344e-05,4.532230756866247e-05,-3.229216470452841e-05,5.564975709428416e-05,6.58716008559157e-05,1.1289083896028193e-05,6.683196252192986e-05,-0.0002565271445667131,0.0002565271445667131
VLOW_EXTREME_CI_ONLY,pQscaled,0.4174984097480774,0.086519256234169,0.078618114732077,0.7434365963117954,-1.573013217496118e-05,1.0495279864040427e-05,1.890999623654858e-05,5.517530556184923e-05,1.3392759976829985e-05,5.677746351890343e-05,-4.886610960508353e-05,-9.703165160929433e-07,4.8875742266255556e-05,0.00011779573404122057,0.00011779573404122057
VLOW_EXTREME_CI_ONLY,pQscaled,0.6686701893806457,0.0830033963918686,0.06171793309807654,0.6192322674922153,3.287325533949153e-05,3.035093124761077e-05,4.474181427046298e-05,7.363743675961663e-06,6.034377415534546e-05,6.0791412224397325e-05,6.35448496586477e-05,-1.149687226127097e-05,6.457651268016973e-05,0.00023399422308211827,0.00023399422308211827
VLOW_EXTREME_CI_ONLY,pQscaled,0.30634278655052183,0.10901297867298126,0.10377177269546495,0.7611669386900526,2.8015447532445424e-05,-4.241678066278388e-05,5.083353796695563e-05,-5.551465276385943e-06,3.7676581493570644e-05,3.80833764227463e-05,3.500533337752465e-05,9.218883874284383e-06,3.619891137533257e-05,-0.00013150237277555123,0.00013150237277555123
VLOW_EXTREME_CI_ONLY,pQscaled,0.3146157205104828,0.076000255048275,0.07214089564241431,0.8021855267443869,-1.5262898663525855e-05,1.334548343302926e-05,2.0274565437372948e-05,5.9274807219507385e-05,-6.497644458797209e-06,5.962987635760033e-05,1.3734738959492176e-05,5.191264931557688e-06,1.4683061188832963e-05,5.566013812849553e-06,5.566013812849553e-06
VLOW_EXTREME_CI_ONLY,pQscaled,0.6653754353523254,0.11575019061565399,0.086408546870481,0.5870794582528907,-1.6268374313949378e-05,-4.990134090685273e-06,1.7016504960237494e-05,2.901922562712541e-05,5.19243428969217e-05,5.9483214785980715e-05,-0.00011195952706499757,-6.219524260530837e-07,0.00011196125457245553,-2.626207635060898e-05,2.626207635060898e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.41154175996780396,0.053633539229631426,0.04888111980052581,0.7882101080017437,1.776439454823933e-05,-7.527065239771523e-06,1.9293274081640264e-05,-1.5470242504265e-05,9.282308408942533e-07,1.549806489968198e-05,-0.00012516308405385868,-7.133125337701902e-06,0.0001253661799966668,-0.00011000183831755446,0.00011000183831755446
VLOW_EXTREME_CI_ONLY,pQscaled,0.20846690535545348,0.09434257447719574,0.0922698135412554,0.8135940095225513,-4.829135908440769e-06,-1.4058898154693881e-05,1.4865166361203194e-05,4.2754996390851626e-05,7.1048099442557055e-06,4.334129717400865e-05,-2.470199466031442e-05,4.635061727773946e-06,2.5133092476224982e-05,4.835456951431203e-05,4.835456951431203e-05
VLOW_EXTREME_CI_ONLY,pQscaled,0.1245351403951645,0.060012629032135015,0.059545442587476634,0.886537416722696,-1.5211699397045602e-05,-4.412296730380702e-06,1.5838691896208024e-05,4.549282277711386e-05,-4.374377303955347e-05,6.31119212507895e-05,7.620199470315114e-05,1.4806231479713673e-05,7.762711180618495e-05,-0.00036029622408340935,0.00036029622408340935
VLOW_EXTREME_CI_ONLY,pQscaled,0.4770160913467407,0.08827807068824768,0.07758711614535135,0.7129522966828978,-1.3220351995284603e-05,1.3372937137364515e-05,1.8804604610550273e-05,5.178488791022395e-05,2.1391180845232302e-05,5.602907489712722e-05,-6.060944865249329e-05,-4.1390900095120055e-06,6.0750615898656226e-05,0.00016913020973606443,0.00016913020973606443
