t401_id,Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,is_target,status,requested_alpha,seed_alpha,alpha_step,anchor_source_path,anchor_source_Mach,anchor_source_alpha,neutral_alpha_estimate,neutral_fit_r2,timestamp,trial_alpha,trial_step,mach_directory,mode_status,mode_gamma_mismatch_at_match,mode_numerical_extent,mode_tail_tolerance,mode_far_left,mode_far_right,mode_mu_left,mode_mu_right,mode_n_coordinates,mode_available,freeze_id,reference_status,reference_subset,reference_source_path,neutral_alpha_lower,neutral_alpha_upper,neutral_alpha_uncertainty,neutral_last_positive_ci,neutral_estimate_method,final_reference_id,test_id,primary_chart,test_source,point_role,mach_split,cr_pred,ci_pred,cr_abs_error,ci_abs_error,spectral_error,omega_i_ref,omega_i_pred,omega_i_abs_error,atlas_chart,atlas_budget,spectral_relative_error,validation_id
51,1.1,0.2,0.172818900945195,0.0812245506598016,0.0162449101319603,7.500250420733323e-14,1.6328952079369685e-14,7.675943142950832e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0008131111885172,0.2,0.1729507084355627,0.0813111188517269,2026-07-23T11:42:32.272057+00:00,continuation,,,,,,,,high,True,converged,0.2,0.195,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:42:32.288130+00:00,0.2,0.005,M1p100000,converged,5.582702345779096e-11,40.0,1e-06,-493.0846717371988,151.21697341945452,0.0280382192981536,0.0919432677727239,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.100000_a0.20000000,51,C01,geometry_extension,validation,validation,0.16756338,0.07558014,0.0052555221343124,0.0056444082213898,0.0077123185277801,0.0162449101319603,0.0151160284876823,0.0011288816442779,C01,76,0.0403881531418237,51
52,1.15,0.12,0.1451318869386702,0.1164175356042111,0.0139701042725053,3.054508035393866e-12,-9.803963196830524e-14,3.056081004771008e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0011648062782451,0.2,0.1454566104522479,0.1164806278245126,2026-07-23T11:41:04.068251+00:00,continuation,,,,,,,,low,True,converged,0.12,0.125,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:04.085911+00:00,0.12,-0.005,M1p150000,converged,1.6361796782401922e-11,40.0,1e-06,-568.8005157870722,288.9114028603512,0.0243109916962243,0.0479741625583079,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.12000000,52,C01,geometry_extension,validation,validation,0.14297736,0.13013612,0.0021545300279646,0.0137185817349231,0.0138867377183832,0.0139701042725053,0.0156163340806961,0.0016462298081907,C01,76,0.0746379778740297,52
53,1.15,0.13,0.1559861792264185,0.1107901946633786,0.0144027253062392,1.2446085828621278e-12,7.941564073021823e-15,1.2446339192605994e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0011085662129233,0.2,0.1562449589635139,0.1108566212923335,2026-07-23T11:41:02.792736+00:00,continuation,,,,,,,,low,True,converged,0.13,0.135,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:02.805446+00:00,0.13,-0.005,M1p150000,converged,8.764512045510207e-12,40.0,1e-06,-557.2785730335636,261.64757807337725,0.0248129685059026,0.0529931532651897,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.13000000,53,C01,existing_T128,validation,validation,0.15449858,0.12724605,0.0014876021084985,0.01645585736337,0.0165229598316037,0.0144027253062392,0.0165419867634773,0.0021392614572381,C01,76,0.0863596329646801,53
54,1.15,0.145,0.1701633002107831,0.1024084525397898,0.0148492256182695,3.872943632465821e-13,2.199282422843396e-14,3.8791830083165473e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0010248048223866,0.2,0.170357037744018,0.1024804822386699,2026-07-23T11:41:00.872141+00:00,continuation,,,,,,,,low,True,converged,0.145,0.15,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:00.884132+00:00,0.145,-0.005,M1p150000,converged,3.996605529471984e-11,40.0,1e-06,-547.3062703644749,228.5630827334048,0.0252637556109937,0.0606991812558863,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.14500000,54,C01,existing_T128,validation,validation,0.17114037,0.1091381,0.0009770725423602,0.0067296487995504,0.0068002090937209,0.0148492256182695,0.0158250246942043,0.0009757990759348,C01,76,0.0342402618500088,54
55,1.15,0.16,0.182412678439002,0.0940936670254569,0.0150549867240731,1.4079015731027766e-13,1.4113710200547304e-14,1.4149581340477096e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0009417221535937,0.2,0.182564012565057,0.094172215359376,2026-07-23T11:40:58.939120+00:00,continuation,,,,,,,,low,True,converged,0.16,0.165,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:40:58.950061+00:00,0.16,-0.005,M1p150000,converged,7.968783372667483e-11,40.0,1e-06,-545.3860870395263,202.28948355015768,0.0253510052509773,0.0686238215646871,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.16000000,55,C01,existing_T128,validation,validation,0.18045431,0.0816684,0.0019583646839665,0.0124252677511076,0.0125786513952062,0.0150549867240731,0.0130669438838958,0.0019880428401772,C01,76,0.061284217141429,55
56,1.15,0.17,0.1897340820397551,0.0885856665308793,0.0150595633102494,6.121492202026958e-14,1.430452978290475e-14,6.28640298601489e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0008866920934506,0.2,0.1898646497601528,0.0886692093450668,2026-07-23T11:40:57.625978+00:00,continuation,,,,,,,,low,True,converged,0.17,0.175,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:40:57.650072+00:00,0.17,-0.0049999999999999,M1p150000,converged,9.2537166882894e-11,40.0,1e-06,-548.4507871480762,187.5934520033438,0.0252080209558934,0.0740298843738344,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.17000000,56,C01,geometry_extension,validation,validation,0.18522564,0.071344815,0.004508446272772,0.0172408513362725,0.0178205791879479,0.0150595633102494,0.0121286185830831,0.0029309447271663,C01,76,0.0851049136126677,56
57,1.15,0.18,0.1964928606786852,0.0831045993477835,0.014958827882601,3.249484015199755e-14,-1.717376241217039e-15,3.2540190805491125e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0008317072877302,0.2,0.1965791840701626,0.0831707287730292,2026-07-23T11:40:56.354036+00:00,continuation,,,,,,,,low,True,converged,0.18,0.185,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:40:56.365821+00:00,0.18,-0.005,M1p150000,converged,1.2813588380377894e-10,40.0,1e-06,-555.0886372361022,174.68148356140733,0.0249051165083093,0.0795348084431829,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.18000000,57,C01,geometry_extension,validation,validation,0.19308206,0.06688398,0.0034107962885027,0.0162206181199087,0.0165753426363854,0.014958827882601,0.0120391166210174,0.0029197112615835,C01,76,0.0776929004778231,57
58,1.15,0.1875,0.2012381863031565,0.0790109172963611,0.0148145469930677,-9.714451465470121e-17,6.192962809237201e-16,6.268691572357415e-16,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,6,31,0,False,False,0.0006986588448643,0.2,0.2331694872807306,0.0698658844864319,2026-07-23T11:40:54.905591+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,0.2331694872807306,0.0698658844864319,0.05,56.753399191697504,anchor,True,anchor_converged,0.1875,0.1875,0.0,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:40:54.914685+00:00,,,M1p150000,converged,1.2933172363473304e-10,40.0,1e-06,-562.5503047037782,165.98437631968775,0.0245735966554604,0.0837284847139585,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.18750000,58,C01,geometry_extension,validation,validation,0.2000536,0.06532871,0.00118458384611,0.0136822075151912,0.0137333914739666,0.0148145469930677,0.0122491330839693,0.0025654139090983,C01,76,0.0635236752719348,58
59,1.15,0.195,0.2057354310669795,0.074931515120691,0.0146116454485347,1.1282641487753152e-14,2.060851489460447e-15,1.1469311566209195e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0007499677038307,0.2,0.2058145820810438,0.0749967703830763,2026-07-23T11:43:28.069698+00:00,continuation,,,,,,,,high,True,converged,0.195,0.19,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:43:28.084692+00:00,0.195,0.005,M1p150000,converged,7.631531267927729e-11,40.0,1e-06,-572.3137266919867,158.01734801359882,0.02415314409232,0.0879778820301287,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.19500000,59,C01,geometry_extension,validation,validation,0.20593491,0.06465615,0.0001994808993443,0.0102753617994248,0.0102772979298199,0.0146116454485347,0.0126079498976469,0.0020036955508878,C01,76,0.0469376973809231,59
60,1.15,0.205,0.211384435185444,0.0695139708760752,0.0142503640295954,2.634004125923184e-14,8.260753192601555e-15,2.7605032455099782e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0006960600077188,0.2,0.2114786551255773,0.0696060007718889,2026-07-23T11:43:29.437120+00:00,continuation,,,,,,,,high,True,converged,0.205,0.2,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:43:29.452760+00:00,0.205,0.0049999999999999,M1p150000,converged,7.577911488628559e-11,40.0,1e-06,-589.3052363017956,148.38289049905754,0.0234550099443634,0.0937303867367537,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.20500000,60,C01,geometry_extension,validation,validation,0.21052794,0.06497044,0.0008564936008569,0.0045435297134889,0.0046235531299711,0.0142503640295954,0.0133189404383301,0.0009314235912652,C01,76,0.0207780579977956,60
