Mach,status,n_trace_points,n_fit_points,alpha_last,ci_last,alpha_neutral_linear,linear_rmse,alpha_neutral_power,power_A,power_beta,power_rmse,alpha_neutral_selected,selected_method
1.0,missing_base_seed,0,,,,,,,,,,,
1.2,reached_ci_stop,14,7.0,0.32718,3.850624285408e-05,,9.342547505116072e-05,0.3271800100000001,0.517627152415423,1.0171678099456993,6.833739677555628e-05,0.3271800100000001,power
1.5,reached_ci_stop,11,7.0,0.27118,4.3885843e-05,0.27151943003181545,0.0001508995406180439,0.27118001,0.3344710198766354,0.9731619081763906,7.572562815046468e-05,0.27118001,power
1.8,reached_ci_stop,10,7.0,0.22968,3.420954923104e-05,0.22990143448247752,0.00013940934371759828,0.22968001000000002,0.22813091495555093,0.9591285547689692,8.857723907041497e-05,0.22968001000000002,power
2.0,reached_ci_stop,9,7.0,0.20818,3.356430600279999e-05,0.20825059652871608,0.00013130549681587565,0.20818001000000003,0.18111715154742586,0.9545647530334752,9.815049771459548e-05,0.20818001000000003,power
