alpha,Mach,y,p_real,p_imag,point_id,cr_ref,ci_ref,omega_i_ref,q_real,q_imag,gamma_real,gamma_imag,Q_real,Q_imag
0.07,1.8,-4.867047736910353,0.2359049904104659,0.1924904064866014,nan,0.434396576,0.027510992,0.00192576944,0.032956679245359055,-0.03858002658485482,0.00375777905847667,-0.16660674678785492,0.47080970350512935,-0.5511432369264974
0.07,1.8,-4.855407278967478,0.2362881933829337,0.192040936314223,nan,0.434396576,0.027510992,0.00192576944,0.03288309916757726,-0.03864541514115416,0.0037577338441628764,-0.16660609784767264,0.46975855953681794,-0.5520773591593451
0.07,1.8,-4.843811792061398,0.2366690635947489,0.1915924466833954,nan,0.434396576,0.027510992,0.00192576944,0.03280967150769598,-0.03871040788849811,0.003757687731412874,-0.1666054357757071,0.4687095929670854,-0.5530058269785444
0.07,1.8,-4.832261008208546,0.2370476182022057,0.1911449376286327,nan,0.434396576,0.027510992,0.00192576944,0.032736396577709215,-0.03877500794616928,0.0037576407381164326,-0.16660476173609526,0.4676628082529887,-0.5539286849452755
0.07,1.8,-4.820754661540708,0.2374238742161665,0.1906984091262161,nan,0.434396576,0.027510992,0.00192576944,0.032663274622308336,-0.03883921834618498,0.0037575928755552534,-0.1666040766131343,0.46661820889011907,-0.5548459763740711
0.07,1.8,-4.809292488284154,0.2377978485028423,0.1902528610960419,nan,0.434396576,0.027510992,0.00192576944,0.03259030581702582,-0.03890304202928618,0.0037575441485698446,-0.16660338099641278,0.4655757973860831,-0.5557577432755169
0.07,1.8,-4.797874226739054,0.2381695577844129,0.189808293403649,nan,0.434396576,0.027510992,0.00192576944,0.03251749027071149,-0.038966481846491874,0.0037574945551918596,-0.1666026751890925,0.4645355752958784,-0.5566640263784554
0.07,1.8,-4.786499617259117,0.2385390186398564,0.1893647058619683,nan,0.434396576,0.027510992,0.00192576944,0.03244482802699622,-0.03902954055914698,0.0037574440870645305,-0.16660195921023457,0.4634975432428031,-0.5575648651306712
0.07,1.8,-4.775168402231475,0.2389062475055971,0.1889220982332815,nan,0.434396576,0.027510992,0.00192576944,0.03237231906099147,-0.0390922208333464,0.0037573927289520797,-0.16660123277292702,0.4624617008713067,-0.5584602976192343
0.07,1.8,-4.763880326056795,0.2392712606762521,0.1884804702310349,nan,0.434396576,0.027510992,0.00192576944,0.032299963284133426,-0.03915452524432261,0.0037573404588916713,-0.16660049530465415,0.46142804691619177,-0.5593503606331801
0.07,1.8,-4.752635135129643,0.2396340743053822,0.188039821521634,nan,0.434396576,0.027510992,0.00192576944,0.03222776054186838,-0.03921645627189818,0.0037572872482352668,-0.16659974593006024,0.46039657916954824,-0.5602350895985454
0.07,1.8,-4.741432577819055,0.2399947044061783,0.1876001517262975,nan,0.434396576,0.027510992,0.00192576944,0.03215571061508271,-0.03927801630075756,0.0037572330614219795,-0.1665989834737457,0.4593672945011816,-0.5611145185822508
0.07,1.8,-4.730272404449346,0.240353166852237,0.187161460422783,nan,0.434396576,0.027510992,0.00192576944,0.03208381322157905,-0.03933920762076859,0.003757177855917144,-0.1665982064632717,0.4583401888797007,-0.5619886802966941
0.07,1.8,-4.719154367281139,0.2407094773782726,0.1867237471471723,nan,0.434396576,0.027510992,0.00192576944,0.03201206801476708,-0.03940003242362167,0.0037571215823526526,-0.1665974131170034,0.4573152573538154,-0.5628576060517381
0.07,1.8,-4.708078220492633,0.2410636515808538,0.1862870113956118,nan,0.434396576,0.027510992,0.00192576944,0.03194047458554827,-0.039460492803717884,0.003757064184356772,-0.16659660134938772,0.45629249407926104,-0.5637213257673983
0.07,1.8,-4.697043720161042,0.2414157049191506,0.1858512526260167,nan,0.434396576,0.027510992,0.00192576944,0.031869032461392166,-0.039520590755412144,0.0037570055984859833,-0.16659576876112053,0.45527189230560233,-0.5645798679344591
0.07,1.8,-4.686050624244305,0.241765652715642,0.1854164702598126,nan,0.434396576,0.027510992,0.00192576944,0.03179774121082524,-0.039580328302074363,0.0037569457652938945,-0.1665949131831613,0.4542534458689319,-0.5654332614582052
0.07,1.8,-4.675098692562967,0.2421135101591383,0.1849826636807596,nan,0.434396576,0.027510992,0.00192576944,0.031726603244520035,-0.039639711010169165,0.0037568849361635176,-0.16659404742135756,0.45323718920742906,-0.5662815858595595
0.07,1.8,-4.664187686782286,0.2424592923664667,0.1845498321601247,nan,0.434396576,0.027510992,0.00192576944,0.03165561963120389,-0.03969874279106733,0.003756823268438491,-0.1665931773555705,0.452223137588627,-0.5671248970152476
0.07,1.8,-4.653317370394544,0.2428030142939485,0.1841179749691799,nan,0.434396576,0.027510992,0.00192576944,0.03158478770001949,-0.0397574228646409,0.003756760434914793,-0.16659228925136899,0.45121125285742125,-0.5679631837805843
0.07,1.8,-4.642487508701552,0.24314469074665,0.1836870913707152,nan,0.434396576,0.027510992,0.00192576944,0.03151410644895769,-0.039815752490895306,0.0037566962988995678,-0.166591378091859,0.45020152069939556,-0.5687964641556472
0.07,1.8,-4.6316978687973815,0.2434843364085588,0.1832571805837315,nan,0.434396576,0.027510992,0.00192576944,0.03144357616755755,-0.03987373453349008,0.003756630890800637,-0.16659044568259193,0.4491939452508221,-0.5696247790498582
0.07,1.8,-4.620948219551247,0.2438219658431847,0.1828282417849313,nan,0.434396576,0.027510992,0.00192576944,0.03137319709000508,-0.039931371782023106,0.0037565642356957685,-0.16658949359185835,0.44818852985721536,-0.5704481683146158
0.07,1.8,-4.610238331590643,0.2441575934941715,0.1824002741101797,nan,0.434396576,0.027510992,0.00192576944,0.031302969395554214,-0.039988666951281004,0.003756496353217437,-0.16658852314897477,0.4471852770793459,-0.5712666707325857
0.07,1.8,-4.599567977284615,0.2444912336859009,0.181973276655962,nan,0.434396576,0.027510992,0.00192576944,0.031232893208942514,-0.04004562268041312,0.003756427257577861,-0.16658753544235178,0.44618418869917875,-0.5720803240059016
0.07,1.8,-4.588936930727268,0.2448229006241073,0.1815472484808129,nan,0.434396576,0.027510992,0.00192576944,0.031162968603251073,-0.04010224153549835,0.0037563569574241332,-0.16658653133127083,0.4451852657607296,-0.5728891647928336
0.07,1.8,-4.578344967721429,0.2451526083965348,0.1811221886066726,nan,0.434396576,0.027510992,0.00192576944,0.0310931955974052,-0.04015852600485381,0.003756285455896317,-0.16658551142804978,0.4441885085343599,-0.5736932286407687
0.07,1.8,-4.567791865762519,0.245480370973493,0.1806980960203675,nan,0.434396576,0.027510992,0.00192576944,0.03102357415613355,-0.04021447849760307,0.003756212750588046,-0.1665844760935994,0.4431939165161935,-0.574492549965758
0.07,1.8,-4.557277404022586,0.2458062022085053,0.1802749696749499,nan,0.434396576,0.027510992,0.00192576944,0.03095410419427047,-0.04027010134820941,0.003756138833492612,-0.16658342545717644,0.44220148848957813,-0.5752871621172773
0.07,1.8,-4.546801363334536,0.2461301158389492,0.1798528084910361,nan,0.434396576,0.027510992,0.00192576944,0.030884785573274343,-0.04032539681048242,0.0037560636909347586,-0.1665823593931775,0.4412112224753477,-0.5760770972926059
0.07,1.8,-4.536363526176535,0.2464521254866231,0.1794316113582264,nan,0.434396576,0.027510992,0.00192576944,0.030815618102606024,-0.040380367058132194,0.0037559873034687303,-0.16658127752468085,0.44022311575151457,-0.5768623865447455
0.07,1.8,-4.525963676656578,0.2467722446584089,0.1790113771363859,nan,0.434396576,0.027510992,0.00192576944,0.030746601542636753,-0.040435014187384155,0.0037559096460213727,-0.1665801792353941,0.43923716489481074,-0.5776430598197736
0.07,1.8,-4.515601600497249,0.2470904867468916,0.1785921046569644,nan,0.434396576,0.027510992,0.00192576944,0.03067773560159459,-0.040489340211570024,0.0037558306877201906,-0.16657906364880715,0.4382533657370656,-0.5784191458795718
0.07,1.8,-4.505277085020633,0.2474068650309505,0.1781737927243455,nan,0.434396576,0.027510992,0.00192576944,0.030609019937486437,-0.04054334706242102,0.0037557503919023387,-0.16657792963471943,0.43727171339266335,-0.5791906723203002
0.07,1.8,-4.494989919133412,0.247721392676411,0.1777564401170956,nan,0.434396576,0.027510992,0.00192576944,0.030540454159451613,-0.04059703659071623,0.0037556687159958756,-0.16657677581295213,0.4362922022778802,-0.5799576655816604
0.07,1.8,-4.484739893312116,0.2480340827366559,0.1773400455892552,nan,0.434396576,0.027510992,0.00192576944,0.030472037825754583,-0.04065041056215435,0.003755585611575008,-0.1665756005378991,0.4353148260822083,-0.5807201508879192
0.07,1.8,-4.474526799588549,0.2483449481532279,0.17692460787163,nan,0.434396576,0.027510992,0.00192576944,0.03040377044616349,-0.040703470659369856,0.0037555010242992836,-0.1665744019078321,0.43433957780233556,-0.5814781522767122
0.07,1.8,-4.464350431535364,0.2486540017564813,0.1765101256729978,nan,0.434396576,0.027510992,0.00192576944,0.03033565148332329,-0.04075621848261157,0.0037554148938740103,-0.16657317776871014,0.43336644976176125,-0.5822316926087368
0.07,1.8,-4.454210584251816,0.2489612562662044,0.176096597681343,nan,0.434396576,0.027510992,0.00192576944,0.030267680452388035,-0.04080865568320213,0.0037553271656685697,-0.16657192625954018,0.43239543503411476,-0.5829807954743161
0.07,1.8,-4.444107054349647,0.2492667242942723,0.1756840225623313,nan,0.434396576,0.027510992,0.00192576944,0.030199859360621417,-0.040860787277376076,0.0037552380735455565,-0.1665706593022767,0.43142656229459164,-0.5837255325339439
0.07,1.8,-4.434039639939164,0.2495704183942714,0.1752723988939272,nan,0.434396576,0.027510992,0.00192576944,0.030132188930899417,-0.040912616563163695,0.003755147745727628,-0.1665693818370932,0.43045984186999164,-0.5844659509023384
0.07,1.8,-4.424008140615428,0.2498723509879371,0.1748617252674098,nan,0.434396576,0.027510992,0.00192576944,0.03006466664138152,-0.040964142430308215,0.003755055868583912,-0.1665680809157377,0.4294952377340217,-0.5852020347186887
0.07,1.8,-4.414012357444632,0.2501725343752208,0.1744520002762244,nan,0.434396576,0.027510992,0.00192576944,0.029997291512760427,-0.041015365813976246,0.0037549623172497136,-0.1665667520427442,0.4285327358965775,-0.5859337973425177
0.07,1.8,-4.4040520929505975,0.2504709807576512,0.1740432224862847,nan,0.434396576,0.027510992,0.00192576944,0.02993006365068318,-0.04106628910764698,0.003754867113425333,-0.16656539673329354,0.4275723378669026,-0.5866612729663854
0.07,1.8,-4.394127151101457,0.250767702238852,0.1736353904370491,nan,0.434396576,0.027510992,0.00192576944,0.029862983117745046,-0.04111691464153999,0.0037547702742776103,-0.16656401630354878,0.4266140445392149,-0.5873844948791427
0.07,1.8,-4.384237337296436,0.2510627108250622,0.1732285026425882,nan,0.434396576,0.027510992,0.00192576944,0.02979604993236329,-0.041167244679829906,0.0037546718125246324,-0.1665626118606119,0.4256578561766184,-0.5881034954261415
0.07,1.8,-4.374382458352828,0.2513560184256257,0.1728225575926812,nan,0.434396576,0.027510992,0.00192576944,0.029729264072578587,-0.04121728142520631,0.0037545717360856954,-0.16656118432147152,0.42470377246540836,-0.5888183060743758
0.07,1.8,-4.3645623224930645,0.2516476368535798,0.1724175537537593,nan,0.434396576,0.027510992,0.00192576944,0.029662625474349724,-0.041267027015296165,0.0037544700482206902,-0.16655973439973068,0.4237517924907103,-0.5895289573613738
0.07,1.8,-4.354776739331969,0.2519375778261053,0.1720134895700373,nan,0.434396576,0.027510992,0.00192576944,0.02959613403050554,-0.041316483520006386,0.0037543667475076754,-0.16655826259604076,0.4228019147215077,-0.590235478857234
0.07,1.8,-4.345025519864121,0.2522258529650862,0.1716103634644772,nan,0.434396576,0.027510992,0.00192576944,0.029529789593983224,-0.041365652945170694,0.0037542618278457937,-0.16655676921351614,0.42185413705690317,-0.5909378992167241
0.07,1.8,-4.335308476451365,0.2525124737976187,0.1712081738398125,nan,0.434396576,0.027510992,0.00192576944,0.02946359197468773,-0.04141453722694699,0.0037541552782915503,-0.16655525433631466,0.42090845678125327,-0.5916362460992427
0.07,1.8,-4.325625422810463,0.2527974517565014,0.1708069190795891,nan,0.434396576,0.027510992,0.00192576944,0.0293975409438616,-0.04146313823711267,0.0037540470830903024,-0.166553717851597,0.41996487062659427,-0.5923305462444667
0.07,1.8,-4.315976174000861,0.2530807981808229,0.1704065975490532,nan,0.434396576,0.027510992,0.00192576944,0.029331636232857505,-0.04151145778023668,0.0037539372216898906,-0.16655215943914145,0.4190233747551072,-0.5930208254319526
0.07,1.8,-4.306360546412615,0.2533625243164217,0.1700072075962146,nan,0.434396576,0.027510992,0.00192576944,0.02926587753003851,-0.041559497587956074,0.0037538256687443283,-0.16655057854965982,0.41808396471483583,-0.5937071083993725
0.07,1.8,-4.296778357754428,0.2536426413164054,0.1696087475528133,nan,0.434396576,0.027510992,0.00192576944,0.029200264486037852,-0.04160725932583098,0.0037537123938481388,-0.1665489744326075,0.41714663551482645,-0.5943894189404425
0.07,1.8,-4.28722942704181,0.2539211602417071,0.1692112157352176,nan,0.434396576,0.027510992,0.00192576944,0.029134796712648736,-0.041654744590541526,0.0037535973617772445,-0.16654734612606797,0.4162113816092676,-0.5950677798648789
0.07,1.8,-4.277713574585392,0.2541980920615743,0.1688146104454136,nan,0.434396576,0.027510992,0.00192576944,0.029069473782142197,-0.0417019549078681,0.003753480532336037,-0.16654569244954806,0.41527819688774564,-0.5957422129695442
0.07,1.8,-4.268230621979338,0.254473447654106,0.1684189299719112,nan,0.434396576,0.027510992,0.00192576944,0.02900429522706993,-0.041748891731295146,0.003753361860402855,-0.1665440119993507,0.41434707467242754,-0.596412739018502
0.07,1.8,-4.258780392089898,0.2547472378067304,0.1680241725907278,nan,0.434396576,0.027510992,0.00192576944,0.02893926054258067,-0.041795556444578,0.003753241295621141,-0.1665423031593208,0.4134180077511524,-0.5970793777796857
0.07,1.8,-4.24936270904407,0.2550194732167787,0.1676303365662159,nan,0.434396576,0.027510992,0.00192576944,0.028874369185826865,-0.04184195035958638,0.0037531187828429577,-0.1665405640934129,0.4124909883689552,-0.5977421479940911
0.07,1.8,-4.239977398218397,0.2552901644919444,0.167237420152056,nan,0.434396576,0.027510992,0.00192576944,0.02880962057621339,-0.041888074715824786,0.0037529942617063605,-0.16653879274436206,0.4115660082316198,-0.5984010673689255
0.07,1.8,-4.230624286227875,0.2555593221508538,0.1668454215920648,nan,0.434396576,0.027510992,0.00192576944,0.028745014585540574,-0.04193393139661694,0.0037528677267215245,-0.16653698967607336,0.41064306550772245,-0.5990561628088134
0.07,1.8,-4.221303200914976,0.2558269566326406,0.1664543391078284,nan,0.434396576,0.027510992,0.00192576944,0.0286805532322294,-0.04197952542910954,0.003752739441821584,-0.16653516796480558,0.40972218903184854,-0.5997075061301362
0.07,1.8,-4.212013971338803,0.2560930783288365,0.1660641708532523,nan,0.434396576,0.027510992,0.00192576944,0.02861623611614661,-0.04202485831731728,0.0037526094021402465,-0.16653332672840762,0.4088033730878087,-0.6003551188188183
0.07,1.8,-4.2027564277643314,0.2563576975080218,0.165674915026184,nan,0.434396576,0.027510992,0.00192576944,0.028552060635567145,-0.042069928316188054,0.0037524772619925277,-0.1665314522742992,0.40788658050810206,-0.6009989759455436
0.07,1.8,-4.1935304016518,0.2566208243517306,0.1652865698178589,nan,0.434396576,0.027510992,0.00192576944,0.028488026422049728,-0.04211473691410639,0.003752342985239359,-0.16652954382354865,0.4069718060292818,-0.6016390987729483
0.07,1.8,-4.18433572564618,0.2568824689619485,0.1648991334033868,nan,0.434396576,0.027510992,0.00192576944,0.02842413344904493,-0.042159286093388815,0.0037522065851385614,-0.1665276026055529,0.4060590492720704,-0.6022755156198402
0.07,1.8,-4.175172233566783,0.257142641361498,0.1645126039426099,nan,0.434396576,0.027510992,0.00192576944,0.028360381656836964,-0.04220357778282313,0.003752068070943886,-0.16652562968405285,0.40514830938338514,-0.6029082540403304
0.07,1.8,-4.166039760396959,0.2574013514945256,0.1641269795807896,nan,0.434396576,0.027510992,0.00192576944,0.028296770951728334,-0.042247613855485255,0.0037519274479877853,-0.16652362594934306,0.40423958502469043,-0.6035373407926464
0.07,1.8,-4.156938142273906,0.2576586092268678,0.1637422584494773,nan,0.434396576,0.027510992,0.00192576944,0.028233301207423622,-0.04229139613002353,0.003751784717574099,-0.16652159212392925,0.403332874391766,-0.604162801857479
0.07,1.8,-4.147867216478605,0.2579144243465565,0.1633584386671558,nan,0.434396576,0.027510992,0.00192576944,0.028169972265235543,-0.04233492637007075,0.003751639877104324,-0.16651952876093323,0.40242817521765056,-0.6047846624295821
0.07,1.8,-4.138826821425821,0.2581688065641835,0.1629755183400938,nan,0.434396576,0.027510992,0.00192576944,0.02810678393235122,-0.042378206280613284,0.0037514929200109606,-0.1665174362306764,0.40152548474787453,-0.605402946865904
0.07,1.8,-4.129816796654258,0.2584217655133681,0.1625934955630309,nan,0.434396576,0.027510992,0.00192576944,0.02804373598411658,-0.04242123751076754,0.003751343835654451,-0.1665153147320303,0.40062479977309395,-0.6060176787252505
0.07,1.8,-4.120836982816771,0.2586733107511578,0.1622123684199567,nan,0.434396576,0.027510992,0.00192576944,0.02798082816428149,-0.04246402165333407,0.0037511926092214046,-0.166513164291274,0.39972611663259267,-0.6066288807619152
0.07,1.8,-4.111887221670711,0.2589234517584936,0.1618321349847803,nan,0.434396576,0.027510992,0.00192576944,0.027918060184813243,-0.042506560243497304,0.003751039221979017,-0.16651098475782442,0.39882943121161774,-0.6072365749071043
0.07,1.8,-4.102967356068357,0.2591721979406015,0.1614527933221096,nan,0.434396576,0.027510992,0.00192576944,0.02785543172664262,-0.04254885475928205,0.0037508836509823496,-0.16650877580646115,0.3979347389520374,-0.6078407822754578
0.07,1.8,-4.0940772299474455,0.2594195586274652,0.1610743414878895,nan,0.434396576,0.027510992,0.00192576944,0.027792942437869783,-0.042590906617725466,0.0037507258692370516,-0.16650653692323905,0.39704203482671113,-0.6084415231103637
0.07,1.8,-4.085216688321814,0.2596655430741794,0.160696777530226,nan,0.434396576,0.027510992,0.00192576944,0.027730591936085958,-0.04263271717776895,0.003750565845510083,-0.16650426741720661,0.3961513133726565,-0.6090388168252707
0.07,1.8,-4.076385577272112,0.2599101604614579,0.1603200994899504,nan,0.434396576,0.027510992,0.00192576944,0.027668379809650645,-0.042674287741487404,0.003750403544369697,-0.1665019664256856,0.3952625687092949,-0.6096326820212485
0.07,1.8,-4.067583743936639,0.2601534198960034,0.1599443054013982,nan,0.434396576,0.027510992,0.00192576944,0.02760630561387245,-0.042715619546982,0.0037502389262256265,-0.16649963288755473,0.3943757944838921,-0.6102231363854571
0.07,1.8,-4.058811036502259,0.2603953304109416,0.1595693932930779,nan,0.434396576,0.027510992,0.00192576944,0.02754436887537537,-0.042756713774606325,0.00375007194725819,-0.16649726556776212,0.39349098393393384,-0.6108101967800903
0.07,1.8,-4.050067304195409,0.2606359009662622,0.1591953611883167,nan,0.434396576,0.027510992,0.00192576944,0.027482569090796716,-0.04279757154404962,0.003749902559353429,-0.1664948630466071,0.3926081298685245,-0.6113938792007088
0.07,1.8,-4.041352397273208,0.2608751404492238,0.158822207105959,nan,0.434396576,0.027510992,0.00192576944,0.027420905727591816,-0.042838193914759515,0.0037497307101279744,-0.16649242372194864,0.391727224679883,-0.6119741987822788
0.07,1.8,-4.03266616701465,0.261113057674802,0.1584499290609836,nan,0.434396576,0.027510992,0.00192576944,0.027359378223200892,-0.04287858188378202,0.003749556342838387,-0.16648994580139734,0.39084826033144127,-0.6125511697683145
0.07,1.8,-4.024008465711892,0.2613496613860746,0.1580785250652175,nan,0.434396576,0.027510992,0.00192576944,0.02729798598382871,-0.042918736382786093,0.0037493793964690526,-0.1664874272915673,0.3899712283404101,-0.6131248054683727
0.07,1.8,-4.015379146661622,0.2615849602546417,0.1577079931279836,nan,0.434396576,0.027510992,0.00192576944,0.027236729362678958,-0.042958659824767764,0.003749199932404336,-0.16648487198785755,0.38909613375255653,-0.6136951403538251
0.07,1.8,-4.006778064156536,0.2618189628978054,0.1573383312302294,nan,0.434396576,0.027510992,0.00192576944,0.027175610031598296,-0.04299835671976915,0.0037490181974087753,-0.16648229182587818,0.38822300045140423,-0.6142622388538449
0.07,1.8,-3.9982050734768655,0.2620516778851815,0.1569695373148728,nan,0.434396576,0.027510992,0.00192576944,0.027114626815073706,-0.04303782708719339,0.0037488340701150947,-0.16647968136943023,0.3873518116439101,-0.6148261012456199
0.07,1.8,-3.9896600308820345,0.2622831136843497,0.156601609374016,nan,0.434396576,0.027510992,0.00192576944,0.027053777410326774,-0.04307706912914888,0.003748647229303837,-0.1664770282191397,0.3864825344332396,-0.615386701844984
0.07,1.8,-3.9811427936023662,0.2625132786971027,0.1562345453931979,nan,0.434396576,0.027510992,0.00192576944,0.026993061649196903,-0.04311608439435943,0.0037484576714814297,-0.16647433299941217,0.3856151664170986,-0.6159440627765633
0.07,1.8,-3.972653219830892,0.2627421812612781,0.1558683433496366,nan,0.434396576,0.027510992,0.00192576944,0.026932479425575195,-0.04315487452516287,0.003748265402811572,-0.1664715967339804,0.38474970607964565,-0.6164982075023266
0.07,1.8,-3.964191168715236,0.2629698296511578,0.1555030012127232,nan,0.434396576,0.027510992,0.00192576944,0.026872030607577813,-0.043193441118361875,0.003748070426145692,-0.1664688203070882,0.38388615153682587,-0.617049158833741
0.07,1.8,-3.955756500349586,0.2631962320777822,0.1551385169446434,nan,0.434396576,0.027510992,0.00192576944,0.026811715035631067,-0.04323178572136577,0.003747872740792606,-0.16646600444918788,0.3830245005090152,-0.6175969388766538
0.07,1.8,-3.94734907576674,0.2634213966893123,0.1547748885009194,nan,0.434396576,0.027510992,0.00192576944,0.026751532524405874,-0.04326990983441803,0.0037476723430008747,-0.16646314974619175,0.3821647503486553,-0.6181415690631147
0.07,1.8,-3.938968756930241,0.2636453315713714,0.1544121138309756,nan,0.434396576,0.027510992,0.00192576944,0.02669148286446621,-0.04330781491295532,0.0037474692254871418,-0.16646025664861364,0.38130689806380297,-0.618683070185076
0.07,1.8,-3.93061540672658,0.26386804474743,0.154050190878624,nan,0.434396576,0.027510992,0.00192576944,0.02663156582041104,-0.04334550236368173,0.00374726337755984,-0.1664573254571596,0.38045094029158627,-0.6192214623383104
0.07,1.8,-3.922288888957489,0.2640895441791114,0.1536891175826785,nan,0.434396576,0.027510992,0.00192576944,0.02657178112953318,-0.04338297354147613,0.003747054785140686,-0.16645435631152622,0.3795968732790454,-0.6197567648782304
0.07,1.8,-3.913989068332296,0.2643098377665492,0.1533288918774746,nan,0.434396576,0.027510992,0.00192576944,0.026512128507286903,-0.04342022975807858,0.0037468434306929367,-0.16645134922372173,0.37874469296124147,-0.6202889965439796
0.07,1.8,-3.905715810460377,0.2645289333487791,0.1529695116933225,nan,0.434396576,0.027510992,0.00192576944,0.02645260764328583,-0.04345727227452656,0.0037466292932703833,-0.1664483040498271,0.3778943949040833,-0.6208181753503794
0.07,1.8,-3.8974689818436623,0.2647468387040244,0.1526109749571355,nan,0.434396576,0.027510992,0.00192576944,0.026393218200940538,-0.04349410229986894,0.003746412348290199,-0.16644522048550953,0.37704597429915054,-0.6213443185695563
0.07,1.8,-3.889248449869225,0.2649635615500772,0.1522532795928879,nan,0.434396576,0.027510992,0.00192576944,0.026333959820920683,-0.04353072099624278,0.0037461925678626985,-0.16644209808582083,0.3761994260131526,-0.6218674428034682
0.07,1.8,-3.8810540828019584,0.2651791095446359,0.1518964235221429,nan,0.434396576,0.027510992,0.00192576944,0.026274832119192126,-0.043567129474951116,0.003745969920481253,-0.1664389362506121,0.3753547445598875,-0.6223875639278731
0.07,1.8,-3.872885749777296,0.2653934902856489,0.1515404046645593,nan,0.434396576,0.027510992,0.00192576944,0.02621583468828348,-0.04360332879790185,0.003745744371091748,-0.1664357342304248,0.3745119241183354,-0.6229046971128835
0.07,1.8,-3.864743320794034,0.2656067113116678,0.1511852209383792,nan,0.434396576,0.027510992,0.00192576944,0.02615696709644766,-0.04363931997542991,0.0037455158810996386,-0.16643249111868458,0.37367095852068083,-0.6234188567918558
0.07,1.8,-3.856626666707201,0.2658187801021723,0.1508308702609546,nan,0.434396576,0.027510992,0.00192576944,0.026098228888415065,-0.04367510396692609,0.003745284408294146,-0.1664292058544525,0.37283184126307234,-0.6239300566703726
0.07,1.8,-3.848535659221018,0.2660297040779303,0.1504773505492094,nan,0.434396576,0.027510992,0.00192576944,0.02603961958608636,-0.043710681681350394,0.0037450499068584727,-0.16642587722474556,0.3719945655155194,-0.6244383097335771
0.07,1.8,-3.840470170881907,0.2662394906013297,0.1501246597201411,nan,0.434396576,0.027510992,0.00192576944,0.0259811386872002,-0.043746053974109245,0.0037448123274538636,-0.1664225038532385,0.37115912410286,-0.6249436282015606
0.07,1.8,-3.832430075071585,0.2664481469767107,0.1497727956913183,nan,0.434396576,0.027510992,0.00192576944,0.025922785668136328,-0.04378122165149989,0.0037445716168869134,-0.16641908421717486,0.37032550954480464,-0.6254460235928555
0.07,1.8,-3.824415246000226,0.2666556804507385,0.1494217563812959,nan,0.434396576,0.027510992,0.00192576944,0.02586455998099524,-0.043816185464594426,0.0037443277185258833,-0.16641561662498172,0.36949371401421766,-0.6259455066370632
0.07,1.8,-3.816425558699674,0.2668620982126832,0.1490715397101947,nan,0.434396576,0.027510992,0.00192576944,0.025806461055903895,-0.04385094611278184,0.003744080571961722,-0.16641209922980574,0.36866372937005565,-0.6264420873254548
0.07,1.8,-3.808460889016738,0.2670674073948241,0.1487221436000456,nan,0.434396576,0.027510992,0.00192576944,0.025748488548252624,-0.043885504665281516,0.0037438301477281813,-0.166408531627463,0.36783555068932317,-0.6269357809325931
0.07,1.8,-3.800521113606549,0.267271615076645,0.1483735659686704,nan,0.434396576,0.027510992,0.00192576944,0.02569064433046364,-0.04391986598037789,0.0037435767286387346,-0.1664049277972494,0.36700920472090914,-0.6274266568625413
0.07,1.8,-3.792606109925975,0.267474728316676,0.148025804676033,nan,0.434396576,0.027510992,0.00192576944,0.025632928335355132,-0.04395403162737743,0.003743320352896119,-0.16640128925406272,0.3661846905050733,-0.6279147375339633
0.07,1.8,-3.784715756227113,0.2676767540908135,0.1476788576302773,nan,0.434396576,0.027510992,0.00192576944,0.0255753378858401,-0.0439879986955134,0.003743060627304872,-0.16639760058463463,0.3653619697977157,-0.6283999813644771
0.07,1.8,-3.77684993155083,0.2678776993135204,0.1473327227529648,nan,0.434396576,0.027510992,0.00192576944,0.025517872227027283,-0.04402176751585607,0.003742797455586939,-0.166393858727048,0.36454103181467545,-0.6288823930836581
0.07,1.8,-3.769008515720382,0.268077570848256,0.1469873979622262,nan,0.434396576,0.027510992,0.00192576944,0.025460531222975646,-0.044055339469029065,0.003742530839995049,-0.1663900646288757,0.3637218746139378,-0.6293619924147009
0.07,1.8,-3.761191389335072,0.2682763755077835,0.1466428811731258,nan,0.434396576,0.027510992,0.00192576944,0.025403314718406733,-0.04408871589861363,0.0037422607801253496,-0.16638621912579601,0.362904495977239,-0.6298387985516232
0.07,1.8,-3.7533984337640014,0.2684741200544442,0.1462991702980825,nan,0.434396576,0.027510992,0.00192576944,0.0253462225367187,-0.04412189810708611,0.0037419872726665833,-0.16638232292663688,0.3620888933816957,-0.6303128301012301
0.07,1.8,-3.7456295311398553,0.2686708112004296,0.145956263247286,nan,0.434396576,0.027510992,0.00192576944,0.025289254480647116,-0.04415488735638107,0.003741710311427099,-0.16637837661584923,0.3612750640092445,-0.630784105091158
0.07,1.8,-3.737884564352752,0.2688664556080628,0.1456141579290952,nan,0.434396576,0.027510992,0.00192576944,0.02523241033411594,-0.04418768487061442,0.0037414298874578252,-0.16637438066404106,0.36046300477308485,-0.6312526410087773
0.07,1.8,-3.730163417044165,0.269061059890094,0.1452728522504006,nan,0.434396576,0.027510992,0.00192576944,0.02517568986077734,-0.04422029183288245,0.003741145988961307,-0.16637033541631444,0.3596527122968191,-0.6317184547554635
