alpha,Mach,y,p_real,p_imag,point_id,cr_ref,ci_ref,omega_i_ref,q_real,q_imag,gamma_real,gamma_imag,Q_real,Q_imag
0.07,1.8,-58.67554070743896,-0.2423871377531903,-0.0557145076257774,nan,0.434396576,0.027510992,0.00192576944,-0.010111162137853277,0.039904420730638795,0.003678897030265916,-0.16547655555934332,-0.14444517339790394,0.5700631532948399
0.07,1.8,-57.47314787467079,-0.249753094098939,-0.0063884482936849,nan,0.434396576,0.027510992,0.00192576944,-0.0019781499262130353,0.041327367750720795,0.003685370392248859,-0.16556716423514536,-0.028259284660186217,0.5903909678674398
0.07,1.8,-56.31842414518437,-0.2474374850799711,0.0416704958801543,nan,0.434396576,0.027510992,0.00192576944,0.005989348703069428,0.04114161425671007,0.0036911637099372105,-0.1656491199031344,0.08556212432956324,0.5877373465244295
0.07,1.8,-55.208589375952734,-0.2365405877795397,0.086821207483788,nan,0.434396576,0.027510992,0.00192576944,0.013513953133882359,0.03952124928011233,0.0036964323293226056,-0.16572344277098808,0.19305647334117654,0.5645892754301761
0.07,1.8,-54.14107549097719,-0.2183197245083971,0.1278184405168693,nan,0.434396576,0.027510992,0.00192576944,0.020383070025777453,0.03666847647376829,0.0037012084131078757,-0.16579076337642026,0.29118671465396356,0.5238353781966898
0.07,1.8,-53.11350663929464,-0.1940962164179501,0.1637807881014507,nan,0.434396576,0.027510992,0.00192576944,0.026444150775227118,0.032798140120227345,0.003705502857949426,-0.16585202192979556,0.3777735825032445,0.4685448588603906
0.07,1.8,-52.12368153987632,-0.1651841649671938,0.1941481855476614,nan,0.434396576,0.027510992,0.00192576944,0.03159798045578553,0.02812554106471836,0.0037094374891260234,-0.16590791564218568,0.45139972079693613,0.4017934437816908
0.07,1.8,-51.16955773728712,-0.1328388424349851,0.2186344775012416,nan,0.434396576,0.027510992,0.00192576944,0.03579107720064912,0.022857568165526337,0.0037130272139033285,-0.16595878130642766,0.511301102866416,0.32653668807894765
0.07,1.8,-50.24923753111948,-0.098221343775058,0.2371797674172811,nan,0.434396576,0.027510992,0.00192576944,0.039008074214935004,0.017186685229946597,0.00371627185662322,-0.16600527042956031,0.5572582030705,0.2455240747135228
0.07,1.8,-49.36095537521935,-0.062376479995876,0.2499049869758247,nan,0.434396576,0.027510992,0.00192576944,0.041264216589699504,0.011286945658820435,0.00371925008132289,-0.16604794814283183,0.5894888084242785,0.16124208084029193
0.07,1.8,-48.50306657065149,-0.0262214083676731,0.2570702569406521,nan,0.434396576,0.027510992,0.00192576944,0.04259843612980087,0.005311848751449216,0.0037219913373894332,-0.16608701641612475,0.6085490875685838,0.07588355359213166
0.07,1.8,-47.6740371000396,0.0094578257526385,0.2590381758138989,nan,0.434396576,0.027510992,0.00192576944,0.043067366001240434,-0.0006063742516118631,0.0037244934933484916,-0.16612277420328633,0.6152480857320062,-0.008662489308740902
0.07,1.8,-46.872434471089925,0.044004001996085,0.2562422510172101,nan,0.434396576,0.027510992,0.00192576944,0.04274012018562666,-0.0063565624181280145,0.0037267710924568584,-0.16615576539005536,0.6105731455089523,-0.09080803454468592
0.07,1.8,-46.09691945431817,0.0768823092508504,0.2491603656990957,nan,0.434396576,0.027510992,0.00192576944,0.04169370381061766,-0.011847687370670518,0.0037288937316135927,-0.16618621398070324,0.5956243401516809,-0.16925267672386451
0.07,1.8,-45.34623861472821,0.10767105644131,0.2382930911134829,nan,0.434396576,0.027510992,0.00192576944,0.04000938450883199,-0.017007416321320384,0.003730847838961216,-0.16621413569110485,0.571562635840457,-0.2429630903045769
0.07,1.8,-44.619217549839895,0.1360510617983788,0.2241463460255564,nan,0.434396576,0.027510992,0.00192576944,0.037769889625121664,-0.021780456173801505,0.003732631455452879,-0.16623987770943532,0.5395698517874523,-0.31114937391145003
0.07,1.8,-43.91475475733293,0.1617942807276867,0.2072178527411252,nan,0.434396576,0.027510992,0.00192576944,0.03505701624609038,-0.02612672618679987,0.003734276927786488,-0.16626381916794922,0.5008145178012912,-0.3732389455257124
0.07,1.8,-43.23181606495692,0.1847522119815355,0.1879869535179818,nan,0.434396576,0.027510992,0.00192576944,0.03194980037553519,-0.030019422806753182,0.0037358170082931576,-0.1662860072718007,0.45642571965050266,-0.4288488972393311
0.07,1.8,-42.56942956346871,0.2048446253456612,0.1669072861109054,nan,0.434396576,0.027510992,0.00192576944,0.028523305090705497,-0.03344320054910434,0.0037372426839627003,-0.16630640674870878,0.4074757870100785,-0.47776000784434763
0.07,1.8,-41.92668099038181,0.2220490158242169,0.1444017192948512,nan,0.434396576,0.027510992,0.00192576944,0.024847798641874974,-0.0363925149769711,0.0037385460673637276,-0.16632529227690251,0.35496855202678534,-0.5198930710995872
0.07,1.8,-41.30270951842066,0.236390847771628,0.1208591495428982,nan,0.434396576,0.027510992,0.00192576944,0.020988116777493154,-0.03886997845361283,0.0037397542709539096,-0.16634299654565232,0.2998302396784736,-0.5552854064801832
0.07,1.8,-40.69670390788073,0.2479346283126155,0.0966329011358478,nan,0.434396576,0.027510992,0.00192576944,0.01700329755686847,-0.04088478412568729,0.0037408958802282633,-0.1663594876929992,0.24290425081240669,-0.5840683446526755
0.07,1.8,-40.10789898673144,0.2567759418610158,0.0720403668315358,nan,0.434396576,0.027510992,0.00192576944,0.012946537819569504,-0.04245144794595992,0.0037419533080838285,-0.16637469743198996,0.1849505402795643,-0.6064492563708559
0.07,1.8,-39.535572426347365,0.2630344992791633,0.0473634344671937,nan,0.434396576,0.027510992,0.00192576944,0.008865264279816237,-0.04358871271191486,0.0037429309204837645,-0.16638878510317687,0.12664663256880337,-0.622695895884498
0.07,1.8,-38.979041784300286,0.2668480527899498,0.0228496350816387,nan,0.434396576,0.027510992,0.00192576944,0.0048012598645981175,-0.04431851636452541,0.0037438304798682125,-0.16640204438647602,0.06858942663711597,-0.6331216623503629
0.07,1.8,-38.43766178875656,0.268367158843793,-0.0012862365821195,nan,0.434396576,0.027510992,0.00192576944,0.0007909027063474627,-0.044665009238665065,0.0037446875308745917,-0.16641452283872543,0.011298610090678039,-0.638071560552358
0.07,1.8,-37.910821841760544,0.2677507228183106,-0.024860040660623,nan,0.434396576,0.027510992,0.00192576944,-0.0031345036638442125,-0.044653827837165726,0.003745485826918864,-0.1664261236652295,-0.04477862376920303,-0.6379118262452246
0.07,1.8,-37.39794372109307,0.2651622862552386,-0.0477161586394987,nan,0.434396576,0.027510992,0.00192576944,-0.006948365959370428,-0.04431152753602523,0.003746235762454218,-0.16643683451123173,-0.09926237084814897,-0.6330218219432175
0.07,1.8,-36.898479462519646,0.2607669428233609,-0.0697251737851905,nan,0.434396576,0.027510992,0.00192576944,-0.010628460794388728,-0.04366508482191284,0.0037469209253791357,-0.16644682657737198,-0.15183515420555324,-0.6237869260273263
0.07,1.8,-36.41190940612368,0.2547288006755993,-0.0907816169394455,nan,0.434396576,0.027510992,0.00192576944,-0.014156566197077225,-0.042741442071363364,0.0037475639036655003,-0.16645637261333196,-0.20223665995824605,-0.6105920295909052
0.07,1.8,-35.93774039208036,0.2472089527106001,-0.1108016180604372,nan,0.434396576,0.027510992,0.00192576944,-0.01751804710780258,-0.04156703193036919,0.0037481819351321507,-0.16646535999586837,-0.25025781582575113,-0.5938147418624169
0.07,1.8,-35.475504092703204,0.2383639038761381,-0.1297206228741697,nan,0.434396576,0.027510992,0.00192576944,-0.020701505972986645,-0.04016761505712982,0.0037487548302201205,-0.16647371351230625,-0.2957357996140949,-0.5738230722447116
0.07,1.8,-35.02475546890508,0.2283443259448655,-0.147491327363754,nan,0.434396576,0.027510992,0.00192576944,-0.0236984376552557,-0.03856808073735987,0.003749297161108039,-0.16648143878804225,-0.3385491093607957,-0.5509725819622838
0.07,1.8,-34.58507134037794,0.2172941623730824,-0.1640816322668852,nan,0.434396576,0.027510992,0.00192576944,-0.02650292397088508,-0.03679228716996852,0.003749792452927033,-0.16648866545027663,-0.3786131995840725,-0.5256041024281216
0.07,1.8,-34.15604905983765,0.2053499437059275,-0.1794728251004901,nan,0.434396576,0.027510992,0.00192576944,-0.029111328349570725,-0.03486294122997502,0.003750259647298823,-0.1664956460137906,-0.41587611927958174,-0.4980420175710717
0.07,1.8,-33.73730528260199,0.1926403766543465,-0.1936578070698762,nan,0.434396576,0.027510992,0.00192576944,-0.031521925832048575,-0.03280141470531728,0.0037507122941969786,-0.1665022699006925,-0.4503132261721225,-0.4685916386473897
0.07,1.8,-33.32847482359871,0.1792861378789322,-0.2066394661597034,nan,0.434396576,0.027510992,0.00192576944,-0.03373469155466233,-0.030627789613412143,0.003751133409485027,-0.16650845269666717,-0.4819241650666046,-0.43753985162017345
0.07,1.8,-32.92920959464184,0.1653997518027496,-0.2184292687960346,nan,0.434396576,0.027510992,0.00192576944,-0.035751065246283714,-0.02836084718417542,0.0037515346911416087,-0.16651416888201492,-0.5107295035183388,-0.4051549597739345
0.07,1.8,-32.53917761547343,0.1510856494006752,-0.2290459213407014,nan,0.434396576,0.027510992,0.00192576944,-0.037573744790033864,-0.026018059082412226,0.0037519030525075526,-0.16651946158201583,-0.5367677827147694,-0.3716865583201746
0.07,1.8,-32.15806209266848,0.1364402589003322,-0.2385142183599888,nan,0.434396576,0.027510992,0.00192576944,-0.03920652220061749,-0.023615620838927265,0.003752246786554318,-0.16652457868857912,-0.5600931742945355,-0.3373660119846752
0.07,1.8,-31.78556056102933,0.1215522116387086,-0.2468639731685498,nan,0.434396576,0.027510992,0.00192576944,-0.04065401768960622,-0.021168414467370167,0.0037525791338481047,-0.16652957276437497,-0.5807716812800888,-0.3024059209624309
0.07,1.8,-31.421384082579483,0.1065026368284363,-0.2541290535297297,nan,0.434396576,0.027510992,0.00192576944,-0.04192149729856737,-0.01869005776914756,0.00375290072900986,-0.16653424917041712,-0.5988785328366766,-0.2670008252735366
0.07,1.8,-31.065256498698965,0.0913654838041308,-0.2603465453450915,nan,0.434396576,0.027510992,0.00192576944,-0.043014836790959576,-0.016193011577079697,0.003753196476373865,-0.16653860086894712,-0.6144976684422796,-0.23132873681542424
0.07,1.8,-30.71691373133248,0.0762078130156416,-0.2655560395814543,nan,0.434396576,0.027510992,0.00192576944,-0.04394035454695845,-0.0136886087587621,0.0037534817365963155,-0.16654262223146687,-0.627719350670835,-0.1955515536966014
0.07,1.8,-30.37610312955452,0.0610901987127097,-0.2697989684781141,nan,0.434396576,0.027510992,0.00192576944,-0.04470471822562058,-0.01118710551350105,0.0037537413196674922,-0.16654635591166167,-0.6386388317945797,-0.15981579305001498
0.07,1.8,-30.04258285809374,0.0460670452870729,-0.2731180601977895,nan,0.434396576,0.027510992,0.00192576944,-0.045314888049081,-0.008697749699168478,0.0037539867744512,-0.166550037353388,-0.6473555435582999,-0.12425356713097825
0.07,1.8,-29.716121324706467,0.0311869781207827,-0.2755568402217104,nan,0.434396576,0.027510992,0.00192576944,-0.04577792140466449,-0.006228808563533805,0.0037542263441032327,-0.16655367488824382,-0.6539703057809212,-0.08898297947905436
0.07,1.8,-29.396496643548776,0.0164932413701668,-0.2771592061728985,nan,0.434396576,0.027510992,0.00192576944,-0.04610090225564415,-0.003787649032742424,0.003754459684266164,-0.1665570705835903,-0.6585843179377735,-0.05410927189632034
0.07,1.8,-29.083496131936435,0.0020240780026443,-0.2779690716503746,nan,0.434396576,0.027510992,0.00192576944,-0.046290995096807036,-0.0013808137917989405,0.0037546726724070833,-0.1665602384189133,-0.6612999299543861,-0.019725911311413435
0.07,1.8,-28.776915838091966,-0.0121869609621228,-0.2780300664136269,nan,0.434396576,0.027510992,0.00192576944,-0.046355328878876806,0.0009859289828820783,0.0037548810474600947,-0.1665631666657195,-0.6622189839839543,0.014084699755458261
0.07,1.8,-28.476560097676657,-0.0261106177037356,-0.2773852767903134,nan,0.434396576,0.027510992,0.00192576944,-0.046300957154346456,0.003307535592657007,0.003755070318356014,-0.16656583393119256,-0.6614422450620921,0.04725050846652867
0.07,1.8,-28.18224111708078,-0.0397216421888564,-0.2760770324988661,nan,0.434396576,0.027510992,0.00192576944,-0.04613489073157229,0.005579635052931853,0.0037552479524772826,-0.1665684598962879,-0.6590698675938897,0.07970907218474074
0.07,1.8,-27.89377858160664,-0.0529984657177085,-0.2741467263891193,nan,0.434396576,0.027510992,0.00192576944,-0.04586396040161535,0.007798477656772385,0.0037554212476172077,-0.1665711257574964,-0.6551994343087907,0.11140682366817692
0.07,1.8,-27.61099928682787,-0.0659228803764862,-0.271634672037379,nan,0.434396576,0.027510992,0.00192576944,-0.04549477323815189,0.009960869270845052,0.003755592601736323,-0.16657370510528366,-0.6499253319735984,0.1422981324406436
0.07,1.8,-27.333736791539984,-0.0784797363894574,-0.2685799952364435,nan,0.434396576,0.027510992,0.00192576944,-0.0450337516461852,0.012064125845523521,0.003755754378713679,-0.16657607352034678,-0.6433393092312171,0.17234465493605028
0.07,1.8,-27.06183109084212,-0.0906566894776646,-0.2650205450104936,nan,0.434396576,0.027510992,0.00192576944,-0.044487166212759416,0.014106044094107428,0.003755904719817443,-0.16657828668761973,-0.635530945896563,0.2015149156301061
0.07,1.8,-26.795128307999487,-0.1024439580498608,-0.2609928240956102,nan,0.434396576,0.027510992,0.00192576944,-0.04386104748907291,0.016084842933929422,0.0037560506796759916,-0.16658029944487768,-0.6265863927010414,0.22978347048470601
0.07,1.8,-26.533480403841136,-0.113834060966896,-0.2565319502574711,nan,0.434396576,0.027510992,0.00192576944,-0.04316122302517825,0.017999140805175284,0.0037561824056048555,-0.1665821410757052,-0.6165889003596892,0.2571305829310755
0.07,1.8,-26.27674490253853,-0.1248216301648227,-0.2516716140669996,nan,0.434396576,0.027510992,0.00192576944,-0.04239333457452449,0.019847931314364964,0.0037563079501226793,-0.16658400768879733,-0.6056190653503498,0.2835418759194995
0.07,1.8,-26.02478463269848,-0.1354031925376853,-0.2464440643938931,nan,0.434396576,0.027510992,0.00192576944,-0.04156275024398787,0.021630518427876277,0.0037564319638365264,-0.1665859450277396,-0.5937535749141123,0.3090074061125182
0.07,1.8,-25.777467482781496,-0.1455769677785542,-0.2408801088600871,nan,0.434396576,0.027510992,0.00192576944,-0.0406745648971541,0.023346473102166254,0.003756555372711504,-0.16658783967924187,-0.581065212816487,0.33352104431666074
0.07,1.8,-25.534666169929228,-0.1553426821982637,-0.2350091267766105,nan,0.434396576,0.027510992,0.00192576944,-0.03973363530627988,0.024995614409661693,0.0037566729758851357,-0.166589545636151,-0.567623361518284,0.3570802058523099
0.07,1.8,-25.29625802135145,-0.1647014125323835,-0.2288590824744705,nan,0.434396576,0.027510992,0.00192576944,-0.03874464535470473,0.026578025139500583,0.003756779484865814,-0.16659115318802187,-0.553494933638639,0.3796860734214369
0.07,1.8,-25.062124767483223,-0.1736554562120646,-0.2224565333024138,nan,0.434396576,0.027510992,0.00192576944,-0.037712021809745144,0.028093974452785775,0.0037568865144535597,-0.16659262561536392,-0.5387431687106449,0.4013424921826539
0.07,1.8,-24.83215234617967,-0.1822081582542599,-0.2158266806491185,nan,0.434396576,0.027510992,0.00192576944,-0.036639962788067526,0.029543912128717764,0.0037569818177291773,-0.1665939073997949,-0.523428039829536,0.4220558875531109
0.07,1.8,-24.60623071726751,-0.1903638151413187,-0.2089933812318707,nan,0.434396576,0.027510992,0.00192576944,-0.0355325016669244,0.030928492134426555,0.0037570714090324905,-0.16659518600311107,-0.5076071666703486,0.44183560192037935
0.07,1.8,-24.384253686819186,-0.1981275521922521,-0.2019791852401556,nan,0.434396576,0.027510992,0.00192576944,-0.03439343281508145,0.03224849908677613,0.003757159778258454,-0.1665965525359003,-0.49133475450116354,0.4606928440968018
0.07,1.8,-24.16611874056077,-0.2055052101315552,-0.1948053801496256,nan,0.434396576,0.027510992,0.00192576944,-0.03322631680690974,0.03350482043525416,0.0037572486439296517,-0.16659797901831638,-0.4746616686701391,0.4786402919322022
0.07,1.8,-23.95172688586406,-0.2125032423634439,-0.1874920378373685,nan,0.434396576,0.027510992,0.00192576944,-0.03203449118217966,0.034698423692016755,0.003757336861742511,-0.16659931417195423,-0.45763558831685225,0.49569176702881074
0.07,1.8,-23.740982501811448,-0.219128622316504,-0.180058064098208,nan,0.434396576,0.027510992,0.00192576944,-0.030821122193626982,0.03583038583884662,0.003757417628595522,-0.16660050520616282,-0.4403017456232426,0.5118626548406661
0.07,1.8,-23.5337931968564,-0.2253887766984223,-0.1725212292302923,nan,0.434396576,0.027510992,0.00192576944,-0.02958921769036027,0.036901893819835496,0.003757493625143253,-0.16660164622621623,-0.42270310986228954,0.5271699117119356
0.07,1.8,-23.33006967363397,-0.2312915104739671,-0.1648982134497563,nan,0.434396576,0.027510992,0.00192576944,-0.028341573667322817,0.037914163005800694,0.0037575687368999384,-0.1666026535019205,-0.40487962381889736,0.5416309000828671
