kind,Mach,alpha,requested_target,cr_seed,ci_seed,accepted,box_scale,seed_distance,error,cr,ci,omega_i,stage1_mismatch,stage2_mismatch,ln_p_start_right,y_limit,min_abs_U_minus_c,success
mach_seed,1.8,0.13,True,0.460760736,0.0232415199999999,True,1.0,6.366828974135035e-06,,0.460766241024,0.023239920685932444,0.0030211896891712176,9.755328374102607e-08,5.601602216160738e-17,-36.53798701467424,1020.4357093109893,0.023279151362649488,True
mach_continuation,1.7571428571428571,0.13,False,0.460766241024,0.023239920685932444,True,2.0,0.014136223526739277,,0.4474542656,0.02561816194307803,0.003330361052600144,1.2331638972058864e-07,4.73353717957219e-17,-34.17566254301777,942.7612743730546,0.025646752381563033,True
mach_continuation,1.7142857142857144,0.13,False,0.4474542656,0.02561816194307803,True,2.0,0.014956199056130205,,0.4334776527359999,0.028280030791108354,0.003676404002844086,1.8435449023671118e-07,3.9989671839786095e-17,-31.9636428109888,869.6668270951724,0.02848289988104214,True
mach_continuation,1.6714285714285715,0.13,False,0.4334776527359999,0.028280030791108354,True,2.0,0.01585437102541715,,0.41879445529599996,0.03127021446228833,0.004065127880097483,3.302045834438306e-08,3.3715092240673605e-17,-29.888751140141988,800.7554060348598,0.03142394855734132,True
mach_continuation,1.6285714285714286,0.13,False,0.41879445529599996,0.03127021446228833,True,2.0,0.01683451941957744,,0.403360407808,0.03463143530546018,0.004502086589709823,2.600450923051179e-07,2.8401169885785577e-17,-27.94477254450594,735.9081307957135,0.034686905938454575,True
mach_continuation,1.5857142857142856,0.13,False,0.403360407808,0.03463143530546018,True,4.0,0.01791209947779902,,0.38713037644799997,0.038420544361557146,0.004994670767002429,3.456529782265178e-07,2.390483400484346e-17,-26.12018395854752,674.8326029778007,0.03844398533508372,True
mach_continuation,1.542857142857143,0.13,False,0.38713037644799997,0.038420544361557146,True,4.0,0.01909432120382939,,0.3700523747839999,0.04269064276204568,0.0055497835590659385,7.155759241683644e-07,2.0027558028037604e-17,-24.407655312648597,617.465148629258,0.04271067149025155,True
mach_continuation,1.5,0.13,True,0.3700523747839999,0.04269064276204568,True,4.0,0.02037138204651793,,0.3520868518399999,0.04749254842109924,0.006174031294742902,4.7239337826999745e-07,1.6752722115651724e-17,-22.804428095265358,563.7935329873678,0.047530733736994076,True
mach_continuation,1.457142857142857,0.13,False,0.3520868518399999,0.04749254842109924,True,4.0,0.021782509732133283,,0.3331764963839999,0.05289801294226234,0.006876741682494104,4.632581908763648e-08,1.4011772938800322e-17,-21.29548734175441,513.5488873354191,0.05299465709900465,True
mach_continuation,1.4142857142857144,0.13,False,0.3331764963839999,0.05289801294226234,True,4.0,0.02330335203203126,,0.3132604746239999,0.058947771061063116,0.007663210237938206,2.0024365599318594e-08,1.1662805506511984e-17,-19.875127280482996,466.78665354782174,0.059067155647444636,True
mach_continuation,1.3714285714285714,0.13,False,0.3132604746239999,0.058947771061063116,True,4.0,0.02494723468006737,,0.29225884902399996,0.06568008567677631,0.008538411137980921,4.4601278503104815e-07,9.649045169802155e-18,-18.531267674460267,423.40117382872745,0.06568690141999119,True
mach_continuation,1.3285714285714285,0.13,False,0.29225884902399996,0.06568008567677631,True,4.0,0.026733470933319677,,0.27004470912000006,0.07311665841675821,0.009505165594178569,4.628177556576604e-07,7.979051308167713e-18,-17.246388644597417,383.21892863260837,0.07317258682611674,True
mach_continuation,1.2857142857142856,0.13,False,0.27004470912000006,0.07311665841675821,True,4.0,0.02867328812398292,,0.24642174182400003,0.08124243327170363,0.010561516325321473,7.698944836201571e-07,6.542295828236599e-18,-15.999254447227088,346.0303899388565,0.08125633644000277,True
mach_continuation,1.2428571428571429,0.13,False,0.24642174182400003,0.08124243327170363,True,4.0,0.03087383295955809,,0.22102968755200006,0.09002362256277496,0.011703070933160746,4.2336886086719144e-07,5.303146346319653e-18,-14.754260758554185,311.40434546667666,0.09013660404641924,True
mach_continuation,1.2,0.13,True,0.22102968755200006,0.09002362256277496,True,4.0,0.03349471098887299,,0.1932300126720001,0.09936538017034577,0.01291749942214495,9.954894570193973e-07,4.191454548949472e-18,-13.461982505076197,278.770688587529,0.09945180918970505,True
mach_continuation,1.15,0.13,False,0.1932300126720001,0.09936538017034577,False,4.0,0.03935614416878861,,0.1612300126720001,0.11082079465252923,0.0144067033048288,0.0008259995368230483,3.1719705414264984e-18,-12.10586420466237,243.0368132684606,0.11085085797099485,True
mach_continuation,1.85,0.13,False,0.460766241024,0.023239920685932444,True,2.0,0.015548012641062156,,0.47551426176,0.020778387553048474,0.0027011903818963015,1.2807319192841226e-07,6.801165162134799e-17,-39.49946567782848,1117.222033421136,0.020893034584591276,True
mach_continuation,1.9,0.13,False,0.47551426176,0.020778387553048474,True,2.0,0.014622172252002555,,0.4894769482240001,0.018607482898574827,0.0024189727768147277,1.3404381539064524e-07,8.226261169053032e-17,-42.702667032238175,1221.2675691294958,0.018935830332633654,True
mach_continuation,1.95,0.13,False,0.4894769482240001,0.018607482898574827,True,2.0,0.013781312749505153,,0.5027117386240001,0.016686226527880002,0.0021692094486244003,5.928288044278005e-08,9.962157380838602e-17,-46.17235026746593,1333.3128957407812,0.016829526084612963,True
mach_continuation,2.0,0.13,True,0.5027117386240001,0.016686226527880002,True,2.0,0.013016392551429671,,0.5152721226240002,0.014978653042971217,0.0019472248955862582,1.0485919954254159e-07,1.2077098866750197e-16,-49.94186423369769,1454.3719718590307,0.0149789066037067,True
