Mach,alpha,field,setting,ref_setting,rel_l2_core_amp_ge_0.1,n_core_amp_ge_0.1,rel_l2_core_amp_ge_0.05,n_core_amp_ge_0.05,rel_l2_core_amp_ge_0.02,n_core_amp_ge_0.02,rel_l2_core_amp_ge_0.01,n_core_amp_ge_0.01,rel_l2_tail_amp_0p001_0p02,n_tail
1.8,0.075,v,ms5_y1600,ms3_y2000,0.014805557675255347,4191,0.015121155511668765,4388,0.015123639709377608,4398,0.015123635913495187,4402,,11
1.8,0.075,u,ms1p5_y1200,ms3_y2000,7.844741255770992e-07,2795,1.193286837200905e-06,3529,0.002037593939349647,4373,0.002651271917329265,4389,0.7727227633018372,33
1.8,0.075,u,ms2_y1600,ms3_y2000,1.0700388748355788e-06,2795,1.1807745553728748e-06,3529,0.0012457325315088402,4373,0.002198175177725553,4389,0.8244529424161376,33
1.8,0.075,u,ms5_y1600,ms3_y2000,5.16351742809544e-06,2795,5.14926674740672e-06,3529,0.00017561663975816324,4373,0.0005505399360256701,4389,0.3850248616507259,33
1.8,0.0775,p,ms1p5_y1200,ms3_y2000,0.02830310539973884,4390,0.0283056055095137,4397,0.028328561196576757,4402,0.02832857338856782,4405,,8
1.8,0.0775,p,ms2_y1600,ms3_y2000,0.02368603980319644,4390,0.023760402397482696,4397,0.02376191828592572,4402,0.023761923611240257,4405,,8
1.8,0.0775,p,ms5_y1600,ms3_y2000,0.009032690083263984,4390,0.009213159999836327,4397,0.009214575338447406,4402,0.009214575055789286,4405,,8
1.8,0.0775,rho,ms1p5_y1200,ms3_y2000,0.028303105399738793,4390,0.028305605509513707,4397,0.02832856119657676,4402,0.02832857338856781,4405,,8
1.8,0.0775,rho,ms2_y1600,ms3_y2000,0.023686039803196453,4390,0.023760402397482686,4397,0.02376191828592571,4402,0.02376192361124029,4405,,8
1.8,0.0775,rho,ms5_y1600,ms3_y2000,0.009032690083263989,4390,0.009213159999836329,4397,0.009214575338447427,4402,0.009214575055789303,4405,,8
1.8,0.0775,v,ms1p5_y1200,ms3_y2000,0.04522631678890069,4196,0.04521243379123179,4386,0.04524890761219826,4397,0.04524889979516634,4401,,11
1.8,0.0775,v,ms2_y1600,ms3_y2000,0.037848666877954545,4196,0.03795250058926208,4386,0.03795477857987391,4397,0.03795477034752986,4401,,11
1.8,0.0775,v,ms5_y1600,ms3_y2000,0.014433636782423778,4196,0.014716207709154189,4386,0.014718415075490177,4397,0.014718411305684345,4401,,11
1.8,0.0775,u,ms1p5_y1200,ms3_y2000,8.078136259682686e-07,2938,1.1976806202519163e-06,3540,0.002146425874239941,4372,0.002726756596018048,4388,0.7740584841926784,33
1.8,0.0775,u,ms2_y1600,ms3_y2000,1.1027546979661562e-06,2938,1.2184691618144456e-06,3540,0.001327203601402939,4372,0.0022648862703956887,4388,0.8393412619158144,33
1.8,0.0775,u,ms5_y1600,ms3_y2000,5.208591594422981e-06,2938,5.19777248188521e-06,3540,0.00018904111372617765,4372,0.0005800947490080797,4388,0.3862476268723992,33
1.8,0.08,p,ms1p5_y1200,ms3_y2000,0.02819582032282238,4389,0.028201549775810537,4396,0.02820825121136977,4402,0.02820825912892819,4404,,7
1.8,0.08,p,ms2_y1600,ms3_y2000,0.023675882836806824,4389,0.02374294073163609,4396,0.02374401332811677,4402,0.023744017458018886,4404,,7
1.8,0.08,p,ms5_y1600,ms3_y2000,0.008832238920650012,4389,0.008998289911504932,4396,0.008999524885197672,4402,0.008999524621628157,4404,,7
1.8,0.08,rho,ms1p5_y1200,ms3_y2000,0.028195820322822383,4389,0.028201549775810537,4396,0.028208251211369818,4402,0.028208259128928218,4404,,7
1.8,0.08,rho,ms2_y1600,ms3_y2000,0.023675882836806814,4389,0.0237429407316361,4396,0.02374401332811678,4402,0.023744017458018917,4404,,7
1.8,0.08,rho,ms5_y1600,ms3_y2000,0.008832238920650019,4389,0.008998289911504937,4396,0.008999524885197676,4402,0.008999524621628167,4404,,7
1.8,0.08,v,ms1p5_y1200,ms3_y2000,0.04502695141017377,4199,0.04501835725992393,4385,0.045028876210658056,4396,0.045028867592685866,4400,,12
1.8,0.08,v,ms2_y1600,ms3_y2000,0.037808977357294236,4199,0.03790113739104188,4385,0.0379027189059408,4396,0.0379027103323695,4400,,12
1.8,0.08,v,ms5_y1600,ms3_y2000,0.014104578750639415,4199,0.014364098894164784,4385,0.014366023605792132,4396,0.014366019925321055,4400,,12
1.8,0.08,u,ms1p5_y1200,ms3_y2000,8.333247337876531e-07,3088,1.2373323850724932e-06,3555,0.0022548526864280315,4371,0.0028017589330879746,4388,0.7650686759228281,33
1.8,0.08,u,ms2_y1600,ms3_y2000,1.137758544277508e-06,3088,1.2455896575815466e-06,3555,0.0014100397618908378,4371,0.002330155547346413,4388,0.8515243578422211,33
1.8,0.08,u,ms5_y1600,ms3_y2000,5.48553355924263e-06,3088,5.477979544168509e-06,3555,0.0002029875872882058,4371,0.0006099461615318381,4388,0.38809642954209506,33
1.8,0.0825,p,ms1p5_y1200,ms3_y2000,0.027934353962984836,4386,0.028036924943998932,4395,0.02803826939952482,4401,0.02803827510419195,4403,,8
1.8,0.0825,p,ms2_y1600,ms3_y2000,0.023651359209422247,4386,0.02373553507613604,4395,0.023736538381526284,4401,0.02373653933341404,4403,,8
1.8,0.0825,p,ms5_y1600,ms3_y2000,0.00837039129120615,4386,0.008810213059754485,4395,0.008811265551013735,4401,0.00881126531199499,4403,,8
1.8,0.0825,rho,ms1p5_y1200,ms3_y2000,0.027934353962984854,4386,0.028036924943998922,4395,0.028038269399524824,4401,0.02803827510419194,4403,,8
1.8,0.0825,rho,ms2_y1600,ms3_y2000,0.023651359209422247,4386,0.023735535076136054,4395,0.023736538381526277,4401,0.023736539333414054,4403,,8
1.8,0.0825,rho,ms5_y1600,ms3_y2000,0.00837039129120617,4386,0.008810213059754487,4395,0.008811265551013737,4401,0.00881126531199499,4403,,8
1.8,0.0825,v,ms1p5_y1200,ms3_y2000,0.04457846210834222,4202,0.044724754113902684,4383,0.044726716606676445,4395,0.04472670726985688,4399,,12
1.8,0.0825,v,ms2_y1600,ms3_y2000,0.037743618084342304,4202,0.03786323681573341,4383,0.0378646899009411,4395,0.03786468075875568,4399,,12
1.8,0.0825,v,ms5_y1600,ms3_y2000,0.013357764882041021,4202,0.014054188805377364,4383,0.014055816304361184,4395,0.014055812742611596,4399,,12
1.8,0.0825,u,ms1p5_y1200,ms3_y2000,8.58680013443655e-07,3153,1.2445228570682742e-06,3577,0.0023627966532039375,4370,0.002876528765766052,4387,0.7499117353017599,34
1.8,0.0825,u,ms2_y1600,ms3_y2000,1.1739093397198105e-06,3153,1.280375332343368e-06,3577,0.0014941402284274553,4370,0.0023935476226509722,4387,0.8629994728048872,34
1.8,0.0825,u,ms5_y1600,ms3_y2000,5.575989760749765e-06,3153,5.56985299275707e-06,3577,0.00021745253880760092,4370,0.0006400893108395874,4387,0.39048679025940786,34
1.8,0.085,p,ms1p5_y1200,ms3_y2000,0.027873411604362488,4385,0.027910545652056373,4394,0.027920160203125644,4400,0.02792016389888666,4402,,8
1.8,0.085,p,ms2_y1600,ms3_y2000,0.023654623756315545,4385,0.023752410224558033,4394,0.023753408203333423,4400,0.023753408163758927,4402,,8
1.8,0.085,p,ms5_y1600,ms3_y2000,0.00823354710736176,4385,0.00864608175853478,4394,0.008646976807881596,4400,0.008646976482336368,4402,,8
1.8,0.085,rho,ms1p5_y1200,ms3_y2000,0.02787341160436249,4385,0.02791054565205642,4394,0.02792016020312565,4400,0.02792016389888668,4402,,8
1.8,0.085,rho,ms2_y1600,ms3_y2000,0.02365462375631555,4385,0.023752410224558047,4394,0.02375340820333342,4400,0.023753408163758934,4402,,8
1.8,0.085,rho,ms5_y1600,ms3_y2000,0.008233547107361768,4385,0.008646081758534794,4394,0.0086469768078816,4400,0.008646976482336383,4402,,8
1.8,0.085,v,ms1p5_y1200,ms3_y2000,0.04444747563801192,4205,0.04448954868020409,4381,0.044504677132294494,4393,0.044504662786858336,4398,,14
1.8,0.085,v,ms2_y1600,ms3_y2000,0.03772021074317277,4205,0.03786156336054219,4381,0.037862998751617014,4393,0.03786298544083648,4398,,14
1.8,0.085,v,ms5_y1600,ms3_y2000,0.013129423582346266,4205,0.013781956864306588,4381,0.013783328703810063,4393,0.013783323569072864,4398,,14
1.8,0.085,u,ms1p5_y1200,ms3_y2000,8.845045639546335e-07,3175,1.2828338185388045e-06,3614,0.0024704782983709862,4369,0.0029526920745266954,4386,0.7358824213506776,34
1.8,0.085,u,ms2_y1600,ms3_y2000,1.2119832308533011e-06,3175,1.3226727572809727e-06,3614,0.0015795834220860268,4369,0.0024551910361717147,4386,0.8746503573649441,34
1.8,0.085,u,ms5_y1600,ms3_y2000,5.77428028446426e-06,3175,5.768095646718306e-06,3614,0.0002324778391833971,4369,0.0006706492092306079,4386,0.39341492905285286,34
1.8,0.0875,p,ms1p5_y1200,ms3_y2000,0.02785726499515162,4383,0.02785932541241055,4391,0.02787427308968632,4398,0.027886792706725033,4402,,10
1.8,0.0875,p,ms2_y1600,ms3_y2000,0.02364845026395613,4383,0.02372265533493403,4391,0.023767663598074387,4398,0.023768446507591176,4402,,10
1.8,0.0875,p,ms5_y1600,ms3_y2000,0.00812113758394318,4383,0.008375397508605432,4391,0.008504952681481647,4398,0.008505737258916258,4402,,10
1.8,0.0875,rho,ms1p5_y1200,ms3_y2000,0.027857264995151662,4383,0.027859325412410544,4391,0.0278742730896863,4398,0.027886792706725047,4402,,10
1.8,0.0875,rho,ms2_y1600,ms3_y2000,0.023648450263956185,4383,0.023722655334934038,4391,0.02376766359807439,4398,0.023768446507591186,4402,,10
1.8,0.0875,rho,ms5_y1600,ms3_y2000,0.008121137583943196,4383,0.008375397508605444,4391,0.008504952681481654,4398,0.00850573725891627,4402,,10
1.8,0.0875,v,ms1p5_y1200,ms3_y2000,0.04438531563791801,4209,0.044371853222101035,4379,0.044395479424790045,4391,0.04441539309562563,4397,,15
1.8,0.0875,v,ms2_y1600,ms3_y2000,0.037679467289333336,4209,0.037783446727273566,4379,0.03785498963508271,4391,0.037856220090097537,4397,,15
1.8,0.0875,v,ms5_y1600,ms3_y2000,0.012939561896298453,4209,0.013339649128300747,4379,0.013545944056499894,4391,0.013547188551111172,4397,,15
1.8,0.0875,u,ms1p5_y1200,ms3_y2000,9.118905160437478e-07,3190,1.2943860076212546e-06,3773,0.0025782429413737425,4368,0.0030323458816517023,4385,0.7247501735682161,34
1.8,0.0875,u,ms2_y1600,ms3_y2000,1.2520908656369623e-06,3190,1.3558862922440277e-06,3773,0.0016665177257820093,4368,0.0025155206947573483,4385,0.8843586233398346,34
1.8,0.0875,u,ms5_y1600,ms3_y2000,6.092816356078243e-06,3190,6.085021679447945e-06,3773,0.00024810905941814493,4368,0.0007017929073782676,4385,0.3966669931295572,34
1.8,0.09,p,ms1p5_y1200,ms3_y2000,0.02788579177137076,4382,0.027893454909488104,4390,0.02791040994921084,4397,0.027917740932589266,4401,,10
1.8,0.09,p,ms2_y1600,ms3_y2000,0.02361438811972037,4382,0.023716338904963094,4390,0.02374343150925274,4397,0.023744019556414815,4401,,10
1.8,0.09,p,ms5_y1600,ms3_y2000,0.0080299628463579,4382,0.008266682792181583,4390,0.008381544450807663,4397,0.008382248939836733,4401,,10
1.8,0.09,rho,ms1p5_y1200,ms3_y2000,0.02788579177137077,4382,0.027893454909488108,4390,0.02791040994921084,4397,0.027917740932589245,4401,,10
1.8,0.09,rho,ms2_y1600,ms3_y2000,0.02361438811972038,4382,0.023716338904963098,4390,0.023743431509252753,4397,0.02374401955641481,4401,,10
1.8,0.09,rho,ms5_y1600,ms3_y2000,0.008029962846357902,4382,0.008266682792181583,4390,0.008381544450807656,4397,0.00838224893983673,4401,,10
1.8,0.09,v,ms1p5_y1200,ms3_y2000,0.04439173597188355,4212,0.044387386763812944,4377,0.044414172283823765,4390,0.044425820204757424,4396,,15
1.8,0.09,v,ms2_y1600,ms3_y2000,0.03759215705051557,4212,0.03774039406534727,4377,0.03778335116689088,4390,0.03778427224438411,4396,,15
1.8,0.09,v,ms5_y1600,ms3_y2000,0.012783057621789086,4212,0.01315499824411171,4377,0.01333772645416746,4390,0.013338842908104706,4396,,15
1.8,0.09,u,ms1p5_y1200,ms3_y2000,9.407191123769816e-07,3202,1.3540884465338346e-06,4063,0.002685437311259589,4366,0.0031159918299684367,4384,0.6884507821592715,35
1.8,0.09,u,ms2_y1600,ms3_y2000,1.2939590529101752e-06,3202,1.4010311381131578e-06,4063,0.0017544056734322385,4366,0.0025738662409615356,4384,0.8522822154061493,35
1.8,0.09,u,ms5_y1600,ms3_y2000,6.264010333608596e-06,3202,6.253268178780177e-06,4063,0.00026428102422257485,4366,0.0007332627455204264,4384,0.3832165787156561,35
1.8,0.0925,p,ms1p5_y1200,ms3_y2000,0.027967988540165148,4380,0.027984069048153558,4389,0.028002554904960956,4396,0.028003757439009673,4400,,11
1.8,0.0925,p,ms2_y1600,ms3_y2000,0.02354859997013111,4380,0.023662294950269773,4389,0.023673922184036054,4396,0.023674523973261585,4400,,11
1.8,0.0925,p,ms5_y1600,ms3_y2000,0.007961483407116986,4380,0.008178353511637787,4389,0.008277449246228582,4396,0.00827809138147435,4400,,11
1.8,0.0925,rho,ms1p5_y1200,ms3_y2000,0.027967988540165162,4380,0.027984069048153582,4389,0.028002554904960952,4396,0.0280037574390097,4400,,11
1.8,0.0925,rho,ms2_y1600,ms3_y2000,0.02354859997013113,4380,0.023662294950269787,4389,0.02367392218403606,4396,0.02367452397326159,4400,,11
1.8,0.0925,rho,ms5_y1600,ms3_y2000,0.007961483407116984,4380,0.008178353511637785,4389,0.008277449246228589,4396,0.008278091381474343,4400,,11
1.8,0.0925,v,ms1p5_y1200,ms3_y2000,0.04448009382579541,4215,0.044489379458400216,4375,0.04451855876224114,4389,0.04452045093423714,4395,,16
1.8,0.0925,v,ms2_y1600,ms3_y2000,0.03745166600199609,4215,0.03761872363465501,4375,0.03763703929783428,4389,0.03763798300236772,4395,,16
1.8,0.0925,v,ms5_y1600,ms3_y2000,0.012661954165083303,4215,0.013002109898473193,4375,0.013159595617091006,4389,0.013160612324092862,4395,,16
1.8,0.0925,u,ms1p5_y1200,ms3_y2000,9.70758400381469e-07,3212,1.7655994473673259e-06,4153,0.002973211333495515,4366,0.0031936474142821056,4382,0.551782469292514,34
1.8,0.0925,u,ms2_y1600,ms3_y2000,1.3377788056583568e-06,3212,1.5535219675334133e-06,4153,0.0020047948956578967,4366,0.00260276545169276,4382,0.8197960512573874,34
1.8,0.0925,u,ms5_y1600,ms3_y2000,6.357973043714778e-06,3212,6.346751081917162e-06,4153,0.0002827470170587949,4366,0.0007487272652021971,4382,0.40469498012846034,34
1.8,0.095,p,ms1p5_y1200,ms3_y2000,0.028042134688088284,4379,0.028054758605351473,4388,0.028065055950228124,4395,0.02806581623699781,4400,,11
1.8,0.095,p,ms2_y1600,ms3_y2000,0.023472176845388704,4379,0.02358126624915706,4388,0.023595688348679877,4395,0.023598715864208326,4400,,11
1.8,0.095,p,ms5_y1600,ms3_y2000,0.008005456419496685,4379,0.008257683414207094,4388,0.008340643030246585,4395,0.008341800284188064,4400,,11
1.8,0.095,rho,ms1p5_y1200,ms3_y2000,0.028042134688088288,4379,0.02805475860535145,4388,0.028065055950228145,4395,0.02806581623699782,4400,,11
1.8,0.095,rho,ms2_y1600,ms3_y2000,0.023472176845388704,4379,0.02358126624915707,4388,0.02359568834867986,4395,0.023598715864208333,4400,,11
1.8,0.095,rho,ms5_y1600,ms3_y2000,0.008005456419496687,4379,0.0082576834142071,4388,0.008340643030246587,4395,0.008341800284188069,4400,,11
1.8,0.095,v,ms1p5_y1200,ms3_y2000,0.044553087368484796,4219,0.044557242127727464,4373,0.04457337005977458,4388,0.04457456063282166,4394,,16
1.8,0.095,v,ms2_y1600,ms3_y2000,0.037292501748118864,4219,0.03745246301393578,4373,0.03747518539220588,4388,0.03747998149898862,4394,,16
1.8,0.095,v,ms5_y1600,ms3_y2000,0.012719064284818466,4219,0.013115125761356962,4373,0.013246820181772163,4388,0.013248654487293536,4394,,16
1.8,0.095,u,ms1p5_y1200,ms3_y2000,1.00307050247394e-06,3220,3.534581141833327e-06,4197,0.0030743044150837694,4365,0.0032809791633497277,4381,0.5390194030980227,35
1.8,0.095,u,ms2_y1600,ms3_y2000,1.3847240954442708e-06,3220,2.2420024248077863e-06,4197,0.0020825590890599624,4365,0.0026565312212572835,4381,0.81997050883717,35
1.8,0.095,u,ms5_y1600,ms3_y2000,6.521680548349037e-06,3220,6.512931682095721e-06,4197,0.0002907344778510126,4365,0.0007541112437502719,4381,0.41830615009210054,35
1.8,0.0975,p,ms1p5_y1200,ms3_y2000,0.02812536038436548,4378,0.02814872091018326,4387,0.028150325984663608,4395,0.028151352063028576,4399,,11
1.8,0.0975,p,ms2_y1600,ms3_y2000,0.023333017505191827,4378,0.0234134160079711,4387,0.023437490891816237,4395,0.02344198575460256,4399,,11
1.8,0.0975,p,ms5_y1600,ms3_y2000,0.008143876921961798,4378,0.00841468528758427,4387,0.008464097854491282,4395,0.008471903802567616,4399,,11
1.8,0.0975,rho,ms1p5_y1200,ms3_y2000,0.02812536038436547,4378,0.028148720910183268,4387,0.028150325984663622,4395,0.028151352063028563,4399,,11
1.8,0.0975,rho,ms2_y1600,ms3_y2000,0.023333017505191806,4378,0.02341341600797112,4387,0.023437490891816237,4395,0.02344198575460255,4399,,11
1.8,0.0975,rho,ms5_y1600,ms3_y2000,0.008143876921961809,4378,0.008414685287584277,4387,0.008464097854491289,4395,0.008471903802567628,4399,,11
1.8,0.0975,v,ms1p5_y1200,ms3_y2000,0.044637513503371896,4222,0.044658918923689596,4372,0.04466126269483719,4386,0.04466287006256827,4393,,18
1.8,0.0975,v,ms2_y1600,ms3_y2000,0.0370317213877909,4222,0.03714628969806604,4372,0.037184323455233516,4386,0.037191437793967164,4393,,18
1.8,0.0975,v,ms5_y1600,ms3_y2000,0.012925143442675657,4222,0.013350261317823325,4372,0.013428597697997919,4386,0.013440976368532979,4393,,18
1.8,0.0975,u,ms1p5_y1200,ms3_y2000,1.037144536781102e-06,3227,7.086148614061405e-06,4222,0.0031755004497479606,4364,0.003368872408244079,4380,0.5275028707279806,35
1.8,0.0975,u,ms2_y1600,ms3_y2000,1.4337794552738007e-06,3227,3.86147449406159e-06,4222,0.002155442867197654,4364,0.002704430186803353,4380,0.813730341986494,35
1.8,0.0975,u,ms5_y1600,ms3_y2000,6.908657934179326e-06,3227,6.910257249231574e-06,4222,0.00029821838433922933,4364,0.0007477223653938541,4380,0.43512875343617335,35
1.8,0.1,p,ms1p5_y1200,ms3_y2000,0.028193312549042608,4375,0.02828586474719506,4386,0.028286292192772226,4394,0.02828735828862738,4398,,11
1.8,0.1,p,ms2_y1600,ms3_y2000,0.022986892327387647,4375,0.023223453079349886,4386,0.02324834558212259,4394,0.023249724155283476,4398,,11
1.8,0.1,p,ms5_y1600,ms3_y2000,0.00805556126496046,4375,0.008558723204049566,4386,0.008575765372480488,4394,0.008582366343739083,4398,,11
1.8,0.1,rho,ms1p5_y1200,ms3_y2000,0.028193312549042632,4375,0.028285864747195102,4386,0.028286292192772265,4394,0.028287358288627423,4398,,11
1.8,0.1,rho,ms2_y1600,ms3_y2000,0.022986892327387674,4375,0.02322345307934992,4386,0.02324834558212263,4394,0.023249724155283487,4398,,11
1.8,0.1,rho,ms5_y1600,ms3_y2000,0.008055561264960466,4375,0.00855872320404958,4386,0.008575765372480497,4394,0.008582366343739095,4398,,11
1.8,0.1,v,ms1p5_y1200,ms3_y2000,0.0446952790670478,4225,0.04482669884858676,4370,0.04482715910470673,4385,0.0448288278563201,4392,,18
1.8,0.1,v,ms2_y1600,ms3_y2000,0.03644153399636104,4225,0.03680400267625403,4370,0.036843275502619406,4385,0.03684544433939194,4392,,18
1.8,0.1,v,ms5_y1600,ms3_y2000,0.012770663749504162,4225,0.013563713350370755,4370,0.013590656448505005,4385,0.013601111932457614,4392,,18
1.8,0.1,u,ms1p5_y1200,ms3_y2000,1.0730591581960341e-06,3233,1.2392520678590552e-05,4238,0.003277237117739698,4363,0.0034583843843438576,4379,0.5210080722631121,36
1.8,0.1,u,ms2_y1600,ms3_y2000,1.4855184273643333e-06,3233,6.675096810761486e-06,4238,0.0022313707984642594,4363,0.002753207516699375,4379,0.8003071034584399,36
1.8,0.1,u,ms5_y1600,ms3_y2000,7.093534675469345e-06,3233,7.1291714885332405e-06,4238,0.0003115150838074836,4363,0.0007509316800315344,4379,0.4505334056716142,36
1.8,0.1025,p,ms1p5_y1200,ms3_y2000,0.028344611777262826,4373,0.028422883836877896,4385,0.028427901400809256,4393,0.02842932977010378,4397,,12
1.8,0.1025,p,ms2_y1600,ms3_y2000,0.022899918410662315,4373,0.023085930420872758,4385,0.023111480028428534,4393,0.023112011493607094,4397,,12
1.8,0.1025,p,ms5_y1600,ms3_y2000,0.00824930361534111,4373,0.008696593576582074,4385,0.008697271065608789,4393,0.008698693848603464,4397,,12
1.8,0.1025,rho,ms1p5_y1200,ms3_y2000,0.02834461177726283,4373,0.02842288383687794,4385,0.028427901400809252,4393,0.028429329770103824,4397,,12
1.8,0.1025,rho,ms2_y1600,ms3_y2000,0.022899918410662346,4373,0.02308593042087276,4385,0.02311148002842853,4393,0.023112011493607133,4397,,12
1.8,0.1025,rho,ms5_y1600,ms3_y2000,0.008249303615341114,4373,0.00869659357658208,4385,0.008697271065608787,4393,0.008698693848603467,4397,,12
1.8,0.1025,v,ms1p5_y1200,ms3_y2000,0.04488239070740169,4227,0.04499125035077286,4368,0.044998957016890474,4384,0.04500120006007826,4391,,19
1.8,0.1025,v,ms2_y1600,ms3_y2000,0.03626103911159096,4227,0.03654334055917534,4368,0.036583593240619584,4384,0.03658441986943584,4391,,19
1.8,0.1025,v,ms5_y1600,ms3_y2000,0.013062457129837906,4227,0.01376611525919035,4368,0.013767116317741359,4384,0.01376936312647499,4391,,19
1.8,0.1025,u,ms1p5_y1200,ms3_y2000,1.1112797316854744e-06,3237,2.120627427843132e-05,4249,0.0033795526444583457,4361,0.003549233558017739,4378,0.4916427371975154,37
