metric,mismatch,ecdf
stage2_mismatch,1.6593016787285854e-21,0.168
stage2_mismatch,1.6772952425669916e-21,0.17
stage2_mismatch,1.7090909084963437e-21,0.172
stage2_mismatch,1.74040691484924e-21,0.174
stage2_mismatch,1.7619268271540095e-21,0.176
stage2_mismatch,1.8314966723338423e-21,0.178
stage2_mismatch,1.8443667431538795e-21,0.18
stage2_mismatch,1.8630278789556067e-21,0.182
stage2_mismatch,1.8915819734304432e-21,0.184
stage2_mismatch,1.898696375457608e-21,0.186
stage2_mismatch,1.962854688470166e-21,0.188
stage2_mismatch,1.9900208113701202e-21,0.19
stage2_mismatch,2.022802689903935e-21,0.192
stage2_mismatch,2.027919052408581e-21,0.194
stage2_mismatch,2.057141262371903e-21,0.196
stage2_mismatch,2.0641969970107608e-21,0.198
stage2_mismatch,2.0730842014170637e-21,0.2
stage2_mismatch,2.113353695819393e-21,0.202
stage2_mismatch,2.137101816945656e-21,0.204
stage2_mismatch,2.1924755610888466e-21,0.206
stage2_mismatch,2.256819953767172e-21,0.208
stage2_mismatch,2.2705114488817364e-21,0.21
stage2_mismatch,2.275423408059509e-21,0.212
stage2_mismatch,2.2993813283212378e-21,0.214
stage2_mismatch,2.3135428835611177e-21,0.216
stage2_mismatch,2.3796272635826458e-21,0.218
stage2_mismatch,2.4136292724897056e-21,0.22
stage2_mismatch,2.422364171521037e-21,0.222
stage2_mismatch,2.4270875771652435e-21,0.224
stage2_mismatch,2.482666674621053e-21,0.226
stage2_mismatch,2.5021324964694048e-21,0.228
stage2_mismatch,2.5079114508584786e-21,0.23
stage2_mismatch,2.5388749553075225e-21,0.232
stage2_mismatch,2.5691279784931664e-21,0.234
stage2_mismatch,2.580530336719793e-21,0.236
stage2_mismatch,2.65217267943919e-21,0.238
stage2_mismatch,2.6546890047179577e-21,0.24
stage2_mismatch,2.6961730964231418e-21,0.242
stage2_mismatch,2.7217368742055738e-21,0.244
stage2_mismatch,2.766822126198284e-21,0.246
stage2_mismatch,2.773039203087279e-21,0.248
stage2_mismatch,2.7839475919978437e-21,0.25
stage2_mismatch,2.7998098406303764e-21,0.252
stage2_mismatch,2.816141333903265e-21,0.254
stage2_mismatch,2.867322841440372e-21,0.256
stage2_mismatch,2.89191612289694e-21,0.258
stage2_mismatch,2.9031992130460906e-21,0.26
stage2_mismatch,2.920693017132175e-21,0.262
stage2_mismatch,2.9573353914123096e-21,0.264
stage2_mismatch,3.0007222018158213e-21,0.266
stage2_mismatch,3.0201663015902878e-21,0.268
stage2_mismatch,3.022509672862676e-21,0.27
stage2_mismatch,3.043836912399448e-21,0.272
stage2_mismatch,3.103813523451666e-21,0.274
stage2_mismatch,3.111686161423205e-21,0.276
stage2_mismatch,3.185644968355588e-21,0.278
stage2_mismatch,3.1982400578440677e-21,0.28
stage2_mismatch,3.209702553895728e-21,0.282
stage2_mismatch,3.237589310107286e-21,0.284
stage2_mismatch,3.311231772575408e-21,0.286
stage2_mismatch,3.320847182371929e-21,0.288
stage2_mismatch,3.3244309498542162e-21,0.29
stage2_mismatch,3.333757790387303e-21,0.292
stage2_mismatch,3.3535821307816318e-21,0.294
stage2_mismatch,3.359036405799334e-21,0.296
stage2_mismatch,3.416418120434979e-21,0.298
stage2_mismatch,3.437111190745739e-21,0.3
stage2_mismatch,3.457866740417914e-21,0.302
stage2_mismatch,3.4642415056714825e-21,0.304
stage2_mismatch,3.4656008210851216e-21,0.306
stage2_mismatch,3.4900091517358784e-21,0.308
stage2_mismatch,3.525147310461935e-21,0.31
stage2_mismatch,3.57191808151614e-21,0.312
stage2_mismatch,3.618355937491123e-21,0.314
stage2_mismatch,3.697426911765859e-21,0.316
stage2_mismatch,3.748422124672603e-21,0.318
stage2_mismatch,3.76502580769552e-21,0.32
stage2_mismatch,3.770150405119156e-21,0.322
stage2_mismatch,3.8532795228595074e-21,0.324
stage2_mismatch,3.887427340083123e-21,0.326
stage2_mismatch,3.890529084364467e-21,0.328
stage2_mismatch,3.903947273096392e-21,0.33
stage2_mismatch,3.910387322111893e-21,0.332
stage2_mismatch,3.935309066316733e-21,0.334
stage2_mismatch,3.950367099655386e-21,0.336
stage2_mismatch,3.9510370129578736e-21,0.338
stage2_mismatch,4.002341370789828e-21,0.34
stage2_mismatch,4.055899642278657e-21,0.342
stage2_mismatch,4.1098708266394586e-21,0.344
stage2_mismatch,4.115281867149175e-21,0.346
stage2_mismatch,4.121209614115608e-21,0.348
stage2_mismatch,4.1321643551124565e-21,0.35
stage2_mismatch,4.158011048194999e-21,0.352
stage2_mismatch,4.199464302735753e-21,0.354
stage2_mismatch,4.296367153551178e-21,0.356
stage2_mismatch,4.353960991306515e-21,0.358
stage2_mismatch,4.363343008715617e-21,0.36
stage2_mismatch,4.4207919745322925e-21,0.362
stage2_mismatch,4.428176821940809e-21,0.364
stage2_mismatch,4.4767742430195415e-21,0.366
stage2_mismatch,4.478676104620496e-21,0.368
stage2_mismatch,4.490929007744751e-21,0.37
stage2_mismatch,4.511129202297879e-21,0.372
stage2_mismatch,4.5318530431143226e-21,0.374
stage2_mismatch,4.532989149348755e-21,0.376
stage2_mismatch,4.535501047342908e-21,0.378
stage2_mismatch,4.5525644489191035e-21,0.38
stage2_mismatch,4.554542280783458e-21,0.382
stage2_mismatch,4.708429947436145e-21,0.384
stage2_mismatch,4.713184859396045e-21,0.386
stage2_mismatch,4.760436988838666e-21,0.388
stage2_mismatch,4.805584834577623e-21,0.39
stage2_mismatch,4.888691949409606e-21,0.392
stage2_mismatch,4.9292654481250565e-21,0.394
stage2_mismatch,4.9691300488209436e-21,0.396
stage2_mismatch,4.981221032919591e-21,0.398
stage2_mismatch,5.011921473358773e-21,0.4
stage2_mismatch,5.0681660347443495e-21,0.402
stage2_mismatch,5.081769677772559e-21,0.404
stage2_mismatch,5.105286746864494e-21,0.406
stage2_mismatch,5.11315900440786e-21,0.408
stage2_mismatch,5.1231349987770676e-21,0.41
stage2_mismatch,5.133247984758925e-21,0.412
stage2_mismatch,5.1431798508407405e-21,0.414
stage2_mismatch,5.1490416048592864e-21,0.416
stage2_mismatch,5.149296539460305e-21,0.418
stage2_mismatch,5.1512724965967185e-21,0.42
stage2_mismatch,5.193623226159213e-21,0.422
stage2_mismatch,5.2054074070662476e-21,0.424
stage2_mismatch,5.2457278960012875e-21,0.426
stage2_mismatch,5.276263891482244e-21,0.428
stage2_mismatch,5.284718794787674e-21,0.43
stage2_mismatch,5.35955686431008e-21,0.432
stage2_mismatch,5.373936501922146e-21,0.434
stage2_mismatch,5.3811009682178e-21,0.436
stage2_mismatch,5.39674909712369e-21,0.438
stage2_mismatch,5.424384233133322e-21,0.44
stage2_mismatch,5.478288382263767e-21,0.442
stage2_mismatch,5.532723297521628e-21,0.444
stage2_mismatch,5.559842990435283e-21,0.446
stage2_mismatch,5.568588318207781e-21,0.448
stage2_mismatch,5.5758150195151835e-21,0.45
stage2_mismatch,5.5980548573261105e-21,0.452
stage2_mismatch,5.619606540412193e-21,0.454
stage2_mismatch,5.666845055496096e-21,0.456
stage2_mismatch,5.695095389613046e-21,0.458
stage2_mismatch,5.6963689765538865e-21,0.46
stage2_mismatch,5.7457459766032145e-21,0.462
stage2_mismatch,5.784320142064263e-21,0.464
stage2_mismatch,5.82532796313944e-21,0.466
stage2_mismatch,5.849146263895629e-21,0.468
stage2_mismatch,5.866480633276312e-21,0.47
stage2_mismatch,5.9082560327755616e-21,0.472
stage2_mismatch,5.959089511447366e-21,0.474
stage2_mismatch,6.00814407347637e-21,0.476
stage2_mismatch,6.011104759369884e-21,0.478
stage2_mismatch,6.041096891068599e-21,0.48
stage2_mismatch,6.0570540879857606e-21,0.482
stage2_mismatch,6.0756628037831206e-21,0.484
stage2_mismatch,6.081202500603945e-21,0.486
stage2_mismatch,6.092982737995314e-21,0.488
stage2_mismatch,6.153030249499111e-21,0.49
stage2_mismatch,6.161393468826338e-21,0.492
stage2_mismatch,6.23060674808815e-21,0.494
stage2_mismatch,6.234393136071665e-21,0.496
stage2_mismatch,6.2690146392225315e-21,0.498
stage2_mismatch,6.3663656401432755e-21,0.5
stage2_mismatch,6.3677830654177766e-21,0.502
stage2_mismatch,6.4305908643378145e-21,0.504
stage2_mismatch,6.484977976202542e-21,0.506
stage2_mismatch,6.534280141948172e-21,0.508
stage2_mismatch,6.5546860582119615e-21,0.51
stage2_mismatch,6.5592889669306175e-21,0.512
stage2_mismatch,6.5784371178450965e-21,0.514
stage2_mismatch,6.592131455225503e-21,0.516
stage2_mismatch,6.613783083832832e-21,0.518
stage2_mismatch,6.6777896326290005e-21,0.52
stage2_mismatch,6.7072895949950226e-21,0.522
stage2_mismatch,6.710054002631773e-21,0.524
stage2_mismatch,6.7340846503469355e-21,0.526
stage2_mismatch,6.7444383290322435e-21,0.528
stage2_mismatch,6.751880386802974e-21,0.53
stage2_mismatch,6.771599759787533e-21,0.532
stage2_mismatch,6.785347267181812e-21,0.534
stage2_mismatch,6.806287763715495e-21,0.536
stage2_mismatch,6.810098592976436e-21,0.538
stage2_mismatch,6.821537479998924e-21,0.54
stage2_mismatch,6.830636775970483e-21,0.542
stage2_mismatch,6.84929459145666e-21,0.544
stage2_mismatch,6.856647169523772e-21,0.546
stage2_mismatch,6.915905236365277e-21,0.548
stage2_mismatch,7.00958268343044e-21,0.55
stage2_mismatch,7.053226060390968e-21,0.552
stage2_mismatch,7.061284331335786e-21,0.554
stage2_mismatch,7.093114596704441e-21,0.556
stage2_mismatch,7.103740591751952e-21,0.558
stage2_mismatch,7.125616222146485e-21,0.56
stage2_mismatch,7.146774609950799e-21,0.562
stage2_mismatch,7.243962908507056e-21,0.564
stage2_mismatch,7.246079699994803e-21,0.566
stage2_mismatch,7.369992683565922e-21,0.568
stage2_mismatch,7.43816364485797e-21,0.57
stage2_mismatch,7.447511872987919e-21,0.572
stage2_mismatch,7.450118162922547e-21,0.574
stage2_mismatch,7.498186041397126e-21,0.576
stage2_mismatch,7.524512056620874e-21,0.578
stage2_mismatch,7.539157555149142e-21,0.58
stage2_mismatch,7.691380071326122e-21,0.582
stage2_mismatch,7.715234011043072e-21,0.584
stage2_mismatch,7.728502158430824e-21,0.586
stage2_mismatch,7.772759439569569e-21,0.588
stage2_mismatch,7.811019098809481e-21,0.59
stage2_mismatch,7.832699344135007e-21,0.592
stage2_mismatch,7.866378858026542e-21,0.594
stage2_mismatch,7.869845333725137e-21,0.596
stage2_mismatch,7.874888843347464e-21,0.598
stage2_mismatch,7.884034322391856e-21,0.6
stage2_mismatch,7.893027291746305e-21,0.602
stage2_mismatch,7.955646275230957e-21,0.604
stage2_mismatch,7.980382290024272e-21,0.606
stage2_mismatch,7.980699667699104e-21,0.608
stage2_mismatch,7.999436120784618e-21,0.61
stage2_mismatch,8.037930453522057e-21,0.612
stage2_mismatch,8.105118056308397e-21,0.614
stage2_mismatch,8.29686667848886e-21,0.616
stage2_mismatch,8.377965523850107e-21,0.618
stage2_mismatch,8.40041825963935e-21,0.62
stage2_mismatch,8.471389815195591e-21,0.622
stage2_mismatch,8.486929069463647e-21,0.624
stage2_mismatch,8.566482958352149e-21,0.626
stage2_mismatch,8.579311834066855e-21,0.628
stage2_mismatch,8.591327041567453e-21,0.63
stage2_mismatch,8.717247985375833e-21,0.632
stage2_mismatch,8.77722325220907e-21,0.634
stage2_mismatch,8.830391906874532e-21,0.636
stage2_mismatch,8.848763152070809e-21,0.638
stage2_mismatch,9.034032085764144e-21,0.64
stage2_mismatch,9.085939799915151e-21,0.642
stage2_mismatch,9.0967796827642e-21,0.644
stage2_mismatch,9.09982956417419e-21,0.646
stage2_mismatch,9.208942923939963e-21,0.648
stage2_mismatch,9.24511694854244e-21,0.65
stage2_mismatch,9.281105183188316e-21,0.652
stage2_mismatch,9.873042403598184e-21,0.654
stage2_mismatch,1.0109545976385531e-20,0.656
stage2_mismatch,1.0301016685235668e-20,0.658
stage2_mismatch,1.0960933160721412e-20,0.66
stage2_mismatch,1.1336416362413031e-20,0.662
stage2_mismatch,1.1417035424741091e-20,0.664
stage2_mismatch,1.171082100882313e-20,0.666
stage2_mismatch,1.1792275957829908e-20,0.668
stage2_mismatch,1.2065245926792727e-20,0.67
stage2_mismatch,1.2932574258276221e-20,0.672
stage2_mismatch,1.3168069180296731e-20,0.674
stage2_mismatch,1.3787421554372554e-20,0.676
stage2_mismatch,1.3995108764044213e-20,0.678
stage2_mismatch,1.4079925178741324e-20,0.68
stage2_mismatch,1.464521553408134e-20,0.682
stage2_mismatch,1.5505549714338618e-20,0.684
stage2_mismatch,1.5932814361752094e-20,0.686
stage2_mismatch,1.707503402365208e-20,0.688
stage2_mismatch,1.7778017568044802e-20,0.69
stage2_mismatch,1.7972049900736252e-20,0.692
stage2_mismatch,1.8336624261746528e-20,0.694
stage2_mismatch,2.0298090710182584e-20,0.696
stage2_mismatch,2.0566477612645094e-20,0.698
stage2_mismatch,2.1194180727846352e-20,0.7
stage2_mismatch,2.1319271438939335e-20,0.702
stage2_mismatch,2.280029296941823e-20,0.704
stage2_mismatch,2.457047607175218e-20,0.706
stage2_mismatch,2.466928340930044e-20,0.708
stage2_mismatch,2.4944726209696016e-20,0.71
stage2_mismatch,2.551112156234345e-20,0.712
stage2_mismatch,2.758538196148387e-20,0.714
stage2_mismatch,2.795258358562714e-20,0.716
stage2_mismatch,2.80907798739269e-20,0.718
stage2_mismatch,2.821887194275743e-20,0.72
stage2_mismatch,2.9366317086346776e-20,0.722
stage2_mismatch,3.1506806996982623e-20,0.724
stage2_mismatch,3.2885906391315144e-20,0.726
stage2_mismatch,3.392055646978618e-20,0.728
stage2_mismatch,3.392791799452203e-20,0.73
stage2_mismatch,3.642202837334469e-20,0.732
stage2_mismatch,3.742278670199739e-20,0.734
stage2_mismatch,3.7445126355364736e-20,0.736
stage2_mismatch,3.876062448686861e-20,0.738
stage2_mismatch,3.987877343579413e-20,0.74
stage2_mismatch,4.1912013445530216e-20,0.742
stage2_mismatch,4.300420895094056e-20,0.744
stage2_mismatch,4.52488808751188e-20,0.746
stage2_mismatch,4.539561039819599e-20,0.748
stage2_mismatch,4.8607744460426464e-20,0.75
stage2_mismatch,5.0351597510195864e-20,0.752
stage2_mismatch,5.2613179454963484e-20,0.754
stage2_mismatch,5.3821206562531046e-20,0.756
stage2_mismatch,5.517680489277332e-20,0.758
stage2_mismatch,6.09347506087978e-20,0.76
stage2_mismatch,6.435296182900301e-20,0.762
stage2_mismatch,7.058298959736294e-20,0.764
stage2_mismatch,7.214895880026681e-20,0.766
stage2_mismatch,7.357061206550845e-20,0.768
stage2_mismatch,7.435613265913316e-20,0.77
stage2_mismatch,8.529835525777561e-20,0.772
stage2_mismatch,8.804854565122655e-20,0.774
stage2_mismatch,9.073692899233524e-20,0.776
stage2_mismatch,9.170532637626656e-20,0.778
stage2_mismatch,9.273457271888268e-20,0.78
stage2_mismatch,9.55677058798289e-20,0.782
stage2_mismatch,9.60592705932348e-20,0.784
stage2_mismatch,9.729757772906338e-20,0.786
stage2_mismatch,9.774524304543512e-20,0.788
stage2_mismatch,1.0038076067734292e-19,0.79
stage2_mismatch,1.0503380950557528e-19,0.792
stage2_mismatch,1.057696846432765e-19,0.794
stage2_mismatch,1.0919272715295446e-19,0.796
stage2_mismatch,1.1128765101251156e-19,0.798
stage2_mismatch,1.122824510976241e-19,0.8
stage2_mismatch,1.1372513584977168e-19,0.802
stage2_mismatch,1.1743482959515652e-19,0.804
stage2_mismatch,1.1918042613145888e-19,0.806
stage2_mismatch,1.2101489600792272e-19,0.808
stage2_mismatch,1.2119416632101932e-19,0.81
stage2_mismatch,1.2237322121179992e-19,0.812
stage2_mismatch,1.3115349015420094e-19,0.814
stage2_mismatch,1.3318190890976108e-19,0.816
stage2_mismatch,1.3463211542145211e-19,0.818
stage2_mismatch,1.3771754661226746e-19,0.82
stage2_mismatch,1.412008180675131e-19,0.822
stage2_mismatch,1.4234655392307025e-19,0.824
stage2_mismatch,1.4646480036894432e-19,0.826
stage2_mismatch,1.4722514864537512e-19,0.828
stage2_mismatch,1.4942323094857307e-19,0.83
stage2_mismatch,1.5037335190621957e-19,0.832
stage2_mismatch,1.5462800253453857e-19,0.834
stage2_mismatch,1.548418212760366e-19,0.836
stage2_mismatch,1.5625841531833554e-19,0.838
stage2_mismatch,1.6108116116872941e-19,0.84
stage2_mismatch,1.6389663499042557e-19,0.842
stage2_mismatch,1.6861095822580609e-19,0.844
stage2_mismatch,1.7030157630590972e-19,0.846
stage2_mismatch,1.7433872662483714e-19,0.848
stage2_mismatch,1.7452420044542908e-19,0.85
stage2_mismatch,1.949153416024215e-19,0.852
stage2_mismatch,1.965909432923648e-19,0.854
stage2_mismatch,2.0165838374941457e-19,0.856
stage2_mismatch,2.0169109068221808e-19,0.858
stage2_mismatch,2.032593372098039e-19,0.86
stage2_mismatch,2.0573024014112904e-19,0.862
stage2_mismatch,2.0758107378849024e-19,0.864
stage2_mismatch,2.0760130745934196e-19,0.866
stage2_mismatch,2.1330716835720905e-19,0.868
stage2_mismatch,2.1363135487589644e-19,0.87
stage2_mismatch,2.1582667153846812e-19,0.872
stage2_mismatch,2.170903149893619e-19,0.874
stage2_mismatch,2.1855856990176833e-19,0.876
stage2_mismatch,2.2146561714202244e-19,0.878
stage2_mismatch,2.221256774305983e-19,0.88
stage2_mismatch,2.2258470032531017e-19,0.882
stage2_mismatch,2.4088405214025324e-19,0.884
stage2_mismatch,2.4117358826947827e-19,0.886
stage2_mismatch,2.435592534294644e-19,0.888
stage2_mismatch,2.4832951311609363e-19,0.89
stage2_mismatch,2.487563657108879e-19,0.892
stage2_mismatch,2.5200065313461457e-19,0.894
stage2_mismatch,2.557849689951019e-19,0.896
stage2_mismatch,2.584258470788557e-19,0.898
stage2_mismatch,2.592048379426017e-19,0.9
stage2_mismatch,2.6379846991654763e-19,0.902
stage2_mismatch,2.66651795656581e-19,0.904
stage2_mismatch,2.6841680383201764e-19,0.906
stage2_mismatch,2.751594150164095e-19,0.908
stage2_mismatch,2.8374763950826864e-19,0.91
stage2_mismatch,2.848595998447732e-19,0.912
stage2_mismatch,3.0102463503768104e-19,0.914
stage2_mismatch,3.048778284855606e-19,0.916
stage2_mismatch,3.0660357963860392e-19,0.918
stage2_mismatch,3.1068920723903857e-19,0.92
stage2_mismatch,3.1390750802891355e-19,0.922
stage2_mismatch,3.147669940787792e-19,0.924
stage2_mismatch,3.175266470496926e-19,0.926
stage2_mismatch,3.2450326577918144e-19,0.928
stage2_mismatch,3.264368523680717e-19,0.93
stage2_mismatch,3.2666017191680937e-19,0.932
stage2_mismatch,3.2687950540188005e-19,0.934
stage2_mismatch,3.306419081137482e-19,0.936
stage2_mismatch,3.3274837952039548e-19,0.938
stage2_mismatch,3.3769688906641764e-19,0.94
stage2_mismatch,3.4076502622033816e-19,0.942
stage2_mismatch,3.6294236514554242e-19,0.944
stage2_mismatch,3.6299159421228113e-19,0.946
stage2_mismatch,3.6656959645847053e-19,0.948
stage2_mismatch,3.6675460495210264e-19,0.95
stage2_mismatch,3.735817007775942e-19,0.952
stage2_mismatch,3.7640122046492483e-19,0.954
stage2_mismatch,3.785916715612285e-19,0.956
stage2_mismatch,3.8394864627238107e-19,0.958
stage2_mismatch,3.859120371040518e-19,0.96
stage2_mismatch,3.8931665395428884e-19,0.962
stage2_mismatch,3.9526003648780673e-19,0.964
stage2_mismatch,3.9769166715594586e-19,0.966
stage2_mismatch,4.074315268442362e-19,0.968
stage2_mismatch,4.1156465283893603e-19,0.97
stage2_mismatch,4.2247235920101284e-19,0.972
stage2_mismatch,4.2600700686669713e-19,0.974
stage2_mismatch,4.356774536300192e-19,0.976
stage2_mismatch,4.40261022540848e-19,0.978
stage2_mismatch,4.471534327786745e-19,0.98
stage2_mismatch,4.702824674185992e-19,0.982
stage2_mismatch,4.8040703173205405e-19,0.984
stage2_mismatch,4.829158268325553e-19,0.986
stage2_mismatch,4.923767017572706e-19,0.988
stage2_mismatch,4.989636998729159e-19,0.99
stage2_mismatch,5.14487750459899e-19,0.992
stage2_mismatch,5.2493630830644045e-19,0.994
stage2_mismatch,5.494946124039141e-19,0.996
stage2_mismatch,5.624901011192466e-19,0.998
stage2_mismatch,6.418360421826917e-19,1.0
