epoch,loss,compat,ode,bc,gauge,q0,anchor_p,anchor_q,tail_p,tail_q,lr
36,0.002696910287767371,6.373202952749547e-05,4.312954575092818e-06,1.572146413447079e-10,1.6639512316338204e-08,0.0005183517866566658,6.133794823804001e-06,2.588181908244813e-05,0.007328962553071472,0.0008966171365218409,9.9966249950428e-06
37,0.002593634337924057,5.648196525031814e-05,4.357318263433471e-06,1.805959958218054e-10,7.04477297896947e-09,0.0005190542374368556,5.428771680276037e-06,2.5671085725141363e-05,0.007329281653176023,0.0008963071694213415,9.996434914380685e-06
38,0.002572440293414161,5.2397052514934926e-05,4.060418181229186e-06,2.2925369510904487e-10,1.9297916000659403e-08,0.0005193872009680636,6.007071223366484e-06,2.5485209085224636e-05,0.007329960994932527,0.000896081420102815,9.996239628670722e-06
39,0.0026120155305227174,5.357537125153871e-05,4.4759088300989655e-06,2.7077597456189814e-10,4.995336787848518e-09,0.0005192395598127988,6.574262390414428e-06,2.5717052345653966e-05,0.007330290996865375,0.00089597124123745,9.996039138127066e-06
40,0.0025187343854636193,4.9730626609028885e-05,3.893198608103071e-06,2.72433305585955e-10,9.169532897647894e-09,0.0005199082519032983,5.677752010193327e-06,2.4366508010084337e-05,0.007330014329237174,0.0008959140996082386,9.995833442969578e-06
41,0.0025581772151314374,5.408537532146484e-05,4.185825953151457e-06,2.595525991815998e-10,8.202486976795791e-09,0.000520274186344613,5.557686591290164e-06,2.4162485144986887e-05,0.007329553381552531,0.0008959354244725861,9.995622543423828e-06
42,0.002685881459300407,6.431098797714737e-05,4.882313686046954e-06,2.48929738038641e-10,6.477804071942767e-09,0.0005193641774424542,5.9398876488372385e-06,2.450709497322922e-05,0.007329172826429274,0.0008958932538974405,9.995406439721094e-06
43,0.0025676689985269963,5.3075357282416146e-05,4.602095814208303e-06,2.4398829152569084e-10,2.786206669962301e-09,0.0005193356116628586,5.63382515001082e-06,2.5469577279633705e-05,0.007328897837008555,0.0008956524185888802,9.995185132098359e-06
44,0.002548980477380716,5.2472909759032846e-05,4.252487616369441e-06,2.509653117919424e-10,1.9824560105271874e-08,0.0005200767615193928,5.367502326312862e-06,2.5452278907975138e-05,0.00732875797469599,0.0008952910247693182,9.994958620798314e-06
45,0.002565231253874603,5.584833038110259e-05,4.2062498949315605e-06,2.4616400682755916e-10,5.406738609119256e-09,0.0005192311974186817,5.381669233550231e-06,2.3840866388282398e-05,0.007328605032824931,0.000894868283667872,9.994726906069359e-06
46,0.0025496139365054214,5.307735280628108e-05,4.375724457757223e-06,2.3384790741762285e-10,6.697941979783928e-09,0.0005180943368932273,5.4552126098396995e-06,2.4577818565651377e-05,0.007328473148880339,0.0008945474576548377,9.994489988165593e-06
47,0.0025638333220108496,5.443939422058833e-05,4.114088325794749e-06,2.1027388783204623e-10,4.517797167056872e-09,0.0005188936481058981,5.407841240051808e-06,2.5116936570903847e-05,0.007328224381509297,0.0008942923947917225,9.994247867346829e-06
48,0.002604988273965712,5.930045346169335e-05,4.560257921646321e-06,1.9848044626288305e-10,1.664610112684034e-08,0.0005194359821400048,5.44786794251666e-06,2.3650186632784028e-05,0.007327949665641835,0.0008941212650766418,9.994000543878583e-06
49,0.0026267465193914492,6.168545770711818e-05,4.651758277364779e-06,2.0002998434775795e-10,1.3606899322527371e-09,0.0005188610100181565,5.424512048287466e-06,2.3603349003459935e-05,0.007327614003780012,0.0008939503446321309,9.993748018032073e-06
50,0.002524186167069926,5.172608749211998e-05,4.481208450078511e-06,1.9676976148418877e-10,1.5348603944293593e-09,0.0005190831714950862,5.361615337517222e-06,2.3737698878851038e-05,0.007327158591625476,0.0008936493119794753,9.993490290084225e-06
51,0.0025804591492233596,5.726320933089133e-05,4.251945103917372e-06,1.9344379425171792e-10,9.96208160348411e-10,0.0005191489338836426,5.517099084703805e-06,2.3450491666714914e-05,0.0073267454248597715,0.0008933230031219428,9.99322736031767e-06
52,0.0025338513532621237,5.309673059799304e-05,4.305480753674846e-06,1.8727534132180044e-10,9.920307680206565e-10,0.0005192274528143719,5.381425923271812e-06,2.3450908723040806e-05,0.00732654651568213,0.000893017277282192,9.992959229020745e-06
53,0.0026678135412151207,6.657975600129684e-05,4.444894931959286e-06,1.7849198503372663e-10,1.0960020243798034e-08,0.0005199636483066707,5.30909943074599e-06,2.341712128948813e-05,0.007326477529286635,0.0008927352807286147,9.992685896487483e-06
54,0.0025516655181662988,5.5422687809630715e-05,3.992473320528147e-06,1.643900815560209e-10,1.2080047817162651e-08,0.000519903445802715,5.335305626111253e-06,2.3302457746033025e-05,0.0073262258724835876,0.0008924127455972899,9.992407363017632e-06
55,0.00245099582869686,4.5897182879539215e-05,3.884932109813277e-06,1.515021751688507e-10,8.997775213766725e-10,0.0005191248718864844,5.2732062222452005e-06,2.323776601422407e-05,0.007325851892944465,0.0008921076677350452,9.992123628916634e-06
56,0.002543075241359107,5.453393752043819e-05,4.275060469146577e-06,1.5268779704019646e-10,1.1214053811777956e-09,0.0005190763371682365,5.28073491049939e-06,2.339051893327948e-05,0.007325690816712952,0.0008919463614767992,9.991834694495642e-06
57,0.002599624978830483,6.015579254285435e-05,4.603760201940881e-06,1.6687464396105363e-10,1.7848443259233029e-09,0.0005192723333214214,5.287451251786791e-06,2.3061171857980007e-05,0.007325718757541007,0.0008918821859517168,9.991540560071507e-06
58,0.0024758967144879645,4.854670395278144e-05,4.096140104070658e-06,1.767741858281836e-10,2.5902472149672076e-09,0.0005195864376520108,5.22474140602778e-06,2.305055213145626e-05,0.007325617512159893,0.0008917406745315517,9.991241225966781e-06
59,0.002518023586576231,5.27121660087836e-05,4.37546766909096e-06,1.9459034363813815e-10,6.86518032502551e-09,0.0005199565844202612,5.1667978976886e-06,2.30098708858744e-05,0.0073255342029103715,0.0008915874921949535,9.990936692509724e-06
60,0.002588922248991259,5.982096741404677e-05,4.117910744768354e-06,2.1256737443334627e-10,1.708295484613007e-09,0.0005197616631914119,5.2649193302488056e-06,2.2911532165785178e-05,0.0073253815947323135,0.0008913994538578203,9.990626960034293e-06
61,0.002474217618662589,4.813564104327823e-05,4.4502740105139075e-06,2.2135137781024174e-10,1.8001218150137574e-09,0.0005193332040504501,5.247701085482781e-06,2.2869179003012117e-05,0.007325074996771521,0.000891183922237466,9.990312028880147e-06
62,0.0025637847115737833,5.7437396941140025e-05,4.620979264642173e-06,2.3232080011113443e-10,4.946237181381861e-09,0.0005199403659923428,5.152178592918898e-06,2.2708759874512187e-05,0.0073248745283154395,0.00089104062513711,9.989991899392644e-06
63,0.0026007063302934965,6.134333065897626e-05,4.303845434244118e-06,2.402496487433352e-10,6.034274220957345e-09,0.0005199161337429045,5.17633970507469e-06,2.2707546331039248e-05,0.007324763467289753,0.0008908918394978184,9.98966657192285e-06
64,0.0025362432419103833,5.504179445434102e-05,4.2825160107665855e-06,2.4425201546066716e-10,1.2677844981914493e-09,0.0005193796362869241,5.173636346092169e-06,2.2646397585202018e-05,0.007324628073625426,0.0008906685869677297,9.989336046827525e-06
65,0.002495204580060258,5.0947852151665955e-05,4.331216873646139e-06,2.526054589155067e-10,2.7477965757764737e-09,0.0005196985543970796,5.1393241434219e-06,2.271480059895416e-05,0.007324461004542241,0.0008904177081102999,9.989000324469129e-06
66,0.0025012314787234593,5.170911605436561e-05,4.420457401781278e-06,2.647679454450459e-10,2.9649931331540837e-09,0.0005198621516749965,5.1075076967756964e-06,2.2597075077190627e-05,0.007324269251915123,0.0008901808092761457,9.988659405215823e-06
67,0.0025254429066717088,5.423432004583891e-05,4.343354191572367e-06,2.7998927118046246e-10,1.5302796535638077e-09,0.0005198687211050249,5.109973797367823e-06,2.257935898591481e-05,0.007324077110213278,0.0008899914550059872,9.988313289441468e-06
68,0.0024297363477630675,4.498569501818798e-05,4.042225012997814e-06,2.8568869888712865e-10,1.0665809163954853e-08,0.0005204226343085646,5.089397828864539e-06,2.255707492328359e-05,0.0073237486814803545,0.0008897690815469579,9.98796197752562e-06
69,0.00257734496493668,5.9912579669658646e-05,3.983005512020241e-06,2.9013466725515104e-10,1.3627454892930299e-09,0.0005199442263079854,5.10769318767207e-06,2.2478204250400346e-05,0.007323396789879858,0.0008895581578151814,9.987605469853539e-06
70,0.0025102669948371195,5.31118692603728e-05,4.270439240730605e-06,2.9700484505824384e-10,1.5323682950947605e-09,0.0005196082238193415,5.081774610862648e-06,2.2389446540000284e-05,0.00732325714219217,0.0008893570925346447,9.987243766816177e-06
71,0.0025672104710009135,5.890265796681089e-05,4.262064400415972e-06,3.178221977263998e-10,4.796086420225977e-09,0.0005200069695659557,5.064496036502235e-06,2.2338426771285136e-05,0.007323259836223833,0.0008892241164992035,9.986876868810188e-06
72,0.00256806285660413,5.880444918920853e-05,4.3889962467562615e-06,3.392886582654853e-10,2.571185904755495e-09,0.0005198174310756521,5.065818795055403e-06,2.2413190261971597e-05,0.007323231983698649,0.0008890689343835842,9.986504776237918e-06
73,0.0025471593946548338,5.7056865570224454e-05,4.2669395846758605e-06,3.661306194371664e-10,3.801044333542087e-09,0.0005198147815140477,5.0461574119071094e-06,2.2259502231278248e-05,0.007323230285225714,0.0008889308045175612,9.986127489507413e-06
74,0.0024582142500918906,4.854886121598806e-05,3.969723830675307e-06,3.8423409193270455e-10,1.6107300041228972e-09,0.0005196263128112666,5.037434644261441e-06,2.2230478657208757e-05,0.00732309732852532,0.0008887600779079267,9.985745009032415e-06
75,0.002535128729655476,5.613533553433231e-05,4.148254781654248e-06,4.0354541607089233e-10,1.0338082216485425e-09,0.0005196252849621193,5.039105171371899e-06,2.2159253442777316e-05,0.00732296677550256,0.0008886255676392505,9.985357335232359e-06
76,0.0025482807384605193,5.7352829209800707e-05,4.251623236081264e-06,4.07470264975271e-10,5.315377192840613e-09,0.0005199828098784387,5.0192119699246795e-06,2.2193060156488243e-05,0.007322879373718431,0.0008884314354312006,9.984964468532378e-06
77,0.002509190780891021,5.395613338929826e-05,3.921477264346248e-06,3.9868431789506515e-10,7.934208695223641e-10,0.0005196149107419702,5.010645111165731e-06,2.209440472560803e-05,0.007322750956994006,0.0008881463095950953,9.9845664093633e-06
78,0.00250210958729733,5.3035720038821105e-05,4.199443350931409e-06,3.909039183478085e-10,1.1672087312316695e-09,0.0005195671118539357,5.005738741417441e-06,2.204943160521773e-05,0.007322592502510303,0.0008878209647475832,9.984163158161643e-06
79,0.0025333174459745552,5.619444684435591e-05,4.221031621439809e-06,3.922243470034335e-10,4.517226767312824e-09,0.0005196458065636278,4.9911691660528116e-06,2.20184336119945e-05,0.00732248101207155,0.0008875157795311811,9.983754715369624e-06
80,0.002613719480712746,6.393777585467515e-05,4.57709934401956e-06,3.878616323544911e-10,1.9462341718617503e-09,0.0005193906151720668,4.993795959684343e-06,2.197996688529863e-05,0.007322280105159995,0.0008872163960721371,9.983341081435147e-06
81,0.002525737981468043,5.56453959066406e-05,4.201903101346722e-06,3.780017388144425e-10,3.6301068666063942e-09,0.0005195003103995726,4.9729616967308374e-06,2.1922445667362e-05,0.007322024016400866,0.0008869338568741223,9.982922256811815e-06
82,0.00251765855114091,5.473235090753558e-05,4.346257840922398e-06,3.672455575619286e-10,1.312488593350328e-09,0.0005193086899342084,4.977824175901399e-06,2.189386520233098e-05,0.0073217455423525285,0.0008866628471194557,9.982498241958921e-06
83,0.00250013436291814,5.3034264072098356e-05,4.363932047368685e-06,3.655521951895101e-10,2.5439224974537722e-09,0.0005194984011934597,4.9653073059328775e-06,2.1863478260514705e-05,0.007321617973073278,0.0008864005794540547,9.982069037341447e-06
84,0.0025354397033898403,5.685574507208378e-05,4.150960691462906e-06,3.8044625040146685e-10,1.6328338378591046e-09,0.0005195007233459783,4.953517829237023e-06,2.184356703647219e-05,0.007321583433307978,0.0008861736649956149,9.98163464343007e-06
85,0.002479264587445903,5.155744209383998e-05,3.890112297200338e-06,3.985995303332142e-10,3.887796586691348e-09,0.0005196999908918623,4.945350256720827e-06,2.1796487983460195e-05,0.007321576958342427,0.0008859602022860658,9.981195060701156e-06
86,0.0025158074895655063,5.479354262005312e-05,4.391325274532977e-06,4.0342271431893736e-10,1.0940563617880842e-09,0.0005194659342215998,4.947772964729807e-06,2.173565357083335e-05,0.00732143812351713,0.0008857251505645614,9.980750289636761e-06
87,0.0024382363164769253,4.734421075191044e-05,4.166016125687009e-06,4.086345063874996e-10,2.0678038392906144e-09,0.0005195784606507583,4.9329029470126255e-06,2.1707523555724735e-05,0.007321260277453668,0.0008855137139681595,9.980300330724633e-06
88,0.0025191972523489945,5.5554882595986086e-05,4.093119865687361e-06,4.195180668898068e-10,3.4748426817370238e-09,0.0005196498757729437,4.931185457412047e-06,2.166286629133773e-05,0.007321094523135166,0.0008853273453171277,9.979845184458204e-06
89,0.002544672976242716,5.81450356662841e-05,4.1254725484364774e-06,4.268568347975953e-10,1.2030133330330783e-09,0.0005193651617947212,4.927457894531059e-06,2.1630350264398995e-05,0.007320911369105451,0.0008850992675837648,9.979384851336599e-06
90,0.00262953740378729,6.646131733771282e-05,4.356254680958242e-06,4.3028784161691617e-10,3.3556711955013896e-09,0.0005195026063467079,4.914480704174315e-06,2.1604636729887577e-05,0.007320752064322646,0.000884830047876383,9.97891933186463e-06
91,0.0025497143205408654,5.8449264969940095e-05,4.446349454648164e-06,4.2683172812125633e-10,1.6316624703474832e-09,0.0005192933255265286,4.915595094623897e-06,2.1562215887845576e-05,0.007320570548805682,0.000884528019776743,9.978448626552794e-06
92,0.002475814594725268,5.1326867569125714e-05,4.245788967300574e-06,4.2396159634199045e-10,2.9377952419848983e-09,0.0005193577158318125,4.903797518353173e-06,2.1534507657425484e-05,0.007320386788549361,0.0008842287117325061,9.977972735917282e-06
93,0.002442407752887762,4.807114085119139e-05,4.234152106276443e-06,4.167250189535812e-10,2.70764052008826e-09,0.0005192985100504897,4.897153302397319e-06,2.149655671316992e-05,0.007320142728841959,0.0008839095952942361,9.977491660479962e-06
94,0.002459887973627526,4.996715707676874e-05,4.162360160298829e-06,4.150769660688311e-10,2.1527159550358044e-09,0.0005191909865820941,4.890652425922902e-06,2.1456581309536114e-05,0.007319979698269022,0.0008836275667188632,9.977005400768394e-06
95,0.002495632491856979,5.3487033658243854e-05,4.297301536317528e-06,4.1972927945268587e-10,1.1180896455181168e-09,0.0005190837107837855,4.88575864555858e-06,2.141106767305711e-05,0.0073197980919568984,0.0008833659083386041,9.976513957315823e-06
96,0.0025878720449520184,6.227580597985323e-05,4.7915821820427124e-06,4.3372961669587784e-10,3.9741331742995265e-09,0.00051936333675668,4.8743055156029975e-06,2.137357484922223e-05,0.0073196369586344895,0.0008831342916010939,9.976017330661173e-06
97,0.002567587287547776,6.047359078611708e-05,4.639453926702557e-06,4.535156563022397e-10,1.3347398701811984e-09,0.0005191898160708624,4.872309496449175e-06,2.1336872234822977e-05,0.007319535080084868,0.000882923557925299,9.97551552134906e-06
98,0.002505926860864023,5.4517264667381944e-05,4.503512938277809e-06,4.52780918294025e-10,1.9687994060475496e-09,0.0005192629033691117,4.866036996749227e-06,2.1288258029012145e-05,0.00731928791782051,0.0008826301104852427,9.975008529929775e-06
99,0.002516779183786549,5.6096103449485245e-05,4.084349572897361e-06,4.5790045601659763e-10,1.8032907627721196e-09,0.0005193027037857875,4.858829726404514e-06,2.1250447811177644e-05,0.007319045171853264,0.0008823692987743137,9.974496356959301e-06
100,0.0024395441961654325,4.8742812886126645e-05,3.791652400797942e-06,4.674390114990057e-10,1.832988139725146e-09,0.0005192866222761784,4.849149997923858e-06,2.1215393737672264e-05,0.007318903571031153,0.0008821248840415256,9.973979002999297e-06
101,0.002537000448390542,5.7886866361371696e-05,4.45595171494113e-06,4.764689898753753e-10,4.550802521547338e-09,0.0005195082651917056,4.837459076738257e-06,2.1177233650217925e-05,0.007318716604440111,0.0008818727507145898,9.973456468617102e-06
102,0.0025340830142448045,5.795409941394406e-05,4.126998281156203e-06,4.811456979951026e-10,7.872987381412976e-10,0.0005192397846250635,4.843751081990735e-06,2.1165304871673888e-05,0.007318501374002074,0.0008816063541848907,9.972928754385743e-06
103,0.0025498120302780286,5.933680091577565e-05,4.367025311331607e-06,4.810483933047592e-10,5.3129286915354564e-09,0.0005196862649496198,4.8295305138620594e-06,2.1131596836183392e-05,0.007318342343503827,0.000881343931057099,9.97239586088392e-06
104,0.0025250720294024386,5.710218403312295e-05,4.167683170558485e-06,4.696078599649569e-10,1.2661397806415913e-09,0.0005192368467790676,4.837522491328305e-06,2.110774160070875e-05,0.007318038003187781,0.0008810286986516931,9.97185778869602e-06
105,0.0025094941057685867,5.547288442253744e-05,4.223181562946311e-06,4.6107794233223134e-10,1.8032457738519483e-08,0.0005201335254802766,4.807677661825488e-06,2.108166953779411e-05,0.0073178064683342555,0.0008807176612647777,9.971314538412102e-06
106,0.0024285837633935435,4.736951492492094e-05,4.198756176217094e-06,4.666346764548226e-10,1.0657561505638757e-08,0.0005187890487561367,4.8465701678043215e-06,2.1042069358392594e-05,0.007317600135959611,0.0008804487210009741,9.970766110627908e-06
107,0.0025048652328732834,5.483690819372674e-05,4.2047898336805925e-06,4.787065786253155e-10,4.3917625889581344e-08,0.0005206235890065989,4.795177294626591e-06,2.1072049530709603e-05,0.007317536854086512,0.0008802391593843386,9.970212505944854e-06
108,0.0024656997844412698,5.080867071418394e-05,4.0388776111099396e-06,4.811702360048426e-10,3.77751370938308e-08,0.0005183335777611174,4.881325366813208e-06,2.1072025397921543e-05,0.007317322414334213,0.0008799882511128301,9.969653724970038e-06
109,0.0024044185036510273,4.410292637514065e-05,3.7972836545778686e-06,4.968958313272433e-10,1.3223667831999845e-07,0.0005216377698743201,4.82378150088609e-06,2.117654791201155e-05,0.007317379053910914,0.0008798049533494809,9.969089768316231e-06
110,0.0024880771588116357,5.0004991276169206e-05,4.600260351029018e-06,5.204664717885913e-10,1.9355929891079668e-07,0.0005169718744271598,5.042721942089092e-06,2.1355817849833014e-05,0.0073170522908302905,0.0008796157794237222,9.968520636601882e-06
111,0.002590248201223317,5.707062847825126e-05,4.127795581462254e-06,5.604898118606771e-10,5.061343341106409e-07,0.0005237258517512432,5.0039580837686e-06,2.2004693923055778e-05,0.007317285790719151,0.0008795379338749678,9.967946330451111e-06
112,0.0026255269126475504,5.348421484776246e-05,4.397178253755546e-06,5.652731373588623e-10,8.38575223567464e-07,0.0005142166416336521,5.690161274196905e-06,2.279362922034338e-05,0.0073166870582164955,0.0008792799799653463,9.967366850493718e-06
113,0.002755749830665425,5.6255519476435266e-05,4.042421071241484e-06,6.059291518889214e-10,1.6446648874098476e-06,0.0005271072629526933,5.828812713414279e-06,2.4773152975071363e-05,0.007317237060427054,0.0008792073498387862,9.96678219736517e-06
114,0.0028022494225984876,5.279480020536621e-05,4.7840075350639884e-06,6.049440626048104e-10,1.855087743947724e-06,0.0005116175822069013,6.756769024982693e-06,2.634712023882655e-05,0.007316283364858747,0.000878836711176766,9.966192371706615e-06
115,0.002716529180472209,5.164343250912676e-05,3.997572235745172e-06,6.410598717831495e-10,1.5559695062110757e-06,0.000526952390496378,5.996243351298649e-06,2.573321486371898e-05,0.007316957289443215,0.0008787204125433515,9.965597374164866e-06
116,0.0025605604010270153,5.465542025959497e-05,4.01705543579935e-06,6.218632857301107e-10,3.2116522782644624e-07,0.0005164010626437292,5.292746830125074e-06,2.2286735525988013e-05,0.0073160711348005955,0.0008783045719942119,9.964997205392414e-06
