task_index,blumen_row_id,source_row_id,curve_id,curve_label,curve_key,family,Mach,alpha,blumen_ci,status,accepted_seed_source,n_attempts,classical_cr,classical_ci,classical_omega_i,delta_ci,residual_norm,settings_name,spectral_extent,matching_y,max_step,rtol,atol,mode_status,has_root,delta_ci_recomputed,delta_ci_signed,abs_delta_ci,blumen_omega_i,delta_omega_i_signed,abs_delta_omega_i
97,97,109,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.2946058091286308,0.1485790483177063,0.07,accepted_root,nearest_parameter,1,0.2641487085613672,0.0714896508741503,0.01062186429144633,0.0014896508741503,1.363722163642975e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0014896508741502,0.001489650874150289,0.001489650874150289,0.010400533382239441,0.00022133090920688908,0.00022133090920688908
98,98,110,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.3360995850622408,0.1308524945935827,0.07,accepted_root,nearest_parameter,1,0.2746326968135253,0.0714294761681194,0.009346725144111287,0.0014294761681194,1.6198593942929346e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0014294761681193,0.0014294761681193924,0.0014294761681193924,0.00915967462155079,0.00018705052256049771,0.00018705052256049771
99,99,111,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.3623789764868603,0.1130418834964811,0.07,accepted_root,nearest_parameter,1,0.2754534871331381,0.0732494908368089,0.008280260409351111,0.0032494908368089,1.042356998303061e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0032494908368088,0.0032494908368088937,0.0032494908368088937,0.007912931844753678,0.00036732856459743314,0.00036732856459743314
100,100,112,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.3900414937759336,0.1021449913268074,0.07,accepted_root,nearest_parameter,1,0.2812127463628509,0.0716885714427556,0.007322628508251484,0.0016885714427556,2.8628403838933537e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0016885714427555,0.001688571442755596,0.001688571442755596,0.007150149392876519,0.00017247911537496448,0.00017247911537496448
102,102,114,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.4107883817427385,0.0193866868404362,0.07,accepted_root,nearest_parameter,1,0.1705652483929016,0.072169847870327,0.001399134239983951,0.0021698478703269,8.910273418380411e-09,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0021698478703269,0.0021698478703269936,0.0021698478703269936,0.0013570680788305342,4.2066161153416675e-05,4.2066161153416675e-05
103,103,115,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.4260027662517287,0.0401889762576129,0.07,accepted_root,nearest_parameter,1,0.228600745151829,0.0735236001937019,0.0029548382225589084,0.0035236001937019,1.7005773222435445e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0035236001937018,0.0035236001937018896,0.0035236001937018896,0.002813228338032903,0.0001416098845260054,0.0001416098845260054
104,104,116,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.4273858921161826,0.0802518664557591,0.07,accepted_root,nearest_parameter,1,0.2810909409199188,0.0701869247597056,0.005632631712756306,0.0001869247597055,8.026855876283282e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0001869247597055,0.00018692475970559508,0.00018692475970559508,0.005617630651903138,1.5001060853168588e-05,1.5001060853168588e-05
105,105,117,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.432918395573997,0.0637078471378465,0.07,accepted_root,nearest_parameter,1,0.2662776808143291,0.0715899393347426,0.004560840911745486,0.0015899393347425,5.7559484348290425e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0015899393347425,0.0015899393347425933,0.0015899393347425933,0.004459549299649255,0.00010129161209623035,0.00010129161209623035
106,106,118,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.0110650069156293,0.1718744030016124,0.1,accepted_root,nearest_parameter,1,9.010762831126632e-09,0.090510410041798,0.015556422691365175,-0.0094895899582019,6.000787577035475e-10,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.009489589958202,-0.00948958995820201,0.00948958995820201,0.01718744030016124,-0.0016310176087960659,0.0016310176087960659
107,107,119,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.0428769017980637,0.1679065129180899,0.1,accepted_root,nearest_parameter,1,0.0850097386888578,0.1107967600030938,0.018603497614741973,0.0107967600030938,2.315969536742323e-16,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0107967600030937,0.010796760003093792,0.010796760003093792,0.01679065129180899,0.0018128463229329823,0.0018128463229329823
108,108,120,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.0760719225449515,0.1653274798835424,0.1,accepted_root,nearest_parameter,1,0.1235936755239762,0.1062160715566562,0.017560435433591978,0.0062160715566562,1.2677731358180416e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0062160715566561,0.006216071556656197,0.006216071556656197,0.016532747988354243,0.001027687445237735,0.001027687445237735
109,109,121,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.1189488243430152,0.1558958605564598,0.1,accepted_root,nearest_parameter,1,0.1547918704090208,0.1029483803117135,0.01604922634158828,0.0029483803117135,1.5063154436343048e-16,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0029483803117134,0.002948380311713489,0.002948380311713489,0.01558958605564598,0.00045964028594229836,0.00045964028594229836
110,110,122,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.1507607192254494,0.1422594621856445,0.1,accepted_root,nearest_parameter,1,0.1683231397523761,0.1037658588495092,0.01476167527316268,0.0037658588495092,3.038292771391702e-16,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0037658588495091,0.003765858849509196,0.003765858849509196,0.014225946218564451,0.0005357290545982291,0.0005357290545982291
111,111,123,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.1825726141078838,0.1341479256932823,0.1,accepted_root,nearest_parameter,1,0.1847098030474706,0.1010860826064673,0.013560488298117372,0.0010860826064673,5.903210636619344e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0010860826064672,0.0010860826064672952,0.0010860826064672952,0.01341479256932823,0.0001456957287891414,0.0001456957287891414
112,112,124,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.211618257261411,0.1191150286941306,0.1,accepted_root,nearest_parameter,1,0.1912656966762362,0.1022765820935058,0.012182678010805548,0.0022765820935057,2.697479057019705e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0022765820935057,0.0022765820935057995,0.0022765820935057995,0.01191150286941306,0.00027117514139248823,0.00027117514139248823
113,113,125,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.2420470262793917,0.1054709887439536,0.1,accepted_root,nearest_parameter,1,0.1983449177767278,0.1018259335076605,0.010739681886829028,0.0018259335076605,3.5736078327597204e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0018259335076604,0.0018259335076604988,0.0018259335076604988,0.01054709887439536,0.00019258301243366832,0.00019258301243366832
114,114,126,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.268326417704011,0.0931852395253051,0.1,accepted_root,nearest_parameter,1,0.2024999136184599,0.1010901891949871,0.009420113493793283,0.0010901891949871,1.5991961621078137e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0010901891949871,0.0010901891949871012,0.0010901891949871012,0.00931852395253051,0.00010158954126277334,0.00010158954126277334
115,115,127,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.2959889349930842,0.0809071318860182,0.1,accepted_root,nearest_parameter,1,0.2060497774876325,0.0993084107824993,0.008034758688570542,-0.0006915892175006,2.1646588200768623e-10,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0006915892175007,-0.0006915892175007043,0.0006915892175007043,0.00809071318860182,-5.595450003127722e-05,5.595450003127722e-05
116,116,128,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.313969571230982,0.0685755331911999,0.1,accepted_root,nearest_parameter,1,0.201613217155283,0.0991552316974625,0.006799622882350456,-0.0008447683025374,4.552907190502974e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0008447683025375,-0.0008447683025375047,0.0008447683025375047,0.00685755331911999,-5.793043676953404e-05,5.793043676953404e-05
117,117,129,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.3333333333333337,0.0534891451365168,0.1,accepted_root,nearest_parameter,1,0.1913804392129731,0.0983388333402651,0.005260060129093177,-0.0016611666597348,1.3581886374135189e-10,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0016611666597349,-0.0016611666597349112,0.0016611666597349112,0.00534891451365168,-8.885438455850329e-05,8.885438455850329e-05
118,118,130,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.3416320885200554,0.0397228399165539,0.1,accepted_root,nearest_parameter,1,0.1710190524645405,0.0987388974535447,0.003922189417084187,-0.0012611025464552,6.668217770168395e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0012611025464553,-0.0012611025464553116,0.0012611025464553116,0.00397228399165539,-5.0094574571202775e-05,5.0094574571202775e-05
120,120,132,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.351313969571231,0.0190580989278864,0.1,accepted_root,nearest_parameter,1,0.1195435404805788,0.0961358148717478,0.001832165870338742,-0.0038641851282521,8.691670851127479e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0038641851282522,-0.0038641851282522066,0.0038641851282522066,0.00190580989278864,-7.364402244989794e-05,7.364402244989794e-05
121,121,135,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.0290456431535269,0.2990455667377334,0.03,accepted_root,nearest_parameter,1,0.1699833037703474,0.0336945932767273,0.010076218742436338,0.0036945932767273,9.436997751319546e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0036945932767273,0.0036945932767273038,0.0036945932767273038,0.008971367002132002,0.0011048517403043356,0.0011048517403043356
122,122,136,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.062240663900415,0.2950853182335725,0.03,accepted_root,nearest_parameter,1,0.1935957070012894,0.0326321825276222,0.00962927796581942,0.0026321825276222,6.854305381283173e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0026321825276221,0.0026321825276221997,0.0026321825276221997,0.008852559547007173,0.0007767184188122462,0.0007767184188122462
123,123,137,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.0982019363762103,0.2883779219489085,0.03,accepted_root,nearest_parameter,1,0.215578839972229,0.0319405073321006,0.009210937130425045,0.0019405073321005,7.430901429713981e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0019405073321005,0.001940507332100598,0.001940507332100598,0.008651337658467255,0.0005595994719577897,0.0005595994719577897
124,124,138,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.1313969571230982,0.2830364579751344,0.03,accepted_root,nearest_parameter,1,0.2345545008729019,0.030473162275086,0.008625015913641829,0.000473162275086,1.4082558383806603e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.000473162275086,0.0004731622750860018,0.0004731622750860018,0.008491093739254031,0.00013392217438779747,0.00013392217438779747
125,125,139,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.164591977869986,0.2735513475925205,0.03,accepted_root,nearest_parameter,1,0.2508032615289459,0.0310322927440539,0.00848892549902154,0.0010322927440539,3.843831340870043e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0010322927440539,0.0010322927440539025,0.0010322927440539025,0.008206540427775614,0.00028238507124592714,0.00028238507124592714
126,126,140,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.197786998616874,0.2654474526795199,0.03,accepted_root,nearest_parameter,1,0.2665907219802941,0.0307613216218089,0.008165514465564612,0.0007613216218089,2.8974034503796194e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0007613216218089,0.0007613216218089018,0.0007613216218089018,0.007963423580385598,0.00020209088517901368,0.00020209088517901368
127,127,141,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.2337482710926695,0.2559776254556292,0.03,accepted_root,nearest_parameter,1,0.2824991526155258,0.0307639284132596,0.007874877344913154,0.0007639284132596,2.506590359687762e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0007639284132596,0.0007639284132596007,0.0007639284132596007,0.0076793287636688756,0.00019554858124427865,0.00019554858124427865
128,128,142,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.272475795297372,0.2437606504512353,0.03,accepted_root,nearest_parameter,1,0.2979339381282995,0.0316755071049305,0.007721242215270584,0.0016755071049305,5.9867780254543746e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0016755071049305,0.0016755071049305015,0.0016755071049305015,0.007312819513537058,0.00040842270173352575,0.00040842270173352575
129,129,143,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.309820193637621,0.2342984648067063,0.03,accepted_root,nearest_parameter,1,0.3127949747092271,0.0314392752853141,0.007366173933984517,0.0014392752853141,5.996287546463139e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0014392752853141,0.0014392752853141025,0.0014392752853141025,0.007028953944201189,0.00033721998978332793,0.00033721998978332793
130,130,144,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.351313969571231,0.2262404193698754,0.03,accepted_root,nearest_parameter,1,0.3293031768621738,0.0301575667495502,0.006822860548593247,0.0001575667495502,2.5637254294031845e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0001575667495502,0.00015756674955020103,0.00015756674955020103,0.006787212581096262,3.564796749698507e-05,3.564796749698507e-05
131,131,145,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.3914246196403872,0.2140310859448431,0.03,accepted_root,nearest_parameter,1,0.3428352715658843,0.0308057406898849,0.006593386133191306,0.0008057406898849,3.2374916690066935e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0008057406898849,0.0008057406898849019,0.0008057406898849019,0.0064209325783452925,0.00017245355484601325,0.00017245355484601325
132,132,146,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.4273858921161826,0.0029038001574166,0.03,accepted_root,nearest_parameter,26,0.108522941381989,0.0352300629153303,0.00010230106223933284,0.0052300629153303,6.3934957176045365e-09,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0052300629153302,0.005230062915330298,0.005230062915330298,8.7114004722498e-05,1.5187057516834844e-05,1.5187057516834844e-05
133,133,147,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.428769017980636,0.2059501157699274,0.03,accepted_root,nearest_parameter,1,0.3559639829202611,0.0300879715318757,0.00619662122027208,8.79715318757926e-05,5.063727761162804e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,8.797153187570239e-05,8.797153187570239e-05,8.797153187570239e-05,0.0061785034730978215,1.811774717425888e-05,1.811774717425888e-05
134,134,148,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.460580912863071,0.1923137173991121,0.03,accepted_root,nearest_parameter,1,0.3641345396305428,0.0319386683306675,0.00614224403544796,0.0019386683306675,1.0233818862076434e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0019386683306674,0.0019386683306674979,0.0019386683306674979,0.005769411521973362,0.00037283251347459793,0.00037283251347459793
135,135,149,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.4979253112033195,0.0074371671136991,0.03,accepted_root,nearest_parameter,1,0.2101222686606161,0.0247950022216771,0.00018440457510715305,-0.0052049977783228,1.1744141450065707e-09,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0052049977783228,-0.005204997778322899,0.005204997778322899,0.000223115013410973,-3.8710438303819956e-05,3.8710438303819956e-05
136,136,150,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.4979253112033195,0.1814703162849698,0.03,accepted_root,nearest_parameter,1,0.3751072645725326,0.0320836512492969,0.005822230339786575,0.0020836512492969,5.886993447940325e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0020836512492969,0.0020836512492969014,0.0020836512492969014,0.0054441094885490935,0.00037812085123748156,0.00037812085123748156
137,137,151,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.5283540802213,0.0103677127988812,0.03,accepted_root,nearest_parameter,1,0.2426528220058298,0.0250405015347488,0.0002596127282522195,-0.0049594984652511,3.4759900931198917e-10,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0049594984652511,-0.004959498465251198,0.004959498465251198,0.000311031383966436,-5.14186557142165e-05,5.14186557142165e-05
138,138,152,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.536652835408022,0.1720157722198024,0.03,accepted_root,nearest_parameter,1,0.3866097588399668,0.0315767320828613,0.005431695953411196,0.0015767320828613,3.1087337584804365e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0015767320828612,0.0015767320828612985,0.0015767320828612985,0.005160473166594072,0.0002712227868171234,0.0002712227868171234
139,139,153,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.5684647302904566,0.0147329650092081,0.03,accepted_root,nearest_parameter,1,0.2792274517000491,0.025515636459041,0.0003759209791387255,-0.0044843635409589,3.209591789232789e-09,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0044843635409589,-0.004484363540958998,0.004484363540958998,0.000441988950276243,-6.606797113751746e-05,6.606797113751746e-05
140,140,154,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.5864453665283542,0.1557162834414617,0.03,accepted_root,nearest_parameter,1,0.3989282869504271,0.0319910508562791,0.004981527542726573,0.0019910508562791,1.810559532455285e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0019910508562791,0.0019910508562791043,0.0019910508562791043,0.004671488503243851,0.00031003903948272245,0.00031003903948272245
141,141,155,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.6141078838174274,0.0218912144762079,0.03,accepted_root,nearest_parameter,1,0.3166202872128694,0.0272359939230924,0.0005962289844431108,-0.0027640060769075,2.8471688113699205e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0027640060769075,-0.0027640060769075978,0.0027640060769075978,0.000656736434286237,-6.050744984312619e-05,6.050744984312619e-05
142,142,156,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.6293222683264177,0.1421410177055394,0.03,accepted_root,nearest_parameter,1,0.4089960787500679,0.0319051902636941,0.004535036214170347,0.0019051902636941,3.0457565147455083e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0019051902636941,0.0019051902636941023,0.0019051902636941023,0.004264230531166182,0.0002708056830041652,0.0002708056830041652
143,143,157,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.6514522821576765,0.0290036144670381,0.03,accepted_root,nearest_parameter,1,0.3440626026908959,0.0283096108182904,0.0008210810378855857,-0.0016903891817095,3.7826629272521793e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0016903891817095,-0.0016903891817095992,0.0016903891817095992,0.000870108434011143,-4.902739612555726e-05,4.902739612555726e-05
144,144,158,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.6804979253112031,0.0360701649816984,0.03,accepted_root,nearest_parameter,1,0.3644468741753323,0.029148980491206,0.0010514085353661084,-0.0008510195087939,2.342128419155117e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0008510195087939,-0.000851019508793998,0.000851019508793998,0.0010821049494509519,-3.069641408484343e-05,3.069641408484343e-05
145,145,159,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.6832641770401109,0.123102022726057,0.03,accepted_root,nearest_parameter,1,0.4199140656401272,0.0316656004524931,0.0038980994665370463,0.0016656004524931,8.760333993912726e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0016656004524931,0.0016656004524931017,0.0016656004524931017,0.00369306068178171,0.0002050387847553365,0.0002050387847553365
146,146,160,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.7081604426002766,0.0403666429777707,0.03,accepted_root,nearest_parameter,1,0.3802899538005778,0.0285012763154737,0.0011505008454375189,-0.0014987236845262,4.987876759296312e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0014987236845262,-0.0014987236845262972,0.0014987236845262972,0.001210999289333121,-6.049844389560211e-05,6.049844389560211e-05
147,147,161,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.7150760719225449,0.1149904862336948,0.03,accepted_root,nearest_parameter,1,0.4273105614957609,0.0306835004449757,0.0035283106355195465,0.0006835004449757,2.97011732207465e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0006835004449757,0.0006835004449757022,0.0006835004449757022,0.003449714587010844,7.859604850870248e-05,7.859604850870248e-05
148,148,162,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.7372060857538036,0.0515768399012708,0.03,accepted_root,nearest_parameter,1,0.4003222985659553,0.029325363199812,0.001512509562803322,-0.0006746368001879,2.400526236640909e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0006746368001879,-0.0006746368001879985,0.0006746368001879985,0.001547305197038124,-3.4795634234802055e-05,3.4795634234802055e-05
149,149,163,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.7413554633471646,0.0999423060758198,0.03,accepted_root,nearest_parameter,1,0.4293376551727824,0.0306535149833441,0.0030635829767651046,0.0006535149833441,2.9921901048568e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0006535149833441,0.0006535149833441015,0.0006535149833441015,0.002998269182274594,6.531379449051071e-05,6.531379449051071e-05
150,150,164,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.752420470262794,0.0751415602576741,0.03,accepted_root,nearest_parameter,1,0.4204238069901207,0.03078034743413,0.0023128833314738236,0.00078034743413,5.4168996684900055e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.00078034743413,0.00078034743413,0.00078034743413,0.002254246807730223,5.8636523743600504e-05,5.8636523743600504e-05
