cost_id,Mach,alpha,classical_success,classical_cr,classical_ci,classical_omega_i,classical_residual_norm,classical_delta_kappa,classical_delta_q,classical_parameterization,classical_settings_name,classical_best_seed_index,classical_best_seed_cr,classical_best_seed_ci,classical_n_generic_starts,classical_n_accepted_starts,classical_n_solver_attempts,classical_objective_calls,classical_integration_failures,classical_seconds,status
425,1.7739999999999998,0.13525,True,0.454715320106318,0.023735976419799933,0.003210290810777941,5.180869036073917e-13,1.856639841868457e-13,4.836764669335913e-13,log_ci,nominal,4,0.5,0.002,6,1,36,2611,0,222.95733918598853,COMPLETED
426,1.7739999999999998,0.15075,True,0.4601321668433688,0.020726032382649612,0.003124449381684429,1.7522982224481433e-12,5.120626145327378e-13,1.6758105320091587e-12,log_ci,nominal,4,0.5,0.002,6,1,36,3602,0,299.18944654695224,COMPLETED
427,1.7739999999999998,0.16625,True,0.46510057389385134,0.017329838706542904,0.002881085684962758,3.5051298015721095e-11,7.850813749099572e-12,3.4160770132768414e-11,log_ci,nominal,4,0.5,0.002,6,1,36,3365,0,277.1798546978971,COMPLETED
428,1.7739999999999998,0.18175,True,0.4696799992810068,0.013626077294536644,0.002476539548282035,2.8831325197808483e-10,3.151511690502318e-11,2.865856393342858e-10,log_ci,nominal,4,0.5,0.002,6,1,36,2632,0,228.85318603995256,COMPLETED
429,1.7739999999999998,0.19725,True,0.4739211778602708,0.009676409094862604,0.0019086716939616488,5.92419258870955e-13,3.1086244689504383e-15,5.924111028121626e-13,log_ci,nominal,4,0.5,0.002,6,2,34,3339,0,293.8277994999662,COMPLETED
