final_reference_id,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_pinn,ci_pinn,cr_abs_error,ci_abs_error,complex_spectral_error,p_rel_l2_core20,p_rel_l2_core40,overlap_error_core20,overlap_error_core40,envelope_rel_l2_core40,phase_rmse_core40,kappa_rel_l2_core40,q_rel_l2_core40,alignment_real,alignment_imag,n_core20,n_core40
M1.750000_a0.05000000,1.75,0.05,False,0.4043340347931455,0.028092539405828,0.40940412878990173,0.05515666678547859,0.005070093996756231,0.027064127379650593,0.0275349386045783,0.23951613373064184,0.3045667843085638,0.029107615807639875,0.036465289939583645,0.12532683407492423,0.26188092901503857,2.121271681897726,0.36911319955457356,0.8785601703032923,-0.3714457226536882,1601,3201
M1.750000_a0.05500000,1.75,0.055,False,0.4075496013880763,0.029060765945644,0.4102240800857544,0.04702579230070114,0.0026744786976781176,0.017965026355057142,0.01816301209167223,0.253348410670537,0.3521934553226943,0.03262490066639001,0.04916121554970121,0.139727642051432,0.2996956225458522,1.8555051953784762,0.3378035572425025,0.8730790524920781,-0.3588752415270214,1601,3201
M1.750000_a0.06000000,1.75,0.06,False,0.4106729454768166,0.0298090916521314,0.4118173122406006,0.04027761518955231,0.0011443667637839883,0.010468523537420907,0.01053088601892495,0.26838281295859545,0.3996542467579822,0.03668765931893514,0.06416579520558263,0.15458950942928126,0.336800232459312,1.664106693043012,0.31427292771725424,0.8672448098132776,-0.34519377789661493,1601,3201
M1.750000_a0.06500000,1.75,0.065,False,0.4137013753212534,0.0303596785574145,0.4140115976333618,0.034890320152044296,0.00031022231210842133,0.004530641594629795,0.004541249953693312,0.28403989256086587,0.4453894665661308,0.04118753688011967,0.08097465757030586,0.1698202671173868,0.37176844866977615,1.5241950269442697,0.2963430554541871,0.861160801464507,-0.3304946120641844,1601,3201
M1.750000_a0.07000000,1.75,0.07,True,0.4166341689629784,0.030732164094019,0.41663631796836853,0.030736027285456657,2.1490053901396244e-06,3.863191437657176e-06,4.42068685283598e-06,0.2999128842276505,0.4885375546007541,0.04603340631117914,0.09911466716791772,0.1853294257087758,0.4038731670915136,1.4206966458517067,0.2824535853261999,0.8548997857830671,-0.31486863309950647,1601,3201
M1.750000_a0.07500000,1.75,0.075,False,0.4194720100334108,0.0309439168181252,0.4195230305194855,0.027644354850053787,5.102048607469323e-05,0.003299561968071414,0.0032999564044306103,0.315732297261443,0.5286520822618249,0.051151689432914815,0.11815493939290589,0.20102381796129176,0.43280062378691503,1.3433165319269096,0.2714892317076747,0.848506244292679,-0.2984087866683928,1601,3201
M1.750000_a0.08000000,1.75,0.08,False,0.4222165684129251,0.0310102960939408,0.4225136637687683,0.02544032409787178,0.0002970953558432132,0.005569971996069019,0.005577889716322535,0.33133322039238905,0.5655513791780193,0.05648619667521104,0.13771503710249278,0.21680463678073794,0.458504801828807,1.2848255346988218,0.26266221198964196,0.841996829367926,-0.28121260055985337,1601,3201
M1.750000_a0.08500000,1.75,0.085,False,0.4248701909779256,0.0309448952275353,0.425476998090744,0.023965492844581604,0.0006068071128184083,0.006979402382953696,0.00700573140331163,0.3466275086990197,0.5992297515320346,0.061997137417421966,0.15746862029628794,0.23256503094755793,0.4811271469957256,1.240038176128485,0.25542825548846293,0.8353620368240795,-0.2633881323411863,1601,3201
M1.750000_a0.09000000,1.75,0.09,False,0.4274356739918147,0.0307597644867553,0.42832061648368835,0.02308771200478077,0.0008849424918736526,0.007672052481974532,0.007722921241350007,0.36158074428619597,0.6297956066828639,0.06765920106355916,0.17714084808945074,0.24818795560601414,0.5009438188997491,1.205173693979687,0.2494230010102047,0.8285701515124055,-0.24506271219437167,1601,3201
M1.750000_a0.09500000,1.75,0.095,False,0.4299160958781788,0.0304656084045474,0.4309912919998169,0.022702531889081,0.001075196121638089,0.007763076515466399,0.00783718085059746,0.3761904979577558,0.657419139526086,0.07345765922636027,0.1964970443358336,0.2635444685124633,0.5183196767459252,1.1774345480915247,0.2444119664918542,0.8215701725798512,-0.2263920132494169,1601,3201
