benchmark_id,mach_index,alpha_index,Mach,alpha,primary_chart,cost_id
475,23,15,1.846,0.29025,C32,475
476,23,16,1.846,0.3057499999999999,C32,476
477,23,17,1.846,0.32125,C32,477
478,23,18,1.846,0.33675,C32,478
479,23,19,1.846,0.3522499999999999,C32,479
