curve_id,Mach,alpha,source,Mach_input,ci_level,curve_label,family
0,0.9612724757952974,0.277952897304815,KH_RT_Blumen/supersonic/ci_datasets.csv,0.9612724757952974,0.0,ci=0,ci_special
0,0.975103734439834,0.2310679871315804,KH_RT_Blumen/supersonic/ci_datasets.csv,0.975103734439834,0.0,ci=0,ci_special
0,0.9847856154910096,0.1800165058114212,KH_RT_Blumen/supersonic/ci_datasets.csv,0.9847856154910096,0.0,ci=0,ci_special
0,0.9944674965421854,0.1262025935520354,KH_RT_Blumen/supersonic/ci_datasets.csv,0.9944674965421854,0.0,ci=0,ci_special
0,1.0,0.0834154803114708,KH_RT_Blumen/supersonic/ci_datasets.csv,1.0,0.0,ci=0,ci_special
0,1.004149377593361,0.0337146481434782,KH_RT_Blumen/supersonic/ci_datasets.csv,1.004149377593361,0.0,ci=0,ci_special
2,0.95850622406639,0.3787663434278597,KH_RT_Blumen/supersonic/ci_datasets.csv,0.95850622406639,0.0,ci_sup=0,ci_special
2,0.9806362378976486,0.3968444098026181,KH_RT_Blumen/supersonic/ci_datasets.csv,0.9806362378976486,0.0,ci_sup=0,ci_special
2,1.008298755186722,0.4121906115555964,KH_RT_Blumen/supersonic/ci_datasets.csv,1.008298755186722,0.0,ci_sup=0,ci_special
2,1.037344398340249,0.4358317477056159,KH_RT_Blumen/supersonic/ci_datasets.csv,1.037344398340249,0.0,ci_sup=0,ci_special
2,1.0677731673582296,0.4484308016780909,KH_RT_Blumen/supersonic/ci_datasets.csv,1.0677731673582296,0.0,ci_sup=0,ci_special
2,1.103734439834025,0.4596792064983992,KH_RT_Blumen/supersonic/ci_datasets.csv,1.103734439834025,0.0,ci_sup=0,ci_special
2,1.1410788381742738,0.4640291755500028,KH_RT_Blumen/supersonic/ci_datasets.csv,1.1410788381742738,0.0,ci_sup=0,ci_special
2,1.1811894882434302,0.4587259194730368,KH_RT_Blumen/supersonic/ci_datasets.csv,1.1811894882434302,0.0,ci_sup=0,ci_special
2,1.215767634854772,0.4533920970786243,KH_RT_Blumen/supersonic/ci_datasets.csv,1.215767634854772,0.0,ci_sup=0,ci_special
2,1.2448132780082988,0.4480277083667653,KH_RT_Blumen/supersonic/ci_datasets.csv,1.2448132780082988,0.0,ci_sup=0,ci_special
