final_reference_id,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_pinn,ci_pinn,cr_abs_error,ci_abs_error,complex_spectral_error,p_rel_l2_core20,p_rel_l2_core40,overlap_error_core20,overlap_error_core40,envelope_rel_l2_core40,phase_rmse_core40,kappa_rel_l2_core40,q_rel_l2_core40,alignment_real,alignment_imag,n_core20,n_core40
M1.700000_a0.05000000,1.7,0.05,False,0.3840001105701379,0.0318734709789904,0.3889601528644562,0.0581263042986393,0.00496004229431829,0.0262528333196489,0.026717284234567963,0.24927119898899522,0.3256441562759049,0.031566280350282194,0.042819633483263564,0.13249602986231848,0.27807096917668545,1.8768429910078863,0.38817875232585436,0.8765545667652175,-0.3692545633694585,1601,3201
M1.700000_a0.05500000,1.7,0.055,False,0.3876068789766883,0.0328730981616968,0.39016926288604736,0.05047636851668358,0.0025623839093590894,0.01760327035498678,0.017788786875155338,0.2638083762490784,0.3733586307222565,0.0354248911459385,0.056525423919201456,0.14715788672656996,0.3159736403925158,1.665277960071376,0.35657011081854517,0.8702482940640474,-0.35737894526524794,1601,3201
M1.700000_a0.06000000,1.7,0.06,False,0.3910915486397204,0.0336318199900653,0.39214640855789185,0.04399174079298973,0.0010548599181714469,0.01035992080292443,0.010413485895214486,0.2788254301424984,0.41974081040707467,0.0396581965227949,0.07206087405461159,0.16228099087105607,0.35192466399154215,1.5136091457223098,0.33259641552511726,0.8637682793198372,-0.34449157921412144,1601,3201
M1.700000_a0.06500000,1.7,0.065,False,0.3944539587741758,0.0341765236862786,0.39471712708473206,0.03870304673910141,0.0002631683105562832,0.004526523052822813,0.0045341667930742695,0.2939407788776601,0.46377445217602153,0.04417636641857692,0.08896590779908631,0.17776626018896036,0.38505016767386047,1.4033398735066882,0.31410554606537733,0.8572010924958138,-0.33068089193968025,1601,3201
M1.700000_a0.07000000,1.7,0.07,True,0.3976958604626479,0.0345304998550194,0.39770597219467163,0.0345386303961277,1.011173202375426e-05,8.130541108299083e-06,1.2975084710087974e-05,0.30889603805471477,0.5048932762829557,0.04890419111737221,0.10680969158228559,0.19351769116142303,0.4149156208557798,1.3222723610757514,0.29956262391649574,0.8506063627540459,-0.31603034897062654,1601,3201
M1.700000_a0.07500000,1.7,0.075,False,0.4008202608716605,0.0347139445851855,0.4009411931037903,0.031375765800476074,0.00012093223212977788,0.0033381787847094266,0.0033403685729949013,0.3235275796291686,0.5428126671137552,0.053781259317227215,0.12520083824673323,0.2094386538406194,0.4413598661600018,1.2620790445055772,0.2878730601583744,0.8440193677526184,-0.3006220886810437,1601,3201
M1.700000_a0.08000000,1.7,0.08,False,0.4038309634965792,0.0347444091807322,0.4042629301548004,0.02907479926943779,0.0004319666582212056,0.005669609911294407,0.00568604183418154,0.3377437500331352,0.5774380274374907,0.058761900838286696,0.1437955482014306,0.2254290607449783,0.4644106440640774,1.2169188777037634,0.2782635972606306,0.83745157375749,-0.2845398091023727,1601,3201
M1.700000_a0.08500000,1.7,0.085,False,0.4067322472926893,0.0346371917969951,0.40753743052482605,0.027500413358211517,0.0008051832321367414,0.007136778438783582,0.007182055870125238,0.35150540194644564,0.6088066058616076,0.06381414644181493,0.16230109558913763,0.24138291076449572,0.4842353993797807,1.182605492331803,0.27019767030388075,0.8308933518337819,-0.26787342630278876,1601,3201
M1.700000_a0.09000000,1.7,0.09,False,0.4095286433248272,0.0344056712495281,0.4106675684452057,0.02653338573873043,0.0011389251203784978,0.007872285510797668,0.007954246010361012,0.3648117227973721,0.6370461841686711,0.06891868942094359,0.18047573525065574,0.25718571723105976,0.5011095850701032,1.1560898604441383,0.2633137913902007,0.8243152720890816,-0.25072491587009543,1601,3201
M1.700000_a0.09500000,1.7,0.095,False,0.4122247805750896,0.0340615906188966,0.41359418630599976,0.026074886322021484,0.001369405730910156,0.007986704296875119,0.008103253518283447,0.377684355138735,0.6623359778503627,0.074065592018831,0.19811988165708883,0.2727125448981355,0.5153844663453881,1.1351154610022658,0.2573776160266737,0.8176713484638112,-0.23321679199930095,1601,3201
M1.700000_a0.10000000,1.7,0.1,False,0.4148252797640019,0.0336152959532578,0.41628995537757874,0.02604522369801998,0.0014646756135768269,0.007570072255237821,0.007710464875902625,0.39015275408927363,0.6848683559585319,0.07924985556528163,0.21506029739856736,0.2878262013189458,0.5274516965655078,1.1179892399082079,0.2522441600937793,0.8109041343488002,-0.21550319202315174,1601,3201
M1.700000_a0.10500000,1.7,0.105,False,0.4173346821643851,0.0330759368401351,0.41874995827674866,0.026379048824310303,0.0014152761123635837,0.006696888015824798,0.006844802084116442,0.4022344362461277,0.7048049414643713,0.0844632949478431,0.23112346637869896,0.3023769333971387,0.5376934286087549,1.103421311334587,0.24782458224309087,0.8039525606357986,-0.19778149526420016,1601,3201
M1.700000_a0.11000000,1.7,0.11,False,0.4197574022504138,0.0324516348625227,0.42098405957221985,0.027018597349524498,0.0012266573218060461,0.005433037512998201,0.0055697921687246155,0.41391093326927536,0.7222272657898647,0.08968261616062878,0.24609868874423146,0.3162042542682261,0.5464143146370536,1.090422989672251,0.24405566181483482,0.7967639966896826,-0.18030762918663948,1601,3201
M1.700000_a0.11500000,1.7,0.115,False,0.4220976974978769,0.0317496256303763,0.4230114817619324,0.02790578454732895,0.0009137842640554728,0.0038438410830473543,0.00395096392706363,0.4250984651809415,0.7370851224849443,0.0948528877023318,0.25969445381776235,0.3291427607955461,0.5537541473710332,1.0782493321579896,0.24086922905477165,0.7893116314365033,-0.1634087785711902,1601,3201
