final_reference_id,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_pinn,ci_pinn,cr_abs_error,ci_abs_error,complex_spectral_error,p_rel_l2_core20,p_rel_l2_core40,overlap_error_core20,overlap_error_core40,envelope_rel_l2_core40,phase_rmse_core40,kappa_rel_l2_core40,q_rel_l2_core40,alignment_real,alignment_imag,n_core20,n_core40,cr_corrected,ci_corrected,corrected_spectral_error,corrected_mismatch,optimization_seconds,nfev_reported,optimizer_success,optimizer_message,cr_pinn_original,ci_pinn_original
M1.700000_a0.05000000,1.7,0.05,False,0.3840001105701379,0.0318734709789904,0.3839996173328356,0.0322228123154775,0.0049600422943182,0.0262528333196489,0.0267172842345679,0.2492711989889952,0.3256441562759049,0.0315662803502821,0.0428196334832635,0.1324960298623184,0.2780709691766854,1.8768429910078863,0.3881787523258543,0.8765545667652175,-0.3692545633694585,1601,3201,0.3839996173328356,0.0322228123154775,0.0003493416846894,2.2873872662006364e-05,17.13952698931098,80,False,Maximum number of function evaluations has been exceeded.,0.3889601528644562,0.0581263042986393
M1.700000_a0.05500000,1.7,0.055,False,0.3876068789766883,0.0328730981616968,0.3876068304537329,0.0330070010327411,0.002562383909359,0.0176032703549867,0.0177887868751553,0.2638083762490784,0.3733586307222565,0.0354248911459385,0.0565254239192014,0.1471578867265699,0.3159736403925158,1.665277960071376,0.3565701108185451,0.8702482940640474,-0.3573789452652479,1601,3201,0.3876068304537329,0.0330070010327411,0.000133902879836,1.000423053680923e-05,17.553262694738805,80,False,Maximum number of function evaluations has been exceeded.,0.3901692628860473,0.0504763685166835
M1.700000_a0.06000000,1.7,0.06,False,0.3910915486397204,0.0336318199900653,0.391091548380731,0.0336318104025248,0.0010548599181714,0.0103599208029244,0.0104134858952144,0.2788254301424984,0.4197408104070746,0.0396581965227949,0.0720608740546115,0.162280990871056,0.3519246639915421,1.5136091457223098,0.3325964155251172,0.8637682793198372,-0.3444915792141214,1601,3201,0.391091548380731,0.0336318104025248,9.591037865385172e-09,8.343037659854295e-10,17.734605870209634,80,False,Maximum number of function evaluations has been exceeded.,0.3921464085578918,0.0439917407929897
M1.700000_a0.06500000,1.7,0.065,False,0.3944539587741758,0.0341765236862786,0.394453958392275,0.0341765243425662,0.0002631683105562,0.0045265230528228,0.0045341667930742,0.2939407788776601,0.4637744521760215,0.0441763664185769,0.0889659077990863,0.1777662601889603,0.3850501676738604,1.4033398735066882,0.3141055460653773,0.8572010924958138,-0.3306808919396802,1601,3201,0.394453958392275,0.0341765243425662,7.593165887044806e-10,4.2019796534630695e-11,18.448998427018523,80,False,Maximum number of function evaluations has been exceeded.,0.394717127084732,0.0387030467391014
M1.700000_a0.07000000,1.7,0.07,True,0.3976958604626479,0.0345304998550194,0.3976958745918683,0.0345304955551952,1.011173202375426e-05,8.130541108299083e-06,1.2975084710087974e-05,0.3088960380547147,0.5048932762829557,0.0489041911173722,0.1068096915822855,0.193517691161423,0.4149156208557798,1.3222723610757514,0.2995626239164957,0.8506063627540459,-0.3160303489706265,1601,3201,0.3976958745918683,0.0345304955551952,1.4768999928575042e-08,1.5667921571051866e-09,17.468136218376458,75,True,Optimization terminated successfully.,0.3977059721946716,0.0345386303961277
M1.700000_a0.07500000,1.7,0.075,False,0.4008202608716605,0.0347139445851855,0.4008202528515024,0.0347126036873773,0.0001209322321297,0.0033381787847094,0.0033403685729949,0.3235275796291686,0.5428126671137552,0.0537812593172272,0.1252008382467332,0.2094386538406194,0.4413598661600018,1.2620790445055772,0.2878730601583744,0.8440193677526184,-0.3006220886810437,1601,3201,0.4008202528515024,0.0347126036873773,1.3409217929879843e-06,1.5417537979017304e-07,18.83839483745396,80,False,Maximum number of function evaluations has been exceeded.,0.4009411931037903,0.031375765800476
M1.700000_a0.08000000,1.7,0.08,False,0.4038309634965792,0.0347444091807322,0.4038309637630318,0.0347376708650424,0.0004319666582212,0.0056696099112944,0.0056860418341815,0.3377437500331352,0.5774380274374907,0.0587619008382866,0.1437955482014306,0.2254290607449783,0.4644106440640774,1.2169188777037634,0.2782635972606306,0.83745157375749,-0.2845398091023727,1601,3201,0.4038309637630318,0.0347376708650424,6.7383156949708885e-06,8.466025442682293e-07,19.2410009149462,80,False,Maximum number of function evaluations has been exceeded.,0.4042629301548004,0.0290747992694377
M1.700000_a0.08500000,1.7,0.085,False,0.4067322472926893,0.0346371917969951,0.4067322625320478,0.0346256977988145,0.0008051832321367,0.0071367784387835,0.0071820558701252,0.3515054019464456,0.6088066058616076,0.0638141464418149,0.1623010955891376,0.2413829107644957,0.4842353993797807,1.182605492331803,0.2701976703038807,0.8308933518337819,-0.2678734263027887,1601,3201,0.4067322625320478,0.0346256977988145,1.1494008283162585e-05,1.5685952178483814e-06,19.071905862540007,80,False,Maximum number of function evaluations has been exceeded.,0.407537430524826,0.0275004133582115
M1.700000_a0.09000000,1.7,0.09,False,0.4095286433248272,0.0344056712495281,0.4095286429643189,0.0343959230880461,0.0011389251203784,0.0078722855107976,0.007954246010361,0.3648117227973721,0.6370461841686711,0.0689186894209435,0.1804757352506557,0.2571857172310597,0.5011095850701032,1.1560898604441383,0.2633137913902007,0.8243152720890816,-0.2507249158700954,1601,3201,0.4095286429643189,0.0343959230880461,9.748161488615924e-06,1.4369128580126288e-06,19.399493916891515,80,False,Maximum number of function evaluations has been exceeded.,0.4106675684452057,0.0265333857387304
M1.700000_a0.09500000,1.7,0.095,False,0.4122247805750896,0.0340615906188966,0.412224776309852,0.0340600337138476,0.0013694057309101,0.0079867042968751,0.0081032535182834,0.377684355138735,0.6623359778503627,0.074065592018831,0.1981198816570888,0.2727125448981355,0.5153844663453881,1.1351154610022658,0.2573776160266737,0.8176713484638112,-0.2332167919993009,1601,3201,0.412224776309852,0.0340600337138476,1.556910891423921e-06,2.466088658751483e-07,19.42810267303139,80,False,Maximum number of function evaluations has been exceeded.,0.4135941863059997,0.0260748863220214
