benchmark_id,mach_index,alpha_index,Mach,alpha,primary_chart,cost_id
295,14,15,1.522,0.29025,C22,295
296,14,16,1.522,0.3057499999999999,C22,296
297,14,17,1.522,0.32125,C22,297
298,14,18,1.522,0.33675,C22,298
299,14,19,1.522,0.3522499999999999,C22,299
