status,Mach,target_ci,alpha_blumen,alpha_classical,classical_cr,classical_ci,residual_norm,accepted,ci_at_blumen_alpha,delta_ci_at_blumen_alpha,delta_alpha,solver_workdir,curve_key,curve_label,curve_id_key,n_raw_points
no_bracket,1.0110650069156293,0.01,0.3417639057640433,,,,,False,,,,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/blumen_true_classical_isolines_v1/positive/curve_000/_solver_runs/M1.011065_a0.34176391_0b95674a,3__ci=0.01__ci_0.01,ci=0.01,3,1
no_bracket,1.04149377593361,0.01,0.3433132359796123,,,,,False,,,,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/blumen_true_classical_isolines_v1/positive/curve_000/_solver_runs/M1.041494_a0.34331324_c637140d,3__ci=0.01__ci_0.01,ci=0.01,3,1
no_bracket,1.0816044260027662,0.01,0.3421536263114861,,,,,False,,,,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/blumen_true_classical_isolines_v1/positive/curve_000/_solver_runs/M1.081604_a0.34215363_107b1842,3__ci=0.01__ci_0.01,ci=0.01,3,1
no_bracket,1.1217150760719226,0.01,0.3340879392952937,,,,,False,,,,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/blumen_true_classical_isolines_v1/positive/curve_000/_solver_runs/M1.121715_a0.33408794_99c33a35,3__ci=0.01__ci_0.01,ci=0.01,3,1
no_bracket,1.156293222683264,0.01,0.3287541169008812,,,,,False,,,,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/blumen_true_classical_isolines_v1/positive/curve_000/_solver_runs/M1.156293_a0.32875412_a64a7296,3__ci=0.01__ci_0.01,ci=0.01,3,1
no_bracket,1.1908713692946058,0.01,0.3206578635672422,,,,,False,,,,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/blumen_true_classical_isolines_v1/positive/curve_000/_solver_runs/M1.190871_a0.32065786_e4bc96e9,3__ci=0.01__ci_0.01,ci=0.01,3,1
no_bracket,1.2295988934993085,0.01,0.3112033195020748,,,,,False,,,,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/blumen_true_classical_isolines_v1/positive/curve_000/_solver_runs/M1.229599_a0.31120332_fc6ea520,3__ci=0.01__ci_0.01,ci=0.01,3,1
no_bracket,1.2697095435684649,0.01,0.3031376324858822,,,,,False,,,,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/blumen_true_classical_isolines_v1/positive/curve_000/_solver_runs/M1.269710_a0.30313763_6eeefc70,3__ci=0.01__ci_0.01,ci=0.01,3,1
no_bracket,1.30567081604426,0.01,0.2950490207316049,,,,,False,,,,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/blumen_true_classical_isolines_v1/positive/curve_000/_solver_runs/M1.305671_a0.29504902_4c2107cd,3__ci=0.01__ci_0.01,ci=0.01,3,1
no_bracket,1.3374827109266945,0.01,0.2855562687696293,,,,,False,,,,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/blumen_true_classical_isolines_v1/positive/curve_000/_solver_runs/M1.337483_a0.28555627_d71ae285,3__ci=0.01__ci_0.01,ci=0.01,3,1
