case_id,regime,Mach,alpha,reference_cr,reference_ci,reference_omega_i,validation_status,spectral_source,modal_source,branch_identifier,selection_rank,selection_rule
supersonic_M110,supersonic,1.1,0.175,0.1508143457011082,0.092213234034898,0.0161373159561071,modal_spectral_validated_with_exported_fields+canonical_shooting_provenance_reused,classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,classic_supersonic/data/modal/supersonic_reference_v2_modal_raw.parquet,M1.10_a0.175000,1,max(alpha*ci) among canonical modal-spectral points
supersonic_M120,supersonic,1.2,0.15,0.209251477505801,0.0890539934231143,0.0133580990134671,modal_spectral_validated_with_exported_fields+canonical_shooting_provenance_reused,classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,classic_supersonic/data/modal/supersonic_reference_v2_modal_raw.parquet,M1.20_a0.150000,1,max(alpha*ci) among canonical modal-spectral points
supersonic_M130,supersonic,1.3,0.15,0.2679464671366972,0.0699190855162764,0.0104878628274414,modal_spectral_validated_with_exported_fields+canonical_shooting_provenance_reused,classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,classic_supersonic/data/modal/supersonic_reference_v2_modal_raw.parquet,M1.30_a0.150000,1,max(alpha*ci) among canonical modal-spectral points
supersonic_M140,supersonic,1.4,0.18125,0.3153193678544234,0.0427209194542578,0.0077431666510842,modal_spectral_validated_with_exported_fields+canonical_shooting_provenance_reused,classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,classic_supersonic/data/modal/supersonic_reference_v2_modal_raw.parquet,M1.40_a0.181250,1,max(alpha*ci) among canonical modal-spectral points
supersonic_M150,supersonic,1.5,0.165625,0.3680825090907056,0.0380056534011514,0.0062946863445657,modal_spectral_validated_with_exported_fields+canonical_shooting_provenance_reused,classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,classic_supersonic/data/modal/supersonic_reference_v2_modal_raw.parquet,M1.50_a0.165625,1,max(alpha*ci) among canonical modal-spectral points
supersonic_M160,supersonic,1.6,0.125,0.3875635867175142,0.0251098747521818,0.0031387343440227,modal_spectral_validated_with_exported_fields+canonical_shooting_provenance_reused,classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,classic_supersonic/data/modal/supersonic_reference_v2_modal_raw.parquet,M1.60_a0.125000,1,max(alpha*ci) among canonical modal-spectral points
supersonic_M170,supersonic,1.7,0.15,0.4298105790421235,0.0187913958826526,0.0028187093823978,modal_spectral_validated_with_exported_fields+canonical_shooting_provenance_reused,classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,classic_supersonic/data/modal/supersonic_reference_v2_modal_raw.parquet,M1.70_a0.150000,1,max(alpha*ci) among canonical modal-spectral points
supersonic_M180,supersonic,1.8,0.1325,0.46166416,0.0228235199999999,0.0030241163999999,validated_core_stable_tail_sensitive+canonical_shooting_provenance_reused,classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,classic_supersonic/data/modal/supersonic_reference_v2_modal_raw.parquet,M1.80_a0.132500,1,max(alpha*ci) among canonical modal-spectral points
supersonic_M190,supersonic,1.9,0.1275,0.4886757359999999,0.0189754,0.0024193635,validated_core_stable_tail_sensitive+canonical_shooting_provenance_reused,classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,classic_supersonic/data/modal/supersonic_reference_v2_modal_raw.parquet,M1.90_a0.127500,1,max(alpha*ci) among canonical modal-spectral points
