n_spectral_points,n_mach_values,Mach_min,Mach_max,alpha_min,alpha_max,cr_min,cr_max,ci_min,ci_max,omega_i_max,residual_median,residual_p95,residual_max,n_residual_above_1e8
895,19,1.0,1.9,0.05,0.36,-2.1381009935921505e-07,0.51185864489249,0.0001659878864715,0.1998472244836177,0.0191944270529604,4.342292337297489e-13,1.5278830904459496e-10,9.536208903643116e-09,0
