alpha,Mach,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,blumen_target_available,seed_name,seed_cr_center,seed_ci_center,requested_cr_half_window,requested_ci_half_window,used_cr_half_window,used_ci_half_window,retry_index,shooting_cr,shooting_ci,shooting_omega_i,err_cr_abs,err_ci_abs,err_ci_rel,stage1_mismatch,stage2_mismatch,ln_p_start_right,spectral_success,mode_success,success,status,selection_metric,selection_metric_name,y_limit
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,True,generic_01,0.05,0.025,0.1,0.008,0.1,0.008,0,0.22485351562500014,0.035651041666666675,0.004456380208333334,0.07759822901185695,0.0019520926792491872,0.05191303100671466,0.014757497199683667,3.496825744694592e-19,-8.912003559169605,True,True,True,validated,0.03132913250273366,distance_to_blumen,500.0
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,True,generic_02,0.1,0.04,0.06,0.004,0.06,0.004,0,0.21988281249999997,0.04265885416666668,0.005332356770833335,0.08256893213685712,0.005055719820750822,0.13444942579101604,0.015005260974906924,9.139139262170433e-19,-9.29760081058219,True,True,True,validated,0.04970934402978736,distance_to_blumen,500.0
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,True,generic_02,0.1,0.04,0.03,0.004,0.03,0.004,0,0.15994140624999997,0.033992187500000014,0.004249023437500002,0.14251033838685712,0.003610946845915848,0.09602781546608066,0.022200393568233192,1.7724175209008557e-20,-6.839329567007164,True,True,True,validated,0.05763999091743612,distance_to_blumen,500.0
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,True,blumen,0.3024517446368571,0.03760313434591586,0.03,0.004,0.03,0.004,0,0.3034869008868572,0.04559532184591588,0.005699415230739485,0.0010351562500001132,0.007992187500000018,0.21254046076262956,0.0033973581420254973,2.070935971296117e-20,-19.389718872328114,True,True,True,validated,0.06393852649957303,distance_to_blumen,500.0
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,True,blumen,0.3024517446368571,0.03760313434591586,0.015,0.004,0.015,0.004,0,0.3034966665118572,0.04559532184591588,0.005699415230739485,0.0010449218750001044,0.007992187500000018,0.21254046076262956,0.0033973579055976925,2.0430492761370773e-20,-19.391537187768225,True,True,True,validated,0.06393854595868843,distance_to_blumen,500.0
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,True,blumen,0.3024517446368571,0.03760313434591586,0.06,0.004,0.06,0.004,0,0.3035064321368572,0.04559532184591588,0.005699415230739485,0.0010546875000000955,0.007992187500000018,0.21254046076262956,0.0033973587405447237,2.0100255318128004e-20,-19.393355544377982,True,True,True,validated,0.06393856560051253,distance_to_blumen,500.0
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,True,blumen,0.3024517446368571,0.03760313434591586,0.1,0.004,0.1,0.004,0,0.3035585154701905,0.04559532184591588,0.005699415230739485,0.001106770833333437,0.007992187500000018,0.21254046076262956,0.0033973812822177384,1.872098832595744e-20,-19.40305413888545,True,True,True,validated,0.06393867344264749,distance_to_blumen,500.0
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,True,generic_01,0.05,0.025,0.1,0.004,0.1,0.004,0,0.22485351562500014,0.03032552083333334,0.0037906901041666677,0.07759822901185695,0.00727761351258252,0.19353741753639092,0.015131904993465456,6.832880581957509e-20,-8.387768679395428,True,True,True,validated,0.0642441131188154,distance_to_blumen,500.0
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,True,generic_01,0.05,0.025,0.1,0.015,0.1,0.015,0,0.22485351562500014,0.044970703125,0.005621337890625,0.07759822901185695,0.007367568779084135,0.1959296454202185,0.014226325872399252,1.1848390443652425e-18,-9.76370964780358,True,True,True,validated,0.0648969983287971,distance_to_blumen,500.0
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,True,generic_02,0.1,0.04,0.03,0.008,0.03,0.008,0,0.15994140624999997,0.03198437500000001,0.003998046875000001,0.14251033838685712,0.0056187593459158525,0.14942263307702475,0.02220718151804383,2.6471893056697434e-21,-6.735584401466614,True,True,True,validated,0.0671445142853271,distance_to_blumen,500.0
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,True,generic_02,0.1,0.04,0.06,0.008,0.06,0.008,0,0.21988281249999997,0.045317708333333345,0.005664713541666668,0.08256893213685712,0.0077145739874174835,0.20515773808773938,0.014887624766780294,1.1897213730285542e-18,-9.521723489788243,True,True,True,validated,0.06814761341060833,distance_to_blumen,500.0
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,True,generic_01,0.05,0.025,0.1,0.03,0.1,0.03,0,0.22485351562500014,0.04579638671875,0.00572454833984375,0.07759822901185695,0.008193252372834137,0.2178874850554584,0.014187595720234553,1.2642980880262658e-18,-9.835061405954471,True,True,True,validated,0.07095007071761504,distance_to_blumen,500.0
