Mach,alpha,setting,mapping_scale,search_y_limit,final_y_limit,cr,ci,omega_i,stage1_mismatch,stage2_mismatch_exact,ln_p_start_right_exact,actual_y_limit,amplitude_status,p_edge_frac,p_center_jump,p_adjacent_jump,p_left_right_energy_ratio,rho_edge_frac,rho_center_jump,rho_adjacent_jump,rho_left_right_energy_ratio,u_edge_frac,u_center_jump,u_adjacent_jump,u_left_right_energy_ratio,v_edge_frac,v_center_jump,v_adjacent_jump,v_left_right_energy_ratio,all_finite,max_edge_frac,max_center_jump,max_adjacent_jump,max_left_right_energy_ratio,fields_file,p_rel_l2_to_ref,rho_rel_l2_to_ref,u_rel_l2_to_ref,v_rel_l2_to_ref,max_rel_l2_to_ref
1.8,0.07,ms1p5_y1200,1.5,900.0,1200.0,0.434396576,0.027510992,0.00192576944,6.652549789039466e-07,1.0594683085938752e-17,-16.456627453270194,1200.0,exact_log_amplitude_match,0.011032186141816,1.852199135931451e-05,1.148063327151348,3.543235623176729,0.011032186141816,1.8521991359282965e-05,1.148063327151348,3.543235623176729,0.0004533868365471,0.0002775977238221,0.0471816549650088,1.107656804210203,0.0111383778297345,0.0008577175883713,1.1591141544341723,30.107598522118728,True,0.0111383778297345,0.0008577175883713,1.1591141544341723,30.107598522118728,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/refined_near_valid_branch/convergence_audit_full/fields_by_setting/M1.80_alpha0.07000_ms1p5_y1200_fields.csv,0.0232617702092324,0.0232617702092324,0.0017914272908378,0.0401501633613648,0.0401501633613648
1.8,0.07,ms2_y1600,2.0,900.0,1600.0,0.434396576,0.027510992,0.00192576944,6.652551983605368e-07,2.4387203745515278e-17,-20.279256816194515,1600.0,exact_log_amplitude_match,0.0024520826713758,2.546729177134745e-05,1.0391006041505475,3.505279328210792,0.0024520826713758,2.546729177137699e-05,1.0391006041505475,3.5052793282107904,0.0001007725980406,0.0003611480425557,0.0427036448355725,1.1107974139873418,0.002475685417778,0.0011733588858678,1.0491025622241608,29.7835362544522,True,0.002475685417778,0.0011733588858678,1.0491025622241608,29.7835362544522,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/refined_near_valid_branch/convergence_audit_full/fields_by_setting/M1.80_alpha0.07000_ms2_y1600_fields.csv,5.0137795017433736e-17,3.8833215364618204e-17,9.139396856864828e-17,8.916712929378475e-17,9.139396856864828e-17
1.8,0.07,ms3_y2000,3.0,1200.0,2000.0,0.434396576,0.027510992,0.00192576944,6.652548848466128e-07,3.762931723305628e-17,-24.101886178270988,2000.0,exact_log_amplitude_match,0.000545015225913,4.011689769784556e-05,0.8750373042057177,3.4795090899207524,0.000545015225913,4.011689769784705e-05,0.8750373042057178,3.4795090899207524,2.239835356976375e-05,0.000538750131952,0.0359611878613081,1.1131095511146152,0.000550261293976,0.0018385643277793,0.8834600141458292,29.563555424241976,True,0.000550261293976,0.0018385643277793,0.8834600141458292,29.563555424241976,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/refined_near_valid_branch/convergence_audit_full/fields_by_setting/M1.80_alpha0.07000_ms3_y2000_fields.csv,0.0130347750577546,0.0130347750577546,0.0010037858301629,0.0224985249440456,0.0224985249440456
1.8,0.07,ms5_y1600,5.0,900.0,1600.0,0.434396576,0.027510992,0.00192576944,6.652553652405743e-07,2.1241729312932138e-17,-20.27925681722588,1600.0,exact_log_amplitude_match,0.0024520826822577,6.550375282553406e-05,0.6696320775634341,3.4692236948932726,0.0024520826822577,6.550375282563817e-05,0.6696320775634341,3.4692236948932704,0.0001007726335026,0.0008483299892978,0.0275197033208357,1.1140852486376134,0.0024756853002374,0.0029919544793979,0.6760776474782457,29.47580181225751,True,0.0024756853002374,0.0029919544793979,0.6760776474782457,29.47580181225751,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/refined_near_valid_branch/convergence_audit_full/fields_by_setting/M1.80_alpha0.07000_ms5_y1600_fields.csv,0.0058359482717452,0.0058359482717452,0.0004494583432249,0.0100726914552224,0.0100726914552224
1.8,0.0725,ms1p5_y1200,1.5,900.0,1200.0,0.4356868639999999,0.027642608,0.00200408908,9.734384329641549e-07,1.2549283942295022e-17,-17.246741670173083,1200.0,exact_log_amplitude_match,0.0091926015438314,1.9273052518728844e-05,1.1298203940449396,3.6032925869122687,0.0091926015438314,1.9273052518753726e-05,1.1298203940449396,3.6032925869122687,0.0003904543463835,0.0001735400185966,0.0479889486544425,1.105013675839547,0.0092827132725293,0.0008238884062483,1.140895612422814,30.87176369452561,True,0.0092827132725293,0.0008238884062483,1.140895612422814,30.87176369452561,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/refined_near_valid_branch/convergence_audit_full/fields_by_setting/M1.80_alpha0.07250_ms1p5_y1200_fields.csv,0.0233554052028016,0.0233554052028016,0.0018577908790915,0.0402969622385542,0.0402969622385542
1.8,0.0725,ms2_y1600,2.0,900.0,1600.0,0.4356868639999999,0.027642608,0.00200408908,9.73438382711087e-07,2.7265621779177506e-17,-21.33296599429934,1600.0,exact_log_amplitude_match,0.0019224615151742,2.651061553560769e-05,1.025167026541277,3.566394620349673,0.0019224615151742,2.6510615535628885e-05,1.025167026541277,3.566394620349673,8.165625905405992e-05,0.0002562347592802,0.0435438127797056,1.108075658940067,0.00194130661335,0.0011394448730548,1.035216316708076,30.554053010421597,True,0.00194130661335,0.0011394448730548,1.035216316708076,30.554053010421597,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/refined_near_valid_branch/convergence_audit_full/fields_by_setting/M1.80_alpha0.07250_ms2_y1600_fields.csv,1.0333622841347797e-16,1.030243776873589e-16,1.1370638487605392e-16,9.167947572169676e-17,1.1370638487605392e-16
1.8,0.0725,ms3_y2000,3.0,1200.0,2000.0,0.4356868639999999,0.027642608,0.00200408908,9.734389028336337e-07,4.19929336057335e-17,-25.41919031765847,2000.0,exact_log_amplitude_match,0.0004020470431828,4.1777084325320486e-05,0.8608370984871091,3.542161809322712,0.0004020470431828,4.17770843252774e-05,0.8608370984871093,3.542161809322712,1.7076890539025156e-05,0.0004373675614997,0.0365639323856673,1.1102641989552433,0.000405988153826,0.0018045667058438,0.8692755495188835,30.345445717743736,True,0.000405988153826,0.0018045667058438,0.8692755495188835,30.345445717743736,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/refined_near_valid_branch/convergence_audit_full/fields_by_setting/M1.80_alpha0.07250_ms3_y2000_fields.csv,0.013074984747476,0.013074984747476,0.0010399872563269,0.0225596036810603,0.0225596036810603
1.8,0.0725,ms5_y1600,5.0,900.0,1600.0,0.4356868639999999,0.027642608,0.00200408908,9.734381151467575e-07,2.3837285928410108e-17,-21.332965995365274,1600.0,exact_log_amplitude_match,0.0019224615186619,6.823365832119237e-05,0.6557761066179654,3.532516541025704,0.0019224615186619,6.823365832117276e-05,0.6557761066179655,3.532516541025705,8.165625889170912e-05,0.000756324043233,0.0278539898027525,1.1111865126740246,0.0019413066460653,0.0029579088511789,0.6622044194467613,30.26246535418938,True,0.0019413066460653,0.0029579088511789,0.6622044194467613,30.26246535418938,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/refined_near_valid_branch/convergence_audit_full/fields_by_setting/M1.80_alpha0.07250_ms5_y1600_fields.csv,0.0058408546254624,0.0058408546254624,0.0004646334935698,0.0100774670279218,0.0100774670279218
1.8,0.075,ms1p5_y1200,1.5,900.0,1200.0,0.4369730559999999,0.02773224,0.0020799179999999,8.059275185146781e-07,1.469618182670466e-17,-18.063986882198087,1200.0,exact_log_amplitude_match,0.0077050549998458,2.0059353484732583e-05,1.1146658128466826,3.666904566018718,0.0077050549998458,2.00593534846242e-05,1.114665812846683,3.666904566018717,0.000337874138697,0.0001650775836101,0.0488791775604643,1.1019391155651064,0.0077817249076135,0.0008374836848305,1.1257574046736751,31.66295896813349,True,0.0077817249076135,0.0008374836848305,1.1257574046736751,31.66295896813349,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/refined_near_valid_branch/convergence_audit_full/fields_by_setting/M1.80_alpha0.07500_ms1p5_y1200_fields.csv,0.023506198721718,0.0235061987217181,0.0019289687109417,0.0405399692791887,0.0405399692791887
1.8,0.075,ms2_y1600,2.0,900.0,1600.0,0.4369730559999999,0.02773224,0.0020799179999999,8.05927495406405e-07,3.033512943641347e-17,-22.422854527078087,1600.0,exact_log_amplitude_match,0.0015191223607693,2.759211280064595e-05,1.009804690474162,3.631107160015671,0.0015191223607693,2.759211280068767e-05,1.0098046904741622,3.631107160015672,6.661499442453e-05,0.0002551067599142,0.0442809187481987,1.1049150018681204,0.0015342385405676,0.0011530350302,1.0198528535823874,31.352242716873647,True,0.0015342385405676,0.0011530350302,1.0198528535823874,31.352242716873647,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/refined_near_valid_branch/convergence_audit_full/fields_by_setting/M1.80_alpha0.07500_ms2_y1600_fields.csv,7.564489197391697e-17,1.099285007791294e-16,4.4930618414522346e-17,7.627999675056745e-17,1.099285007791294e-16
