Mach,setting,n_points,cr_range_global,ci_range_global,median_stage1_mismatch,max_stage1_mismatch,median_max_modal_rel_l2,max_modal_rel_l2,max_edge_fraction,max_center_jump
1.8,ms1p5_y1200,49,0.04501267199999992,0.017366864,1.137510051381683e-06,2.746216069209903e-06,0.0423182224769426,0.0707565980528885,0.0111383778297345,0.0008766821364333
1.8,ms2_y1600,49,0.04501267199999992,0.017366864,1.1375093080393536e-06,2.746217013149617e-06,1.010560906276344e-16,1.1443045493289063e-16,0.002475685417778,0.0011959266578745
1.8,ms3_y2000,49,0.04501267199999992,0.017366864,1.1375089102678403e-06,2.7462171533829465e-06,0.0227841814218749,0.0441487754367606,0.000550261293976,0.0018686952317534
1.8,ms5_y1600,49,0.04501267199999992,0.017366864,1.1375102365126855e-06,2.7462151912678617e-06,0.0134629637698602,0.0346254556436492,0.0024756853002374,0.0030352019668732
1.9,ms1p5_y1200,40,0.03201129600000002,0.0130452919999999,1.249988905639542e-06,2.4882544956044463e-06,0.0504119379021577,0.0753789764126658,0.0156738579797424,0.0008602994976769
1.9,ms2_y1600,40,0.03201129600000002,0.0130452919999999,1.2499892779196299e-06,2.4882534769421287e-06,9.489839497817783e-17,1.1684035959844562e-16,0.0039054164003469,0.0011732444183108
1.9,ms3_y2000,40,0.03201129600000002,0.0130452919999999,1.2499888148603434e-06,2.4882533191076407e-06,0.0293291804640563,0.0482529448353049,0.000973102910607,0.0018330884680567
1.9,ms5_y1600,40,0.03201129600000002,0.0130452919999999,1.2499899441831927e-06,2.4882548166813948e-06,0.01871595247985285,0.038697035985199,0.0039054163151096,0.0029775128131183
