benchmark_id,mach_index,alpha_index,Mach,alpha,primary_chart,cost_id
465,23,5,1.846,0.13525,C31,465
466,23,6,1.846,0.15075,C31,466
467,23,7,1.846,0.16625,C31,467
468,23,8,1.846,0.18175,C31,468
469,23,9,1.846,0.19725,C31,469
