benchmark_id,mach_index,alpha_index,Mach,alpha,primary_chart,cost_id
255,12,15,1.45,0.29025,C22,255
256,12,16,1.45,0.3057499999999999,C22,256
257,12,17,1.45,0.32125,C22,257
258,12,18,1.45,0.33675,C22,258
259,12,19,1.45,0.3522499999999999,C22,259
