benchmark_id,mach_index,alpha_index,Mach,alpha,primary_chart,cost_id
115,5,15,1.198,0.29025,C02,115
116,5,16,1.198,0.3057499999999999,C02,116
117,5,17,1.198,0.32125,C02,117
118,5,18,1.198,0.33675,C02,118
119,5,19,1.198,0.3522499999999999,C02,119
