benchmark_id,mach_index,alpha_index,Mach,alpha,primary_chart,cost_id
470,23,10,1.846,0.21275,C32,470
471,23,11,1.846,0.2282499999999999,C32,471
472,23,12,1.846,0.24375,C32,472
473,23,13,1.846,0.25925,C32,473
474,23,14,1.846,0.27475,C32,474
