benchmark_id,mach_index,alpha_index,Mach,alpha,primary_chart,cost_id
35,1,15,1.054,0.29025,C02,35
36,1,16,1.054,0.3057499999999999,C02,36
37,1,17,1.054,0.32125,C02,37
38,1,18,1.054,0.33675,C02,38
39,1,19,1.054,0.3522499999999999,C02,39
