scientific_role,filename,path,exists,size_bytes,sha256
spectral_reference,classical_supersonic_final_reference.csv,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FULL_BRANCH_ASSETS/classical_supersonic_final_reference.csv,True,930403,b6b4598c5f1411095c11eaa95b37200edc7c3329a0fe93fbee9cef04db2924b3
modal_reference_long,classical_supersonic_final_modes_long.csv.gz,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FULL_BRANCH_ASSETS/classical_supersonic_final_modes_long.csv.gz,True,301990199,50887410e7b2e586d403da718ab423ed1458edc7e5b0311f8697aa5f4aed610d
modal_index,classical_supersonic_final_modes_index.csv,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FULL_BRANCH_ASSETS/classical_supersonic_final_modes_index.csv,True,353927,0b9df803838381ab9dfc2bccb45dcfd012de6e6bdedc9a8b9a0cdc7f4124374d
ci_parameter_map,classical_supersonic_final_ci_map.pdf,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FULL_BRANCH_ASSETS/classical_supersonic_final_ci_map.pdf,True,34008,0c2f0a568a93ffafb752cfb73997eeba6cd37d9e4ac51448025063e41d09db20
complete_modal_atlas,classical_supersonic_final_all_modes_p_rho_u_v.pdf,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FULL_BRANCH_ASSETS/classical_supersonic_final_all_modes_p_rho_u_v.pdf,True,10347381,26e4378f58f2be5250e28409b53c826c30729792b9014fae4ae58f7d2a3227c7
blumen_digitized_points,blumen_overlay_points_with_neutral.csv,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FULL_BRANCH_ASSETS/blumen_overlay_points_with_neutral.csv,True,19908,76f4fb1067a941a3dd688eb5accdae9acda61fd6f8189f5a56ab6959c9c59770
build_metadata,asset_build_metadata.json,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FULL_BRANCH_ASSETS/asset_build_metadata.json,True,1465,f7c88f10b6cc51f2089b92437aa32a714f619f5105373579185952c126ae7ef1
source_manifest,manifest.csv,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FULL_BRANCH_ASSETS/manifest.csv,True,1088,ba17f9b337bd9416926e49fdfea6f6687c1b70dba0076536022adf5b46698b56
