benchmark_id,mach_index,alpha_index,Mach,alpha,primary_chart,cost_id
190,9,10,1.342,0.21275,C12,190
191,9,11,1.342,0.2282499999999999,C12,191
192,9,12,1.342,0.24375,C12,192
193,9,13,1.342,0.25925,C12,193
194,9,14,1.342,0.27475,C12,194
