final_reference_id,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_pinn,ci_pinn,cr_abs_error,ci_abs_error,complex_spectral_error,p_rel_l2_core20,p_rel_l2_core40,overlap_error_core20,overlap_error_core40,envelope_rel_l2_core40,phase_rmse_core40,kappa_rel_l2_core40,q_rel_l2_core40,alignment_real,alignment_imag,n_core20,n_core40
M1.800000_a0.05000000,1.8,0.05,False,0.423279653101262,0.0249681660027234,0.42877715826034546,0.049395110458135605,0.005497505159083482,0.024426944455412204,0.02503793478707744,0.22164377915252725,0.2743511097280976,0.024872298022978745,0.027564456747442012,0.1162556797632925,0.24616497468907034,2.333008473559681,0.3508290471978939,0.8812575985267851,-0.37066593315407403,1601,3201
M1.800000_a0.05500000,1.8,0.055,False,0.4261667128438313,0.0258867984148366,0.4291973114013672,0.04188327491283417,0.003030598557535902,0.015996476497997566,0.016281025396698057,0.2295908767244367,0.3037541416345577,0.02671277141590711,0.0331030766757775,0.1309118070383124,0.2636958073047653,2.0141604290471733,0.3152726681648762,0.8783333433644108,-0.35705265806415754,1601,3201
M1.800000_a0.06000000,1.8,0.06,False,0.4289832943873604,0.0266052142001806,0.4303569495677948,0.03581982105970383,0.0013736551804344188,0.009214606859523227,0.009316432156695332,0.24180878555096236,0.3438811762804832,0.02967607922386628,0.04319561685538187,0.14584639610106465,0.29137315207633757,1.7839600222098153,0.2892849147974872,0.874499847042953,-0.34190994629027305,1601,3201
M1.800000_a0.06500000,1.8,0.065,False,0.4317254458441309,0.0271417206997999,0.43213534355163574,0.03108813613653183,0.0004098977075048249,0.00394641543673193,0.003967645514646411,0.2571181733810386,0.38916656463766264,0.03362003077609366,0.05721586393342848,0.1609663631830593,0.32415295832576546,1.6151160611126456,0.2703603654817218,0.8698825151342878,-0.32535611695487415,1601,3201
M1.800000_a0.07000000,1.8,0.07,True,0.4343910527812386,0.0275128617079455,0.43439194560050964,0.027516165748238564,8.928192710699889e-07,3.3040402930631374e-06,3.422544157345335e-06,0.27452772742558296,0.4360119496535032,0.038420816118326484,0.07454213852009228,0.1761941752265613,0.35869558079795344,1.4897273527666113,0.2566408039673043,0.8645704770539372,-0.3075197679370013,1601,3201
M1.800000_a0.07500000,1.8,0.075,False,0.4369793799676383,0.0277335285499966,0.4369625151157379,0.024922305718064308,1.686485190038889e-05,0.0028112228319322925,0.002811273418578677,0.29328218187504157,0.482292695229406,0.04397407891071514,0.09457559574836027,0.191453649596897,0.3930773306141279,1.3955860487924192,0.24675048817033463,0.858617048353838,-0.28854423338841956,1601,3201
M1.800000_a0.08000000,1.8,0.08,False,0.4394907156196457,0.0278170962157899,0.4396774470806122,0.023136628791689873,0.00018673146096648274,0.004680467424100027,0.004684190852919661,0.312842740322095,0.5268210994856034,0.05019506222184611,0.11675364444040592,0.20666172117642276,0.426318368149024,1.3240981241617538,0.23968748604132734,0.8520411134242628,-0.26859442604853484,1601,3201
M1.800000_a0.08500000,1.8,0.085,False,0.441926097080702,0.0277755688738338,0.4423910677433014,0.022011687979102135,0.00046497066259937325,0.005763880894731666,0.005782605008621185,0.3328398027754656,0.568977863545899,0.05701661430946192,0.1405535781977747,0.22172390916116377,0.45802770759393446,1.2690683504007296,0.23474012143176026,0.8448310894691775,-0.24786816304424267,1601,3201
M1.800000_a0.09000000,1.8,0.09,False,0.4442871003458634,0.0276197212582427,0.44500020146369934,0.021426929160952568,0.000713101117835957,0.006192792097290133,0.00623371375381626,0.35302177436205034,0.6084737778460161,0.06438489386592916,0.16548441327502417,0.23653166189487018,0.4881659186936748,1.2259478566266906,0.2314161730638526,0.8369500529577742,-0.22660884050490138,1601,3201
M1.800000_a0.09500000,1.8,0.095,False,0.4465756797669952,0.0273592335192714,0.44744598865509033,0.02128714509308338,0.0008703088880951393,0.006072088426188019,0.006134141783179118,0.3732022178856091,0.6451771941334592,0.07224997732941985,0.19105908397593274,0.2509617769530956,0.5168660007965449,1.1913447898718128,0.22938049014799047,0.8282227199584709,-0.20509332178305573,1601,3201
M1.800000_a0.10000000,1.8,0.1,False,0.4487940454669281,0.02700281220708,0.44970420002937317,0.021516500040888786,0.0009101545624450869,0.005486312166191214,0.005561295039146668,0.3932066501370343,0.6789723502091298,0.08054987612812237,0.2167440871048789,0.26487800717881105,0.5442716834100996,1.162703462474044,0.22839825188514987,0.8185912584043166,-0.1837218745085983,1601,3201
M1.800000_a0.10500000,1.8,0.105,False,0.4509445706882605,0.0265583024386921,0.45177334547042847,0.02204982377588749,0.0008287747821679736,0.00450847866280461,0.004584020887007607,0.4128161014516597,0.7096322881481333,0.08918560267074538,0.24188710289407556,0.2781357013883163,0.5703686165256553,1.1380955118764498,0.22828213461716954,0.8081378393766472,-0.16302583196786766,1601,3201
M1.800000_a0.11000000,1.8,0.11,False,0.4530297217834196,0.0260327857055341,0.45366594195365906,0.02282237447798252,0.0006362201702394543,0.003210411227551578,0.0032728452995839496,0.4317047840205577,0.7367036135347426,0.09798504477266945,0.2656281048711061,0.2905907243378986,0.5947964288444063,1.1161087370511686,0.22884157449898,0.796922957380801,-0.1436374396815436,1601,3201
