benchmark_id,mach_index,alpha_index,Mach,alpha,primary_chart,cost_id
440,22,0,1.81,0.05775,C30,440
441,22,1,1.81,0.07325,C30,441
442,22,2,1.81,0.08875,C30,442
443,22,3,1.81,0.10425,C30,443
444,22,4,1.81,0.11975,C31,444
