final_reference_id,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_pinn,ci_pinn,cr_abs_error,ci_abs_error,complex_spectral_error,p_rel_l2_core20,p_rel_l2_core40,overlap_error_core20,overlap_error_core40,envelope_rel_l2_core40,phase_rmse_core40,kappa_rel_l2_core40,q_rel_l2_core40,alignment_real,alignment_imag,n_core20,n_core40,cr_corrected,ci_corrected,corrected_spectral_error,corrected_mismatch,optimization_seconds,nfev_reported,optimizer_success,optimizer_message,cr_pinn_original,ci_pinn_original
M1.850000_a0.05000000,1.85,0.05,False,0.4409623344477715,0.0223581821587575,0.4409621452571605,0.022524712125677,0.0030578176442084,0.0184954150650011,0.0187464830614146,0.231932291075776,0.2979188949783237,0.0272680675765076,0.0380689804677258,0.1171722969307958,0.2580475836075646,2.203879506393985,0.3181482074354513,0.8984340271022817,-0.3399666816080542,1601,3201,0.4409621452571605,0.022524712125677,0.0001665300743868,1.2778283735926002e-05,20.803174687549472,80,False,Maximum number of function evaluations has been exceeded.,0.44402015209198,0.0408535972237587
M1.850000_a0.05500000,1.85,0.055,False,0.4435723598073116,0.0232188116701575,0.443572352316436,0.0232188036243475,0.0014476005961308,0.0106290865747002,0.0107272097443087,0.2482817303995212,0.3478679043386704,0.0313121336829809,0.051588899296517,0.130917508530587,0.2995461169524877,1.9077190743156576,0.2915737922073002,0.892217989371057,-0.3282660040746874,1601,3201,0.443572352316436,0.0232188036243475,1.0993101246167705e-08,9.519958626957204e-10,20.79295070655644,80,False,Maximum number of function evaluations has been exceeded.,0.4450199604034424,0.0338478982448577
M1.850000_a0.06000000,1.85,0.06,False,0.4461278442170976,0.0238968792501489,0.4461278442261688,0.0238968776901992,0.0004609998438002,0.0045478225555618,0.0045711279628622,0.2649695098649027,0.3963472535058225,0.0357432090765688,0.0669680288561653,0.1452633157864803,0.3388298746670234,1.6974844665151778,0.2721020302386798,0.8856728063966086,-0.3156685339689119,1601,3201,0.4461278442261688,0.0238968776901992,1.559976054338805e-09,1.5810383406291317e-10,21.212018685415387,80,False,Maximum number of function evaluations has been exceeded.,0.4465888440608978,0.0284447018057107
M1.850000_a0.06500000,1.85,0.065,True,0.4486243105314618,0.0244076340678053,0.4486243024746968,0.0244076309133533,1.7010785693383212e-06,1.3741883354290163e-06,2.1867926011149937e-06,0.2815860759024146,0.442357082529888,0.0404640278458137,0.0837761267297708,0.1601141020461857,0.3750628175438488,1.5459777178977878,0.2577055727501851,0.8789139995795495,-0.3022163658171904,1601,3201,0.4486243024746968,0.0244076309133533,8.652284570229156e-09,9.35718560467985e-10,22.095150637440383,80,False,Maximum number of function evaluations has been exceeded.,0.4486260116100311,0.0244062598794698
M1.850000_a0.07000000,1.85,0.07,False,0.4510589206247342,0.0247650899140801,0.4510589043483138,0.0247653309159113,5.805135059477884e-05,0.003278142601129,0.0032786565652173,0.2978814909164301,0.4853547589430972,0.0453971415455508,0.10161386500788,0.1753682447406609,0.4078478138393349,1.4354116828146128,0.2469113854586596,0.8720235468354713,-0.2879549200789454,1601,3201,0.4510589043483138,0.0247653309159113,2.415508321805545e-07,2.8598390924904343e-08,22.493842675350606,80,False,Maximum number of function evaluations has been exceeded.,0.4510008692741394,0.021486947312951
M1.850000_a0.07500000,1.85,0.075,False,0.4534301112971537,0.0249820528631137,0.4534301093631681,0.0249780101122885,0.0001276780285603,0.0055155390952752,0.0055170166929679,0.3137231430830576,0.5250840017112498,0.0504854980074879,0.1201254012878511,0.1909155964931082,0.4370659647929794,1.3537311406644008,0.2386626274571625,0.865047850629305,-0.2729367563402692,1601,3201,0.4534301093631681,0.0249780101122885,4.042751287751671e-06,5.230102373419554e-07,22.245247282087803,80,False,Maximum number of function evaluations has been exceeded.,0.4535577893257141,0.0194665137678384
M1.850000_a0.08000000,1.85,0.08,False,0.4557373020033783,0.0250701844317049,0.4557373086071943,0.0250613723568411,0.0004122760911041,0.0069077383351654,0.0069200303816103,0.3290649854169703,0.5614866139742164,0.0556927219530024,0.1390081879700623,0.2066347503825523,0.4628026019966236,1.2925431144193738,0.2322205798358918,0.8578237572520735,-0.2571738775143586,1601,3201,0.4557373086071943,0.0250613723568411,8.812077338242455e-06,1.2367881673412568e-06,22.57191691547632,80,False,Maximum number of function evaluations has been exceeded.,0.4561495780944824,0.0181624460965394
M1.850000_a0.08500000,1.85,0.085,False,0.457980661033861,0.0250400808661877,0.4579806624341693,0.0250336764145534,0.0006864980466443,0.0076071062147318,0.0076380196733353,0.3439239400380176,0.5946450982545457,0.0610024901690494,0.1580164658551983,0.2223899406604431,0.4853054281911004,1.2458874320819793,0.227089361810377,0.8504555744240371,-0.2407965497305298,1601,3201,0.4579806624341693,0.0250336764145534,6.404451787310562e-06,9.693328925522651e-07,22.897589324973524,80,False,Maximum number of function evaluations has been exceeded.,0.4586671590805053,0.0174329746514558
M1.850000_a0.09000000,1.85,0.09,False,0.4601609208281758,0.0249013621796004,0.4601609136989252,0.0249045432967385,0.0008864007298228,0.0077273287315003,0.0077780020299882,0.358360086384904,0.6247347008382513,0.0664165551563142,0.1769563475935497,0.238027553609706,0.50495140335218,1.209464695335046,0.2229546458155887,0.8428930476150046,-0.2239271365067049,1601,3201,0.4601609136989252,0.0249045432967385,3.1811251269158868e-06,5.162429098667374e-07,22.35034101456404,80,False,Maximum number of function evaluations has been exceeded.,0.4610473215579986,0.0171740334481
M1.850000_a0.09500000,1.85,0.095,False,0.4622792317337927,0.0246627575436747,0.4622792321509843,0.0246761055900492,0.0009842799239221,0.0073505642542755,0.0074161716420852,0.3724556008410672,0.6519713791767046,0.0719499876611609,0.1956671981740728,0.2533729296898729,0.5222051018074676,1.180129142836939,0.2196324529583524,0.8350528003981669,-0.2067344433074975,1601,3201,0.4622792321509843,0.0246761055900492,1.3348046381020931e-05,2.311119616061553e-06,19.728483526036143,80,False,Maximum number of function evaluations has been exceeded.,0.4632635116577148,0.0173121932893991
