Mach,alpha,ci_value,source
1.6,0.21,0.0149899673896267,dense_classical_reference
1.6,0.215,0.0134043239656545,dense_classical_reference
1.6,0.22,0.0118039423351638,dense_classical_reference
1.6,0.225,0.010189872762395,dense_classical_reference
1.6,0.23,0.0085630976726543,dense_classical_reference
1.6,0.235,0.0069245349381622,dense_classical_reference
1.6,0.24,0.0052750494166977,dense_classical_reference
1.6,0.245,0.0036154516817713,dense_classical_reference
1.6,0.25,0.0019465068221647,dense_classical_reference
1.6,0.255,0.0002641241639164,dense_classical_reference
1.65,0.05,0.036495669112601,dense_classical_reference
1.65,0.055,0.0374926077708714,dense_classical_reference
1.65,0.06,0.0382282042683652,dense_classical_reference
1.65,0.065,0.0387347851787765,dense_classical_reference
1.65,0.07,0.0390396543196021,dense_classical_reference
1.65,0.075,0.0391659824628922,dense_classical_reference
1.65,0.08,0.0391335349544385,dense_classical_reference
1.65,0.085,0.0389592637888102,dense_classical_reference
1.65,0.09,0.0386577878381246,dense_classical_reference
1.65,0.095,0.0382417808850598,dense_classical_reference
1.65,0.1,0.0377222883641173,dense_classical_reference
1.65,0.105,0.0371089849032892,dense_classical_reference
1.65,0.11,0.0364103847627366,dense_classical_reference
1.65,0.115,0.0356340166933869,dense_classical_reference
1.65,0.12,0.0347865652913392,dense_classical_reference
1.65,0.125,0.0338739918486313,dense_classical_reference
1.65,0.13,0.0329016327445327,dense_classical_reference
1.65,0.135,0.0318742835335322,dense_classical_reference
1.65,0.14,0.030796267900056,dense_classical_reference
1.65,0.145,0.0296714980138063,dense_classical_reference
1.65,0.15,0.028503524501809,dense_classical_reference
1.65,0.155,0.0272955794891602,dense_classical_reference
1.65,0.16,0.0260506134674446,dense_classical_reference
1.65,0.165,0.0247713268969151,dense_classical_reference
1.65,0.17,0.0234601973409518,dense_classical_reference
1.65,0.175,0.0221195036513732,dense_classical_reference
1.65,0.18,0.0207513459823571,dense_classical_reference
1.65,0.185,0.0193576634963331,dense_classical_reference
1.65,0.19,0.0179402510726091,dense_classical_reference
1.65,0.195,0.0165007718675845,dense_classical_reference
1.65,0.2,0.015040770165693,dense_classical_reference
1.65,0.205,0.0135616824161808,dense_classical_reference
1.65,0.21,0.0120648450484804,dense_classical_reference
1.65,0.215,0.0105515052181564,dense_classical_reference
1.65,0.22,0.0090228265664929,dense_classical_reference
1.65,0.225,0.0074798945712252,dense_classical_reference
1.65,0.23,0.005923728605595,dense_classical_reference
1.65,0.235,0.0043552809906501,dense_classical_reference
1.65,0.24,0.0027754388739638,dense_classical_reference
1.65,0.245,0.0011851061122299,dense_classical_reference
1.7,0.05,0.0318734709789904,dense_classical_reference
1.7,0.055,0.0328730981616968,dense_classical_reference
1.7,0.06,0.0336318199900653,dense_classical_reference
1.7,0.065,0.0341765236862786,dense_classical_reference
1.7,0.07,0.0345304998550194,dense_classical_reference
1.7,0.075,0.0347139445851855,dense_classical_reference
1.7,0.08,0.0347444091807322,dense_classical_reference
1.7,0.085,0.0346371917969951,dense_classical_reference
1.7,0.09,0.0344056712495281,dense_classical_reference
1.7,0.095,0.0340615906188966,dense_classical_reference
1.7,0.1,0.0336152959532578,dense_classical_reference
1.7,0.105,0.0330759368401351,dense_classical_reference
1.7,0.11,0.0324516348625227,dense_classical_reference
1.7,0.115,0.0317496256303763,dense_classical_reference
1.7,0.12,0.0309763785020722,dense_classical_reference
1.7,0.125,0.0301376975396052,dense_classical_reference
1.7,0.13,0.029238807814941,dense_classical_reference
1.7,0.135,0.0282844270120357,dense_classical_reference
1.7,0.14,0.0272788284589627,dense_classical_reference
1.7,0.145,0.0262258940125742,dense_classical_reference
1.7,0.15,0.0251291595710998,dense_classical_reference
1.7,0.155,0.0239918542277745,dense_classical_reference
1.7,0.16,0.0228169341517216,dense_classical_reference
1.7,0.165,0.0216071120197366,dense_classical_reference
1.7,0.17,0.0203648828704671,dense_classical_reference
1.7,0.175,0.0190925449656912,dense_classical_reference
1.7,0.18,0.017792221109122,dense_classical_reference
1.7,0.185,0.0164658740674279,dense_classical_reference
1.7,0.19,0.015115322697238,dense_classical_reference
1.7,0.195,0.0137422547294503,dense_classical_reference
1.7,0.2,0.0123482379413871,dense_classical_reference
1.7,0.205,0.0109347319530853,dense_classical_reference
1.7,0.21,0.0095030958822338,dense_classical_reference
1.7,0.215,0.0080545975156262,dense_classical_reference
1.7,0.22,0.006590418920113,dense_classical_reference
1.7,0.225,0.0051116684727593,dense_classical_reference
1.7,0.23,0.0036193799030056,dense_classical_reference
1.7,0.235,0.0021145234432839,dense_classical_reference
1.7,0.24,0.0005983786311341,dense_classical_reference
1.75,0.05,0.028092539405828,dense_classical_reference
1.75,0.055,0.029060765945644,dense_classical_reference
1.75,0.06,0.0298090916521314,dense_classical_reference
1.75,0.065,0.0303596785574145,dense_classical_reference
1.75,0.07,0.030732164094019,dense_classical_reference
1.75,0.075,0.0309439168181252,dense_classical_reference
1.75,0.08,0.0310102960939408,dense_classical_reference
1.75,0.085,0.0309448952275353,dense_classical_reference
1.75,0.09,0.0307597644867553,dense_classical_reference
1.75,0.095,0.0304656084045474,dense_classical_reference
1.75,0.1,0.0300719602215737,dense_classical_reference
1.75,0.105,0.0295873299966672,dense_classical_reference
1.75,0.11,0.0290193382153662,dense_classical_reference
1.75,0.115,0.028374825904752,dense_classical_reference
1.75,0.12,0.0276599521475727,dense_classical_reference
1.75,0.125,0.0268802780606886,dense_classical_reference
1.75,0.13,0.026040837011041,dense_classical_reference
1.75,0.135,0.0251461979502636,dense_classical_reference
1.75,0.14,0.0242005183491091,dense_classical_reference
1.75,0.145,0.0232075905536416,dense_classical_reference
1.75,0.15,0.0221708817612546,dense_classical_reference
1.75,0.155,0.0210935694595094,dense_classical_reference
1.75,0.16,0.0199785709436812,dense_classical_reference
1.75,0.165,0.018828570909226,dense_classical_reference
1.75,0.17,0.0176460441250757,dense_classical_reference
1.75,0.175,0.0164332755579669,dense_classical_reference
1.75,0.18,0.0151923791554015,dense_classical_reference
1.75,0.185,0.013925313455519,dense_classical_reference
1.75,0.19,0.0126338948898256,dense_classical_reference
1.75,0.195,0.0113198117294429,dense_classical_reference
1.75,0.2,0.0099846337397472,dense_classical_reference
1.75,0.205,0.0086298225268226,dense_classical_reference
1.75,0.21,0.0072567424189534,dense_classical_reference
1.75,0.215,0.0058666599725996,dense_classical_reference
1.75,0.22,0.004460768447264,dense_classical_reference
1.75,0.225,0.003040173944121,dense_classical_reference
1.75,0.23,0.0016059023832937,dense_classical_reference
1.75,0.235,0.0001659878864715,dense_classical_reference
1.8,0.05,0.0249681660027234,dense_classical_reference
1.8,0.055,0.0258867984148366,dense_classical_reference
1.8,0.06,0.0266052142001806,dense_classical_reference
1.8,0.065,0.0271417206997999,dense_classical_reference
1.8,0.07,0.0275128617079455,dense_classical_reference
1.8,0.075,0.0277335285499966,dense_classical_reference
1.8,0.08,0.0278170962157899,dense_classical_reference
1.8,0.085,0.0277755688738338,dense_classical_reference
1.8,0.09,0.0276197212582427,dense_classical_reference
1.8,0.095,0.0273592335192714,dense_classical_reference
1.8,0.1,0.02700281220708,dense_classical_reference
1.8,0.105,0.0265583024386921,dense_classical_reference
1.8,0.11,0.0260327857055341,dense_classical_reference
1.8,0.115,0.0254326671624637,dense_classical_reference
1.8,0.12,0.0247637524176646,dense_classical_reference
1.8,0.125,0.0240313151236926,dense_classical_reference
1.8,0.13,0.0232401554047952,dense_classical_reference
1.8,0.135,0.0223946521316,dense_classical_reference
1.8,0.14,0.0214988079117178,dense_classical_reference
1.8,0.145,0.0205562890486093,dense_classical_reference
1.8,0.15,0.0195704597694281,dense_classical_reference
1.8,0.155,0.0185444137844578,dense_classical_reference
1.8,0.16,0.017481000149528,dense_classical_reference
1.8,0.165,0.0163828471279768,dense_classical_reference
1.8,0.17,0.0152523837741779,dense_classical_reference
1.8,0.175,0.0140918578078222,dense_classical_reference
1.8,0.18,0.0129033521196374,dense_classical_reference
1.8,0.185,0.0116887998532646,dense_classical_reference
1.8,0.19,0.0104499966754561,dense_classical_reference
1.8,0.195,0.009188612409919,dense_classical_reference
1.8,0.2,0.0079062030739905,dense_classical_reference
1.8,0.205,0.0066042173213696,dense_classical_reference
1.8,0.21,0.0052840046266204,dense_classical_reference
1.8,0.215,0.0039468291404883,dense_classical_reference
1.8,0.22,0.0025938712316997,dense_classical_reference
1.8,0.225,0.0012262526181953,dense_classical_reference
1.85,0.05,0.0223581821587575,dense_classical_reference
1.85,0.055,0.0232188116701575,dense_classical_reference
1.85,0.06,0.0238968792501489,dense_classical_reference
1.85,0.065,0.0244076340678053,dense_classical_reference
1.85,0.07,0.0247650899140801,dense_classical_reference
1.85,0.075,0.0249820528631137,dense_classical_reference
1.85,0.08,0.0250701844317049,dense_classical_reference
1.85,0.085,0.0250400808661877,dense_classical_reference
1.85,0.09,0.0249013621796004,dense_classical_reference
1.85,0.095,0.0246627575436747,dense_classical_reference
1.85,0.1,0.0243321927216004,dense_classical_reference
1.85,0.105,0.0239168690061534,dense_classical_reference
1.85,0.11,0.023423336656071,dense_classical_reference
1.85,0.115,0.0228575615332241,dense_classical_reference
1.85,0.12,0.0222249860031717,dense_classical_reference
1.85,0.125,0.021530581350278,dense_classical_reference
1.85,0.13,0.0207788968142683,dense_classical_reference
1.85,0.135,0.0199741023563701,dense_classical_reference
1.85,0.14,0.0191200257294819,dense_classical_reference
1.85,0.145,0.0182201871119789,dense_classical_reference
1.85,0.15,0.0172778284543149,dense_classical_reference
1.85,0.155,0.016295939689047,dense_classical_reference
1.85,0.16,0.0152772826546179,dense_classical_reference
1.85,0.165,0.0142244122830798,dense_classical_reference
1.85,0.17,0.0131396943212481,dense_classical_reference
1.85,0.175,0.0120253228439984,dense_classical_reference
1.85,0.18,0.0108833347589581,dense_classical_reference
1.85,0.185,0.0097156225772121,dense_classical_reference
1.85,0.19,0.0085239478738431,dense_classical_reference
1.85,0.195,0.007309950569727,dense_classical_reference
1.85,0.2,0.0060751576994105,dense_classical_reference
1.85,0.205,0.0048209924504837,dense_classical_reference
1.85,0.21,0.0035487879533637,dense_classical_reference
1.85,0.215,0.0022597848077579,dense_classical_reference
1.85,0.22,0.0009551031056836,dense_classical_reference
1.9,0.05,0.0201545403695674,dense_classical_reference
1.9,0.055,0.0209545200389075,dense_classical_reference
1.9,0.06,0.0215874463500849,dense_classical_reference
1.9,0.065,0.0220661663779487,dense_classical_reference
1.9,0.07,0.0224026540029573,dense_classical_reference
1.9,0.075,0.0226079949575224,dense_classical_reference
1.9,0.08,0.0226924045559811,dense_classical_reference
1.9,0.085,0.0226652668576932,dense_classical_reference
1.9,0.09,0.0225351864585413,dense_classical_reference
1.9,0.095,0.022310043030764,dense_classical_reference
1.9,0.1,0.0219970508320953,dense_classical_reference
1.9,0.105,0.0216028148034642,dense_classical_reference
1.9,0.11,0.021133384910942,dense_classical_reference
1.9,0.115,0.0205943065902101,dense_classical_reference
1.9,0.12,0.0199906682279446,dense_classical_reference
1.9,0.125,0.0193271425190721,dense_classical_reference
1.9,0.13,0.0186080268219635,dense_classical_reference
1.9,0.135,0.0178372766850934,dense_classical_reference
1.9,0.14,0.0170185388552902,dense_classical_reference
1.9,0.145,0.0161551782261101,dense_classical_reference
1.9,0.15,0.0152503044485099,dense_classical_reference
1.9,0.155,0.0143067940524762,dense_classical_reference
1.9,0.16,0.0133273114657672,dense_classical_reference
1.9,0.165,0.0123143262874896,dense_classical_reference
1.9,0.17,0.0112701314212974,dense_classical_reference
1.9,0.175,0.0101968564478816,dense_classical_reference
1.9,0.18,0.009096481823104,dense_classical_reference
1.9,0.185,0.0079708512569397,dense_classical_reference
1.9,0.19,0.0068216808151174,dense_classical_reference
1.9,0.195,0.0056505720007862,dense_classical_reference
1.9,0.2,0.004459012725829,dense_classical_reference
1.9,0.205,0.0032484016832047,dense_classical_reference
1.9,0.21,0.0020200312725903,dense_classical_reference
1.9,0.215,0.0007752887358164,dense_classical_reference
1.0110650069156293,0.3417639057640433,0.01,Blumen_digitized
1.04149377593361,0.3433132359796123,0.01,Blumen_digitized
1.0816044260027662,0.3421536263114861,0.01,Blumen_digitized
1.1217150760719226,0.3340879392952937,0.01,Blumen_digitized
1.156293222683264,0.3287541169008812,0.01,Blumen_digitized
1.1908713692946058,0.3206578635672422,0.01,Blumen_digitized
1.2295988934993085,0.3112033195020748,0.01,Blumen_digitized
1.2697095435684649,0.3031376324858822,0.01,Blumen_digitized
1.30567081604426,0.2950490207316049,0.01,Blumen_digitized
1.3374827109266945,0.2855562687696293,0.01,Blumen_digitized
1.3748271092669433,0.2774752985947136,0.01,Blumen_digitized
1.4135546334716458,0.2680207545295462,0.01,Blumen_digitized
1.4564315352697097,0.2613515661416902,0.01,Blumen_digitized
1.4923928077455049,0.2532629543874128,0.01,Blumen_digitized
1.536652835408022,0.2438389766396919,0.01,Blumen_digitized
1.5656984785615489,0.238474587927833,0.01,Blumen_digitized
1.6293222683264177,0.2277763768215615,0.01,Blumen_digitized
1.6694329183955738,0.2210919052749823,0.01,Blumen_digitized
1.7081604426002766,0.2130185766794282,0.01,Blumen_digitized
1.7648686030428768,0.2036633731459619,0.01,Blumen_digitized
1.8174273858921164,0.1956664603440239,0.01,Blumen_digitized
1.8589211618257264,0.1889896303768063,0.01,Blumen_digitized
1.8948824343015207,0.1836634495617555,0.01,Blumen_digitized
1.940525587828492,0.1728658979237829,0.01,Blumen_digitized
1.9626556016597512,0.1702257322543424,0.01,Blumen_digitized
2.002766251728908,0.1593976142989233,0.01,Blumen_digitized
2.037344398340249,0.1526825764348976,0.01,Blumen_digitized
2.076071922544952,0.1432280323697303,0.01,Blumen_digitized
1.016597510373444,0.2727336986008269,0.05,Blumen_digitized
1.0484094052558783,0.2660033775780779,0.05,Blumen_digitized
1.0788381742738589,0.2592654149759673,0.05,Blumen_digitized
1.107883817427386,0.2511385953248818,0.05,Blumen_digitized
1.1369294605809128,0.2457742066130228,0.05,Blumen_digitized
1.160442600276625,0.2376168206444909,0.05,Blumen_digitized
1.189488243430152,0.2294900009934053,0.05,Blumen_digitized
1.2213001383125863,0.2199972490314298,0.05,Blumen_digitized
1.2544951590594744,0.2077497077095895,0.05,Blumen_digitized
1.2835408022130013,0.199622888058504,0.05,Blumen_digitized
1.3195020746887969,0.1846281989561602,0.05,Blumen_digitized
1.3582295988934994,0.1751736548909929,0.05,Blumen_digitized
1.3914246196403872,0.1629261135691525,0.05,Blumen_digitized
1.4052558782849238,1.9103948404e-05,0.05,Blumen_digitized
1.4232365145228216,0.147908499728724,0.05,Blumen_digitized
1.43015214384509,0.0056815142553663,0.05,Blumen_digitized
1.4508990318118948,0.1383928230286636,0.05,Blumen_digitized
1.4564315352697097,0.0127327816113035,0.05,Blumen_digitized
1.4744121715076073,0.1288542215905184,0.05,Blumen_digitized
1.4896265560165975,0.0239659032728885,0.05,Blumen_digitized
1.5062240663900417,0.1179802541589296,0.05,Blumen_digitized
1.5255878284923927,0.1097999434523127,0.05,Blumen_digitized
1.532503457814661,0.0407773778684578,0.05,Blumen_digitized
1.544951590594744,0.0974759863368561,0.05,Blumen_digitized
1.553250345781466,0.0809472501776668,0.05,Blumen_digitized
1.5546334716459198,0.0588554442432162,0.05,Blumen_digitized
1.5587828492392806,0.0685468772685939,0.05,Blumen_digitized
1.0110650069156293,0.2367915300734356,0.07,Blumen_digitized
1.049792531120332,0.2300994169474948,0.07,Blumen_digitized
1.0871369294605808,0.2206372313029657,0.07,Blumen_digitized
1.1272475795297372,0.21119032881716,0.07,Blumen_digitized
1.1576763485477175,0.2003087198062096,0.07,Blumen_digitized
1.1936376210235131,0.1853140307038659,0.07,Blumen_digitized
1.2268326417704012,0.1744477048516388,0.07,Blumen_digitized
1.26417704011065,0.1636043037374965,0.07,Blumen_digitized
1.2946058091286308,0.1485790483177063,0.07,Blumen_digitized
1.3360995850622408,0.1308524945935827,0.07,Blumen_digitized
1.3623789764868603,0.1130418834964811,0.07,Blumen_digitized
1.3900414937759336,0.1021449913268074,0.07,Blumen_digitized
1.3928077455048409,0.002712760673376,0.07,Blumen_digitized
1.4107883817427385,0.0193866868404362,0.07,Blumen_digitized
1.4260027662517287,0.0401889762576129,0.07,Blumen_digitized
1.4273858921161826,0.0802518664557591,0.07,Blumen_digitized
1.432918395573997,0.0637078471378465,0.07,Blumen_digitized
1.0110650069156293,0.1718744030016124,0.1,Blumen_digitized
1.0428769017980637,0.1679065129180899,0.1,Blumen_digitized
1.0760719225449515,0.1653274798835424,0.1,Blumen_digitized
1.1189488243430152,0.1558958605564598,0.1,Blumen_digitized
1.1507607192254494,0.1422594621856445,0.1,Blumen_digitized
1.1825726141078838,0.1341479256932823,0.1,Blumen_digitized
1.211618257261411,0.1191150286941306,0.1,Blumen_digitized
1.2420470262793917,0.1054709887439536,0.1,Blumen_digitized
1.268326417704011,0.0931852395253051,0.1,Blumen_digitized
1.2959889349930842,0.0809071318860182,0.1,Blumen_digitized
1.313969571230982,0.0685755331911999,0.1,Blumen_digitized
1.3333333333333337,0.0534891451365168,0.1,Blumen_digitized
1.3416320885200554,0.0397228399165539,0.1,Blumen_digitized
1.351313969571231,0.0038647287621406,0.1,Blumen_digitized
1.351313969571231,0.0190580989278864,0.1,Blumen_digitized
1.0290456431535269,0.2990455667377334,0.03,Blumen_digitized
1.062240663900415,0.2950853182335725,0.03,Blumen_digitized
1.0982019363762103,0.2883779219489085,0.03,Blumen_digitized
1.1313969571230982,0.2830364579751344,0.03,Blumen_digitized
1.164591977869986,0.2735513475925205,0.03,Blumen_digitized
1.197786998616874,0.2654474526795199,0.03,Blumen_digitized
1.2337482710926695,0.2559776254556292,0.03,Blumen_digitized
1.272475795297372,0.2437606504512353,0.03,Blumen_digitized
1.309820193637621,0.2342984648067063,0.03,Blumen_digitized
1.351313969571231,0.2262404193698754,0.03,Blumen_digitized
1.3914246196403872,0.2140310859448431,0.03,Blumen_digitized
1.4273858921161826,0.0029038001574166,0.03,Blumen_digitized
1.428769017980636,0.2059501157699274,0.03,Blumen_digitized
1.460580912863071,0.1923137173991121,0.03,Blumen_digitized
1.4979253112033195,0.0074371671136991,0.03,Blumen_digitized
1.4979253112033195,0.1814703162849698,0.03,Blumen_digitized
1.5283540802213,0.0103677127988812,0.03,Blumen_digitized
1.536652835408022,0.1720157722198024,0.03,Blumen_digitized
1.5684647302904566,0.0147329650092081,0.03,Blumen_digitized
1.5864453665283542,0.1557162834414617,0.03,Blumen_digitized
1.6141078838174274,0.0218912144762079,0.03,Blumen_digitized
1.6293222683264177,0.1421410177055394,0.03,Blumen_digitized
1.6514522821576765,0.0290036144670381,0.03,Blumen_digitized
1.6804979253112031,0.0360701649816984,0.03,Blumen_digitized
1.6832641770401109,0.123102022726057,0.03,Blumen_digitized
1.7081604426002766,0.0403666429777707,0.03,Blumen_digitized
1.7150760719225449,0.1149904862336948,0.03,Blumen_digitized
1.7372060857538036,0.0515768399012708,0.03,Blumen_digitized
1.7413554633471646,0.0999423060758198,0.03,Blumen_digitized
1.752420470262794,0.0751415602576741,0.03,Blumen_digitized
