cost_id,Mach,alpha,classical_success,classical_cr,classical_ci,classical_omega_i,classical_residual_norm,classical_delta_kappa,classical_delta_q,classical_parameterization,classical_settings_name,classical_best_seed_index,classical_best_seed_cr,classical_best_seed_ci,classical_n_generic_starts,classical_n_accepted_starts,classical_n_solver_attempts,classical_objective_calls,classical_integration_failures,classical_seconds,status
445,1.81,0.13525,True,0.46564190769350416,0.021842504392971918,0.002954198719149452,6.860599163542076e-13,2.508097896036787e-13,6.385707934652984e-13,log_ci,nominal,4,0.5,0.002,6,1,36,2809,0,245.33002421201672,COMPLETED
446,1.81,0.15075,True,0.47082401272496965,0.01893875740413256,0.0028550176786729833,1.5603462426653578e-12,4.562461519697081e-13,1.4921527555222802e-12,log_ci,nominal,4,0.5,0.002,6,1,36,2840,0,246.52916586096399,COMPLETED
447,1.81,0.16625,True,0.475590246190265,0.01565223268188259,0.002602183683362981,1.11403155931872e-11,2.3495753953550746e-12,1.0889725753082669e-11,log_ci,nominal,4,0.5,0.002,6,1,36,2816,0,236.4942880430026,COMPLETED
448,1.81,0.18175,True,0.47999383344136315,0.012060251959450305,0.002191950793630093,2.975537400592816e-11,2.732050696785393e-12,2.962968412290046e-11,log_ci,nominal,4,0.5,0.002,6,1,36,3135,0,276.8949950679671,COMPLETED
449,1.81,0.19725,True,0.4840806336224583,0.008223698361888269,0.0016221245018824611,1.0554593228659048e-14,3.611694276983712e-15,9.917414112159406e-15,log_ci,nominal,4,0.5,0.002,6,2,32,3279,0,291.5800458949525,COMPLETED
