Mach,alpha,classical_ci,source,priority
1.0110650069156293,0.3417639057640433,0.0105569827469324,blumen_pointwise,1
1.351313969571231,0.0190580989278864,0.0961358148717478,blumen_pointwise,1
1.3416320885200554,0.0397228399165539,0.0987388974535447,blumen_pointwise,1
1.3333333333333337,0.0534891451365168,0.0983388333402651,blumen_pointwise,1
1.313969571230982,0.0685755331911999,0.0991552316974625,blumen_pointwise,1
1.2959889349930842,0.0809071318860182,0.0993084107824993,blumen_pointwise,1
1.268326417704011,0.0931852395253051,0.1010901891949871,blumen_pointwise,1
1.2420470262793917,0.1054709887439536,0.1018259335076605,blumen_pointwise,1
1.211618257261411,0.1191150286941306,0.1022765820935058,blumen_pointwise,1
1.1825726141078838,0.1341479256932823,0.1010860826064673,blumen_pointwise,1
1.1507607192254494,0.1422594621856445,0.1037658588495092,blumen_pointwise,1
1.1189488243430152,0.1558958605564598,0.1029483803117135,blumen_pointwise,1
1.0760719225449515,0.1653274798835424,0.1062160715566562,blumen_pointwise,1
1.0428769017980637,0.1679065129180899,0.1107967600030938,blumen_pointwise,1
1.0110650069156293,0.1718744030016124,0.090510410041798,blumen_pointwise,1
1.432918395573997,0.0637078471378465,0.0715899393347426,blumen_pointwise,1
1.4273858921161826,0.0802518664557591,0.0701869247597056,blumen_pointwise,1
1.4260027662517287,0.0401889762576129,0.0735236001937019,blumen_pointwise,1
1.4107883817427385,0.0193866868404362,0.072169847870327,blumen_pointwise,1
1.3900414937759336,0.1021449913268074,0.0716885714427556,blumen_pointwise,1
1.3623789764868603,0.1130418834964811,0.0732494908368089,blumen_pointwise,1
1.3360995850622408,0.1308524945935827,0.0714294761681194,blumen_pointwise,1
1.2946058091286308,0.1485790483177063,0.0714896508741503,blumen_pointwise,1
1.26417704011065,0.1636043037374965,0.0701312088938532,blumen_pointwise,1
1.2268326417704012,0.1744477048516388,0.0716092896227179,blumen_pointwise,1
1.1936376210235131,0.1853140307038659,0.0721256934153718,blumen_pointwise,1
1.0290456431535269,0.2990455667377334,0.0336945932767273,blumen_pointwise,1
1.1576763485477175,0.2003087198062096,0.0706862841982844,blumen_pointwise,1
1.062240663900415,0.2950853182335725,0.0326321825276222,blumen_pointwise,1
