case_id,solver,sweep_type,Mach,alpha,Ly,rtol,atol,accuracy_label,accuracy_order,n_mode_points,physical_dy,max_step,run_id,config_hash,regime,sweep_name,reference_policy,matching_y,n_points,trajectory_n_eval_left,trajectory_n_eval_right,cr,ci,omega_i,runtime_seconds,stage1_mismatch,stage2_mismatch,solver_success,spectral_success,modal_reconstruction_success,branch_distance,branch_relative_distance,branch_check_passed,overall_validated,converged,mode_file,error_message,reference_cr,reference_ci,reference_omega_i,branch_identifier
subsonic_M060,subsonic_mstab17,shooting_accuracy,0.6,0.37,80.0,1e-06,1e-08,coarse_1e-6,0,4001,0.04,0.25,subsonic_M060__subsonic_mstab17__shooting_accuracy__resolution_coupled__fe1246e72fab,fe1246e72fab38e7bee8476bcd7f73403c47d40ca57a5f4099284d9aec60e67e,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.3295467921557147,0.12193231309761443,4.006365957902744,1.5808913599891338e-05,8.077935669463161e-28,True,True,True,0.0006027955603122859,0.001832517287292882,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M060__subsonic_mstab17__shooting_accuracy__resolution_coupled__fe1246e72fab/mode.npz,,0.0,0.3289439965954024,0.1217092787402989,subsonic_cr0_M0.60_from_M0.56_M0.63
subsonic_M060,subsonic_mstab17,shooting_accuracy,0.6,0.37,80.0,1e-08,1e-10,standard_1e-8,1,4001,0.04,0.25,subsonic_M060__subsonic_mstab17__shooting_accuracy__resolution_coupled__19a94d9260e1,19a94d9260e1d1c99d60a097be9363f5dab33bd86a1ec958d16c6c9e748bc6eb,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.32954681307366157,0.12193232083725478,4.2776870840461925,1.5907715819820833e-05,4.543838814073028e-28,True,True,True,0.0006028164782591605,0.0018325808785032132,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M060__subsonic_mstab17__shooting_accuracy__resolution_coupled__19a94d9260e1/mode.npz,,0.0,0.3289439965954024,0.1217092787402989,subsonic_cr0_M0.60_from_M0.56_M0.63
subsonic_M060,subsonic_mstab17,shooting_accuracy,0.6,0.37,80.0,1e-10,1e-12,strict_1e-10,2,4001,0.04,0.25,subsonic_M060__subsonic_mstab17__shooting_accuracy__resolution_coupled__32ccfb3abe93,32ccfb3abe938ec82cf22e1033c913b2a48422f3d059e2077efc2b3b4e1122f4,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.32954681318269635,0.12193232087759764,6.093540041008964,1.590824092437955e-05,6.184669496932733e-28,True,True,True,0.0006028165872939417,0.0018325812099723457,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M060__subsonic_mstab17__shooting_accuracy__resolution_coupled__32ccfb3abe93/mode.npz,,0.0,0.3289439965954024,0.1217092787402989,subsonic_cr0_M0.60_from_M0.56_M0.63
subsonic_M060,subsonic_mstab17,shooting_accuracy,0.6,0.37,80.0,1e-12,1e-14,reference_1e-12,3,4001,0.04,0.25,subsonic_M060__subsonic_mstab17__shooting_accuracy__resolution_coupled__798fd5ae8d84,798fd5ae8d84851bf79f49ca9c45f9819e44a68546cff8df168b7b8724978dd7,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.32954681318290413,0.12193232087767453,7.658768582972698,1.5908241909138213e-05,5.048709793414476e-29,True,True,True,0.00060281658750172,0.001832581210603998,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M060__subsonic_mstab17__shooting_accuracy__resolution_coupled__798fd5ae8d84/mode.npz,,0.0,0.3289439965954024,0.1217092787402989,subsonic_cr0_M0.60_from_M0.56_M0.63
subsonic_M070,subsonic_mstab17,shooting_accuracy,0.7,0.3,80.0,1e-06,1e-08,coarse_1e-6,0,4001,0.04,0.25,subsonic_M070__subsonic_mstab17__shooting_accuracy__resolution_coupled__02f57d4cd24e,02f57d4cd24ec44b9ea475fd2ebd261ec475928c4b474de9528e1170589c5f36,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.3328939560120298,0.09986818680360894,4.028133749961853,5.554006967515068e-06,7.888609052210118e-29,True,True,True,2.9229978469491602e-05,8.779796571550816e-05,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M070__subsonic_mstab17__shooting_accuracy__resolution_coupled__02f57d4cd24e/mode.npz,,0.0,0.3329231859904993,0.0998769557971498,subsonic_cr0_M0.70_from_M0.70_M0.70
subsonic_M070,subsonic_mstab17,shooting_accuracy,0.7,0.3,80.0,1e-08,1e-10,standard_1e-8,1,4001,0.04,0.25,subsonic_M070__subsonic_mstab17__shooting_accuracy__resolution_coupled__1e3cb0516e34,1e3cb0516e34b585fa2ea02f3f4cb3c19100a460eca5c7fc9fadda2ec937737e,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.33289406054942455,0.09986821816482737,4.303640166064724,5.558601466302483e-06,0.0,True,True,True,2.9125441074751013e-05,8.748396717428438e-05,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M070__subsonic_mstab17__shooting_accuracy__resolution_coupled__1e3cb0516e34/mode.npz,,0.0,0.3329231859904993,0.0998769557971498,subsonic_cr0_M0.70_from_M0.70_M0.70
subsonic_M070,subsonic_mstab17,shooting_accuracy,0.7,0.3,80.0,1e-10,1e-12,strict_1e-10,2,4001,0.04,0.25,subsonic_M070__subsonic_mstab17__shooting_accuracy__resolution_coupled__c5f5420e8be5,c5f5420e8be57c31578eeaeabd7381c60432d21f061077d8f89d81de82e7a6c0,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.3328940607107131,0.09986821821321393,5.239542375085875,5.55861094306786e-06,3.1554436208840472e-30,True,True,True,2.9125279786212932e-05,8.748348271256808e-05,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M070__subsonic_mstab17__shooting_accuracy__resolution_coupled__c5f5420e8be5/mode.npz,,0.0,0.3329231859904993,0.0998769557971498,subsonic_cr0_M0.70_from_M0.70_M0.70
subsonic_M070,subsonic_mstab17,shooting_accuracy,0.7,0.3,80.0,1e-12,1e-14,reference_1e-12,3,4001,0.04,0.25,subsonic_M070__subsonic_mstab17__shooting_accuracy__resolution_coupled__ca9d9015397c,ca9d9015397cc08a669c5915399f152544edcb899baf02213d4e92cd1e202406,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.3328940607085654,0.09986821821256962,7.84513391694054,5.558610808241677e-06,0.0,True,True,True,2.9125281933883862e-05,8.748348916351838e-05,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M070__subsonic_mstab17__shooting_accuracy__resolution_coupled__ca9d9015397c/mode.npz,,0.0,0.3329231859904993,0.0998769557971498,subsonic_cr0_M0.70_from_M0.70_M0.70
subsonic_M080,subsonic_mstab17,shooting_accuracy,0.8,0.3,80.0,1e-06,1e-08,coarse_1e-6,0,4001,0.04,0.25,subsonic_M080__subsonic_mstab17__shooting_accuracy__resolution_coupled__795b73aec39c,795b73aec39cdf908225e76d505bd474612d2ebe261be876213398004d7b907b,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.25784454385816546,0.07735336315744963,4.597908250056207,9.57983911853396e-07,5.33269971929404e-28,True,True,True,0.0017076924976333063,0.00666710974450763,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M080__subsonic_mstab17__shooting_accuracy__resolution_coupled__795b73aec39c/mode.npz,,0.0,0.25613685136053216,0.07684105540815965,subsonic_cr0_M0.80_from_M0.77_M0.84
subsonic_M080,subsonic_mstab17,shooting_accuracy,0.8,0.3,80.0,1e-08,1e-10,standard_1e-8,1,4001,0.04,0.25,subsonic_M080__subsonic_mstab17__shooting_accuracy__resolution_coupled__0ab4fae89ed1,0ab4fae89ed12e088438a08feeecb5978c5625ee4a2f64c291ce02b7efe9ff1f,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.2578445871381284,0.07735337614143852,4.896006959024817,9.564402978838594e-07,3.1554436208840472e-30,True,True,True,0.0017077357775962532,0.006667278716534564,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M080__subsonic_mstab17__shooting_accuracy__resolution_coupled__0ab4fae89ed1/mode.npz,,0.0,0.25613685136053216,0.07684105540815965,subsonic_cr0_M0.80_from_M0.77_M0.84
subsonic_M080,subsonic_mstab17,shooting_accuracy,0.8,0.3,80.0,1e-10,1e-12,strict_1e-10,2,4001,0.04,0.25,subsonic_M080__subsonic_mstab17__shooting_accuracy__resolution_coupled__1bfd405a283d,1bfd405a283dd33a1daeafca29b29430588ca9cd4f05c509cd0f2aeb260d5a18,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.25784458644180425,0.07735337593254127,5.2614590839948505,9.564056516559215e-07,5.048709793414476e-29,True,True,True,0.0017077350812720882,0.006667275997971572,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M080__subsonic_mstab17__shooting_accuracy__resolution_coupled__1bfd405a283d/mode.npz,,0.0,0.25613685136053216,0.07684105540815965,subsonic_cr0_M0.80_from_M0.77_M0.84
subsonic_M080,subsonic_mstab17,shooting_accuracy,0.8,0.3,80.0,1e-12,1e-14,reference_1e-12,3,4001,0.04,0.25,subsonic_M080__subsonic_mstab17__shooting_accuracy__resolution_coupled__fd87b9c27b3d,fd87b9c27b3d11629bedab14d2da144c177c7283ad6022667e2ebd40895540ae,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.2578445864359015,0.07735337593077045,7.589286957983859,9.564053753333682e-07,3.155443620884047e-28,True,True,True,0.0017077350753693654,0.00666727597492638,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M080__subsonic_mstab17__shooting_accuracy__resolution_coupled__fd87b9c27b3d/mode.npz,,0.0,0.25613685136053216,0.07684105540815965,subsonic_cr0_M0.80_from_M0.77_M0.84
subsonic_M090,subsonic_mstab17,shooting_accuracy,0.9,0.2299999999999999,80.0,1e-06,1e-08,coarse_1e-6,0,4001,0.04,0.25,subsonic_M090__subsonic_mstab17__shooting_accuracy__resolution_coupled__0bda48a23079,0bda48a23079d66f492b1e696dadbea5bffd08ec09fa2009e4ec153ddd2c9438,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.2355733752686872,0.054181876311798036,4.090865792008117,6.92263926078993e-06,1.262177448353619e-29,True,True,True,0.001611343391178216,0.006887200364296016,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M090__subsonic_mstab17__shooting_accuracy__resolution_coupled__0bda48a23079/mode.npz,,0.0,0.233962031877509,0.05381126733182705,subsonic_cr0_M0.90_from_M0.84_M0.91
subsonic_M090,subsonic_mstab17,shooting_accuracy,0.9,0.2299999999999999,80.0,1e-08,1e-10,standard_1e-8,1,4001,0.04,0.25,subsonic_M090__subsonic_mstab17__shooting_accuracy__resolution_coupled__22ab3af5814e,22ab3af5814e243df8e3d817ee427002580e0bc91ec0e72f313fc582729cc77a,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.23557341228447748,0.054181884825429794,4.303224041941576,6.923286145902745e-06,6.389773332290196e-29,True,True,True,0.0016113804069684823,0.006887358577105031,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M090__subsonic_mstab17__shooting_accuracy__resolution_coupled__22ab3af5814e/mode.npz,,0.0,0.233962031877509,0.05381126733182705,subsonic_cr0_M0.90_from_M0.84_M0.91
subsonic_M090,subsonic_mstab17,shooting_accuracy,0.9,0.2299999999999999,80.0,1e-10,1e-12,strict_1e-10,2,4001,0.04,0.25,subsonic_M090__subsonic_mstab17__shooting_accuracy__resolution_coupled__ed5044bef646,ed5044bef646803d5c0ba014caa7fed966dd2acb8bdb67b933c27eb25dc45d84,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.23557341029930484,0.05418188436884009,5.44354500004556,6.923245963290555e-06,2.8398992587956425e-29,True,True,True,0.001611378421795845,0.006887350092084528,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M090__subsonic_mstab17__shooting_accuracy__resolution_coupled__ed5044bef646/mode.npz,,0.0,0.233962031877509,0.05381126733182705,subsonic_cr0_M0.90_from_M0.84_M0.91
subsonic_M090,subsonic_mstab17,shooting_accuracy,0.9,0.2299999999999999,80.0,1e-12,1e-14,reference_1e-12,3,4001,0.04,0.25,subsonic_M090__subsonic_mstab17__shooting_accuracy__resolution_coupled__6ae2a4265171,6ae2a42651715f8d3b2978b99c35209bb8c6fd7d46047a1ce85d0a359f062697,subsonic,subsonic_pointwise_accuracy_resolution_coupled,smallest_tolerances_same_case,1.0,4001,2026,2001,0.0,0.23557341028518267,0.05418188436559199,7.470551084028557,6.9232456774007055e-06,7.888609052210118e-29,True,True,True,0.0016113784076736692,0.0068873500317235565,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M090__subsonic_mstab17__shooting_accuracy__resolution_coupled__6ae2a4265171/mode.npz,,0.0,0.233962031877509,0.05381126733182705,subsonic_cr0_M0.90_from_M0.84_M0.91
subsonic_M010,subsonic_mstab17,shooting_box,0.1,0.4399999999999999,40.0,1e-10,1e-12,Ly40_N2001,0,2001,0.04,0.25,subsonic_M010__subsonic_mstab17__shooting_box__resolution_coupled__392bfbc644cf,392bfbc644cf562f17741273115923c65e355629b305e5049bdf953d7a116d04,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,2001,1026,1001,0.0,0.4263348941806235,0.18758735343947427,5.360001832945272,2.39133400046925e-05,4.543838814073028e-28,True,True,True,0.0005422099671473779,0.0012734130652078902,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M010__subsonic_mstab17__shooting_box__resolution_coupled__392bfbc644cf/mode.npz,,0.0,0.4257926842134761,0.18734878105392944,subsonic_cr0_M0.10_from_M0.07_M0.14
subsonic_M010,subsonic_mstab17,shooting_box,0.1,0.4399999999999999,60.0,1e-10,1e-12,Ly60_N3001,1,3001,0.04,0.25,subsonic_M010__subsonic_mstab17__shooting_box__resolution_coupled__f1653a69a7f0,f1653a69a7f0a1692bf2b5abf306f4402824c556a2380bd3f1c319b3bb6f1da3,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,3001,1526,1501,0.0,0.4263348941817782,0.18758735343998237,5.772554665920325,2.391334001193265e-05,1.262177448353619e-29,True,True,True,0.0005422099683021209,0.0012734130679198743,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M010__subsonic_mstab17__shooting_box__resolution_coupled__f1653a69a7f0/mode.npz,,0.0,0.4257926842134761,0.18734878105392944,subsonic_cr0_M0.10_from_M0.07_M0.14
subsonic_M010,subsonic_mstab17,shooting_box,0.1,0.4399999999999999,80.0,1e-10,1e-12,Ly80_N4001,2,4001,0.04,0.25,subsonic_M010__subsonic_mstab17__shooting_box__resolution_coupled__5beb68474031,5beb684740313143e1330437c77ff685c5b651321831fb9e870734301266fbf7,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,4001,2026,2001,0.0,0.42633489418078385,0.18758735343954486,6.561026207986288,2.3913340060279943e-05,0.0,True,True,True,0.0005422099673077496,0.001273413065584533,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M010__subsonic_mstab17__shooting_box__resolution_coupled__5beb68474031/mode.npz,,0.0,0.4257926842134761,0.18734878105392944,subsonic_cr0_M0.10_from_M0.07_M0.14
subsonic_M010,subsonic_mstab17,shooting_box,0.1,0.4399999999999999,100.0,1e-10,1e-12,Ly100_N5001,3,5001,0.04,0.25,subsonic_M010__subsonic_mstab17__shooting_box__resolution_coupled__6a522035bae4,6a522035bae44aacb48da4c52f52b766114efd1fb2d560a3a5584e119c22546d,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,5001,2526,2501,0.0,0.42633489418235154,0.18758735344023464,6.768947917036712,2.391334003085559e-05,2.0194839173657902e-28,True,True,True,0.00054220996887544,0.0012734130692663493,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M010__subsonic_mstab17__shooting_box__resolution_coupled__6a522035bae4/mode.npz,,0.0,0.4257926842134761,0.18734878105392944,subsonic_cr0_M0.10_from_M0.07_M0.14
subsonic_M020,subsonic_mstab17,shooting_box,0.2,0.4399999999999999,40.0,1e-10,1e-12,Ly40_N2001,0,2001,0.04,0.25,subsonic_M020__subsonic_mstab17__shooting_box__resolution_coupled__b5d8e1734217,b5d8e1734217cd255afef04e7913d97a0cb01ca0c1eb757df3d4c16686d84fff,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,2001,1026,1001,0.0,0.4122450302760991,0.18138781332148357,3.629578542080708,2.4420784150094202e-05,0.0,True,True,True,0.00025364553824941405,0.0006156573842212959,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M020__subsonic_mstab17__shooting_box__resolution_coupled__b5d8e1734217/mode.npz,,0.0,0.4119913847378497,0.18127620928465382,subsonic_cr0_M0.20_from_M0.14_M0.21
subsonic_M020,subsonic_mstab17,shooting_box,0.2,0.4399999999999999,60.0,1e-10,1e-12,Ly60_N3001,1,3001,0.04,0.25,subsonic_M020__subsonic_mstab17__shooting_box__resolution_coupled__d7c9e311569f,d7c9e311569f77baf059018e51dd0a611288f4e5c3b73288e46a163e23e2959e,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,3001,1526,1501,0.0,0.4122450302760701,0.1813878133214708,4.713466041022912,2.4420784041774152e-05,1.262177448353619e-29,True,True,True,0.00025364553822043723,0.0006156573841509623,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M020__subsonic_mstab17__shooting_box__resolution_coupled__d7c9e311569f/mode.npz,,0.0,0.4119913847378497,0.18127620928465382,subsonic_cr0_M0.20_from_M0.14_M0.21
subsonic_M020,subsonic_mstab17,shooting_box,0.2,0.4399999999999999,80.0,1e-10,1e-12,Ly80_N4001,2,4001,0.04,0.25,subsonic_M020__subsonic_mstab17__shooting_box__resolution_coupled__60ca8d54d5e6,60ca8d54d5e6128c47bc8a615823ff945fb35bba1751908518f58f09d5d2eec8,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,4001,2026,2001,0.0,0.41224503027604575,0.1813878133214601,5.683910416904837,2.4420784045034897e-05,8.077935669463161e-28,True,True,True,0.00025364553819606783,0.000615657384091812,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M020__subsonic_mstab17__shooting_box__resolution_coupled__60ca8d54d5e6/mode.npz,,0.0,0.4119913847378497,0.18127620928465382,subsonic_cr0_M0.20_from_M0.14_M0.21
subsonic_M020,subsonic_mstab17,shooting_box,0.2,0.4399999999999999,100.0,1e-10,1e-12,Ly100_N5001,3,5001,0.04,0.25,subsonic_M020__subsonic_mstab17__shooting_box__resolution_coupled__1ccdd1160eec,1ccdd1160eec5029fda5b9b8f62d1d39bc78a262af3f9cb3c00273c99964cbd3,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,5001,2526,2501,0.0,0.4122450302760343,0.18138781332145507,6.516299540991895,2.442078404886116e-05,4.543838814073028e-28,True,True,True,0.00025364553818463254,0.0006156573840640559,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M020__subsonic_mstab17__shooting_box__resolution_coupled__1ccdd1160eec/mode.npz,,0.0,0.4119913847378497,0.18127620928465382,subsonic_cr0_M0.20_from_M0.14_M0.21
subsonic_M030,subsonic_mstab17,shooting_box,0.3,0.4399999999999999,40.0,1e-10,1e-12,Ly40_N2001,0,2001,0.04,0.25,subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__a4c41be8023a,a4c41be8023a1ffca584f7a088fbe9080c2b6de4ae6009799a8815e254e66ea0,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,2001,1026,1001,0.0,0.389215981475204,0.17125503184908972,3.555805749958381,2.799370284624454e-05,1.262177448353619e-29,True,True,True,0.0003965343805755195,0.0010198419434484032,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__a4c41be8023a/mode.npz,,0.0,0.38881944709462846,0.17108055672163647,subsonic_cr0_M0.30_from_M0.28_M0.35
subsonic_M030,subsonic_mstab17,shooting_box,0.3,0.4399999999999999,60.0,1e-10,1e-12,Ly60_N3001,1,3001,0.04,0.25,subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__af322f24adbb,af322f24adbb7a594b1201792aeb916603443168490b1204e4f2f0574f63508e,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,3001,1526,1501,0.0,0.38921598147519215,0.1712550318490845,4.4846745419781655,2.7993702850352478e-05,0.0,True,True,True,0.0003965343805636956,0.0010198419434179935,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__af322f24adbb/mode.npz,,0.0,0.38881944709462846,0.17108055672163647,subsonic_cr0_M0.30_from_M0.28_M0.35
subsonic_M030,subsonic_mstab17,shooting_box,0.3,0.4399999999999999,80.0,1e-10,1e-12,Ly80_N4001,2,4001,0.04,0.25,subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__85c820eeb4f8,85c820eeb4f88be50b7600723157aa23097740338092c3a1b1cce3bc59f44358,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,4001,2026,2001,0.0,0.3892159814751886,0.17125503184908294,5.444012375082821,2.7993702852001536e-05,5.048709793414476e-29,True,True,True,0.0003965343805601429,0.0010198419434088563,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__85c820eeb4f8/mode.npz,,0.0,0.38881944709462846,0.17108055672163647,subsonic_cr0_M0.30_from_M0.28_M0.35
subsonic_M030,subsonic_mstab17,shooting_box,0.3,0.4399999999999999,100.0,1e-10,1e-12,Ly100_N5001,3,5001,0.04,0.25,subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__01bdeccdf5d2,01bdeccdf5d27357ff25c7bf21aa7d82917c10851b72b683ff7c095cbc46a144,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,5001,2526,2501,0.0,0.3892159814751871,0.17125503184908228,6.493534374982119,2.7993702852174734e-05,8.077935669463161e-28,True,True,True,0.0003965343805586441,0.0010198419434050015,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__01bdeccdf5d2/mode.npz,,0.0,0.38881944709462846,0.17108055672163647,subsonic_cr0_M0.30_from_M0.28_M0.35
subsonic_M040,subsonic_mstab17,shooting_box,0.4,0.4399999999999999,40.0,1e-10,1e-12,Ly40_N2001,0,2001,0.04,0.25,subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__76ee4face14a,76ee4face14aa154ec7f12942013401757f79d8b8b1dde2ab37bae7a073c4e8e,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,2001,1026,1001,0.0,0.3576992878712654,0.15738768666335676,3.56020924996119,7.343051139379702e-07,5.048709793414476e-29,True,True,True,0.00041361856342314596,0.0011576690557570796,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__76ee4face14a/mode.npz,,0.0,0.3572856693078423,0.15720569449545058,subsonic_cr0_M0.40_from_M0.35_M0.42
subsonic_M040,subsonic_mstab17,shooting_box,0.4,0.4399999999999999,60.0,1e-10,1e-12,Ly60_N3001,1,3001,0.04,0.25,subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__f54f4ab09125,f54f4ab091256ff3266baf9652daba5ac7538f2b19665974aaf871c4065c509a,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,3001,1526,1501,0.0,0.35769928787126365,0.15738768666335598,4.582781875040382,7.343051143484968e-07,1.135959703518257e-28,True,True,True,0.0004136185634213696,0.0011576690557521079,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__f54f4ab09125/mode.npz,,0.0,0.3572856693078423,0.15720569449545058,subsonic_cr0_M0.40_from_M0.35_M0.42
subsonic_M040,subsonic_mstab17,shooting_box,0.4,0.4399999999999999,80.0,1e-10,1e-12,Ly80_N4001,2,4001,0.04,0.25,subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__e8a29aaa51e1,e8a29aaa51e11a0cf6e483a2d6e49a9db4898a5651d6c63ca5abe79f4f58b1fc,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,4001,2026,2001,0.0,0.3576992878712632,0.15738768666335576,5.512850250001065,7.343051144330795e-07,1.135959703518257e-28,True,True,True,0.0004136185634209255,0.0011576690557508647,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__e8a29aaa51e1/mode.npz,,0.0,0.3572856693078423,0.15720569449545058,subsonic_cr0_M0.40_from_M0.35_M0.42
