Ly,Mach,accuracy_label,accuracy_order,alpha,atol,branch_check_passed,branch_distance,branch_identifier,branch_relative_distance,case_id,ci,config_hash,converged,cr,error_message,matching_y,max_step,modal_reconstruction_success,mode_file,n_mode_points,n_points,omega_i,overall_validated,physical_dy,reference_ci,reference_cr,reference_omega_i,reference_policy,regime,rtol,run_id,runtime_seconds,solver,solver_success,spectral_success,stage1_mismatch,stage2_mismatch,sweep_name,sweep_type,trajectory_n_eval_left,trajectory_n_eval_right
40.0,0.6,Ly40_N2001,2,0.37,1e-12,True,0.000602816587292887,subsonic_cr0_M0.60_from_M0.56_M0.63,0.0018325812099691393,subsonic_M060,0.3295468131826953,0c913a12061c42a88d32785edf55b138ec85e53767710fcb84986ad2def2a7bf,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M060__subsonic_mstab17__shooting_box__resolution_coupled__0c913a12061c/mode.npz,2001,2001,0.12193232087759726,True,0.04,0.3289439965954024,0.0,0.1217092787402989,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M060__subsonic_mstab17__shooting_box__resolution_coupled__0c913a12061c,3.3136344170197845,subsonic_mstab17,True,True,1.5908240918138643e-05,1.9721522630525295e-29,subsonic_pointwise_box_small_boxes,shooting_box,1026,1001
80.0,0.6,Ly80_N4001,3,0.37,1e-12,True,0.0006028165872939417,subsonic_cr0_M0.60_from_M0.56_M0.63,0.0018325812099723457,subsonic_M060,0.32954681318269635,de20f4575b1615cbfba3068c3d6988603decdaf63e324f62a43ac6ffd5955383,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M060__subsonic_mstab17__shooting_box__resolution_coupled__de20f4575b16/mode.npz,4001,4001,0.12193232087759764,True,0.04,0.3289439965954024,0.0,0.1217092787402989,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M060__subsonic_mstab17__shooting_box__resolution_coupled__de20f4575b16,5.183765499969013,subsonic_mstab17,True,True,1.590824092437955e-05,6.184669496932733e-28,subsonic_pointwise_box_small_boxes,shooting_box,2026,2001
10.0,0.7,Ly10_N501,0,0.3,1e-12,True,2.9125249163319822e-05,subsonic_cr0_M0.70_from_M0.70_M0.70,8.74833907307104e-05,subsonic_M070,0.332894060741336,7241358839aa758d788fef09d5340755a0f4bdca4b97ae235efff63efedb4d61,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__7241358839aa/mode.npz,501,501,0.09986821822240079,True,0.04,0.3329231859904993,0.0,0.0998769557971498,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__7241358839aa,1.9191668749554083,subsonic_mstab17,True,True,5.558612855600288e-06,3.332937324558775e-29,subsonic_pointwise_box_small_boxes,shooting_box,276,251
20.0,0.7,Ly20_N1001,1,0.3,1e-12,True,2.912527970083678e-05,subsonic_cr0_M0.70_from_M0.70_M0.70,8.748348245612409e-05,subsonic_M070,0.33289406071079847,de8593c05f301146158c2e17c6eb871b760807bb23e5651f8f131acea6924f77,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__de8593c05f30/mode.npz,1001,1001,0.09986821821323953,True,0.04,0.3329231859904993,0.0,0.0998769557971498,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__de8593c05f30,2.4294127500616014,subsonic_mstab17,True,True,5.5586109489160305e-06,2.7733391199176196e-32,subsonic_pointwise_box_small_boxes,shooting_box,526,501
40.0,0.7,Ly40_N2001,2,0.3,1e-12,True,2.9125279773278834e-05,subsonic_cr0_M0.70_from_M0.70_M0.70,8.748348267371797e-05,subsonic_M070,0.332894060710726,08e18d7f2a1ec1570b266c59adc25eca1f21da6605ce28e5353a812751f888af,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__08e18d7f2a1e/mode.npz,2001,2001,0.0998682182132178,True,0.04,0.3329231859904993,0.0,0.0998769557971498,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__08e18d7f2a1e,3.365350874955766,subsonic_mstab17,True,True,5.558610943997234e-06,5.048709793414476e-29,subsonic_pointwise_box_small_boxes,shooting_box,1026,1001
80.0,0.7,Ly80_N4001,3,0.3,1e-12,True,2.9125279786212932e-05,subsonic_cr0_M0.70_from_M0.70_M0.70,8.748348271256808e-05,subsonic_M070,0.3328940607107131,0e9f46ff38225c5782687a5685a852d4aac5fdfb0f2200a301ff78910f2afc17,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__0e9f46ff3822/mode.npz,4001,4001,0.09986821821321393,True,0.04,0.3329231859904993,0.0,0.0998769557971498,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__0e9f46ff3822,5.881234832922928,subsonic_mstab17,True,True,5.55861094306786e-06,3.1554436208840472e-30,subsonic_pointwise_box_small_boxes,shooting_box,2026,2001
10.0,0.8,Ly10_N501,0,0.3,1e-12,True,0.0017077351427119969,subsonic_cr0_M0.80_from_M0.77_M0.84,0.0066672762378429855,subsonic_M080,0.25784458650324416,ec003ca799ee933a8d653eceea77456d47cb44c6941df3e17f512c723a0e9185,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__ec003ca799ee/mode.npz,501,501,0.07735337595097325,True,0.04,0.25613685136053216,0.0,0.07684105540815965,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__ec003ca799ee,1.938088999944739,subsonic_mstab17,True,True,9.564086587138914e-07,3.1554436208840472e-30,subsonic_pointwise_box_small_boxes,shooting_box,276,251
20.0,0.8,Ly20_N1001,1,0.3,1e-12,True,0.001707735081395323,subsonic_cr0_M0.80_from_M0.77_M0.84,0.0066672759984527,subsonic_M080,0.2578445864419275,22480da5644f60062c6505e5887cc44e7acc727e807dcd01de65e95394297ccb,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__22480da5644f/mode.npz,1001,1001,0.07735337593257824,True,0.04,0.25613685136053216,0.0,0.07684105540815965,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__22480da5644f,2.5254497500136495,subsonic_mstab17,True,True,9.564056552133004e-07,1.1093356479670479e-27,subsonic_pointwise_box_small_boxes,shooting_box,526,501
40.0,0.8,Ly40_N2001,2,0.3,1e-12,True,0.001707735081303785,subsonic_cr0_M0.80_from_M0.77_M0.84,0.006667275998095321,subsonic_M080,0.25784458644183594,85941b338cc4daa75407356510d5ecad7e7b5e8cef9dd44d55abeaf856546f04,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__85941b338cc4/mode.npz,2001,2001,0.07735337593255077,True,0.04,0.25613685136053216,0.0,0.07684105540815965,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__85941b338cc4,3.3758936659432948,subsonic_mstab17,True,True,9.564056541729119e-07,8.852991508842805e-26,subsonic_pointwise_box_small_boxes,shooting_box,1026,1001
80.0,0.8,Ly80_N4001,3,0.3,1e-12,True,0.0017077350812720882,subsonic_cr0_M0.80_from_M0.77_M0.84,0.006667275997971572,subsonic_M080,0.25784458644180425,6fd513794320fa1fbaff8a593487686945c01a9d33ff8e20791e05d0e7768b55,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__6fd513794320/mode.npz,4001,4001,0.07735337593254127,True,0.04,0.25613685136053216,0.0,0.07684105540815965,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__6fd513794320,5.341496082954109,subsonic_mstab17,True,True,9.564056516559215e-07,5.048709793414476e-29,subsonic_pointwise_box_small_boxes,shooting_box,2026,2001
10.0,0.9,Ly10_N501,0,0.2299999999999999,1e-12,True,0.0016113786987733414,subsonic_cr0_M0.90_from_M0.84_M0.91,0.006887351275941132,subsonic_M090,0.23557341057628234,b21609dab376fee5375bd6518964ddd492e411a68e2749b57b64ab2803dcccd5,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__b21609dab376/mode.npz,501,501,0.054181884432544916,True,0.04,0.233962031877509,0.0,0.05381126733182705,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__b21609dab376,1.82493066706229,subsonic_mstab17,True,True,6.923251500039694e-06,2.8398992587956425e-29,subsonic_pointwise_box_small_boxes,shooting_box,276,251
20.0,0.9,Ly20_N1001,1,0.2299999999999999,1e-12,True,0.0016113784218955152,subsonic_cr0_M0.90_from_M0.84_M0.91,0.006887350092510539,subsonic_M090,0.2355734102994045,f83ebd321ea7d5209d19ce0abd3cff38f5d49eeb5b832f289179657e97510e40,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__f83ebd321ea7/mode.npz,1001,1001,0.054181884368863016,True,0.04,0.233962031877509,0.0,0.05381126733182705,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__f83ebd321ea7,2.327466124901548,subsonic_mstab17,True,True,6.923245963563758e-06,4.930380657631324e-30,subsonic_pointwise_box_small_boxes,shooting_box,526,501
40.0,0.9,Ly40_N2001,2,0.2299999999999999,1e-12,True,0.0016113784211328752,subsonic_cr0_M0.90_from_M0.84_M0.91,0.006887350089250865,subsonic_M090,0.23557341029864187,834d0bdc3e51d94e0673b2cef87afdde22185390ed148a50deeed10cc11c5984,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__834d0bdc3e51/mode.npz,2001,2001,0.05418188436868761,True,0.04,0.233962031877509,0.0,0.05381126733182705,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__834d0bdc3e51,3.329573084018193,subsonic_mstab17,True,True,6.923246199696542e-06,6.988925515757198e-27,subsonic_pointwise_box_small_boxes,shooting_box,1026,1001
80.0,0.9,Ly80_N4001,3,0.2299999999999999,1e-12,True,0.001611378421795845,subsonic_cr0_M0.90_from_M0.84_M0.91,0.006887350092084528,subsonic_M090,0.23557341029930484,c0fdfb40d3f75ee7985c141c1da7438ff9f89eb6ea2fbe6d2bdd8bea1530633c,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__c0fdfb40d3f7/mode.npz,4001,4001,0.05418188436884009,True,0.04,0.233962031877509,0.0,0.05381126733182705,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__c0fdfb40d3f7,5.202548958011903,subsonic_mstab17,True,True,6.923245963290555e-06,2.8398992587956425e-29,subsonic_pointwise_box_small_boxes,shooting_box,2026,2001
