case_id,solver,sweep_type,Mach,alpha,Ly,rtol,atol,accuracy_label,accuracy_order,run_id,config_hash,regime,sweep_name,reference_policy,max_step,matching_y,n_points,cr,ci,omega_i,runtime_seconds,stage1_mismatch,stage2_mismatch,solver_success,spectral_success,modal_reconstruction_success,branch_distance,branch_relative_distance,branch_check_passed,overall_validated,converged,mode_file,error_message,reference_cr,reference_ci,reference_omega_i,branch_identifier
subsonic_M030,subsonic_mstab17,shooting_accuracy,0.3,0.4399999999999999,80.0,1e-10,1e-12,strict_1e-10,2,subsonic_M030__subsonic_mstab17__shooting_accuracy__direct__b77358122e3f,b77358122e3ff75d60addbd35dfdaf17b63ed48666f4b9ba310e92a7636db6a2,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3892136131649134,0.17125398979256184,2.470093333045952,3.8258894924182494e-05,2.0194839173657902e-28,True,True,True,0.0003941660702849181,0.0010137509150590104,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M030__subsonic_mstab17__shooting_accuracy__direct__b77358122e3f/mode.npz,,0.0,0.38881944709462846,0.17108055672163647,subsonic_cr0_M0.30_from_M0.28_M0.35
subsonic_M030,subsonic_mstab17,shooting_accuracy,0.3,0.4399999999999999,80.0,1e-12,1e-14,reference_1e-12,3,subsonic_M030__subsonic_mstab17__shooting_accuracy__direct__fe967dede78b,fe967dede78be7281624bff7ec1b1f12f767769aa0a41452c9379dc4771d6412,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.38921361316914094,0.17125398979442197,5.373276915983297,3.825886862605718e-05,1.0223637331664313e-27,True,True,True,0.00039416607451248087,0.0010137509259318276,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M030__subsonic_mstab17__shooting_accuracy__direct__fe967dede78b/mode.npz,,0.0,0.38881944709462846,0.17108055672163647,subsonic_cr0_M0.30_from_M0.28_M0.35
subsonic_M040,subsonic_mstab17,shooting_accuracy,0.4,0.4399999999999999,80.0,1e-06,1e-08,coarse_1e-6,0,subsonic_M040__subsonic_mstab17__shooting_accuracy__direct__0e803e9b31b1,0e803e9b31b1318d3ba831b105a54080d9f286f8032157bc6adadd798f5fd9b5,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3576957925722587,0.1573861487317938,0.7471284589264542,2.5047892615049355e-05,1.2621774483536189e-27,True,True,True,0.00041012326441641767,0.0011478861304763102,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M040__subsonic_mstab17__shooting_accuracy__direct__0e803e9b31b1/mode.npz,,0.0,0.3572856693078423,0.15720569449545058,subsonic_cr0_M0.40_from_M0.35_M0.42
subsonic_M040,subsonic_mstab17,shooting_accuracy,0.4,0.4399999999999999,80.0,1e-08,1e-10,standard_1e-8,1,subsonic_M040__subsonic_mstab17__shooting_accuracy__direct__23feb146d480,23feb146d480d68bbd19b4c8bfe52003df67f7b98993d18e58ad315fa1db5b39,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3576959328801617,0.1573862104672711,1.2313269999576733,2.463311191931566e-05,4.349072212017581e-24,True,True,True,0.0004102635723194359,0.0011482788355721793,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M040__subsonic_mstab17__shooting_accuracy__direct__23feb146d480/mode.npz,,0.0,0.3572856693078423,0.15720569449545058,subsonic_cr0_M0.40_from_M0.35_M0.42
subsonic_M040,subsonic_mstab17,shooting_accuracy,0.4,0.4399999999999999,80.0,1e-10,1e-12,strict_1e-10,2,subsonic_M040__subsonic_mstab17__shooting_accuracy__direct__efdb1ca8887c,efdb1ca8887ccecfc6b82100206b3706503cd5f23e850078b6e940582448608e,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3576959339155025,0.15738621092282104,2.440683374996297,2.4629298372068634e-05,5.048709793414476e-29,True,True,True,0.00041026460766019346,0.0011482817333675474,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M040__subsonic_mstab17__shooting_accuracy__direct__efdb1ca8887c/mode.npz,,0.0,0.3572856693078423,0.15720569449545058,subsonic_cr0_M0.40_from_M0.35_M0.42
subsonic_M040,subsonic_mstab17,shooting_accuracy,0.4,0.4399999999999999,80.0,1e-12,1e-14,reference_1e-12,3,subsonic_M040__subsonic_mstab17__shooting_accuracy__direct__daedf4323c48,daedf4323c48ff7e3c53d68d143d95a36940d462535d4e663856dabcf0926d98,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.35769593391911664,0.15738621092441127,5.388499166001566,2.4629258171094587e-05,1.2621774483536189e-27,True,True,True,0.000410264611274358,0.0011482817434831632,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M040__subsonic_mstab17__shooting_accuracy__direct__daedf4323c48/mode.npz,,0.0,0.3572856693078423,0.15720569449545058,subsonic_cr0_M0.40_from_M0.35_M0.42
subsonic_M050,subsonic_mstab17,shooting_accuracy,0.5,0.37,80.0,1e-06,1e-08,coarse_1e-6,0,subsonic_M050__subsonic_mstab17__shooting_accuracy__direct__b4b6a7dfc2eb,b4b6a7dfc2ebeaeb6642d596e36a8e9cddcc8f848315894a43f34a4857e8ce7e,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.38005818734369406,0.14062152931716682,0.7112840410554782,2.1376058527650235e-05,3.805601448168328e-22,True,True,True,0.0002478477534489931,0.0006525566252787679,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M050__subsonic_mstab17__shooting_accuracy__direct__b4b6a7dfc2eb/mode.npz,,0.0,0.37981033959024507,0.14052982564839067,subsonic_cr0_M0.50_from_M0.49_M0.56
subsonic_M050,subsonic_mstab17,shooting_accuracy,0.5,0.37,80.0,1e-08,1e-10,standard_1e-8,1,subsonic_M050__subsonic_mstab17__shooting_accuracy__direct__5e67a6ea1e9d,5e67a6ea1e9d672f935072daed49f5b07f5ffe77d63dcc10e402e2bba90926a3,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3800582464330627,0.1406215511802332,1.1493222080171108,2.115726714510006e-05,1.262177448353619e-29,True,True,True,0.00024790684281761344,0.0006527122012662043,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M050__subsonic_mstab17__shooting_accuracy__direct__5e67a6ea1e9d/mode.npz,,0.0,0.37981033959024507,0.14052982564839067,subsonic_cr0_M0.50_from_M0.49_M0.56
subsonic_M050,subsonic_mstab17,shooting_accuracy,0.5,0.37,80.0,1e-10,1e-12,strict_1e-10,2,subsonic_M050__subsonic_mstab17__shooting_accuracy__direct__fb9fe2804c7a,fb9fe2804c7a6f054cb15bce43630f3cc51ce5d8eab6e69851ea3e3f46f36bbb,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3800582469746575,0.14062155138062327,2.3075181250460446,2.115469247004937e-05,5.048709793414476e-29,True,True,True,0.000247907384412438,0.0006527136272274489,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M050__subsonic_mstab17__shooting_accuracy__direct__fb9fe2804c7a/mode.npz,,0.0,0.37981033959024507,0.14052982564839067,subsonic_cr0_M0.50_from_M0.49_M0.56
subsonic_M050,subsonic_mstab17,shooting_accuracy,0.5,0.37,80.0,1e-12,1e-14,reference_1e-12,3,subsonic_M050__subsonic_mstab17__shooting_accuracy__direct__21afba4f7962,21afba4f7962e519bc5a590423eecfab2027018b02e6114654a9e9ab27237145,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3800582469790623,0.14062155138225305,5.05026791698765,2.115466347225484e-05,5.048709793414476e-29,True,True,True,0.00024790738881724783,0.0006527136388248421,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M050__subsonic_mstab17__shooting_accuracy__direct__21afba4f7962/mode.npz,,0.0,0.37981033959024507,0.14052982564839067,subsonic_cr0_M0.50_from_M0.49_M0.56
subsonic_M060,subsonic_mstab17,shooting_accuracy,0.6,0.37,80.0,1e-06,1e-08,coarse_1e-6,0,subsonic_M060__subsonic_mstab17__shooting_accuracy__direct__6ed88270eb5e,6ed88270eb5ed4a10126c70616b0e86911c598cf272f17bfd4a87775ed724c26,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3295459999892798,0.12193201999603352,0.6952956250170246,2.233415361111657e-05,1.262177448353619e-29,True,True,True,0.0006020033938773928,0.001830109076645805,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M060__subsonic_mstab17__shooting_accuracy__direct__6ed88270eb5e/mode.npz,,0.0,0.3289439965954024,0.1217092787402989,subsonic_cr0_M0.60_from_M0.56_M0.63
subsonic_M060,subsonic_mstab17,shooting_accuracy,0.6,0.37,80.0,1e-08,1e-10,standard_1e-8,1,subsonic_M060__subsonic_mstab17__shooting_accuracy__direct__58851fa0f24e,58851fa0f24e7fbb15446c2631f94fe5ef3d53bdb919455d2165a23b92bcf354,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3295460117735958,0.12193202435623045,1.1915818329434842,2.217440951941934e-05,1.268349496076068e-24,True,True,True,0.0006020151781934158,0.0018301449013337307,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M060__subsonic_mstab17__shooting_accuracy__direct__58851fa0f24e/mode.npz,,0.0,0.3289439965954024,0.1217092787402989,subsonic_cr0_M0.60_from_M0.56_M0.63
subsonic_M060,subsonic_mstab17,shooting_accuracy,0.6,0.37,80.0,1e-10,1e-12,strict_1e-10,2,subsonic_M060__subsonic_mstab17__shooting_accuracy__direct__0d1cf95854ce,0d1cf95854ce908d52881c718cc44b6819bdf5e12ba6a51bb1ed34797d2f45b7,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3295460118819257,0.12193202439631251,2.332270082901232,2.21724452119063e-05,6.184669496932733e-28,True,True,True,0.0006020152865233164,0.0018301452306600042,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M060__subsonic_mstab17__shooting_accuracy__direct__0d1cf95854ce/mode.npz,,0.0,0.3289439965954024,0.1217092787402989,subsonic_cr0_M0.60_from_M0.56_M0.63
subsonic_M060,subsonic_mstab17,shooting_accuracy,0.6,0.37,80.0,1e-12,1e-14,reference_1e-12,3,subsonic_M060__subsonic_mstab17__shooting_accuracy__direct__dcd8e98e31df,dcd8e98e31dfac48dc9692b102456e814b1b2c3cc52eea5b8b1215c3b9980dd0,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3295460118819556,0.12193202439632357,4.848322166013531,2.2172422879261705e-05,3.155443620884047e-28,True,True,True,0.0006020152865531814,0.0018301452307507948,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M060__subsonic_mstab17__shooting_accuracy__direct__dcd8e98e31df/mode.npz,,0.0,0.3289439965954024,0.1217092787402989,subsonic_cr0_M0.60_from_M0.56_M0.63
subsonic_M070,subsonic_mstab17,shooting_accuracy,0.7,0.3,80.0,1e-06,1e-08,coarse_1e-6,0,subsonic_M070__subsonic_mstab17__shooting_accuracy__direct__51b6e4fd342a,51b6e4fd342a8524439e8accc81958a6d428de9dab6541424c816b592884ce71,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3328903309740195,0.09986709929220584,0.665291375014931,1.596701328462449e-05,4.089454932665725e-27,True,True,True,3.285501647981581e-05,9.86864774289208e-05,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M070__subsonic_mstab17__shooting_accuracy__direct__51b6e4fd342a/mode.npz,,0.0,0.3329231859904993,0.0998769557971498,subsonic_cr0_M0.70_from_M0.70_M0.70
subsonic_M070,subsonic_mstab17,shooting_accuracy,0.7,0.3,80.0,1e-08,1e-10,standard_1e-8,1,subsonic_M070__subsonic_mstab17__shooting_accuracy__direct__db390382eda4,db390382eda43bd91ba42b8f3dada76255bda9fedeb9c7641fe6d8d823ba4b55,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.33289046557603263,0.09986713967280979,1.0318525830516592,1.578743319990081e-05,1.139115147139141e-27,True,True,True,3.272041446666929e-05,9.828217391744845e-05,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M070__subsonic_mstab17__shooting_accuracy__direct__db390382eda4/mode.npz,,0.0,0.3329231859904993,0.0998769557971498,subsonic_cr0_M0.70_from_M0.70_M0.70
subsonic_M070,subsonic_mstab17,shooting_accuracy,0.7,0.3,80.0,1e-10,1e-12,strict_1e-10,2,subsonic_M070__subsonic_mstab17__shooting_accuracy__direct__0a19b041ce11,0a19b041ce1157906d8c8ea86cd8315ea1e530cdf742cb9cb0c4d4c65e3257e3,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3328904656747563,0.09986713970242687,2.0113791250623763,1.578594880081488e-05,1.262177448353619e-29,True,True,True,3.2720315743028916e-05,9.828187738165723e-05,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M070__subsonic_mstab17__shooting_accuracy__direct__0a19b041ce11/mode.npz,,0.0,0.3329231859904993,0.0998769557971498,subsonic_cr0_M0.70_from_M0.70_M0.70
subsonic_M070,subsonic_mstab17,shooting_accuracy,0.7,0.3,80.0,1e-12,1e-14,reference_1e-12,3,subsonic_M070__subsonic_mstab17__shooting_accuracy__direct__1aea04152d68,1aea04152d6818cad8678b2528f9e2fada81e2d6c31048108f0b9fb985387ee9,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.3328904656728101,0.09986713970184304,4.4842870839638636,1.5785931660604383e-05,6.184669496932733e-28,True,True,True,3.272031768919437e-05,9.828188322734637e-05,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M070__subsonic_mstab17__shooting_accuracy__direct__1aea04152d68/mode.npz,,0.0,0.3329231859904993,0.0998769557971498,subsonic_cr0_M0.70_from_M0.70_M0.70
subsonic_M080,subsonic_mstab17,shooting_accuracy,0.8,0.3,80.0,1e-06,1e-08,coarse_1e-6,0,subsonic_M080__subsonic_mstab17__shooting_accuracy__direct__9c3d9dd6316c,9c3d9dd6316cf35f78817d2cf1638fb96eaeaad6795e0dc210fd060bdca09f7e,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.25783726067452434,0.0773511782023573,0.6776832910254598,1.2723173950406349e-05,7.888609052210118e-29,True,True,True,0.0017004093139921794,0.006638675008926082,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M080__subsonic_mstab17__shooting_accuracy__direct__9c3d9dd6316c/mode.npz,,0.0,0.25613685136053216,0.07684105540815965,subsonic_cr0_M0.80_from_M0.77_M0.84
subsonic_M080,subsonic_mstab17,shooting_accuracy,0.8,0.3,80.0,1e-08,1e-10,standard_1e-8,1,subsonic_M080__subsonic_mstab17__shooting_accuracy__direct__a02cf96958a0,a02cf96958a00e371a6328d1636f0e4f23cf9dcd7337cb15b305f8e1c9ffde21,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.25783734477313,0.07735120343193899,1.0817355830222368,1.2599063156136798e-05,2.8398992587956425e-29,True,True,True,0.0017004934125978144,0.006639003343584638,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M080__subsonic_mstab17__shooting_accuracy__direct__a02cf96958a0/mode.npz,,0.0,0.25613685136053216,0.07684105540815965,subsonic_cr0_M0.80_from_M0.77_M0.84
subsonic_M080,subsonic_mstab17,shooting_accuracy,0.8,0.3,80.0,1e-10,1e-12,strict_1e-10,2,subsonic_M080__subsonic_mstab17__shooting_accuracy__direct__b0bd67211dc2,b0bd67211dc290b76943c8aed79a367b0fb19b5587a9ac7b795cbf1c5cad78fb,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.25783734422394616,0.07735120326718385,2.162241292069666,1.2598319477864108e-05,3.1554436208840472e-30,True,True,True,0.0017004928634140049,0.006639001199481567,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M080__subsonic_mstab17__shooting_accuracy__direct__b0bd67211dc2/mode.npz,,0.0,0.25613685136053216,0.07684105540815965,subsonic_cr0_M0.80_from_M0.77_M0.84
subsonic_M080,subsonic_mstab17,shooting_accuracy,0.8,0.3,80.0,1e-12,1e-14,reference_1e-12,3,subsonic_M080__subsonic_mstab17__shooting_accuracy__direct__9f1ce9b18849,9f1ce9b188498f253eb9a2fd886003714da5f25bee67e3fbe5b257f6d2c3f5ec,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.2578373442183011,0.07735120326549033,4.7132836249656975,1.2598308092811443e-05,0.0,True,True,True,0.0017004928577689649,0.006639001177442411,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M080__subsonic_mstab17__shooting_accuracy__direct__9f1ce9b18849/mode.npz,,0.0,0.25613685136053216,0.07684105540815965,subsonic_cr0_M0.80_from_M0.77_M0.84
subsonic_M090,subsonic_mstab17,shooting_accuracy,0.9,0.2299999999999999,80.0,1e-06,1e-08,coarse_1e-6,0,subsonic_M090__subsonic_mstab17__shooting_accuracy__direct__093b3ae7ddb1,093b3ae7ddb19fc8830b3f10f17b3c14422f9b617375527f0a4d1d73aaf4c47b,subsonic,subsonic_pointwise_accuracy_direct,smallest_tolerances_same_case,,1.0,2001,0.0,0.23556609728455732,0.05418020237544816,0.6889938330277801,1.1454968532560709e-05,1.2621774483536189e-27,True,True,True,0.0016040654070483273,0.006856092820599785,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_direct_v1/runs/subsonic_M090__subsonic_mstab17__shooting_accuracy__direct__093b3ae7ddb1/mode.npz,,0.0,0.233962031877509,0.05381126733182705,subsonic_cr0_M0.90_from_M0.84_M0.91
