run_id,regime,case_id,solver,sweep_name,sweep_type,Mach,alpha,Ly,n_points,mapping_kind,mapping_scale,xi_max,rtol,atol,max_step,matching_y,seed_cr,seed_ci,reference_cr,reference_ci,cr,ci,omega_i,riccati_mismatch,amplitude_mismatch,legacy_stage2_mismatch,solver_success,spectral_success,modal_reconstruction_success,legacy_mode_success,legacy_success,legacy_stage2_bound_hit,ln_p_start_right_exact,runtime_seconds,converged,branch_identifier,branch_distance,branch_relative_distance,branch_distance_check_passed,branch_check_passed,branch_provenance_status,branch_candidate_used,tail_sensitivity_flag,overall_validated,relative_p_window_error,relative_py_window_error,relative_p_jump,relative_py_jump,finite_fields,nondegenerate_fields,pressure_ode_residual_left,pressure_ode_residual_right,riccati_residual_left,riccati_residual_right,modal_diagnostic_error,mode_file,config_hash,error_message,accuracy_label,accuracy_order,Ly_multiplier,selection_source,n_finite_modes,validation_status,matching_factor_real,matching_factor_imag
supersonic_M140__supersonic_shooting__shooting_modalfix_smoke__0084224aa2f4,supersonic,supersonic_M140,supersonic_shooting,shooting_modalfix_smoke,shooting_box,1.4,0.18125,500.0,,pin,5.0,,1e-10,1e-12,0.25,1.0,0.3153193678544234,0.0427209194542578,0.3153193678544234,0.0427209194542578,0.33345944283088413,0.04262750274064039,0.00772623487174107,7.657644942443434e-10,360.3013643939218,360.3013643939218,False,True,True,False,False,True,-33.981599307623824,62.68031499988865,False,supersonic_M140_branch_guided,0.018140315510872477,0.05700912289943304,True,False,unresolved_current_solver_mismatch,current_shooting_root,False,False,2.112053108901166e-08,5.350204967133754e-07,4.810391242234959e-08,9.211957909902746e-07,True,True,0.002145392288780705,1.5165835456426848e-05,1.9822751638412412e-06,2.782696026699312e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1/runs/supersonic_M140__supersonic_shooting__shooting_modalfix_smoke__0084224aa2f4/mode.npz,0084224aa2f460429724df391069e3b6f37a64c7bd3c9fcf3d104fb752f053ba,,,,1.0,,,modal_spectral_validated_with_exported_fields,0.03201071894604482,0.999487501379989
supersonic_M180__supersonic_shooting__shooting_modalfix_smoke__77c1680830a8,supersonic,supersonic_M180,supersonic_shooting,shooting_modalfix_smoke,shooting_box,1.8,0.1,2000.0,,pin,3.0,,1e-10,1e-12,0.25,1.0,0.4488,0.027003792,0.4488,0.027003792,0.4487940455152223,0.02700281230171944,0.002700281230171944,1.1334960621967294e-11,763.6888249436748,763.6888249436748,False,True,True,False,False,True,-42.63491374919692,68.55224141699728,False,supersonic_M180_core_stable,6.034542044654755e-06,1.3421676041578869e-05,True,True,resolved,configured_reference,True,True,8.167725326451763e-09,3.282894297268248e-07,7.270676922120929e-09,3.0118913942501965e-07,True,True,0.007303723320069471,8.595693903655128e-06,8.758810779847622e-07,1.06609733458396e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1/runs/supersonic_M180__supersonic_shooting__shooting_modalfix_smoke__77c1680830a8/mode.npz,77c1680830a8d2d7ce0f33dcfc99506eb0ba6e97c5692ce5ccfcf22fd0f19154,,,,1.0,,,validated_core_stable_tail_sensitive,0.9992959368399764,-0.03751859221194085
supersonic_M190__supersonic_shooting__shooting_modalfix_smoke__ec412bbce4ae,supersonic,supersonic_M190,supersonic_shooting,shooting_modalfix_smoke,shooting_box,1.9,0.1,2000.0,,pin,3.0,,1e-10,1e-12,0.25,1.0,0.47900784,0.022000112,0.47900784,0.022000112,0.47901423335661564,0.021997050857052378,0.0021997050857052378,3.234580916812696e-11,750.9745009749005,750.9745009749005,False,True,True,False,False,True,-42.403907331367215,66.64072187501006,False,supersonic_M190_core_stable,7.088413430398535e-06,1.4782532560573977e-05,True,True,resolved,configured_reference,True,True,9.314673766382139e-09,3.474937869756147e-07,7.974334187701386e-09,3.1637705465817354e-07,True,True,0.009487470027898091,8.410007422362923e-06,8.686129046752772e-07,1.0500754188126382e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1/runs/supersonic_M190__supersonic_shooting__shooting_modalfix_smoke__ec412bbce4ae/mode.npz,ec412bbce4ae24bd08ea67a8e849721b95cf76ceeeb05c2f79667f9d94f36361,,,,1.0,,,validated_core_stable_tail_sensitive,0.05505178560788191,-0.9984835078005053
