run_id,regime,case_id,solver,sweep_name,sweep_type,Mach,alpha,Ly,n_points,mapping_kind,mapping_scale,xi_max,rtol,atol,max_step,matching_y,seed_cr,seed_ci,reference_cr,reference_ci,cr,ci,omega_i,riccati_mismatch,amplitude_mismatch,legacy_stage2_mismatch,solver_success,spectral_success,modal_reconstruction_success,legacy_mode_success,legacy_success,legacy_stage2_bound_hit,ln_p_start_right_exact,runtime_seconds,converged,branch_identifier,branch_distance,branch_relative_distance,branch_distance_check_passed,branch_check_passed,branch_provenance_status,branch_candidate_used,tail_sensitivity_flag,overall_validated,relative_p_window_error,relative_py_window_error,relative_p_jump,relative_py_jump,finite_fields,nondegenerate_fields,pressure_ode_residual_left,pressure_ode_residual_right,riccati_residual_left,riccati_residual_right,modal_diagnostic_error,mode_file,config_hash,error_message,accuracy_label,accuracy_order,Ly_multiplier,selection_source,n_finite_modes,validation_status,matching_factor_real,matching_factor_imag
supersonic_M180__supersonic_shooting__shooting_accuracy__fc3ce002b218,supersonic,supersonic_M180,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.8,0.1,2000.0,,pin,3.0,,1e-08,1e-10,,1.0,0.4488,0.027003792,0.4488,0.027003792,0.44879404499982617,0.027002809982437096,0.0027002809982437097,3.748113848920472e-11,763.688794875801,763.688794875801,False,True,True,False,False,True,-42.634913392753134,43.91788083303254,False,supersonic_M180_core_stable,6.035427537788408e-06,1.3423645503700268e-05,True,True,resolved,configured_reference,True,True,8.198000665444525e-09,3.4344018924789394e-07,7.600684813986087e-09,3.411944931147297e-07,True,True,0.007304142101710541,6.602182647415437e-05,8.792338174848922e-07,1.229672818251943e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M180__supersonic_shooting__shooting_accuracy__fc3ce002b218/mode.npz,fc3ce002b2187623309c3477e2cad6739453dbd1c6aeb6a5165757f9436331de,,loose_tolerance,0.0,,,,validated_core_stable_tail_sensitive,0.9992967474186146,-0.03751871568434721
supersonic_M180__supersonic_shooting__shooting_accuracy__ff2088026bcf,supersonic,supersonic_M180,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.8,0.1,2000.0,,pin,3.0,,1e-10,1e-12,2.0,1.0,0.4488,0.027003792,0.4488,0.027003792,0.4487940455152223,0.02700281230171944,0.002700281230171944,1.1334960621967294e-11,763.6888249436748,763.6888249436748,False,True,True,False,False,True,-42.63491374919692,67.63280795805622,False,supersonic_M180_core_stable,6.034542044654755e-06,1.3421676041578869e-05,True,True,resolved,configured_reference,True,True,8.167725326451763e-09,3.282894297268248e-07,7.270676922120929e-09,3.0118913942501965e-07,True,True,0.007303723320069471,8.595693903655128e-06,8.758810779847622e-07,1.06609733458396e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M180__supersonic_shooting__shooting_accuracy__ff2088026bcf/mode.npz,ff2088026bcf3a0095278d0795b97fc75336b56a94078b8ee69ad3fd05ed9c1c,,strict_step_2,2.0,,,,validated_core_stable_tail_sensitive,0.9992959368399764,-0.03751859221194085
supersonic_M180__supersonic_shooting__shooting_box__4088df6303d7,supersonic,supersonic_M180,supersonic_shooting,shooting_box,shooting_box,1.8,0.1,2500.0,,pin,3.0,,1e-10,1e-12,0.25,1.0,0.4488,0.027003792,0.4488,0.027003792,0.4487940455152223,0.0270028123017194,0.0027002812301719,1.0463960933905423e-11,1372.6032594378169,1372.6032594378169,False,True,True,False,False,True,-52.04865405644773,74.79356687504333,False,supersonic_M180_core_stable,6.034542044654755e-06,1.3421676041578869e-05,True,True,resolved,configured_reference,True,True,7.808446241839253e-09,3.181845438790637e-07,2.4818608288311617e-10,1.4715851796448666e-07,True,True,0.0073038414454722,8.73781068969162e-06,8.760824964138009e-07,1.0664213240384067e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M180__supersonic_shooting__shooting_box__4088df6303d7/mode.npz,4088df6303d791e86bac76dc61106a620278829ad293cfc5d464ff5edd183acc,,,,1.25,,,validated_core_stable_tail_sensitive,0.0986685875300832,0.9951203616084732
supersonic_M180__supersonic_shooting__shooting_box__6fa283880d9a,supersonic,supersonic_M180,supersonic_shooting,shooting_box,shooting_box,1.8,0.1,2000.0,,pin,3.0,,1e-10,1e-12,0.25,1.0,0.4488,0.027003792,0.4488,0.027003792,0.4487940455152223,0.0270028123017194,0.0027002812301719,1.1334960621967294e-11,763.6888249436748,763.6888249436748,False,True,True,False,False,True,-42.63491374919692,67.79189120896626,False,supersonic_M180_core_stable,6.034542044654755e-06,1.3421676041578869e-05,True,True,resolved,configured_reference,True,True,8.167725326451763e-09,3.282894297268248e-07,7.2706769221209294e-09,3.0118913942501965e-07,True,True,0.0073037233200694,8.595693903655128e-06,8.758810779847622e-07,1.06609733458396e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M180__supersonic_shooting__shooting_box__6fa283880d9a/mode.npz,6fa283880d9a55901efbffc6bed8f36845c47039753be0e0964e2fc1389e1a50,,,,1.0,,,validated_core_stable_tail_sensitive,0.9992959368399764,-0.0375185922119408
supersonic_M180__supersonic_shooting__shooting_box__8b3771c9166a,supersonic,supersonic_M180,supersonic_shooting,shooting_box,shooting_box,1.8,0.1,1000.0,,pin,3.0,,1e-10,1e-12,0.25,1.0,0.4488,0.027003792,0.4488,0.027003792,0.4487940455152223,0.0270028123017194,0.0027002812301719,1.171655790778475e-11,77.57099547156388,77.57099547156388,False,True,True,False,False,True,-23.80743313921632,56.529918291955255,False,supersonic_M180_core_stable,6.034542044654755e-06,1.3421676041578869e-05,True,True,resolved,configured_reference,True,True,9.117008513603817e-09,3.375367803919085e-07,2.5600847346742906e-08,6.949823335439759e-07,True,True,0.0072997826946877,7.656453391954606e-06,8.748733088866686e-07,1.0644587114186803e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M180__supersonic_shooting__shooting_box__8b3771c9166a/mode.npz,8b3771c9166a428e3648647d93e99c3bff565ed1f6b04b51037fbb39eed473ac,,,,0.5,,,validated_core_stable_tail_sensitive,-0.9963831699235548,-0.0849739959755936
supersonic_M180__supersonic_shooting__shooting_box__b56ae48fb973,supersonic,supersonic_M180,supersonic_shooting,shooting_box,shooting_box,1.8,0.1,1500.0,,pin,3.0,,1e-10,1e-12,0.25,1.0,0.4488,0.027003792,0.4488,0.027003792,0.4487940455152223,0.0270028123017194,0.0027002812301719,1.1978664744508687e-11,332.0114036090962,332.0114036090962,False,True,True,False,False,True,-33.22117344234972,61.4793712090468,False,supersonic_M180_core_stable,6.034542044654755e-06,1.3421676041578869e-05,True,True,resolved,configured_reference,True,True,9.487390478360058e-09,3.4455536909430425e-07,1.693111941449124e-08,5.021952496376247e-07,True,True,0.0073025277621403,8.389507482569765e-06,8.755445419708856e-07,1.065573937247372e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M180__supersonic_shooting__shooting_box__b56ae48fb973/mode.npz,b56ae48fb973453892c9811e7bd344a14e2a6a4ba1c8f0906e2839aaa6a806c4,,,,0.75,,,validated_core_stable_tail_sensitive,0.0237723523031716,-0.9997173998394424
supersonic_M190__supersonic_shooting__shooting_accuracy__0c46e9f3bcbc,supersonic,supersonic_M190,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.9,0.1,2000.0,,pin,3.0,,1e-10,1e-12,0.5,1.0,0.47900784,0.022000112,0.47900784,0.022000112,0.47901423335661564,0.021997050857052378,0.0021997050857052378,3.234580916812696e-11,750.9745009749005,750.9745009749005,False,True,True,False,False,True,-42.403907331367215,66.37626149994321,False,supersonic_M190_core_stable,7.088413430398535e-06,1.4782532560573977e-05,True,True,resolved,configured_reference,True,True,9.314673766382139e-09,3.474937869756147e-07,7.974334187701386e-09,3.1637705465817354e-07,True,True,0.009487470027898091,8.410007422362923e-06,8.686129046752772e-07,1.0500754188126382e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M190__supersonic_shooting__shooting_accuracy__0c46e9f3bcbc/mode.npz,0c46e9f3bcbca8ff6b097922fff12e244f5024c3157b06cd9c9bd32afa7f3ece,,strict_step_0p5,4.0,,,,validated_core_stable_tail_sensitive,0.05505178560788191,-0.9984835078005053
supersonic_M190__supersonic_shooting__shooting_accuracy__30bfafd55e43,supersonic,supersonic_M190,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.9,0.1,2000.0,,pin,3.0,,1e-10,1e-12,0.25,1.0,0.47900784,0.022000112,0.47900784,0.022000112,0.47901423335661564,0.021997050857052378,0.0021997050857052378,3.234580916812696e-11,750.9745009749005,750.9745009749005,False,True,True,False,False,True,-42.403907331367215,66.04634404194076,False,supersonic_M190_core_stable,7.088413430398535e-06,1.4782532560573977e-05,True,True,resolved,configured_reference,True,True,9.314673766382139e-09,3.474937869756147e-07,7.974334187701386e-09,3.1637705465817354e-07,True,True,0.009487470027898091,8.410007422362923e-06,8.686129046752772e-07,1.0500754188126382e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M190__supersonic_shooting__shooting_accuracy__30bfafd55e43/mode.npz,30bfafd55e43e2f09ab53ef4b7537f1ccbc73fc8916030668c8d2a0c1944c125,,strict_step_0p25,5.0,,,,validated_core_stable_tail_sensitive,0.05505178560788191,-0.9984835078005053
supersonic_M190__supersonic_shooting__shooting_accuracy__5a52c718ad72,supersonic,supersonic_M190,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.9,0.1,2000.0,,pin,3.0,,1e-10,1e-12,,1.0,0.47900784,0.022000112,0.47900784,0.022000112,0.47901423335661564,0.021997050857052378,0.0021997050857052378,3.234580916812696e-11,750.9745009749005,750.9745009749005,False,True,True,False,False,True,-42.403907331367215,65.91053170897067,False,supersonic_M190_core_stable,7.088413430398535e-06,1.4782532560573977e-05,True,True,resolved,configured_reference,True,True,9.314673766382139e-09,3.474937869756147e-07,7.974334187701386e-09,3.1637705465817354e-07,True,True,0.009487470027898091,8.410007422362923e-06,8.686129046752772e-07,1.0500754188126382e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M190__supersonic_shooting__shooting_accuracy__5a52c718ad72/mode.npz,5a52c718ad72c602c58d1d831a6891f714abbf1c406946618cd59f12b193f5a9,,strict_adaptive,1.0,,,,validated_core_stable_tail_sensitive,0.05505178560788191,-0.9984835078005053
supersonic_M190__supersonic_shooting__shooting_accuracy__b65b5728437b,supersonic,supersonic_M190,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.9,0.1,2000.0,,pin,3.0,,1e-10,1e-12,2.0,1.0,0.47900784,0.022000112,0.47900784,0.022000112,0.47901423335661564,0.021997050857052378,0.0021997050857052378,3.234580916812696e-11,750.9745009749005,750.9745009749005,False,True,True,False,False,True,-42.403907331367215,66.73671716696117,False,supersonic_M190_core_stable,7.088413430398535e-06,1.4782532560573977e-05,True,True,resolved,configured_reference,True,True,9.314673766382139e-09,3.474937869756147e-07,7.974334187701386e-09,3.1637705465817354e-07,True,True,0.009487470027898091,8.410007422362923e-06,8.686129046752772e-07,1.0500754188126382e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M190__supersonic_shooting__shooting_accuracy__b65b5728437b/mode.npz,b65b5728437b32e7723bc1f3094ad80bb643712118a1071a32402f5d5bfc919a,,strict_step_2,2.0,,,,validated_core_stable_tail_sensitive,0.05505178560788191,-0.9984835078005053
supersonic_M190__supersonic_shooting__shooting_accuracy__d311852247ba,supersonic,supersonic_M190,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.9,0.1,2000.0,,pin,3.0,,1e-08,1e-10,,1.0,0.47900784,0.022000112,0.47900784,0.022000112,0.479014233700213,0.021997049130475524,0.0021997049130475523,4.729677489962615e-11,750.9745219355567,750.9745219355567,False,True,True,False,False,True,-42.403907909541545,44.222652000025846,False,supersonic_M190_core_stable,7.0894691012495665e-06,1.4784734109465257e-05,True,True,resolved,configured_reference,True,True,9.362332167158236e-09,3.7272198844165947e-07,8.50457501613657e-09,3.7912379263030677e-07,True,True,0.009487679036810207,5.4338912472873424e-05,8.716400180116136e-07,1.166656073883492e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M190__supersonic_shooting__shooting_accuracy__d311852247ba/mode.npz,d311852247bae283267b906ccf7c6e46c351ab9385cef8d661a763ed61bac945,,loose_tolerance,0.0,,,,validated_core_stable_tail_sensitive,0.055052200267517094,-0.9984843005934956
supersonic_M190__supersonic_shooting__shooting_accuracy__dcf5553d25de,supersonic,supersonic_M190,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.9,0.1,2000.0,,pin,3.0,,1e-10,1e-12,1.0,1.0,0.47900784,0.022000112,0.47900784,0.022000112,0.47901423335661564,0.021997050857052378,0.0021997050857052378,3.234580916812696e-11,750.9745009749005,750.9745009749005,False,True,True,False,False,True,-42.403907331367215,66.04200925002806,False,supersonic_M190_core_stable,7.088413430398535e-06,1.4782532560573977e-05,True,True,resolved,configured_reference,True,True,9.314673766382139e-09,3.474937869756147e-07,7.974334187701386e-09,3.1637705465817354e-07,True,True,0.009487470027898091,8.410007422362923e-06,8.686129046752772e-07,1.0500754188126382e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M190__supersonic_shooting__shooting_accuracy__dcf5553d25de/mode.npz,dcf5553d25de487c2f6e719c6095e4600211819ebd4577e58701fcd57806e156,,strict_step_1,3.0,,,,validated_core_stable_tail_sensitive,0.05505178560788191,-0.9984835078005053
supersonic_M190__supersonic_shooting__shooting_box__0f6350e42f91,supersonic,supersonic_M190,supersonic_shooting,shooting_box,shooting_box,1.9,0.1,1500.0,,pin,3.0,,1e-10,1e-12,0.25,1.0,0.47900784,0.022000112,0.47900784,0.022000112,0.4790142333566156,0.0219970508570523,0.0021997050857052,3.2158407304775194e-11,325.74901788317584,325.74901788317584,False,True,True,False,False,True,-33.04851179971189,61.776477084029466,False,supersonic_M190_core_stable,7.088413430398535e-06,1.4782532560573976e-05,True,True,resolved,configured_reference,True,True,1.0791847813087831e-08,3.644974841995695e-07,1.8796786563553e-08,5.273645815398056e-07,True,True,0.009487482528741,8.127702095032288e-06,8.682796012551199e-07,1.0495243930884215e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M190__supersonic_shooting__shooting_box__0f6350e42f91/mode.npz,0f6350e42f916f128b2f26fc5b1e1fe2bc6c8a3240cde3ba372999a18b8c0446,,,,0.75,,,validated_core_stable_tail_sensitive,0.883122199316871,0.4691430332024879
supersonic_M190__supersonic_shooting__shooting_box__6ceaf7b997ea,supersonic,supersonic_M190,supersonic_shooting,shooting_box,shooting_box,1.9,0.1,2000.0,,pin,3.0,,1e-10,1e-12,0.25,1.0,0.47900784,0.022000112,0.47900784,0.022000112,0.4790142333566156,0.0219970508570523,0.0021997050857052,3.234580916812696e-11,750.9745009749005,750.9745009749005,False,True,True,False,False,True,-42.403907331367215,66.159838667023,False,supersonic_M190_core_stable,7.088413430398535e-06,1.4782532560573976e-05,True,True,resolved,configured_reference,True,True,9.31467376638214e-09,3.474937869756147e-07,7.974334187701386e-09,3.1637705465817354e-07,True,True,0.009487470027898,8.410007422362923e-06,8.686129046752772e-07,1.0500754188126382e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M190__supersonic_shooting__shooting_box__6ceaf7b997ea/mode.npz,6ceaf7b997eae5e9522debbee8a68a6116ed6bdc581658360dd53ac423de0ec0,,,,1.0,,,validated_core_stable_tail_sensitive,0.0550517856078819,-0.9984835078005052
supersonic_M190__supersonic_shooting__shooting_box__9bd8a707d365,supersonic,supersonic_M190,supersonic_shooting,shooting_box,shooting_box,1.9,0.1,1000.0,,pin,3.0,,1e-10,1e-12,0.25,1.0,0.47900784,0.022000112,0.47900784,0.022000112,0.4790142333566156,0.0219970508570523,0.0021997050857052,3.1936452652053225e-11,75.57038596262977,75.57038596262977,False,True,True,False,False,True,-23.693116271588273,55.21175400004722,False,supersonic_M190_core_stable,7.088413430398535e-06,1.4782532560573976e-05,True,True,resolved,configured_reference,True,True,1.036967619444396e-08,3.57062802399597e-07,2.8511256282614672e-08,7.29821174653817e-07,True,True,0.0094825290074411,7.899425772558439e-06,8.676138628797534e-07,1.0484773423582083e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M190__supersonic_shooting__shooting_box__9bd8a707d365/mode.npz,9bd8a707d36564d7cfd01bef659fea0b50ce85100faf5885b026f833b1714bdb,,,,0.5,,,validated_core_stable_tail_sensitive,-0.7965461224500708,0.6045777665539078
supersonic_M190__supersonic_shooting__shooting_box__bdbedb30ed32,supersonic,supersonic_M190,supersonic_shooting,shooting_box,shooting_box,1.9,0.1,2500.0,,pin,3.0,,1e-10,1e-12,0.25,1.0,0.47900784,0.022000112,0.47900784,0.022000112,0.4790142333566156,0.0219970508570523,0.0021997050857052,3.2344427287169816e-11,1351.2468351952095,1351.2468351952095,False,True,True,False,False,True,-51.75930286330491,71.36485875002109,False,supersonic_M190_core_stable,7.088413430398535e-06,1.4782532560573976e-05,True,True,resolved,configured_reference,True,True,8.901981197040594e-09,3.367873081717306e-07,8.368794252012026e-11,1.546449721818522e-07,True,True,0.0094892211920915,8.519595224868821e-06,8.68813045655679e-07,1.0503831585497767e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M190__supersonic_shooting__shooting_box__bdbedb30ed32/mode.npz,bdbedb30ed32b127a108eaf8bf248f450972637341e49c68b25cb17b246685c1,,,,1.25,,,validated_core_stable_tail_sensitive,-0.9293452436986464,0.3692119209278897
