alpha,Mach,cr,ci,p_rel,q_rel,p_y_rel,rho_rel,u_rel,v_rel,gamma_rel,align_scale_real,align_scale_imag,amp_mask_frac
0.1,1.6,0.299805,0.029118,0.9361989163061064,0.9115815110966434,0.9115815110966434,0.9361989163061065,0.8989238079111919,0.9256385010771788,0.8680056846768073,0.7032985836966702,0.28097201394109617,0.05
