Mach,n_points,alpha_previous,ci_previous,alpha_last,ci_last,alpha_neutral_secant,secant_slope_dci_dalpha,alpha_neutral_last3,last3_slope_dci_dalpha,alpha_neutral_selected,delta_alpha_from_last,fit_spread,cr_neutral_estimate,dcr_dalpha_last,selected_method,status
1.0,30,0.3648400000000002,1.7553007189184702e-05,0.3653400000000002,1.6823536565121854e-05,0.3768713324554631,-0.0014589412481253621,0.3746621764040106,-0.0017974173223191336,,,,,,no_valid_extrapolation,failed
1.05,26,0.3568400000000002,2.541119383891552e-05,0.3578400000000002,2.0445681678326798e-05,0.36195753732889957,-0.004965512160588329,0.35741143812556175,-0.4789183482088771,0.36195753732889957,0.004117537328899357,,0.20801583438407845,0.04724930899721587,last_two_secant,ok
1.15,25,0.3378400000000002,2.375037143236e-05,0.3379650000000002,2.2210704828087183e-05,0.3397682073280037,-0.012317332834200126,0.3380867071286558,-0.12704353966172338,0.3397682073280037,0.0018032073280035421,0.0016815001993479295,0.26508348254347486,0.9384515092475322,last_two_secant,ok
1.2,26,0.3280900000000001,2.034724359718176e-05,0.3283400000000001,1.879267862293233e-05,0.33136217645036187,-0.006218259896996688,0.33228862145626376,-0.004789455228393615,0.33136217645036187,0.003022176450361791,0.000926445005901888,0.2917534418618927,1.3565483163652632,last_two_secant,ok
