boundary_id,normal_axis,pair_id,idx_a,idx_b,Mach_minus_grid,Mach_plus_grid,eta_minus_grid,eta_plus_grid,Mach_mid,eta_mid,component,chart_minus,chart_plus,Mach_boundary,eta_boundary,clean_pair_switch,third_chart_seen,eps,Mach_minus,eta_minus,Mach_plus,eta_plus,routed_chart_minus,routed_chart_plus,family_minus,family_plus,ci_minus,ci_plus,samepoint_ci_abs_diff,samepoint_ci_rel_diff_reg,samepoint_p_overlap,samepoint_p_rel,samepoint_q_overlap,samepoint_q_rel,routed_ci_abs_diff,routed_ci_rel_diff_reg,routed_p_overlap,routed_p_rel,routed_q_overlap,routed_q_rel,success,error
ROUTE_0400,eta,LOWM_EXT_VLOW_EXTREME__LOWM_EXT_VLOW_MOD,37,38,0.0616,0.0616,0.1192,0.1224,0.0616,0.1207999999999999,0,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,0.0616,0.1200000004947185,True,,0.001,0.0616,0.1190000004947185,0.0616,0.1210000004947185,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,pQscaled,pQscaled,0.8053376289587373,0.8029996682702052,0.00024283278825809607,0.00030193800379371824,0.9997845139487707,0.020758749196916296,0.9993801543329957,0.05035250544283679,0.0023379606885320925,0.0029030813965006987,0.9996995790531829,0.024510235431123798,0.9992482762233282,0.06434123876648348,True,
ROUTE_0400,eta,LOWM_EXT_VLOW_EXTREME__LOWM_EXT_VLOW_MOD,37,38,0.0616,0.0616,0.1192,0.1224,0.0616,0.1207999999999999,0,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,0.0616,0.1200000004947185,True,,0.0002,0.0616,0.11980000049471849,0.0616,0.1202000004947185,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,pQscaled,pQscaled,0.8042686597370322,0.8039991754204305,0.00024283278825809607,0.00030193800379371824,0.9997845139487707,0.020758749196916296,0.9993801543329957,0.05035250544283679,0.0002694843166016758,0.0003350675341368987,0.9997696047643928,0.021464794181392344,0.9993555117783011,0.0530447658273123,True,
ROUTE_0400,eta,LOWM_EXT_VLOW_EXTREME__LOWM_EXT_VLOW_MOD,37,38,0.0616,0.0616,0.1192,0.1224,0.0616,0.1207999999999999,0,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,0.0616,0.1200000004947185,True,,5e-05,0.0616,0.1199500004947185,0.0616,0.12005000049471849,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,pQscaled,pQscaled,0.8040703127583446,0.8041852505506034,0.00024283278825809607,0.00030193800379371824,0.9997845139487707,0.020758749196916296,0.9993801543329957,0.05035250544283679,0.00011493779225879575,0.00014292452165729354,0.999780883858255,0.020932851492481024,0.9993740747876184,0.051019597998454895,True,
ROUTE_0401,eta,LOWM_EXT_VLOW_EXTREME__LOWM_EXT_VLOW_MOD,37,38,0.0712,0.0712,0.1192,0.1224,0.0712,0.1207999999999999,0,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,0.0712,0.1200000004947185,True,,0.001,0.0712,0.1190000004947185,0.0712,0.1210000004947185,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,pQscaled,pQscaled,0.8048511535825533,0.802147430975344,0.00017406292779109656,0.00021661659382270652,0.9997840158168431,0.020782726412721275,0.999379982633409,0.05035573837025433,0.0027037226072093024,0.003359282763246959,0.9996990351314895,0.024532410341604187,0.9992479501917895,0.06434591644668491,True,
ROUTE_0401,eta,LOWM_EXT_VLOW_EXTREME__LOWM_EXT_VLOW_MOD,37,38,0.0712,0.0712,0.1192,0.1224,0.0712,0.1207999999999999,0,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,0.0712,0.1200000004947185,True,,0.0002,0.0712,0.11980000049471849,0.0712,0.1202000004947185,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,pQscaled,pQscaled,0.8038100435441844,0.8031343171234396,0.00017406292779109656,0.00021661659382270652,0.9997840158168431,0.020782726412721275,0.999379982633409,0.05035573837025433,0.00067572642074476,0.0008406543637665012,0.9997690962183842,0.021488467760061285,0.9993553080137919,0.05304838321154273,True,
ROUTE_0401,eta,LOWM_EXT_VLOW_EXTREME__LOWM_EXT_VLOW_MOD,37,38,0.0712,0.0712,0.1192,0.1224,0.0712,0.1207999999999999,0,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,0.0712,0.1200000004947185,True,,5e-05,0.0712,0.1199500004947185,0.0712,0.12005000049471849,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,pQscaled,pQscaled,0.8036171823599807,0.8033179080836567,0.00017406292779109656,0.00021661659382270652,0.9997840158168431,0.020782726412721275,0.999379982633409,0.05035573837025433,0.00029927427632403525,0.0003724090062947101,0.9997803830656213,0.02095675636064444,0.999373895016548,0.05102293262426379,True,
ROUTE_0402,eta,LOWM_EXT_VLOW_EXTREME__LOWM_EXT_VLOW_MOD,37,38,0.0808,0.0808,0.1192,0.1224,0.0808,0.1207999999999999,0,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,0.0808,0.1200000004947185,True,,0.001,0.0808,0.1190000004947185,0.0808,0.1210000004947185,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,pQscaled,pQscaled,0.8037502957499179,0.8011319466316632,0.0001175486958201466,0.00014648269850851746,0.9997840836670715,0.02077946211995123,0.9993778161128154,0.05046194500690371,0.002618349118254648,0.0032576648893319123,0.9996991961925168,0.024525846204270278,0.9992456178966722,0.06445164522486868,True,
ROUTE_0402,eta,LOWM_EXT_VLOW_EXTREME__LOWM_EXT_VLOW_MOD,37,38,0.0808,0.0808,0.1192,0.1224,0.0808,0.1207999999999999,0,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,0.0808,0.1200000004947185,True,,0.0002,0.0808,0.11980000049471849,0.0808,0.1202000004947185,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,pQscaled,pQscaled,0.8027271005721829,0.8021140045929495,0.0001175486958201466,0.00014648269850851746,0.9997840836670715,0.02077946211995123,0.9993778161128154,0.05046194500690371,0.0006130959792334245,0.0007637663893450345,0.9997691820132193,0.021484475711982153,0.9993531067307128,0.05315474603695921,True,
ROUTE_0402,eta,LOWM_EXT_VLOW_EXTREME__LOWM_EXT_VLOW_MOD,37,38,0.0808,0.0808,0.1192,0.1224,0.0808,0.1207999999999999,0,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,0.0808,0.1200000004947185,True,,5e-05,0.0808,0.1199500004947185,0.0808,0.12005000049471849,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,pQscaled,pQscaled,0.8025378457614697,0.8022966311622836,0.0001175486958201466,0.00014648269850851746,0.9997840836670715,0.02077946211995123,0.9993778161128154,0.05046194500690371,0.00024121459918613475,0.0003005647652133636,0.999780455371167,0.02095330660831933,0.9993717197310578,0.051129195221443574,True,
ROUTE_0403,eta,LOWM_EXT_VLOW_EXTREME__LOWM_EXT_VLOW_MOD,37,38,0.0904,0.0904,0.1192,0.1224,0.0904,0.1207999999999999,0,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,0.0904,0.1200000004947185,True,,0.001,0.0904,0.1190000004947185,0.0904,0.1210000004947185,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,pQscaled,pQscaled,0.802237859318631,0.8001434447651293,0.00039646612807442416,0.0004947442284372463,0.999784565680342,0.020756257547298304,0.999373507758519,0.05066912835726755,0.002094414553501678,0.0026107151752730023,0.9996998577936513,0.024498863797188825,0.9992410903138127,0.06465591309142457,True,
ROUTE_0403,eta,LOWM_EXT_VLOW_EXTREME__LOWM_EXT_VLOW_MOD,37,38,0.0904,0.0904,0.1192,0.1224,0.0904,0.1207999999999999,0,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,0.0904,0.1200000004947185,True,,0.0002,0.0904,0.11980000049471849,0.0904,0.1202000004947185,LOWM_EXT_VLOW_EXTREME,LOWM_EXT_VLOW_MOD,pQscaled,pQscaled,0.801211974757112,0.801115025011347,0.00039646612807442416,0.0004947442284372463,0.999784565680342,0.020756257547298304,0.999373507758519,0.05066912835726755,9.694974576501814e-05,0.00012100386516865093,0.9997696997585345,0.021460369165740213,0.9993487524646357,0.05336173258399243,True,
